
Predictions were generated on 14-Jan-2021 at 17:43:24 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.5.0-10-gb4fd3acc
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn

Description from the FAST input file: IEA task 37 RWT turbine -- https://github.com/IEAWindTask37/IEA-3.4-130-RWT

Time	Azimuth	BldPitch1	GenSpeed	IPDefl1	LSSGagMya	LSSGagMza	OoPDefl1	RootFxb1	RootFyb1	RootFzb1	RootMxb1	RootMyb1	RootMzb1	RotSpeed	RotTorq	YawPzn
    2.4500	 1.476E+02	 1.170E+00	 9.715E+02	-4.585E-01	 1.962E+03	 1.101E+03	 3.748E+00	 1.718E+02	-8.574E+01	 4.690E+02	 1.667E+03	 5.996E+03	-5.822E+01	 1.004E+01	 8.870E+02	 0.000E+00
    2.4563	 1.480E+02	 1.170E+00	 9.715E+02	-4.576E-01	 1.959E+03	 1.076E+03	 3.749E+00	 1.715E+02	-8.464E+01	 4.696E+02	 1.642E+03	 5.990E+03	-5.766E+01	 1.004E+01	 8.181E+02	 0.000E+00
    2.4625	 1.483E+02	 1.170E+00	 9.715E+02	-4.568E-01	 1.956E+03	 1.053E+03	 3.749E+00	 1.713E+02	-8.359E+01	 4.703E+02	 1.618E+03	 5.985E+03	-5.716E+01	 1.004E+01	 7.541E+02	 0.000E+00
    2.4688	 1.487E+02	 1.170E+00	 9.715E+02	-4.561E-01	 1.954E+03	 1.032E+03	 3.748E+00	 1.711E+02	-8.259E+01	 4.709E+02	 1.595E+03	 5.980E+03	-5.670E+01	 1.004E+01	 6.952E+02	 0.000E+00
    2.4750	 1.491E+02	 1.170E+00	 9.715E+02	-4.554E-01	 1.953E+03	 1.011E+03	 3.748E+00	 1.708E+02	-8.164E+01	 4.715E+02	 1.575E+03	 5.975E+03	-5.630E+01	 1.004E+01	 6.418E+02	 0.000E+00
    2.4813	 1.495E+02	 1.170E+00	 9.715E+02	-4.547E-01	 1.952E+03	 9.922E+02	 3.748E+00	 1.706E+02	-8.073E+01	 4.721E+02	 1.556E+03	 5.970E+03	-5.595E+01	 1.004E+01	 5.941E+02	 0.000E+00
    2.4875	 1.498E+02	 1.170E+00	 9.715E+02	-4.541E-01	 1.953E+03	 9.747E+02	 3.747E+00	 1.704E+02	-7.988E+01	 4.728E+02	 1.540E+03	 5.965E+03	-5.565E+01	 1.004E+01	 5.522E+02	 0.000E+00
    2.4938	 1.502E+02	 1.170E+00	 9.715E+02	-4.536E-01	 1.955E+03	 9.587E+02	 3.747E+00	 1.703E+02	-7.907E+01	 4.734E+02	 1.525E+03	 5.961E+03	-5.541E+01	 1.004E+01	 5.164E+02	 0.000E+00
    2.5000	 1.506E+02	 1.170E+00	 9.715E+02	-4.531E-01	 1.957E+03	 9.442E+02	 3.746E+00	 1.701E+02	-7.831E+01	 4.740E+02	 1.512E+03	 5.957E+03	-5.521E+01	 1.004E+01	 4.868E+02	 0.000E+00
    2.5063	 1.510E+02	 1.170E+00	 9.715E+02	-4.527E-01	 1.961E+03	 9.315E+02	 3.745E+00	 1.700E+02	-7.760E+01	 4.746E+02	 1.500E+03	 5.953E+03	-5.506E+01	 1.004E+01	 4.634E+02	 0.000E+00
    2.5125	 1.514E+02	 1.170E+00	 9.715E+02	-4.523E-01	 1.966E+03	 9.203E+02	 3.744E+00	 1.699E+02	-7.694E+01	 4.752E+02	 1.491E+03	 5.950E+03	-5.495E+01	 1.004E+01	 4.466E+02	 0.000E+00
    2.5188	 1.517E+02	 1.170E+00	 9.715E+02	-4.520E-01	 1.972E+03	 9.108E+02	 3.743E+00	 1.698E+02	-7.632E+01	 4.758E+02	 1.483E+03	 5.948E+03	-5.491E+01	 1.004E+01	 4.364E+02	 0.000E+00
    2.5250	 1.521E+02	 1.170E+00	 9.715E+02	-4.517E-01	 1.978E+03	 9.015E+02	 3.742E+00	 1.697E+02	-7.574E+01	 4.764E+02	 1.477E+03	 5.945E+03	-5.490E+01	 1.004E+01	 4.324E+02	 0.000E+00
    2.5312	 1.525E+02	 1.170E+00	 9.715E+02	-4.515E-01	 1.986E+03	 8.955E+02	 3.740E+00	 1.697E+02	-7.521E+01	 4.769E+02	 1.472E+03	 5.944E+03	-5.493E+01	 1.004E+01	 4.351E+02	 0.000E+00
    2.5375	 1.529E+02	 1.170E+00	 9.715E+02	-4.514E-01	 1.995E+03	 8.902E+02	 3.739E+00	 1.697E+02	-7.472E+01	 4.775E+02	 1.469E+03	 5.942E+03	-5.500E+01	 1.004E+01	 4.444E+02	 0.000E+00
    2.5438	 1.532E+02	 1.170E+00	 9.715E+02	-4.513E-01	 2.004E+03	 8.864E+02	 3.737E+00	 1.697E+02	-7.427E+01	 4.781E+02	 1.468E+03	 5.941E+03	-5.515E+01	 1.004E+01	 4.602E+02	 0.000E+00
    2.5500	 1.536E+02	 1.170E+00	 9.715E+02	-4.512E-01	 2.016E+03	 8.842E+02	 3.736E+00	 1.698E+02	-7.385E+01	 4.786E+02	 1.468E+03	 5.941E+03	-5.527E+01	 1.004E+01	 4.822E+02	 0.000E+00
    2.5563	 1.540E+02	 1.170E+00	 9.715E+02	-4.512E-01	 2.028E+03	 8.833E+02	 3.734E+00	 1.698E+02	-7.347E+01	 4.792E+02	 1.469E+03	 5.941E+03	-5.546E+01	 1.004E+01	 5.106E+02	 0.000E+00
    2.5625	 1.544E+02	 1.170E+00	 9.715E+02	-4.512E-01	 2.041E+03	 8.837E+02	 3.732E+00	 1.699E+02	-7.312E+01	 4.797E+02	 1.472E+03	 5.942E+03	-5.568E+01	 1.004E+01	 5.451E+02	 0.000E+00
    2.5688	 1.547E+02	 1.170E+00	 9.715E+02	-4.513E-01	 2.055E+03	 8.853E+02	 3.730E+00	 1.700E+02	-7.281E+01	 4.802E+02	 1.476E+03	 5.942E+03	-5.592E+01	 1.004E+01	 5.856E+02	 0.000E+00
    2.5750	 1.551E+02	 1.170E+00	 9.715E+02	-4.514E-01	 2.070E+03	 8.880E+02	 3.728E+00	 1.701E+02	-7.252E+01	 4.807E+02	 1.480E+03	 5.944E+03	-5.619E+01	 1.004E+01	 6.320E+02	 0.000E+00
    2.5813	 1.555E+02	 1.170E+00	 9.715E+02	-4.515E-01	 2.086E+03	 8.918E+02	 3.726E+00	 1.702E+02	-7.226E+01	 4.812E+02	 1.486E+03	 5.945E+03	-5.647E+01	 1.004E+01	 6.840E+02	 0.000E+00
    2.5875	 1.559E+02	 1.170E+00	 9.715E+02	-4.517E-01	 2.103E+03	 8.962E+02	 3.724E+00	 1.704E+02	-7.202E+01	 4.817E+02	 1.493E+03	 5.947E+03	-5.679E+01	 1.004E+01	 7.412E+02	 0.000E+00
    2.5938	 1.562E+02	 1.170E+00	 9.715E+02	-4.519E-01	 2.121E+03	 9.020E+02	 3.722E+00	 1.705E+02	-7.180E+01	 4.822E+02	 1.500E+03	 5.949E+03	-5.711E+01	 1.004E+01	 8.036E+02	 0.000E+00
    2.6000	 1.566E+02	 1.170E+00	 9.715E+02	-4.521E-01	 2.139E+03	 9.082E+02	 3.720E+00	 1.707E+02	-7.159E+01	 4.826E+02	 1.508E+03	 5.951E+03	-5.746E+01	 1.004E+01	 8.709E+02	 0.000E+00
    2.6063	 1.570E+02	 1.170E+00	 9.715E+02	-4.524E-01	 2.158E+03	 9.148E+02	 3.718E+00	 1.709E+02	-7.140E+01	 4.830E+02	 1.516E+03	 5.954E+03	-5.780E+01	 1.004E+01	 9.426E+02	 0.000E+00
    2.6125	 1.574E+02	 1.170E+00	 9.715E+02	-4.526E-01	 2.178E+03	 9.223E+02	 3.716E+00	 1.710E+02	-7.122E+01	 4.835E+02	 1.525E+03	 5.956E+03	-5.815E+01	 1.004E+01	 1.019E+03	 0.000E+00
    2.6188	 1.578E+02	 1.170E+00	 9.715E+02	-4.529E-01	 2.198E+03	 9.290E+02	 3.714E+00	 1.712E+02	-7.105E+01	 4.839E+02	 1.534E+03	 5.958E+03	-5.851E+01	 1.004E+01	 1.098E+03	 0.000E+00
    2.6250	 1.581E+02	 1.170E+00	 9.715E+02	-4.532E-01	 2.219E+03	 9.370E+02	 3.712E+00	 1.714E+02	-7.088E+01	 4.843E+02	 1.544E+03	 5.961E+03	-5.886E+01	 1.004E+01	 1.181E+03	 0.000E+00
    2.6313	 1.585E+02	 1.170E+00	 9.715E+02	-4.535E-01	 2.240E+03	 9.445E+02	 3.710E+00	 1.715E+02	-7.071E+01	 4.847E+02	 1.553E+03	 5.963E+03	-5.922E+01	 1.004E+01	 1.268E+03	 0.000E+00
    2.6375	 1.589E+02	 1.170E+00	 9.715E+02	-4.538E-01	 2.261E+03	 9.521E+02	 3.708E+00	 1.717E+02	-7.054E+01	 4.850E+02	 1.562E+03	 5.966E+03	-5.959E+01	 1.004E+01	 1.357E+03	 0.000E+00
    2.6438	 1.593E+02	 1.170E+00	 9.715E+02	-4.541E-01	 2.283E+03	 9.594E+02	 3.706E+00	 1.719E+02	-7.036E+01	 4.854E+02	 1.571E+03	 5.968E+03	-5.990E+01	 1.004E+01	 1.448E+03	 0.000E+00
    2.6500	 1.596E+02	 1.170E+00	 9.715E+02	-4.544E-01	 2.305E+03	 9.662E+02	 3.704E+00	 1.720E+02	-7.017E+01	 4.857E+02	 1.580E+03	 5.970E+03	-6.024E+01	 1.004E+01	 1.540E+03	 0.000E+00
    2.6562	 1.600E+02	 1.170E+00	 9.715E+02	-4.547E-01	 2.327E+03	 9.726E+02	 3.703E+00	 1.721E+02	-6.997E+01	 4.860E+02	 1.588E+03	 5.972E+03	-6.055E+01	 1.004E+01	 1.635E+03	 0.000E+00
    2.6625	 1.604E+02	 1.170E+00	 9.715E+02	-4.549E-01	 2.349E+03	 9.783E+02	 3.701E+00	 1.723E+02	-6.976E+01	 4.863E+02	 1.596E+03	 5.974E+03	-6.096E+01	 1.004E+01	 1.730E+03	 0.000E+00
    2.6688	 1.608E+02	 1.170E+00	 9.715E+02	-4.552E-01	 2.371E+03	 9.833E+02	 3.700E+00	 1.723E+02	-6.951E+01	 4.866E+02	 1.603E+03	 5.976E+03	-6.114E+01	 1.004E+01	 1.825E+03	 0.000E+00
    2.6750	 1.611E+02	 1.170E+00	 9.715E+02	-4.554E-01	 2.393E+03	 9.874E+02	 3.698E+00	 1.725E+02	-6.926E+01	 4.869E+02	 1.609E+03	 5.977E+03	-6.136E+01	 1.004E+01	 1.921E+03	 0.000E+00
    2.6813	 1.615E+02	 1.170E+00	 9.715E+02	-4.556E-01	 2.415E+03	 9.905E+02	 3.697E+00	 1.726E+02	-6.897E+01	 4.871E+02	 1.614E+03	 5.978E+03	-6.161E+01	 1.004E+01	 2.016E+03	 0.000E+00
    2.6875	 1.619E+02	 1.170E+00	 9.715E+02	-4.558E-01	 2.436E+03	 9.925E+02	 3.696E+00	 1.726E+02	-6.866E+01	 4.874E+02	 1.619E+03	 5.979E+03	-6.180E+01	 1.004E+01	 2.111E+03	 0.000E+00
    2.6938	 1.623E+02	 1.170E+00	 9.715E+02	-4.559E-01	 2.457E+03	 9.932E+02	 3.695E+00	 1.727E+02	-6.832E+01	 4.876E+02	 1.622E+03	 5.980E+03	-6.195E+01	 1.004E+01	 2.204E+03	 0.000E+00
    2.7000	 1.626E+02	 1.170E+00	 9.715E+02	-4.560E-01	 2.477E+03	 9.927E+02	 3.694E+00	 1.727E+02	-6.794E+01	 4.878E+02	 1.623E+03	 5.980E+03	-6.207E+01	 1.004E+01	 2.295E+03	 0.000E+00
    2.7063	 1.630E+02	 1.170E+00	 9.715E+02	-4.561E-01	 2.497E+03	 9.908E+02	 3.693E+00	 1.727E+02	-6.752E+01	 4.880E+02	 1.624E+03	 5.980E+03	-6.216E+01	 1.004E+01	 2.384E+03	 0.000E+00
    2.7125	 1.634E+02	 1.170E+00	 9.715E+02	-4.561E-01	 2.517E+03	 9.875E+02	 3.693E+00	 1.727E+02	-6.707E+01	 4.882E+02	 1.623E+03	 5.980E+03	-6.220E+01	 1.004E+01	 2.470E+03	 0.000E+00
    2.7188	 1.638E+02	 1.170E+00	 9.715E+02	-4.561E-01	 2.535E+03	 9.827E+02	 3.692E+00	 1.727E+02	-6.657E+01	 4.884E+02	 1.621E+03	 5.979E+03	-6.220E+01	 1.004E+01	 2.553E+03	 0.000E+00
    2.7250	 1.642E+02	 1.170E+00	 9.715E+02	-4.560E-01	 2.553E+03	 9.763E+02	 3.692E+00	 1.727E+02	-6.603E+01	 4.885E+02	 1.616E+03	 5.979E+03	-6.216E+01	 1.004E+01	 2.632E+03	 0.000E+00
    2.7313	 1.645E+02	 1.170E+00	 9.715E+02	-4.559E-01	 2.570E+03	 9.683E+02	 3.692E+00	 1.727E+02	-6.544E+01	 4.887E+02	 1.611E+03	 5.978E+03	-6.208E+01	 1.004E+01	 2.708E+03	 0.000E+00
    2.7375	 1.649E+02	 1.170E+00	 9.715E+02	-4.557E-01	 2.586E+03	 9.587E+02	 3.692E+00	 1.726E+02	-6.480E+01	 4.888E+02	 1.603E+03	 5.976E+03	-6.194E+01	 1.004E+01	 2.779E+03	 0.000E+00
    2.7438	 1.653E+02	 1.170E+00	 9.715E+02	-4.555E-01	 2.602E+03	 9.474E+02	 3.691E+00	 1.725E+02	-6.412E+01	 4.889E+02	 1.594E+03	 5.975E+03	-6.176E+01	 1.004E+01	 2.846E+03	 0.000E+00
    2.7500	 1.657E+02	 1.170E+00	 9.715E+02	-4.553E-01	 2.616E+03	 9.342E+02	 3.691E+00	 1.725E+02	-6.338E+01	 4.890E+02	 1.583E+03	 5.974E+03	-6.153E+01	 1.004E+01	 2.907E+03	 0.000E+00
    2.7563	 1.660E+02	 1.170E+00	 9.715E+02	-4.549E-01	 2.629E+03	 9.199E+02	 3.692E+00	 1.724E+02	-6.259E+01	 4.891E+02	 1.570E+03	 5.972E+03	-6.125E+01	 1.004E+01	 2.964E+03	 0.000E+00
    2.7625	 1.664E+02	 1.170E+00	 9.715E+02	-4.546E-01	 2.641E+03	 9.036E+02	 3.692E+00	 1.723E+02	-6.175E+01	 4.892E+02	 1.555E+03	 5.970E+03	-6.092E+01	 1.004E+01	 3.014E+03	 0.000E+00
    2.7688	 1.668E+02	 1.170E+00	 9.715E+02	-4.542E-01	 2.652E+03	 8.856E+02	 3.692E+00	 1.722E+02	-6.085E+01	 4.893E+02	 1.539E+03	 5.969E+03	-6.054E+01	 1.004E+01	 3.059E+03	 0.000E+00
    2.7750	 1.672E+02	 1.170E+00	 9.715E+02	-4.537E-01	 2.661E+03	 8.661E+02	 3.692E+00	 1.721E+02	-5.990E+01	 4.894E+02	 1.520E+03	 5.967E+03	-6.011E+01	 1.004E+01	 3.098E+03	 0.000E+00
    2.7812	 1.675E+02	 1.170E+00	 9.715E+02	-4.532E-01	 2.670E+03	 8.450E+02	 3.693E+00	 1.720E+02	-5.890E+01	 4.895E+02	 1.500E+03	 5.965E+03	-5.963E+01	 1.004E+01	 3.130E+03	 0.000E+00
    2.7875	 1.679E+02	 1.170E+00	 9.715E+02	-4.526E-01	 2.677E+03	 8.224E+02	 3.693E+00	 1.719E+02	-5.784E+01	 4.895E+02	 1.477E+03	 5.964E+03	-5.910E+01	 1.004E+01	 3.156E+03	 0.000E+00
    2.7938	 1.683E+02	 1.170E+00	 9.715E+02	-4.519E-01	 2.683E+03	 7.982E+02	 3.694E+00	 1.717E+02	-5.672E+01	 4.896E+02	 1.453E+03	 5.962E+03	-5.852E+01	 1.004E+01	 3.175E+03	 0.000E+00
    2.8000	 1.687E+02	 1.170E+00	 9.715E+02	-4.513E-01	 2.688E+03	 7.727E+02	 3.694E+00	 1.716E+02	-5.555E+01	 4.897E+02	 1.426E+03	 5.961E+03	-5.789E+01	 1.004E+01	 3.187E+03	 0.000E+00
    2.8063	 1.690E+02	 1.170E+00	 9.715E+02	-4.505E-01	 2.691E+03	 7.458E+02	 3.695E+00	 1.715E+02	-5.433E+01	 4.897E+02	 1.398E+03	 5.960E+03	-5.721E+01	 1.004E+01	 3.193E+03	 0.000E+00
    2.8125	 1.694E+02	 1.170E+00	 9.715E+02	-4.498E-01	 2.693E+03	 7.177E+02	 3.695E+00	 1.715E+02	-5.306E+01	 4.898E+02	 1.368E+03	 5.959E+03	-5.648E+01	 1.004E+01	 3.192E+03	 0.000E+00
    2.8188	 1.698E+02	 1.170E+00	 9.715E+02	-4.489E-01	 2.694E+03	 6.883E+02	 3.695E+00	 1.714E+02	-5.174E+01	 4.898E+02	 1.336E+03	 5.958E+03	-5.572E+01	 1.004E+01	 3.184E+03	 0.000E+00
    2.8250	 1.702E+02	 1.170E+00	 9.715E+02	-4.480E-01	 2.694E+03	 6.578E+02	 3.696E+00	 1.713E+02	-5.037E+01	 4.899E+02	 1.303E+03	 5.958E+03	-5.490E+01	 1.004E+01	 3.169E+03	 0.000E+00
    2.8313	 1.706E+02	 1.170E+00	 9.715E+02	-4.471E-01	 2.693E+03	 6.264E+02	 3.696E+00	 1.712E+02	-4.895E+01	 4.899E+02	 1.268E+03	 5.958E+03	-5.405E+01	 1.004E+01	 3.147E+03	 0.000E+00
    2.8375	 1.709E+02	 1.170E+00	 9.715E+02	-4.462E-01	 2.690E+03	 5.939E+02	 3.697E+00	 1.712E+02	-4.748E+01	 4.900E+02	 1.231E+03	 5.958E+03	-5.316E+01	 1.004E+01	 3.119E+03	 0.000E+00
    2.8438	 1.713E+02	 1.170E+00	 9.715E+02	-4.452E-01	 2.686E+03	 5.606E+02	 3.697E+00	 1.711E+02	-4.598E+01	 4.900E+02	 1.193E+03	 5.958E+03	-5.223E+01	 1.004E+01	 3.084E+03	 0.000E+00
    2.8500	 1.717E+02	 1.170E+00	 9.715E+02	-4.441E-01	 2.682E+03	 5.265E+02	 3.697E+00	 1.711E+02	-4.443E+01	 4.900E+02	 1.154E+03	 5.959E+03	-5.127E+01	 1.004E+01	 3.043E+03	 0.000E+00
    2.8563	 1.721E+02	 1.170E+00	 9.715E+02	-4.431E-01	 2.675E+03	 4.926E+02	 3.698E+00	 1.711E+02	-4.285E+01	 4.901E+02	 1.113E+03	 5.960E+03	-5.028E+01	 1.004E+01	 2.995E+03	 0.000E+00
    2.8625	 1.724E+02	 1.170E+00	 9.715E+02	-4.420E-01	 2.668E+03	 4.572E+02	 3.698E+00	 1.711E+02	-4.123E+01	 4.901E+02	 1.071E+03	 5.962E+03	-4.926E+01	 1.004E+01	 2.942E+03	 0.000E+00
    2.8688	 1.728E+02	 1.170E+00	 9.715E+02	-4.409E-01	 2.660E+03	 4.219E+02	 3.698E+00	 1.711E+02	-3.959E+01	 4.902E+02	 1.028E+03	 5.963E+03	-4.821E+01	 1.004E+01	 2.883E+03	 0.000E+00
    2.8750	 1.732E+02	 1.170E+00	 9.715E+02	-4.397E-01	 2.651E+03	 3.862E+02	 3.698E+00	 1.711E+02	-3.791E+01	 4.902E+02	 9.842E+02	 5.965E+03	-4.715E+01	 1.004E+01	 2.819E+03	 0.000E+00
    2.8813	 1.736E+02	 1.170E+00	 9.715E+02	-4.385E-01	 2.641E+03	 3.503E+02	 3.698E+00	 1.711E+02	-3.621E+01	 4.903E+02	 9.395E+02	 5.968E+03	-4.607E+01	 1.004E+01	 2.749E+03	 0.000E+00
    2.8875	 1.739E+02	 1.170E+00	 9.715E+02	-4.373E-01	 2.631E+03	 3.144E+02	 3.698E+00	 1.712E+02	-3.450E+01	 4.904E+02	 8.941E+02	 5.970E+03	-4.497E+01	 1.004E+01	 2.675E+03	 0.000E+00
    2.8938	 1.743E+02	 1.170E+00	 9.715E+02	-4.361E-01	 2.619E+03	 2.784E+02	 3.698E+00	 1.713E+02	-3.276E+01	 4.904E+02	 8.482E+02	 5.973E+03	-4.386E+01	 1.004E+01	 2.597E+03	 0.000E+00
    2.9000	 1.747E+02	 1.170E+00	 9.715E+02	-4.349E-01	 2.607E+03	 2.425E+02	 3.697E+00	 1.713E+02	-3.101E+01	 4.905E+02	 8.018E+02	 5.976E+03	-4.275E+01	 1.004E+01	 2.515E+03	 0.000E+00
    2.9062	 1.751E+02	 1.170E+00	 9.715E+02	-4.337E-01	 2.594E+03	 2.072E+02	 3.697E+00	 1.714E+02	-2.926E+01	 4.906E+02	 7.551E+02	 5.980E+03	-4.163E+01	 1.004E+01	 2.429E+03	 0.000E+00
    2.9125	 1.754E+02	 1.170E+00	 9.715E+02	-4.325E-01	 2.581E+03	 1.718E+02	 3.697E+00	 1.715E+02	-2.750E+01	 4.906E+02	 7.084E+02	 5.983E+03	-4.052E+01	 1.004E+01	 2.340E+03	 0.000E+00
    2.9188	 1.758E+02	 1.170E+00	 9.715E+02	-4.312E-01	 2.567E+03	 1.370E+02	 3.696E+00	 1.716E+02	-2.574E+01	 4.907E+02	 6.616E+02	 5.987E+03	-3.940E+01	 1.004E+01	 2.248E+03	 0.000E+00
    2.9250	 1.762E+02	 1.170E+00	 9.715E+02	-4.300E-01	 2.553E+03	 1.027E+02	 3.696E+00	 1.717E+02	-2.398E+01	 4.908E+02	 6.150E+02	 5.991E+03	-3.830E+01	 1.004E+01	 2.155E+03	 0.000E+00
    2.9313	 1.766E+02	 1.170E+00	 9.715E+02	-4.288E-01	 2.538E+03	 6.890E+01	 3.695E+00	 1.718E+02	-2.223E+01	 4.909E+02	 5.687E+02	 5.995E+03	-3.721E+01	 1.004E+01	 2.059E+03	 0.000E+00
    2.9375	 1.770E+02	 1.170E+00	 9.715E+02	-4.275E-01	 2.523E+03	 3.581E+01	 3.694E+00	 1.719E+02	-2.049E+01	 4.910E+02	 5.228E+02	 5.998E+03	-3.613E+01	 1.004E+01	 1.963E+03	 0.000E+00
    2.9438	 1.773E+02	 1.170E+00	 9.715E+02	-4.263E-01	 2.508E+03	 3.393E+00	 3.694E+00	 1.720E+02	-1.877E+01	 4.910E+02	 4.774E+02	 6.002E+03	-3.507E+01	 1.004E+01	 1.865E+03	 0.000E+00
    2.9500	 1.777E+02	 1.170E+00	 9.715E+02	-4.251E-01	 2.493E+03	-2.804E+01	 3.693E+00	 1.722E+02	-1.706E+01	 4.911E+02	 4.328E+02	 6.006E+03	-3.404E+01	 1.004E+01	 1.768E+03	 0.000E+00
    2.9563	 1.781E+02	 1.170E+00	 9.715E+02	-4.239E-01	 2.478E+03	-5.876E+01	 3.692E+00	 1.723E+02	-1.538E+01	 4.912E+02	 3.890E+02	 6.009E+03	-3.303E+01	 1.004E+01	 1.671E+03	 0.000E+00
    2.9625	 1.785E+02	 1.170E+00	 9.715E+02	-4.228E-01	 2.463E+03	-8.853E+01	 3.691E+00	 1.724E+02	-1.372E+01	 4.913E+02	 3.461E+02	 6.013E+03	-3.205E+01	 1.004E+01	 1.574E+03	 0.000E+00
    2.9688	 1.788E+02	 1.170E+00	 9.715E+02	-4.216E-01	 2.448E+03	-1.173E+02	 3.690E+00	 1.725E+02	-1.210E+01	 4.914E+02	 3.044E+02	 6.016E+03	-3.110E+01	 1.004E+01	 1.479E+03	 0.000E+00
    2.9750	 1.792E+02	 1.170E+00	 9.715E+02	-4.205E-01	 2.433E+03	-1.450E+02	 3.689E+00	 1.726E+02	-1.051E+01	 4.915E+02	 2.638E+02	 6.019E+03	-3.018E+01	 1.004E+01	 1.386E+03	 0.000E+00
    2.9813	 1.796E+02	 1.170E+00	 9.715E+02	-4.194E-01	 2.419E+03	-1.717E+02	 3.687E+00	 1.726E+02	-8.955E+00	 4.916E+02	 2.246E+02	 6.022E+03	-2.930E+01	 1.004E+01	 1.295E+03	 0.000E+00
    2.9875	 1.800E+02	 1.170E+00	 9.715E+02	-4.184E-01	 2.405E+03	-1.973E+02	 3.686E+00	 1.727E+02	-7.441E+00	 4.917E+02	 1.869E+02	 6.024E+03	-2.849E+01	 1.004E+01	 1.206E+03	 0.000E+00
    2.9938	 1.803E+02	 1.170E+00	 9.715E+02	-4.174E-01	 2.391E+03	-2.217E+02	 3.685E+00	 1.728E+02	-5.969E+00	 4.918E+02	 1.505E+02	 6.027E+03	-2.768E+01	 1.004E+01	 1.121E+03	 0.000E+00
    3.0000	 1.807E+02	 1.170E+00	 9.715E+02	-4.164E-01	 2.378E+03	-2.451E+02	 3.684E+00	 1.728E+02	-4.542E+00	 4.920E+02	 1.158E+02	 6.028E+03	-2.694E+01	 1.004E+01	 1.039E+03	 0.000E+00
    3.0063	 1.811E+02	 1.170E+00	 9.715E+02	-4.154E-01	 2.365E+03	-2.672E+02	 3.682E+00	 1.729E+02	-3.163E+00	 4.921E+02	 8.280E+01	 6.029E+03	-2.623E+01	 1.004E+01	 9.618E+02	 0.000E+00
    3.0125	 1.815E+02	 1.170E+00	 9.715E+02	-4.145E-01	 2.353E+03	-2.882E+02	 3.681E+00	 1.729E+02	-1.833E+00	 4.922E+02	 5.154E+01	 6.030E+03	-2.558E+01	 1.004E+01	 8.886E+02	 0.000E+00
    3.0188	 1.818E+02	 1.170E+00	 9.715E+02	-4.137E-01	 2.342E+03	-3.080E+02	 3.680E+00	 1.729E+02	-5.548E-01	 4.923E+02	 2.209E+01	 6.031E+03	-2.498E+01	 1.004E+01	 8.200E+02	 0.000E+00
    3.0250	 1.822E+02	 1.170E+00	 9.715E+02	-4.128E-01	 2.331E+03	-3.265E+02	 3.678E+00	 1.729E+02	 6.709E-01	 4.924E+02	-5.485E+00	 6.031E+03	-2.442E+01	 1.004E+01	 7.567E+02	 0.000E+00
    3.0312	 1.826E+02	 1.170E+00	 9.715E+02	-4.120E-01	 2.321E+03	-3.437E+02	 3.677E+00	 1.729E+02	 1.842E+00	 4.924E+02	-3.115E+01	 6.030E+03	-2.392E+01	 1.004E+01	 6.987E+02	 0.000E+00
    3.0375	 1.830E+02	 1.170E+00	 9.715E+02	-4.113E-01	 2.312E+03	-3.597E+02	 3.675E+00	 1.728E+02	 2.959E+00	 4.925E+02	-5.486E+01	 6.029E+03	-2.347E+01	 1.004E+01	 6.466E+02	 0.000E+00
    3.0438	 1.834E+02	 1.170E+00	 9.715E+02	-4.106E-01	 2.303E+03	-3.755E+02	 3.674E+00	 1.728E+02	 4.020E+00	 4.926E+02	-7.660E+01	 6.028E+03	-2.307E+01	 1.004E+01	 6.002E+02	 0.000E+00
    3.0500	 1.837E+02	 1.170E+00	 9.715E+02	-4.100E-01	 2.296E+03	-3.890E+02	 3.673E+00	 1.727E+02	 5.024E+00	 4.927E+02	-9.636E+01	 6.026E+03	-2.272E+01	 1.004E+01	 5.601E+02	 0.000E+00
    3.0563	 1.841E+02	 1.170E+00	 9.715E+02	-4.093E-01	 2.289E+03	-4.020E+02	 3.671E+00	 1.726E+02	 5.973E+00	 4.928E+02	-1.141E+02	 6.024E+03	-2.243E+01	 1.004E+01	 5.264E+02	 0.000E+00
    3.0625	 1.845E+02	 1.170E+00	 9.715E+02	-4.088E-01	 2.284E+03	-4.137E+02	 3.670E+00	 1.725E+02	 6.866E+00	 4.928E+02	-1.299E+02	 6.021E+03	-2.219E+01	 1.004E+01	 4.992E+02	 0.000E+00
    3.0688	 1.849E+02	 1.170E+00	 9.715E+02	-4.083E-01	 2.279E+03	-4.244E+02	 3.668E+00	 1.724E+02	 7.703E+00	 4.929E+02	-1.437E+02	 6.018E+03	-2.200E+01	 1.004E+01	 4.787E+02	 0.000E+00
    3.0750	 1.852E+02	 1.170E+00	 9.715E+02	-4.078E-01	 2.275E+03	-4.340E+02	 3.667E+00	 1.722E+02	 8.486E+00	 4.929E+02	-1.556E+02	 6.014E+03	-2.185E+01	 1.004E+01	 4.649E+02	 0.000E+00
    3.0813	 1.856E+02	 1.170E+00	 9.715E+02	-4.074E-01	 2.272E+03	-4.425E+02	 3.665E+00	 1.721E+02	 9.215E+00	 4.930E+02	-1.655E+02	 6.010E+03	-2.176E+01	 1.004E+01	 4.581E+02	 0.000E+00
