
Predictions were generated on 06-Nov-2020 at 16:22:00 using OpenFAST, compiled as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #03: AWT-27CR2 with many DOFs with free yaw and steady wind.

Time	Wind1VelX	Wind1VelY	Wind1VelZ	Azimuth	TeetDefl	RotTeetV	RotTeetA	OoPDefl2	IPDefl2	RootMOoP2	RootMIP2	RotTorq	YawBrTDxp	YawBrTDyp	YawBrTAxp	YawBrTAyp	NacYaw	NacYawV	NacYawA	LSSGagMys	LSSGagMzs	TwrBsMxt	TwrBsMyt	B1N3VUndx	B1N3VUndy	B1N3VUndz	B1N3VDisx	B1N3VDisy	B1N3VDisz	B1N3STVx	B1N3STVy	B1N3STVz
   12.4800	 1.039E+01	-6.000E+00	 0.000E+00	 1.027E+02	 8.126E-01	-2.219E+00	-3.612E+01	 1.493E-01	-1.468E-02	 3.835E+01	-4.502E+00	 3.650E+01	 4.438E-02	-2.336E-02	 5.217E-02	-5.871E-02	-2.630E+01	-5.446E-01	 1.163E+01	 1.309E+01	 4.575E-01	 5.822E+02	 1.156E+03	 1.154E+01	 1.894E-01	 2.586E+00	 1.154E+01	 1.894E-01	 2.586E+00	-6.861E-01	-7.734E+01	-1.933E-01
   12.5000	 1.039E+01	-6.000E+00	 0.000E+00	 1.093E+02	 7.613E-01	-2.903E+00	-3.209E+01	 1.472E-01	-1.504E-02	 3.810E+01	-3.312E+00	 3.654E+01	 4.464E-02	-2.332E-02	 3.147E-02	-8.335E-02	-2.630E+01	-3.017E-01	 1.246E+01	 1.265E+01	 8.255E-01	 5.835E+02	 1.165E+03	 1.146E+01	 2.696E-01	 2.526E+00	 1.146E+01	 2.696E-01	 2.526E+00	-8.090E-01	-7.733E+01	-2.009E-01
   12.5200	 1.039E+01	-6.000E+00	 0.000E+00	 1.158E+02	 6.971E-01	-3.493E+00	-2.672E+01	 1.458E-01	-1.568E-02	 3.761E+01	-1.689E+00	 3.652E+01	 4.491E-02	-2.330E-02	-1.263E-02	-8.757E-02	-2.631E+01	-5.504E-02	 1.199E+01	 1.207E+01	 1.110E+00	 5.836E+02	 1.172E+03	 1.138E+01	 3.452E-01	 2.457E+00	 1.138E+01	 3.452E-01	 2.457E+00	-9.224E-01	-7.733E+01	-2.050E-01
   12.5400	 1.039E+01	-6.000E+00	 0.000E+00	 1.223E+02	 6.223E-01	-3.978E+00	-2.188E+01	 1.451E-01	-1.641E-02	 3.714E+01	-3.437E-02	 3.637E+01	 4.517E-02	-2.332E-02	-5.560E-02	-7.757E-02	-2.631E+01	 1.711E-01	 1.051E+01	 1.147E+01	 1.324E+00	 5.827E+02	 1.177E+03	 1.130E+01	 4.156E-01	 2.379E+00	 1.130E+01	 4.156E-01	 2.379E+00	-1.027E+00	-7.735E+01	-2.059E-01
   12.5600	 1.039E+01	-6.000E+00	 0.000E+00	 1.288E+02	 5.387E-01	-4.367E+00	-1.701E+01	 1.451E-01	-1.711E-02	 3.688E+01	 1.450E+00	 3.619E+01	 4.541E-02	-2.338E-02	-7.864E-02	-6.627E-02	-2.630E+01	 3.634E-01	 8.728E+00	 1.091E+01	 1.490E+00	 5.825E+02	 1.183E+03	 1.123E+01	 4.803E-01	 2.290E+00	 1.123E+01	 4.803E-01	 2.290E+00	-1.105E+00	-7.739E+01	-2.046E-01
   12.5800	 1.039E+01	-6.000E+00	 0.000E+00	 1.353E+02	 4.482E-01	-4.659E+00	-1.203E+01	 1.455E-01	-1.776E-02	 3.681E+01	 2.824E+00	 3.609E+01	 4.562E-02	-2.345E-02	-8.248E-02	-6.145E-02	-2.629E+01	 5.226E-01	 7.261E+00	 1.038E+01	 1.614E+00	 5.843E+02	 1.191E+03	 1.117E+01	 5.388E-01	 2.193E+00	 1.117E+01	 5.388E-01	 2.193E+00	-1.141E+00	-7.742E+01	-2.021E-01
   12.6000	 1.039E+01	-6.000E+00	 0.000E+00	 1.418E+02	 3.530E-01	-4.853E+00	-7.258E+00	 1.460E-01	-1.845E-02	 3.679E+01	 4.312E+00	 3.614E+01	 4.580E-02	-2.356E-02	-7.900E-02	-6.226E-02	-2.628E+01	 6.557E-01	 6.057E+00	 9.842E+00	 1.662E+00	 5.884E+02	 1.198E+03	 1.111E+01	 5.905E-01	 2.092E+00	 1.111E+01	 5.905E-01	 2.092E+00	-1.132E+00	-7.745E+01	-1.984E-01
   12.6200	 1.039E+01	-6.000E+00	 0.000E+00	 1.483E+02	 2.548E-01	-4.945E+00	-1.767E+00	 1.466E-01	-1.928E-02	 3.671E+01	 6.089E+00	 3.627E+01	 4.594E-02	-2.369E-02	-7.955E-02	-6.200E-02	-2.627E+01	 7.633E-01	 4.621E+00	 9.276E+00	 1.588E+00	 5.942E+02	 1.203E+03	 1.106E+01	 6.352E-01	 1.991E+00	 1.106E+01	 6.352E-01	 1.991E+00	-1.092E+00	-7.747E+01	-1.931E-01
   12.6400	 1.039E+01	-6.000E+00	 0.000E+00	 1.549E+02	 1.559E-01	-4.920E+00	 4.170E+00	 1.472E-01	-2.025E-02	 3.659E+01	 8.133E+00	 3.638E+01	 4.606E-02	-2.384E-02	-8.577E-02	-5.488E-02	-2.625E+01	 8.371E-01	 2.677E+00	 8.699E+00	 1.379E+00	 6.004E+02	 1.206E+03	 1.103E+01	 6.723E-01	 1.892E+00	 1.103E+01	 6.723E-01	 1.892E+00	-1.042E+00	-7.749E+01	-1.861E-01
   12.6600	 1.039E+01	-6.000E+00	 0.000E+00	 1.614E+02	 5.874E-02	-4.783E+00	 9.288E+00	 1.477E-01	-2.129E-02	 3.654E+01	 1.028E+01	 3.642E+01	 4.614E-02	-2.401E-02	-9.229E-02	-3.905E-02	-2.623E+01	 8.684E-01	 4.350E-01	 8.160E+00	 1.057E+00	 6.064E+02	 1.206E+03	 1.100E+01	 7.017E-01	 1.794E+00	 1.100E+01	 7.017E-01	 1.794E+00	-9.946E-01	-7.751E+01	-1.778E-01
   12.6800	 1.039E+01	-6.000E+00	 0.000E+00	 1.679E+02	-3.482E-02	-4.562E+00	 1.229E+01	 1.482E-01	-2.232E-02	 3.655E+01	 1.237E+01	 3.640E+01	 4.618E-02	-2.421E-02	-9.548E-02	-1.541E-02	-2.622E+01	 8.549E-01	-1.758E+00	 7.705E+00	 6.499E-01	 6.121E+02	 1.205E+03	 1.098E+01	 7.228E-01	 1.696E+00	 1.098E+01	 7.228E-01	 1.696E+00	-9.519E-01	-7.753E+01	-1.692E-01
   12.7000	 1.039E+01	-6.000E+00	 0.000E+00	 1.744E+02	-1.237E-01	-4.337E+00	 1.011E+01	 1.486E-01	-2.332E-02	 3.645E+01	 1.445E+01	 3.631E+01	 4.618E-02	-2.440E-02	-1.001E-01	 1.589E-02	-2.620E+01	 7.962E-01	-4.175E+00	 7.395E+00	 1.603E-01	 6.178E+02	 1.203E+03	 1.097E+01	 7.353E-01	 1.598E+00	 1.069E+01	 7.162E-01	 1.556E+00	-9.024E-01	-7.755E+01	-1.617E-01
   12.7200	 1.039E+01	-6.000E+00	 0.000E+00	 1.809E+02	-2.081E-01	-4.132E+00	 7.621E-01	 1.489E-01	-2.428E-02	 3.603E+01	 1.655E+01	 3.630E+01	 4.615E-02	-2.459E-02	-9.941E-02	 4.613E-02	-2.618E+01	 6.920E-01	-6.336E+00	 7.246E+00	-3.831E-01	 6.238E+02	 1.202E+03	 1.098E+01	 7.389E-01	 1.508E+00	 9.297E+00	 6.263E-01	 1.274E+00	-9.707E-01	-7.752E+01	-1.560E-01
   12.7400	 1.039E+01	-6.000E+00	 0.000E+00	 1.874E+02	-2.938E-01	-4.527E+00	-2.261E+01	 1.477E-01	-2.524E-02	 3.402E+01	 1.932E+01	 3.567E+01	 4.607E-02	-2.476E-02	-1.494E-01	 1.048E-01	-2.617E+01	 5.166E-01	-1.167E+01	 7.708E+00	-1.111E+00	 6.300E+02	 1.200E+03	 1.100E+01	 7.333E-01	 1.425E+00	 1.100E+01	 7.333E-01	 1.425E+00	-1.072E+00	-7.747E+01	-1.489E-01
   12.7600	 1.039E+01	-6.000E+00	 0.000E+00	 1.939E+02	-3.849E-01	-4.381E+00	 3.522E+01	 1.435E-01	-2.603E-02	 3.335E+01	 2.181E+01	 3.469E+01	 4.594E-02	-2.489E-02	-9.877E-02	 1.129E-01	-2.616E+01	 2.427E-01	-1.460E+01	 8.086E+00	-1.802E+00	 6.370E+02	 1.199E+03	 1.104E+01	 7.182E-01	 1.328E+00	 1.104E+01	 7.182E-01	 1.328E+00	-1.132E+00	-7.749E+01	-1.383E-01
   12.7800	 1.039E+01	-6.000E+00	 0.000E+00	 2.005E+02	-4.646E-01	-3.589E+00	 3.361E+01	 1.402E-01	-2.637E-02	 3.494E+01	 2.255E+01	 3.435E+01	 4.577E-02	-2.498E-02	-6.315E-03	 8.242E-02	-2.616E+01	-2.521E-02	-1.151E+01	 7.991E+00	-2.139E+00	 6.426E+02	 1.194E+03	 1.109E+01	 6.934E-01	 1.218E+00	 1.109E+01	 6.934E-01	 1.218E+00	-1.107E+00	-7.754E+01	-1.321E-01
   12.8000	 1.039E+01	-6.000E+00	 0.000E+00	 2.070E+02	-5.312E-01	-3.133E+00	 1.603E+01	 1.402E-01	-2.683E-02	 3.674E+01	 2.327E+01	 3.514E+01	 4.559E-02	-2.503E-02	 4.334E-02	 5.764E-02	-2.616E+01	-2.125E-01	-7.549E+00	 8.130E+00	-2.297E+00	 6.442E+02	 1.185E+03	 1.115E+01	 6.594E-01	 1.109E+00	 1.115E+01	 6.594E-01	 1.109E+00	-9.664E-01	-7.756E+01	-1.316E-01
   12.8200	 1.039E+01	-6.000E+00	 0.000E+00	 2.135E+02	-5.905E-01	-2.792E+00	 1.914E+01	 1.441E-01	-2.799E-02	 3.698E+01	 2.536E+01	 3.643E+01	 4.543E-02	-2.506E-02	 2.185E-02	 7.692E-02	-2.617E+01	-3.512E-01	-6.985E+00	 8.591E+00	-2.602E+00	 6.409E+02	 1.172E+03	 1.122E+01	 6.166E-01	 1.016E+00	 1.122E+01	 6.166E-01	 1.016E+00	-7.299E-01	-7.754E+01	-1.310E-01
   12.8400	 1.039E+01	-6.000E+00	 0.000E+00	 2.200E+02	-6.427E-01	-2.439E+00	 1.356E+01	 1.508E-01	-2.975E-02	 3.620E+01	 2.832E+01	 3.723E+01	 4.528E-02	-2.506E-02	-2.588E-02	 1.248E-01	-2.618E+01	-5.128E-01	-9.472E+00	 9.341E+00	-3.005E+00	 6.351E+02	 1.162E+03	 1.129E+01	 5.655E-01	 9.494E-01	 1.129E+01	 5.655E-01	 9.494E-01	-4.943E-01	-7.751E+01	-1.281E-01
   12.8600	 1.039E+01	-6.000E+00	 0.000E+00	 2.265E+02	-6.895E-01	-2.285E+00	 2.851E+00	 1.578E-01	-3.165E-02	 3.578E+01	 3.125E+01	 3.713E+01	 4.512E-02	-2.500E-02	-3.099E-02	 1.506E-01	-2.619E+01	-7.284E-01	-1.178E+01	 1.040E+01	-3.224E+00	 6.303E+02	 1.158E+03	 1.137E+01	 5.065E-01	 8.991E-01	 1.137E+01	 5.065E-01	 8.991E-01	-3.415E-01	-7.751E+01	-1.248E-01
   12.8800	 1.039E+01	-6.000E+00	 0.000E+00	 2.330E+02	-7.348E-01	-2.241E+00	 3.439E+00	 1.624E-01	-3.325E-02	 3.637E+01	 3.354E+01	 3.655E+01	 4.495E-02	-2.489E-02	 2.300E-02	 1.271E-01	-2.621E+01	-9.638E-01	-1.116E+01	 1.152E+01	-3.115E+00	 6.280E+02	 1.159E+03	 1.146E+01	 4.403E-01	 8.532E-01	 1.146E+01	 4.403E-01	 8.532E-01	-2.456E-01	-7.754E+01	-1.235E-01
   12.9000	 1.039E+01	-6.000E+00	 0.000E+00	 2.395E+02	-7.785E-01	-2.099E+00	 1.123E+01	 1.644E-01	-3.431E-02	 3.763E+01	 3.489E+01	 3.622E+01	 4.478E-02	-2.473E-02	 9.008E-02	 7.006E-02	-2.623E+01	-1.153E+00	-7.323E+00	 1.235E+01	-2.717E+00	 6.266E+02	 1.160E+03	 1.155E+01	 3.677E-01	 8.101E-01	 1.155E+01	 3.677E-01	 8.101E-01	-1.391E-01	-7.759E+01	-1.249E-01
   12.9200	 1.039E+01	-6.000E+00	 0.000E+00	 2.461E+02	-8.176E-01	-1.784E+00	 2.041E+01	 1.650E-01	-3.483E-02	 3.865E+01	 3.547E+01	 3.644E+01	 4.466E-02	-2.454E-02	 1.141E-01	 1.808E-02	-2.625E+01	-1.247E+00	-2.025E+00	 1.282E+01	-2.163E+00	 6.227E+02	 1.157E+03	 1.164E+01	 2.900E-01	 7.771E-01	 1.164E+01	 2.900E-01	 7.771E-01	-5.831E-04	-7.763E+01	-1.276E-01
   12.9400	 1.039E+01	-6.000E+00	 0.000E+00	 2.526E+02	-8.486E-01	-1.280E+00	 2.987E+01	 1.654E-01	-3.498E-02	 3.885E+01	 3.570E+01	 3.693E+01	 4.457E-02	-2.435E-02	 8.302E-02	-1.674E-03	-2.628E+01	-1.239E+00	 2.618E+00	 1.303E+01	-1.607E+00	 6.147E+02	 1.150E+03	 1.173E+01	 2.081E-01	 7.602E-01	 1.173E+01	 2.081E-01	 7.602E-01	 1.414E-01	-7.765E+01	-1.282E-01
   12.9600	 1.039E+01	-6.000E+00	 0.000E+00	 2.591E+02	-8.677E-01	-6.064E-01	 3.682E+01	 1.659E-01	-3.499E-02	 3.844E+01	 3.589E+01	 3.722E+01	 4.452E-02	-2.415E-02	 3.279E-02	 5.856E-03	-2.630E+01	-1.154E+00	 5.592E+00	 1.316E+01	-1.124E+00	 6.038E+02	 1.143E+03	 1.183E+01	 1.235E-01	 7.584E-01	 1.183E+01	 1.235E-01	 7.584E-01	 2.513E-01	-7.765E+01	-1.242E-01
   12.9800	 1.039E+01	-6.000E+00	 0.000E+00	 2.656E+02	-8.722E-01	 1.649E-01	 3.969E+01	 1.662E-01	-3.503E-02	 3.801E+01	 3.613E+01	 3.711E+01	 4.449E-02	-2.395E-02	 7.976E-03	 1.319E-02	-2.632E+01	-1.023E+00	 7.350E+00	 1.327E+01	-6.886E-01	 5.935E+02	 1.141E+03	 1.192E+01	 3.701E-02	 7.658E-01	 1.192E+01	 3.701E-02	 7.658E-01	 3.235E-01	-7.764E+01	-1.153E-01
   13.0000	 1.039E+01	-6.000E+00	 0.000E+00	 2.721E+02	-8.609E-01	 9.631E-01	 3.979E+01	 1.660E-01	-3.510E-02	 3.788E+01	 3.629E+01	 3.681E+01	 4.445E-02	-2.375E-02	 2.112E-02	-1.641E-03	-2.634E+01	-8.608E-01	 8.903E+00	 1.334E+01	-2.509E-01	 5.864E+02	 1.144E+03	 1.200E+01	-5.017E-02	 7.780E-01	 1.200E+01	-5.017E-02	 7.780E-01	 3.859E-01	-7.764E+01	-1.033E-01
   13.0200	 1.039E+01	-6.000E+00	 0.000E+00	 2.786E+02	-8.338E-01	 1.745E+00	 3.817E+01	 1.651E-01	-3.506E-02	 3.789E+01	 3.612E+01	 3.660E+01	 4.443E-02	-2.354E-02	 4.815E-02	-3.749E-02	-2.636E+01	-6.655E-01	 1.064E+01	 1.326E+01	 1.925E-01	 5.828E+02	 1.150E+03	 1.209E+01	-1.371E-01	 7.960E-01	 1.209E+01	-1.371E-01	 7.960E-01	 4.713E-01	-7.765E+01	-9.093E-02
   13.0400	 1.039E+01	-6.000E+00	 0.000E+00	 2.851E+02	-7.914E-01	 2.479E+00	 3.496E+01	 1.638E-01	-3.469E-02	 3.770E+01	 3.537E+01	 3.658E+01	 4.442E-02	-2.335E-02	 5.644E-02	-7.550E-02	-2.637E+01	-4.372E-01	 1.207E+01	 1.295E+01	 6.022E-01	 5.807E+02	 1.154E+03	 1.216E+01	-2.230E-01	 8.244E-01	 1.216E+01	-2.230E-01	 8.244E-01	 5.887E-01	-7.767E+01	-8.013E-02
   13.0600	 1.039E+01	-6.000E+00	 0.000E+00	 2.917E+02	-7.351E-01	 3.135E+00	 3.048E+01	 1.621E-01	-3.390E-02	 3.719E+01	 3.400E+01	 3.662E+01	 4.444E-02	-2.320E-02	 3.456E-02	-9.759E-02	-2.638E+01	-1.900E-01	 1.243E+01	 1.244E+01	 9.366E-01	 5.782E+02	 1.155E+03	 1.224E+01	-3.068E-01	 8.669E-01	 1.224E+01	-3.068E-01	 8.669E-01	 7.204E-01	-7.767E+01	-7.201E-02
   13.0800	 1.039E+01	-6.000E+00	 0.000E+00	 2.982E+02	-6.667E-01	 3.686E+00	 2.495E+01	 1.598E-01	-3.278E-02	 3.651E+01	 3.226E+01	 3.655E+01	 4.447E-02	-2.308E-02	-3.790E-03	-9.943E-02	-2.638E+01	 5.116E-02	 1.151E+01	 1.184E+01	 1.192E+00	 5.744E+02	 1.154E+03	 1.230E+01	-3.878E-01	 9.240E-01	 1.230E+01	-3.878E-01	 9.240E-01	 8.424E-01	-7.766E+01	-6.673E-02
   13.1000	 1.039E+01	-6.000E+00	 0.000E+00	 3.047E+02	-5.883E-01	 4.137E+00	 2.011E+01	 1.569E-01	-3.159E-02	 3.594E+01	 3.048E+01	 3.637E+01	 4.450E-02	-2.300E-02	-3.246E-02	-9.152E-02	-2.637E+01	 2.650E-01	 9.812E+00	 1.125E+01	 1.385E+00	 5.705E+02	 1.153E+03	 1.236E+01	-4.650E-01	 9.934E-01	 1.236E+01	-4.650E-01	 9.934E-01	 9.420E-01	-7.764E+01	-6.388E-02
   13.1200	 1.039E+01	-6.000E+00	 0.000E+00	 3.112E+02	-5.019E-01	 4.490E+00	 1.520E+01	 1.536E-01	-3.051E-02	 3.563E+01	 2.889E+01	 3.620E+01	 4.452E-02	-2.295E-02	-3.964E-02	-8.600E-02	-2.637E+01	 4.436E-01	 8.096E+00	 1.071E+01	 1.537E+00	 5.680E+02	 1.154E+03	 1.241E+01	-5.373E-01	 1.073E+00	 1.241E+01	-5.373E-01	 1.073E+00	 1.018E+00	-7.761E+01	-6.308E-02
   13.1400	 1.039E+01	-6.000E+00	 0.000E+00	 3.177E+02	-4.094E-01	 4.744E+00	 1.025E+01	 1.505E-01	-2.961E-02	 3.550E+01	 2.745E+01	 3.615E+01	 4.452E-02	-2.294E-02	-3.242E-02	-8.703E-02	-2.636E+01	 5.915E-01	 6.757E+00	 1.018E+01	 1.638E+00	 5.680E+02	 1.156E+03	 1.245E+01	-6.038E-01	 1.161E+00	 1.245E+01	-6.038E-01	 1.161E+00	 1.075E+00	-7.759E+01	-6.432E-02
   13.1600	 1.039E+01	-6.000E+00	 0.000E+00	 3.242E+02	-3.128E-01	 4.900E+00	 5.218E+00	 1.483E-01	-2.879E-02	 3.542E+01	 2.594E+01	 3.624E+01	 4.450E-02	-2.297E-02	-2.349E-02	-9.121E-02	-2.634E+01	 7.147E-01	 5.528E+00	 9.632E+00	 1.645E+00	 5.705E+02	 1.158E+03	 1.249E+01	-6.635E-01	 1.257E+00	 1.249E+01	-6.635E-01	 1.257E+00	 1.112E+00	-7.757E+01	-6.788E-02
   13.1800	 1.039E+01	-6.000E+00	 0.000E+00	 3.307E+02	-2.141E-01	 4.947E+00	-5.893E-01	 1.473E-01	-2.794E-02	 3.537E+01	 2.416E+01	 3.637E+01	 4.448E-02	-2.303E-02	-2.126E-02	-9.141E-02	-2.633E+01	 8.100E-01	 3.921E+00	 9.057E+00	 1.522E+00	 5.746E+02	 1.158E+03	 1.251E+01	-7.154E-01	 1.359E+00	 1.251E+01	-7.154E-01	 1.359E+00	 1.129E+00	-7.755E+01	-7.402E-02
   13.2000	 1.039E+01	-6.000E+00	 0.000E+00	 3.373E+02	-1.157E-01	 4.876E+00	-6.441E+00	 1.476E-01	-2.701E-02	 3.541E+01	 2.213E+01	 3.645E+01	 4.445E-02	-2.313E-02	-2.395E-02	-8.318E-02	-2.631E+01	 8.683E-01	 1.848E+00	 8.487E+00	 1.270E+00	 5.792E+02	 1.157E+03	 1.253E+01	-7.585E-01	 1.466E+00	 1.253E+01	-7.585E-01	 1.466E+00	 1.125E+00	-7.754E+01	-8.243E-02
   13.2200	 1.039E+01	-6.000E+00	 0.000E+00	 3.438E+02	-1.978E-02	 4.699E+00	-1.103E+01	 1.486E-01	-2.609E-02	 3.559E+01	 2.001E+01	 3.646E+01	 4.441E-02	-2.326E-02	-2.599E-02	-6.585E-02	-2.629E+01	 8.829E-01	-3.815E-01	 7.971E+00	 9.146E-01	 5.839E+02	 1.154E+03	 1.254E+01	-7.921E-01	 1.576E+00	 1.254E+01	-7.921E-01	 1.576E+00	 1.104E+00	-7.752E+01	-9.222E-02
   13.2400	 1.039E+01	-6.000E+00	 0.000E+00	 3.503E+02	 7.183E-02	 4.458E+00	-1.231E+01	 1.500E-01	-2.527E-02	 3.582E+01	 1.791E+01	 3.642E+01	 4.436E-02	-2.342E-02	-2.740E-02	-4.001E-02	-2.628E+01	 8.534E-01	-2.590E+00	 7.557E+00	 4.794E-01	 5.887E+02	 1.151E+03	 1.254E+01	-8.152E-01	 1.687E+00	 1.254E+01	-8.152E-01	 1.687E+00	 1.075E+00	-7.751E+01	-1.023E-01
   13.2600	 1.039E+01	-6.000E+00	 0.000E+00	 3.568E+02	 1.587E-01	 4.229E+00	-1.309E+01	 1.518E-01	-2.454E-02	 3.591E+01	 1.581E+01	 3.633E+01	 4.430E-02	-2.359E-02	-2.395E-02	-1.114E-02	-2.626E+01	 7.777E-01	-4.931E+00	 7.304E+00	-3.323E-02	 5.941E+02	 1.148E+03	 1.253E+01	-8.272E-01	 1.799E+00	 1.253E+01	-8.272E-01	 1.799E+00	 1.039E+00	-7.749E+01	-1.117E-01
   13.2800	 1.039E+01	-6.000E+00	 0.000E+00	 3.321E+00	 2.417E-01	 4.175E+00	 1.874E+01	 1.523E-01	-2.337E-02	 3.442E+01	 1.346E+01	 3.620E+01	 4.423E-02	-2.377E-02	-4.957E-02	 3.292E-02	-2.625E+01	 6.558E-01	-7.860E+00	 7.304E+00	-6.284E-01	 6.002E+02	 1.146E+03	 1.251E+01	-8.277E-01	 1.911E+00	 1.251E+01	-8.277E-01	 1.911E+00	 9.955E-01	-7.749E+01	-1.195E-01
   13.3000	 1.039E+01	-6.000E+00	 0.000E+00	 9.835E+00	 3.299E-01	 4.587E+00	 6.055E-01	 1.523E-01	-2.136E-02	 3.274E+01	 9.732E+00	 3.532E+01	 4.414E-02	-2.393E-02	-7.125E-02	 7.917E-02	-2.623E+01	 4.404E-01	-1.346E+01	 7.908E+00	-1.397E+00	 6.073E+02	 1.145E+03	 1.249E+01	-8.162E-01	 2.024E+00	 1.249E+01	-8.162E-01	 2.024E+00	 9.297E-01	-7.747E+01	-1.238E-01
   13.3200	 1.039E+01	-6.000E+00	 0.000E+00	 1.635E+01	 4.179E-01	 4.058E+00	-4.254E+01	 1.510E-01	-1.984E-02	 3.385E+01	 7.122E+00	 3.446E+01	 4.402E-02	-2.407E-02	 3.467E-03	 7.073E-02	-2.623E+01	 1.547E-01	-1.395E+01	 8.040E+00	-1.973E+00	 6.149E+02	 1.145E+03	 1.245E+01	-7.925E-01	 2.121E+00	 1.245E+01	-7.925E-01	 2.121E+00	 8.099E-01	-7.744E+01	-1.272E-01
   13.3400	 1.039E+01	-6.000E+00	 0.000E+00	 2.286E+01	 4.912E-01	 3.341E+00	-2.462E+01	 1.463E-01	-1.949E-02	 3.574E+01	 6.733E+00	 3.453E+01	 4.391E-02	-2.418E-02	 8.522E-02	 3.791E-02	-2.623E+01	-8.578E-02	-9.833E+00	 7.971E+00	-2.204E+00	 6.205E+02	 1.141E+03	 1.242E+01	-7.570E-01	 2.198E+00	 1.242E+01	-7.570E-01	 2.198E+00	 7.869E-01	-7.744E+01	-1.296E-01
   13.3600	 1.039E+01	-6.000E+00	 0.000E+00	 2.937E+01	 5.542E-01	 2.980E+00	-1.620E+01	 1.412E-01	-1.949E-02	 3.688E+01	 6.526E+00	 3.561E+01	 4.382E-02	-2.427E-02	 1.041E-01	 2.914E-02	-2.623E+01	-2.472E-01	-6.883E+00	 8.244E+00	-2.394E+00	 6.219E+02	 1.133E+03	 1.237E+01	-7.107E-01	 2.280E+00	 1.237E+01	-7.107E-01	 2.280E+00	 8.776E-01	-7.748E+01	-1.331E-01
   13.3800	 1.039E+01	-6.000E+00	 0.000E+00	 3.588E+01	 6.102E-01	 2.614E+00	-1.881E+01	 1.386E-01	-1.885E-02	 3.667E+01	 5.077E+00	 3.681E+01	 4.378E-02	-2.434E-02	 6.009E-02	 6.638E-02	-2.624E+01	-3.871E-01	-7.700E+00	 8.803E+00	-2.763E+00	 6.191E+02	 1.124E+03	 1.232E+01	-6.546E-01	 2.377E+00	 1.232E+01	-6.546E-01	 2.377E+00	 9.286E-01	-7.751E+01	-1.387E-01
   13.4000	 1.039E+01	-6.000E+00	 0.000E+00	 4.240E+01	 6.592E-01	 2.323E+00	-8.833E+00	 1.383E-01	-1.743E-02	 3.574E+01	 2.438E+00	 3.727E+01	 4.376E-02	-2.439E-02	 1.571E-02	 1.150E-01	-2.625E+01	-5.691E-01	-1.056E+01	 9.679E+00	-3.129E+00	 6.155E+02	 1.120E+03	 1.226E+01	-5.897E-01	 2.476E+00	 1.226E+01	-5.897E-01	 2.476E+00	 8.500E-01	-7.752E+01	-1.441E-01
   13.4200	 1.039E+01	-6.000E+00	 0.000E+00	 4.891E+01	 7.046E-01	 2.239E+00	-1.495E+00	 1.396E-01	-1.576E-02	 3.546E+01	-6.554E-01	 3.691E+01	 4.375E-02	-2.440E-02	 2.761E-02	 1.268E-01	-2.626E+01	-7.995E-01	-1.202E+01	 1.081E+01	-3.234E+00	 6.141E+02	 1.123E+03	 1.219E+01	-5.172E-01	 2.556E+00	 1.219E+01	-5.172E-01	 2.556E+00	 6.672E-01	-7.750E+01	-1.473E-01
   13.4400	 1.039E+01	-6.000E+00	 0.000E+00	 5.543E+01	 7.490E-01	 2.182E+00	-5.630E+00	 1.415E-01	-1.459E-02	 3.629E+01	-3.109E+00	 3.634E+01	 4.375E-02	-2.436E-02	 8.653E-02	 9.086E-02	-2.628E+01	-1.027E+00	-1.012E+01	 1.185E+01	-3.006E+00	 6.152E+02	 1.130E+03	 1.212E+01	-4.383E-01	 2.609E+00	 1.212E+01	-4.383E-01	 2.609E+00	 4.568E-01	-7.746E+01	-1.484E-01
   13.4600	 1.039E+01	-6.000E+00	 0.000E+00	 6.194E+01	 7.909E-01	 1.986E+00	-1.417E+01	 1.439E-01	-1.427E-02	 3.755E+01	-4.229E+00	 3.621E+01	 4.379E-02	-2.428E-02	 1.353E-01	 3.479E-02	-2.630E+01	-1.186E+00	-5.498E+00	 1.255E+01	-2.530E+00	 6.161E+02	 1.136E+03	 1.205E+01	-3.548E-01	 2.639E+00	 1.205E+01	-3.548E-01	 2.639E+00	 2.836E-01	-7.742E+01	-1.491E-01
   13.4800	 1.039E+01	-6.000E+00	 0.000E+00	 6.845E+01	 8.272E-01	 1.610E+00	-2.357E+01	 1.467E-01	-1.462E-02	 3.836E+01	-4.281E+00	 3.658E+01	 4.387E-02	-2.418E-02	 1.296E-01	-3.134E-03	-2.633E+01	-1.243E+00	-2.377E-01	 1.291E+01	-1.957E+00	 6.137E+02	 1.137E+03	 1.197E+01	-2.681E-01	 2.657E+00	 1.197E+01	-2.681E-01	 2.657E+00	 1.557E-01	-7.739E+01	-1.508E-01
