
These predictions were generated by MoorDyn (v2.2.22024-01-16) on 02-Jan-2025 at 09:46:24.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        FAIRTEN4        FAIRTEN5        FAIRTEN6        ANCHTEN1        ANCHTEN2        ANCHTEN3        ANCHTEN4        ANCHTEN5        ANCHTEN6            P1FX            P1FY            P1FZ            P2FX            P2FY            P2FZ            P3FX            P3FY            P3FZ            P4FX            P4FY            P4FZ            P5FX            P5FY            P5FZ            P6FX            P6FY            P6FZ            P7FX            P7FY            P7FZ            P7PX            P7PY            P7PZ            P8FX            P8FY            P8FZ            P8PX            P8PY            P8PZ            P9FX            P9FY            P9FZ            P9PX            P9PY            P9PZ           P10FX           P10FY           P10FZ           P10PX           P10PY           P10PZ           P11FX           P11FY           P11FZ           P11PX           P11PY           P11PZ           P12FX           P12FY           P12FZ           P12PX           P12PY           P12PZ          L1N1PZ          L1N2PZ          L1N3PZ          L1N4PZ          L1N5PZ          L1N6PZ          L1N7PZ          L1N8PZ          L1N9PZ         L1N10PZ         L1N11PZ         L1N12PZ         L1N13PZ         L1N14PZ         L1N15PZ         L1N16PZ         L1N17PZ         L1N18PZ         L1N19PZ         L1N20PZ         L1N21PZ         L1N22PZ         L1N23PZ         L1N24PZ         L1N25PZ         L1N26PZ         L1N27PZ         L1N28PZ         L1N29PZ         L1N30PZ          L2N1PZ          L2N2PZ          L2N3PZ          L2N4PZ          L2N5PZ          L2N6PZ          L2N7PZ          L2N8PZ          L2N9PZ         L2N10PZ         L2N11PZ         L2N12PZ         L2N13PZ         L2N14PZ         L2N15PZ         L2N16PZ         L2N17PZ         L2N18PZ         L2N19PZ         L2N20PZ         L2N21PZ         L2N22PZ         L2N23PZ         L2N24PZ         L2N25PZ         L2N26PZ         L2N27PZ         L2N28PZ         L2N29PZ         L2N30PZ
    3.7560   5.8439693E+05   5.4205058E+05   5.8503209E+05   2.2131977E+05   2.1705804E+05   2.2131592E+05   3.6826253E+05   3.2675344E+05   3.6918803E+05   1.4658379E+04   2.0992952E+04   1.4658383E+04   3.4714103E+05   1.2200118E+05  -1.5037079E+04   3.2644129E+05  -3.9476083E-11  -1.4279161E+04   3.4801621E+05  -1.2230442E+05  -1.5038049E+04  -3.7752882E+02   1.5996984E+02  -1.4652643E+04   1.5730478E+04   2.8073953E-42  -1.3901659E+04  -3.7765594E+02  -1.6002370E+02  -1.4652643E+04  -3.4197036E+05  -1.2459049E+05  -4.5722342E+05  -1.3606428E+01  -1.5945201E-02  -1.1808244E+01  -3.2102788E+05   1.9407384E+02  -4.3676069E+05  -1.3606428E+01  -1.5945201E-02  -1.1808244E+01  -3.4250593E+05   1.2522445E+05  -4.5746156E+05  -1.3606428E+01  -1.5945201E-02  -1.1808244E+01  -8.6285710E+03  -2.7072103E+03  -2.2113494E+05   5.4331206E+01  -5.1612863E-03  -8.8965963E+00  -1.3900742E+04   4.7346227E+01  -2.1661246E+05   5.4331206E+01  -5.1612863E-03  -8.8965963E+00  -8.6284251E+03   2.8084509E+03  -2.2112982E+05   5.4331206E+01  -5.1612863E-03  -8.8965963E+00  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005613E+01  -5.0002658E+01  -4.9781621E+01  -4.9138155E+01  -4.8079710E+01  -4.6627757E+01  -4.4807587E+01  -4.2635863E+01  -4.0144915E+01  -3.7362512E+01  -3.4309446E+01  -3.1008769E+01  -2.7492396E+01  -2.3790152E+01  -1.9928166E+01  -1.5928326E+01  -1.1808244E+01  -5.0005581E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005616E+01  -5.0002782E+01  -4.9781982E+01  -4.9121371E+01  -4.8024191E+01  -4.6528263E+01  -4.4661101E+01  -4.2444366E+01  -3.9922461E+01  -3.7122019E+01  -3.4062828E+01  -3.0763824E+01  -2.7263220E+01  -2.3593145E+01  -1.9777448E+01  -1.5844379E+01  -1.1808244E+01
    3.7590   5.8406751E+05   5.4163320E+05   5.8480687E+05   2.2129941E+05   2.1703769E+05   2.2129547E+05   3.6777084E+05   3.2613747E+05   3.6883909E+05   1.4658398E+04   2.0989854E+04   1.4658402E+04   3.4668036E+05   1.2182782E+05  -1.5036566E+04   3.2582476E+05  -4.1148143E-11  -1.4278480E+04   3.4769036E+05  -1.2217841E+05  -1.5037685E+04  -3.7815192E+02   1.6023386E+02  -1.4652644E+04   1.5726338E+04   2.9403718E-42  -1.3901664E+04  -3.7827998E+02  -1.6028813E+02  -1.4652644E+04  -3.4176602E+05  -1.2452300E+05  -4.5697360E+05  -1.3606048E+01  -1.5966431E-02  -1.1809156E+01  -3.2076625E+05   1.9316428E+02  -4.3643499E+05  -1.3606048E+01  -1.5966431E-02  -1.1809156E+01  -3.4236383E+05   1.2517790E+05  -4.5729266E+05  -1.3606048E+01  -1.5966431E-02  -1.1809156E+01  -8.6168413E+03  -2.7127979E+03  -2.2111495E+05   5.4331520E+01  -5.1701959E-03  -8.8959543E+00  -1.3897642E+04   4.7147496E+01  -2.1659227E+05   5.4331520E+01  -5.1701959E-03  -8.8959543E+00  -8.6166850E+03   2.8136715E+03  -2.2110975E+05   5.4331520E+01  -5.1701959E-03  -8.8959543E+00  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005613E+01  -5.0002660E+01  -4.9781738E+01  -4.9138403E+01  -4.8080048E+01  -4.6628103E+01  -4.4808002E+01  -4.2636350E+01  -4.0145402E+01  -3.7363098E+01  -3.4310212E+01  -3.1009705E+01  -2.7493398E+01  -2.3791184E+01  -1.9929146E+01  -1.5929281E+01  -1.1809156E+01  -5.0005581E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005616E+01  -5.0002782E+01  -4.9781979E+01  -4.9121607E+01  -4.8024654E+01  -4.6528658E+01  -4.4661454E+01  -4.2444714E+01  -3.9922846E+01  -3.7122549E+01  -3.4063605E+01  -3.0764887E+01  -2.7264374E+01  -2.3594262E+01  -1.9778462E+01  -1.5845355E+01  -1.1809156E+01
    3.7620   5.8375061E+05   5.4120424E+05   5.8459131E+05   2.2127911E+05   2.1701743E+05   2.2127509E+05   3.6729625E+05   3.2550649E+05   3.6850345E+05   1.4658418E+04   2.0986757E+04   1.4658422E+04   3.4623584E+05   1.2166017E+05  -1.5036070E+04   3.2519320E+05  -4.2886288E-11  -1.4277784E+04   3.4737703E+05  -1.2205683E+05  -1.5037335E+04  -3.7876728E+02   1.6049461E+02  -1.4652644E+04   1.5722200E+04   3.0795108E-42  -1.3901668E+04  -3.7889627E+02  -1.6054927E+02  -1.4652644E+04  -3.4156919E+05  -1.2445822E+05  -4.5673342E+05  -1.3605668E+01  -1.5987519E-02  -1.1810065E+01  -3.2049755E+05   1.9224603E+02  -4.3610012E+05  -1.3605668E+01  -1.5987519E-02  -1.1810065E+01  -3.4222752E+05   1.2513345E+05  -4.5713121E+05  -1.3605668E+01  -1.5987519E-02  -1.1810065E+01  -8.6051476E+03  -2.7184010E+03  -2.2109502E+05   5.4331834E+01  -5.1790287E-03  -8.8953136E+00  -1.3894563E+04   4.6945683E+01  -2.1657217E+05   5.4331834E+01  -5.1790287E-03  -8.8953136E+00  -8.6049809E+03   2.8189009E+03  -2.2108974E+05   5.4331834E+01  -5.1790287E-03  -8.8953136E+00  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005613E+01  -5.0002663E+01  -4.9781855E+01  -4.9138649E+01  -4.8080384E+01  -4.6628447E+01  -4.4808415E+01  -4.2636835E+01  -4.0145886E+01  -3.7363680E+01  -3.4310972E+01  -3.1010636E+01  -2.7494394E+01  -2.3792212E+01  -1.9930123E+01  -1.5930232E+01  -1.1810065E+01  -5.0005581E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005616E+01  -5.0002783E+01  -4.9781974E+01  -4.9121840E+01  -4.8025116E+01  -4.6529050E+01  -4.4661803E+01  -4.2445061E+01  -3.9923228E+01  -3.7123074E+01  -3.4064374E+01  -3.0765943E+01  -2.7265524E+01  -2.3595374E+01  -1.9779474E+01  -1.5846330E+01  -1.1810065E+01
    3.7650   5.8344836E+05   5.4076720E+05   5.8438691E+05   2.2125894E+05   2.1699733E+05   2.2125483E+05   3.6684189E+05   3.2486558E+05   3.6818338E+05   1.4658437E+04   2.0983661E+04   1.4658441E+04   3.4581040E+05   1.2149928E+05  -1.5035596E+04   3.2455171E+05  -4.4693506E-11  -1.4277077E+04   3.4707840E+05  -1.2194046E+05  -1.5037001E+04  -3.7937498E+02   1.6075211E+02  -1.4652645E+04   1.5718064E+04   3.2250917E-42  -1.3901673E+04  -3.7950489E+02  -1.6080716E+02  -1.4652645E+04  -3.4138112E+05  -1.2439663E+05  -4.5650455E+05  -1.3605287E+01  -1.6008466E-02  -1.1810971E+01  -3.2022388E+05   1.9132042E+02  -4.3575887E+05  -1.3605287E+01  -1.6008466E-02  -1.1810971E+01  -3.4209791E+05   1.2509142E+05  -4.5697835E+05  -1.3605287E+01  -1.6008466E-02  -1.1810971E+01  -8.5934929E+03  -2.7240204E+03  -2.2107521E+05   5.4332149E+01  -5.1877843E-03  -8.8946744E+00  -1.3891511E+04   4.6740821E+01  -2.1655222E+05   5.4332149E+01  -5.1877843E-03  -8.8946744E+00  -8.5933157E+03   2.8241402E+03  -2.2106985E+05   5.4332149E+01  -5.1877843E-03  -8.8946744E+00  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005613E+01  -5.0002666E+01  -4.9781972E+01  -4.9138894E+01  -4.8080720E+01  -4.6628792E+01  -4.4808825E+01  -4.2637317E+01  -4.0146368E+01  -3.7364257E+01  -3.4311725E+01  -3.1011560E+01  -2.7495385E+01  -2.3793235E+01  -1.9931096E+01  -1.5931180E+01  -1.1810971E+01  -5.0005581E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005616E+01  -5.0002783E+01  -4.9781968E+01  -4.9122070E+01  -4.8025576E+01  -4.6529442E+01  -4.4662149E+01  -4.2445406E+01  -3.9923608E+01  -3.7123593E+01  -3.4065135E+01  -3.0766993E+01  -2.7266668E+01  -2.3596481E+01  -1.9780483E+01  -1.5847302E+01  -1.1810971E+01
    3.7680   5.8316278E+05   5.4032562E+05   5.8419510E+05   2.2123897E+05   2.1697744E+05   2.2123477E+05   3.6641075E+05   3.2421985E+05   3.6788106E+05   1.4658456E+04   2.0980567E+04   1.4658460E+04   3.4540686E+05   1.2134613E+05  -1.5035147E+04   3.2390538E+05  -4.6572978E-11  -1.4276365E+04   3.4679651E+05  -1.2183000E+05  -1.5036686E+04  -3.7997512E+02   1.6100641E+02  -1.4652646E+04   1.5713928E+04   3.3774063E-42  -1.3901678E+04  -3.8010591E+02  -1.6106183E+02  -1.4652646E+04  -3.4120302E+05  -1.2433866E+05  -4.5628854E+05  -1.3604905E+01  -1.6029271E-02  -1.1811874E+01  -3.1994740E+05   1.9038878E+02  -4.3541406E+05  -1.3604905E+01  -1.6029271E-02  -1.1811874E+01  -3.4197584E+05   1.2505214E+05  -4.5683521E+05  -1.3604905E+01  -1.6029271E-02  -1.1811874E+01  -8.5818798E+03  -2.7296570E+03  -2.2105560E+05   5.4332464E+01  -5.1964624E-03  -8.8940365E+00  -1.3888489E+04   4.6532945E+01  -2.1653249E+05   5.4332464E+01  -5.1964624E-03  -8.8940365E+00  -8.5816920E+03   2.8293901E+03  -2.2105015E+05   5.4332464E+01  -5.1964624E-03  -8.8940365E+00  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005613E+01  -5.0002668E+01  -4.9782088E+01  -4.9139139E+01  -4.8081055E+01  -4.6629135E+01  -4.4809233E+01  -4.2637797E+01  -4.0146846E+01  -3.7364830E+01  -3.4312472E+01  -3.1012479E+01  -2.7496371E+01  -2.3794254E+01  -1.9932067E+01  -1.5932126E+01  -1.1811874E+01  -5.0005581E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005616E+01  -5.0002784E+01  -4.9781960E+01  -4.9122296E+01  -4.8026035E+01  -4.6529832E+01  -4.4662492E+01  -4.2445750E+01  -3.9923985E+01  -3.7124108E+01  -3.4065888E+01  -3.0768036E+01  -2.7267806E+01  -2.3597583E+01  -1.9781491E+01  -1.5848272E+01  -1.1811874E+01
    3.7710   5.8289580E+05   5.3988307E+05   5.8401722E+05   2.2121925E+05   2.1695783E+05   2.2121497E+05   3.6600566E+05   3.2357441E+05   3.6759854E+05   1.4658475E+04   2.0977474E+04   1.4658479E+04   3.4502792E+05   1.2120165E+05  -1.5034724E+04   3.2325935E+05  -4.8528092E-11  -1.4275653E+04   3.4653331E+05  -1.2172615E+05  -1.5036391E+04  -3.8056777E+02   1.6125753E+02  -1.4652646E+04   1.5709794E+04   3.5367589E-42  -1.3901682E+04  -3.8069943E+02  -1.6131332E+02  -1.4652647E+04  -3.4103604E+05  -1.2428473E+05  -4.5608688E+05  -1.3604523E+01  -1.6049932E-02  -1.1812774E+01  -3.1967025E+05   1.8945244E+02  -4.3506853E+05  -1.3604523E+01  -1.6049932E-02  -1.1812774E+01  -3.4186211E+05   1.2501588E+05  -4.5670280E+05  -1.3604523E+01  -1.6049932E-02  -1.1812774E+01  -8.5703112E+03  -2.7353116E+03  -2.2103625E+05   5.4332780E+01  -5.2050625E-03  -8.8934000E+00  -1.3885502E+04   4.6322088E+01  -2.1651303E+05   5.4332780E+01  -5.2050625E-03  -8.8934000E+00  -8.5701128E+03   2.8346517E+03  -2.2103072E+05   5.4332780E+01  -5.2050625E-03  -8.8934000E+00  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005613E+01  -5.0002671E+01  -4.9782204E+01  -4.9139382E+01  -4.8081389E+01  -4.6629479E+01  -4.4809638E+01  -4.2638274E+01  -4.0147322E+01  -3.7365397E+01  -3.4313212E+01  -3.1013392E+01  -2.7497353E+01  -2.3795270E+01  -1.9933033E+01  -1.5933068E+01  -1.1812774E+01  -5.0005581E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005616E+01  -5.0002785E+01  -4.9781950E+01  -4.9122519E+01  -4.8026492E+01  -4.6530221E+01  -4.4662832E+01  -4.2446094E+01  -3.9924360E+01  -3.7124619E+01  -3.4066633E+01  -3.0769072E+01  -2.7268939E+01  -2.3598680E+01  -1.9782496E+01  -1.5849239E+01  -1.1812774E+01
    3.7740   5.8264919E+05   5.3944309E+05   5.8385453E+05   2.2119987E+05   2.1693856E+05   2.2119549E+05   3.6562930E+05   3.2293434E+05   3.6733775E+05   1.4658493E+04   2.0974382E+04   1.4658498E+04   3.4467607E+05   1.2106674E+05  -1.5034332E+04   3.2261868E+05  -5.0562454E-11  -1.4274948E+04   3.4629063E+05  -1.2162953E+05  -1.5036120E+04  -3.8115301E+02   1.6150551E+02  -1.4652647E+04   1.5705661E+04   3.7034677E-42  -1.3901687E+04  -3.8128553E+02  -1.6156167E+02  -1.4652647E+04  -3.4088123E+05  -1.2423524E+05  -4.5590094E+05  -1.3604140E+01  -1.6070450E-02  -1.1813672E+01  -3.1939457E+05   1.8851270E+02  -4.3472511E+05  -1.3604140E+01  -1.6070450E-02  -1.1813672E+01  -3.4175746E+05   1.2498294E+05  -4.5658210E+05  -1.3604140E+01  -1.6070450E-02  -1.1813672E+01  -8.5587897E+03  -2.7409853E+03  -2.2101723E+05   5.4333097E+01  -5.2135842E-03  -8.8927649E+00  -1.3882554E+04   4.6108280E+01  -2.1649390E+05   5.4333097E+01  -5.2135842E-03  -8.8927649E+00  -8.5585807E+03   2.8399259E+03  -2.2101161E+05   5.4333097E+01  -5.2135842E-03  -8.8927649E+00  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005613E+01  -5.0002674E+01  -4.9782321E+01  -4.9139624E+01  -4.8081722E+01  -4.6629821E+01  -4.4810040E+01  -4.2638750E+01  -4.0147795E+01  -3.7365960E+01  -3.4313947E+01  -3.1014299E+01  -2.7498329E+01  -2.3796281E+01  -1.9933997E+01  -1.5934007E+01  -1.1813672E+01  -5.0005581E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005616E+01  -5.0002786E+01  -4.9781940E+01  -4.9122738E+01  -4.8026949E+01  -4.6530609E+01  -4.4663169E+01  -4.2446436E+01  -3.9924733E+01  -3.7125124E+01  -3.4067370E+01  -3.0770101E+01  -2.7270067E+01  -2.3599773E+01  -1.9783500E+01  -1.5850205E+01  -1.1813672E+01
    3.7770   5.8242460E+05   5.3900921E+05   5.8370815E+05   2.2118088E+05   2.1691966E+05   2.2117641E+05   3.6528412E+05   3.2230464E+05   3.6710048E+05   1.4658512E+04   2.0971291E+04   1.4658516E+04   3.4435367E+05   1.2094221E+05  -1.5033973E+04   3.2198839E+05  -5.2679898E-11  -1.4274255E+04   3.4607013E+05  -1.2154074E+05  -1.5035873E+04  -3.8173094E+02   1.6175040E+02  -1.4652648E+04   1.5701530E+04   3.8778647E-42  -1.3901691E+04  -3.8186430E+02  -1.6180691E+02  -1.4652648E+04  -3.4073959E+05  -1.2419054E+05  -4.5573200E+05  -1.3603756E+01  -1.6090823E-02  -1.1814566E+01  -3.1912250E+05   1.8757083E+02  -4.3438661E+05  -1.3603756E+01  -1.6090823E-02  -1.1814566E+01  -3.4166257E+05   1.2495354E+05  -4.5647399E+05  -1.3603756E+01  -1.6090823E-02  -1.1814566E+01  -8.5473182E+03  -2.7466788E+03  -2.2099859E+05   5.4333415E+01  -5.2220269E-03  -8.8921312E+00  -1.3879647E+04   4.5891553E+01  -2.1647516E+05   5.4333415E+01  -5.2220269E-03  -8.8921312E+00  -8.5470985E+03   2.8452137E+03  -2.2099289E+05   5.4333415E+01  -5.2220269E-03  -8.8921312E+00  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005613E+01  -5.0002677E+01  -4.9782436E+01  -4.9139865E+01  -4.8082055E+01  -4.6630164E+01  -4.4810440E+01  -4.2639223E+01  -4.0148266E+01  -3.7366519E+01  -3.4314674E+01  -3.1015199E+01  -2.7499300E+01  -2.3797287E+01  -1.9934957E+01  -1.5934944E+01  -1.1814566E+01  -5.0005581E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005616E+01  -5.0002787E+01  -4.9781928E+01  -4.9122955E+01  -4.8027404E+01  -4.6530996E+01  -4.4663503E+01  -4.2446776E+01  -3.9925103E+01  -3.7125625E+01  -3.4068100E+01  -3.0771124E+01  -2.7271190E+01  -2.3600861E+01  -1.9784501E+01  -1.5851168E+01  -1.1814566E+01
    3.7800   5.8222353E+05   5.3858487E+05   5.8357912E+05   2.2116234E+05   2.1690119E+05   2.2115778E+05   3.6497242E+05   3.2169020E+05   3.6688836E+05   1.4658530E+04   2.0968202E+04   1.4658534E+04   3.4406287E+05   1.2082881E+05  -1.5033649E+04   3.2137338E+05  -5.4884494E-11  -1.4273578E+04   3.4587337E+05  -1.2146031E+05  -1.5035652E+04  -3.8230164E+02   1.6199222E+02  -1.4652648E+04   1.5697400E+04   4.0602967E-42  -1.3901696E+04  -3.8243581E+02  -1.6204907E+02  -1.4652649E+04  -3.4061199E+05  -1.2415095E+05  -4.5558123E+05  -1.3603373E+01  -1.6111050E-02  -1.1815458E+01  -3.1885611E+05   1.8662804E+02  -4.3405577E+05  -1.3603373E+01  -1.6111050E-02  -1.1815458E+01  -3.4157807E+05   1.2492793E+05  -4.5637926E+05  -1.3603373E+01  -1.6111050E-02  -1.1815458E+01  -8.5358991E+03  -2.7523930E+03  -2.2098041E+05   5.4333733E+01  -5.2303905E-03  -8.8914990E+00  -1.3876785E+04   4.5671934E+01  -2.1645683E+05   5.4333733E+01  -5.2303905E-03  -8.8914990E+00  -8.5356686E+03   2.8505161E+03  -2.2097462E+05   5.4333733E+01  -5.2303905E-03  -8.8914990E+00  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005613E+01  -5.0002680E+01  -4.9782552E+01  -4.9140105E+01  -4.8082387E+01  -4.6630505E+01  -4.4810838E+01  -4.2639694E+01  -4.0148734E+01  -3.7367072E+01  -3.4315396E+01  -3.1016094E+01  -2.7500266E+01  -2.3798290E+01  -1.9935914E+01  -1.5935878E+01  -1.1815458E+01  -5.0005581E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005616E+01  -5.0002788E+01  -4.9781915E+01  -4.9123168E+01  -4.8027858E+01  -4.6531382E+01  -4.4663834E+01  -4.2447116E+01  -3.9925472E+01  -3.7126121E+01  -3.4068822E+01  -3.0772141E+01  -2.7272307E+01  -2.3601944E+01  -1.9785500E+01  -1.5852129E+01  -1.1815458E+01
    3.7830   5.8204732E+05   5.3817343E+05   5.8346836E+05   2.2114431E+05   2.1688318E+05   2.2113966E+05   3.6469624E+05   3.2109578E+05   3.6670284E+05   1.4658548E+04   2.0965114E+04   1.4658552E+04   3.4380559E+05   1.2072722E+05  -1.5033362E+04   3.2077840E+05  -5.7180565E-11  -1.4272924E+04   3.4570172E+05  -1.2138873E+05  -1.5035460E+04  -3.8286520E+02   1.6223102E+02  -1.4652649E+04   1.5693270E+04   4.2511257E-42  -1.3901701E+04  -3.8300017E+02  -1.6228821E+02  -1.4652649E+04  -3.4049924E+05  -1.2411677E+05  -4.5544964E+05  -1.3602988E+01  -1.6131132E-02  -1.1816347E+01  -3.1859744E+05   1.8568551E+02  -4.3373527E+05  -1.3602988E+01  -1.6131132E-02  -1.1816347E+01  -3.4150448E+05   1.2490630E+05  -4.5629862E+05  -1.3602988E+01  -1.6131132E-02  -1.1816347E+01  -8.5245347E+03  -2.7581286E+03  -2.2096274E+05   5.4334052E+01  -5.2386743E-03  -8.8908681E+00  -1.3873970E+04   4.5449449E+01  -2.1643896E+05   5.4334052E+01  -5.2386743E-03  -8.8908681E+00  -8.5242934E+03   2.8558337E+03  -2.2095685E+05   5.4334052E+01  -5.2386743E-03  -8.8908681E+00  -5.0005579E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005613E+01  -5.0002682E+01  -4.9782668E+01  -4.9140344E+01  -4.8082718E+01  -4.6630847E+01  -4.4811233E+01  -4.2640162E+01  -4.0149199E+01  -3.7367622E+01  -3.4316111E+01  -3.1016983E+01  -2.7501228E+01  -2.3799288E+01  -1.9936868E+01  -1.5936808E+01  -1.1816347E+01  -5.0005581E+01  -5.0005652E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005653E+01  -5.0005652E+01  -5.0005616E+01  -5.0002790E+01  -4.9781902E+01  -4.9123378E+01  -4.8028311E+01  -4.6531767E+01  -4.4664163E+01  -4.2447455E+01  -3.9925838E+01  -3.7126612E+01  -3.4069537E+01  -3.0773151E+01  -2.7273419E+01  -2.3603023E+01  -1.9786497E+01  -1.5853088E+01  -1.1816347E+01
