
Predictions were generated on 05-Nov-2019 at 13:41:26 using OpenFAST, compiled as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #05: AWT-27CR2 with many DOFs with startup and shutdown and FF turbulence.

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	TipDxb1   	TipDyb1   	TipRDxb1  	TipRDyb1  	Spn3ALxb1 	Spn3ALyb1 	RotSpeed  	LSSGagV   	HSShftV   	RootFxb2  	RootFyb2  	Spn2MLxb1 	Spn2MLyb1 	LSShftTq  	HSShftTq  	LSShftPwr 	HSShftPwr 	YawBrFxn  	YawBrFyn  	YawBrFzn  	GenTq     	GenPwr    
    7.5200	 1.200E+01	-0.000E+00	 0.000E+00	 1.712E-01	-1.117E-02	 7.005E-02	 1.521E+00	 2.120E+01	-1.794E+00	 5.279E+01	 5.278E+01	 1.188E+03	 2.332E+00	-3.166E+00	-9.954E+00	 1.731E+01	-7.864E+00	-3.495E-01	-4.348E+01	-4.347E+01	 2.980E+01	-2.273E+00	-6.669E+01	-1.006E+00	-1.345E+02
    7.5600	 1.200E+01	-0.000E+00	 0.000E+00	 1.199E-01	-7.507E-03	 4.240E-02	 9.549E-01	 2.067E+01	 8.339E-02	 5.295E+01	 5.294E+01	 1.191E+03	 8.550E-01	-2.767E+00	-7.543E+00	 1.246E+01	-5.297E+00	-2.354E-01	-2.937E+01	-2.937E+01	 2.940E+01	-1.870E+00	-6.561E+01	-7.165E-01	-9.733E+01
    7.6000	 1.200E+01	-0.000E+00	 0.000E+00	 7.362E-02	-4.319E-03	 1.920E-02	 4.667E-01	 2.149E+01	 1.247E+00	 5.308E+01	 5.306E+01	 1.194E+03	-4.381E-01	-2.387E+00	-5.460E+00	 8.190E+00	-2.596E+00	-1.154E-01	-1.443E+01	-1.442E+01	 2.781E+01	-8.894E-01	-6.578E+01	-4.964E-01	-6.927E+01
    7.6400	 1.200E+01	-0.000E+00	 0.000E+00	 4.741E-02	-2.129E-03	 3.530E-03	 2.016E-01	 2.212E+01	 1.098E+00	 5.319E+01	 5.317E+01	 1.196E+03	-1.023E+00	-2.378E+00	-4.642E+00	 5.860E+00	 1.888E+00	 8.393E-02	 1.052E+01	 1.051E+01	 2.663E+01	 2.904E-01	-6.729E+01	-3.010E-01	-4.448E+01
    7.6800	 1.200E+01	-0.000E+00	 0.000E+00	 4.601E-02	-3.786E-03	 1.578E-02	 1.714E-01	 2.183E+01	 1.181E+00	 5.332E+01	 5.329E+01	 1.199E+03	-8.102E-01	-2.312E+00	-3.164E+00	 6.064E+00	 8.435E+00	 3.749E-01	 4.710E+01	 4.707E+01	 2.670E+01	 1.878E+00	-6.898E+01	-8.028E-02	-1.661E+01
    7.7200	 1.200E+01	-0.000E+00	 0.000E+00	 6.812E-02	-9.761E-03	 5.994E-02	 3.700E-01	 2.151E+01	 1.808E+00	 5.346E+01	 5.343E+01	 1.202E+03	 2.443E-02	-1.922E+00	-7.541E-01	 8.612E+00	 1.493E+01	 6.637E-01	 8.359E+01	 8.354E+01	 2.684E+01	 3.672E+00	-7.057E+01	 1.735E-01	 1.525E+01
    7.7600	 1.200E+01	-0.000E+00	 0.000E+00	 1.069E-01	-1.752E-02	 1.175E-01	 7.479E-01	 2.211E+01	 2.021E+00	 5.359E+01	 5.357E+01	 1.205E+03	 1.317E+00	-1.462E+00	 1.217E+00	 1.270E+01	 2.047E+01	 9.097E-01	 1.149E+02	 1.148E+02	 2.665E+01	 5.295E+00	-7.215E+01	 4.335E-01	 4.769E+01
    7.8000	 1.200E+01	-0.000E+00	 0.000E+00	 1.496E-01	-2.523E-02	 1.751E-01	 1.182E+00	 2.438E+01	 1.900E+00	 5.372E+01	 5.370E+01	 1.208E+03	 2.734E+00	-9.798E-01	 2.851E+00	 1.698E+01	 2.543E+01	 1.130E+00	 1.431E+02	 1.430E+02	 2.683E+01	 6.778E+00	-7.336E+01	 6.838E-01	 7.872E+01
    7.8400	 1.200E+01	-0.000E+00	 0.000E+00	 1.809E-01	-3.191E-02	 2.251E-01	 1.496E+00	 2.735E+01	 2.047E+00	 5.383E+01	 5.382E+01	 1.211E+03	 3.841E+00	-3.082E-01	 4.873E+00	 2.006E+01	 2.925E+01	 1.300E+00	 1.649E+02	 1.649E+02	 2.701E+01	 8.053E+00	-7.411E+01	 9.129E-01	 1.070E+02
    7.8800	 1.200E+01	-0.000E+00	 0.000E+00	 1.910E-01	-3.582E-02	 2.539E-01	 1.574E+00	 3.022E+01	 2.089E+00	 5.393E+01	 5.391E+01	 1.213E+03	 4.407E+00	 4.039E-01	 6.648E+00	 2.112E+01	 3.146E+01	 1.398E+00	 1.777E+02	 1.776E+02	 2.649E+01	 8.849E+00	-7.426E+01	 1.102E+00	 1.301E+02
    7.9200	 1.200E+01	-0.000E+00	 0.000E+00	 1.811E-01	-3.625E-02	 2.564E-01	 1.440E+00	 3.280E+01	 1.595E+00	 5.399E+01	 5.399E+01	 1.215E+03	 4.494E+00	 9.468E-01	 7.631E+00	 2.026E+01	 3.238E+01	 1.439E+00	 1.831E+02	 1.831E+02	 2.568E+01	 9.113E+00	-7.356E+01	 1.238E+00	 1.468E+02
    7.9600	 1.200E+01	-0.000E+00	 0.000E+00	 1.611E-01	-3.494E-02	 2.463E-01	 1.212E+00	 3.516E+01	 1.070E+00	 5.403E+01	 5.403E+01	 1.216E+03	 4.330E+00	 1.397E+00	 8.444E+00	 1.849E+01	 3.246E+01	 1.443E+00	 1.837E+02	 1.837E+02	 2.512E+01	 8.844E+00	-7.237E+01	 1.326E+00	 1.575E+02
    8.0000	 1.200E+01	-0.000E+00	 0.000E+00	 1.425E-01	-3.385E-02	 2.384E-01	 1.014E+00	 3.707E+01	 9.771E-01	 5.405E+01	 5.405E+01	 1.216E+03	 4.125E+00	 1.838E+00	 9.467E+00	 1.693E+01	 3.197E+01	 1.421E+00	 1.810E+02	 1.810E+02	 2.474E+01	 7.889E+00	-7.124E+01	 1.371E+00	 1.630E+02
    8.0400	 1.200E+01	-0.000E+00	 0.000E+00	 1.326E-01	-3.326E-02	 2.348E-01	 9.282E-01	 3.867E+01	 9.488E-01	 5.406E+01	 5.406E+01	 1.216E+03	 4.008E+00	 2.072E+00	 1.007E+01	 1.611E+01	 3.142E+01	 1.396E+00	 1.779E+02	 1.779E+02	 2.453E+01	 6.341E+00	-7.020E+01	 1.386E+00	 1.648E+02
    8.0800	 1.200E+01	-0.000E+00	 0.000E+00	 1.315E-01	-3.277E-02	 2.320E-01	 9.415E-01	 3.954E+01	 6.904E-01	 5.406E+01	 5.406E+01	 1.216E+03	 4.061E+00	 1.964E+00	 9.851E+00	 1.603E+01	 3.119E+01	 1.386E+00	 1.766E+02	 1.766E+02	 2.478E+01	 4.531E+00	-6.925E+01	 1.387E+00	 1.650E+02
    8.1200	 1.200E+01	-0.000E+00	 0.000E+00	 1.360E-01	-3.245E-02	 2.300E-01	 1.003E+00	 3.951E+01	 4.475E-01	 5.406E+01	 5.406E+01	 1.216E+03	 4.243E+00	 1.592E+00	 9.220E+00	 1.647E+01	 3.139E+01	 1.395E+00	 1.777E+02	 1.777E+02	 2.549E+01	 2.592E+00	-6.867E+01	 1.388E+00	 1.651E+02
    8.1600	 1.200E+01	-0.000E+00	 0.000E+00	 1.428E-01	-3.216E-02	 2.279E-01	 1.084E+00	 3.920E+01	 3.431E-01	 5.407E+01	 5.407E+01	 1.216E+03	 4.449E+00	 1.012E+00	 8.386E+00	 1.708E+01	 3.192E+01	 1.419E+00	 1.807E+02	 1.807E+02	 2.636E+01	 5.241E-01	-6.857E+01	 1.396E+00	 1.661E+02
    8.2000	 1.200E+01	-0.000E+00	 0.000E+00	 1.489E-01	-3.133E-02	 2.217E-01	 1.160E+00	 3.900E+01	 2.270E-01	 5.408E+01	 5.407E+01	 1.217E+03	 4.620E+00	 2.091E-01	 7.185E+00	 1.757E+01	 3.263E+01	 1.450E+00	 1.848E+02	 1.847E+02	 2.720E+01	-1.491E+00	-6.883E+01	 1.413E+00	 1.681E+02
    8.2400	 1.200E+01	-0.000E+00	 0.000E+00	 1.515E-01	-2.970E-02	 2.095E-01	 1.198E+00	 3.890E+01	 1.410E-01	 5.409E+01	 5.409E+01	 1.217E+03	 4.706E+00	-7.501E-01	 5.731E+00	 1.771E+01	 3.336E+01	 1.483E+00	 1.890E+02	 1.890E+02	 2.800E+01	-3.208E+00	-6.942E+01	 1.437E+00	 1.710E+02
    8.2800	 1.200E+01	-0.000E+00	 0.000E+00	 1.495E-01	-2.750E-02	 1.926E-01	 1.180E+00	 3.877E+01	 2.072E-01	 5.410E+01	 5.410E+01	 1.217E+03	 4.681E+00	-1.768E+00	 4.275E+00	 1.744E+01	 3.404E+01	 1.513E+00	 1.929E+02	 1.929E+02	 2.876E+01	-4.526E+00	-7.023E+01	 1.464E+00	 1.743E+02
    8.3200	 1.200E+01	-0.000E+00	 0.000E+00	 1.446E-01	-2.492E-02	 1.726E-01	 1.124E+00	 3.848E+01	 3.359E-01	 5.412E+01	 5.412E+01	 1.218E+03	 4.590E+00	-2.820E+00	 2.771E+00	 1.694E+01	 3.469E+01	 1.542E+00	 1.966E+02	 1.966E+02	 2.942E+01	-5.436E+00	-7.103E+01	 1.492E+00	 1.778E+02
    8.3600	 1.200E+01	-0.000E+00	 0.000E+00	 1.403E-01	-2.234E-02	 1.526E-01	 1.072E+00	 3.804E+01	 4.737E-01	 5.413E+01	 5.413E+01	 1.218E+03	 4.509E+00	-3.869E+00	 1.192E+00	 1.653E+01	 3.535E+01	 1.571E+00	 2.004E+02	 2.004E+02	 2.998E+01	-5.908E+00	-7.170E+01	 1.521E+00	 1.812E+02
    8.4000	 1.200E+01	-0.000E+00	 0.000E+00	 1.395E-01	-2.035E-02	 1.370E-01	 1.058E+00	 3.746E+01	 7.406E-01	 5.415E+01	 5.414E+01	 1.218E+03	 4.490E+00	-4.821E+00	-2.452E-01	 1.645E+01	 3.599E+01	 1.600E+00	 2.041E+02	 2.041E+02	 3.056E+01	-5.906E+00	-7.218E+01	 1.550E+00	 1.847E+02
    8.4400	 1.200E+01	-0.000E+00	 0.000E+00	 1.428E-01	-1.919E-02	 1.279E-01	 1.090E+00	 3.671E+01	 1.155E+00	 5.416E+01	 5.416E+01	 1.219E+03	 4.534E+00	-5.612E+00	-1.424E+00	 1.674E+01	 3.659E+01	 1.626E+00	 2.075E+02	 2.075E+02	 3.111E+01	-5.452E+00	-7.235E+01	 1.578E+00	 1.882E+02
    8.4800	 1.200E+01	-0.000E+00	 0.000E+00	 1.485E-01	-1.865E-02	 1.234E-01	 1.149E+00	 3.587E+01	 1.598E+00	 5.418E+01	 5.417E+01	 1.219E+03	 4.601E+00	-6.229E+00	-2.392E+00	 1.723E+01	 3.710E+01	 1.649E+00	 2.105E+02	 2.104E+02	 3.153E+01	-4.644E+00	-7.221E+01	 1.605E+00	 1.914E+02
    8.5200	 1.200E+01	-0.000E+00	 0.000E+00	 1.542E-01	-1.843E-02	 1.215E-01	 1.207E+00	 3.503E+01	 2.027E+00	 5.419E+01	 5.418E+01	 1.219E+03	 4.636E+00	-6.650E+00	-3.094E+00	 1.769E+01	 3.744E+01	 1.664E+00	 2.124E+02	 2.124E+02	 3.177E+01	-3.585E+00	-7.183E+01	 1.629E+00	 1.942E+02
    8.5600	 1.200E+01	-0.000E+00	 0.000E+00	 1.578E-01	-1.840E-02	 1.211E-01	 1.243E+00	 3.432E+01	 2.450E+00	 5.419E+01	 5.419E+01	 1.219E+03	 4.598E+00	-6.847E+00	-3.428E+00	 1.796E+01	 3.755E+01	 1.669E+00	 2.131E+02	 2.131E+02	 3.182E+01	-2.346E+00	-7.127E+01	 1.646E+00	 1.963E+02
    8.6000	 1.200E+01	-0.000E+00	 0.000E+00	 1.582E-01	-1.843E-02	 1.213E-01	 1.247E+00	 3.389E+01	 2.808E+00	 5.420E+01	 5.420E+01	 1.219E+03	 4.471E+00	-6.821E+00	-3.412E+00	 1.793E+01	 3.740E+01	 1.662E+00	 2.123E+02	 2.123E+02	 3.161E+01	-1.004E+00	-7.064E+01	 1.655E+00	 1.975E+02
    8.6400	 1.200E+01	-0.000E+00	 0.000E+00	 1.556E-01	-1.844E-02	 1.215E-01	 1.221E+00	 3.373E+01	 3.032E+00	 5.420E+01	 5.420E+01	 1.219E+03	 4.267E+00	-6.600E+00	-3.113E+00	 1.763E+01	 3.704E+01	 1.646E+00	 2.102E+02	 2.102E+02	 3.115E+01	 3.410E-01	-7.009E+01	 1.655E+00	 1.974E+02
    8.6800	 1.200E+01	-0.000E+00	 0.000E+00	 1.509E-01	-1.853E-02	 1.223E-01	 1.170E+00	 3.370E+01	 3.101E+00	 5.419E+01	 5.419E+01	 1.219E+03	 4.030E+00	-6.213E+00	-2.557E+00	 1.716E+01	 3.657E+01	 1.625E+00	 2.075E+02	 2.075E+02	 3.052E+01	 1.616E+00	-6.971E+01	 1.646E+00	 1.964E+02
    8.7200	 1.200E+01	-0.000E+00	 0.000E+00	 1.458E-01	-1.891E-02	 1.253E-01	 1.114E+00	 3.371E+01	 3.028E+00	 5.418E+01	 5.419E+01	 1.219E+03	 3.817E+00	-5.683E+00	-1.765E+00	 1.670E+01	 3.613E+01	 1.606E+00	 2.050E+02	 2.050E+02	 2.984E+01	 2.793E+00	-6.957E+01	 1.632E+00	 1.947E+02
    8.7600	 1.200E+01	-0.000E+00	 0.000E+00	 1.425E-01	-1.980E-02	 1.322E-01	 1.075E+00	 3.374E+01	 2.855E+00	 5.418E+01	 5.418E+01	 1.219E+03	 3.675E+00	-5.027E+00	-7.603E-01	 1.643E+01	 3.581E+01	 1.592E+00	 2.032E+02	 2.032E+02	 2.915E+01	 3.840E+00	-6.967E+01	 1.617E+00	 1.928E+02
    8.8000	 1.200E+01	-0.000E+00	 0.000E+00	 1.420E-01	-2.134E-02	 1.438E-01	 1.065E+00	 3.382E+01	 2.655E+00	 5.417E+01	 5.417E+01	 1.219E+03	 3.626E+00	-4.256E+00	 4.526E-01	 1.645E+01	 3.565E+01	 1.584E+00	 2.022E+02	 2.022E+02	 2.848E+01	 4.699E+00	-6.994E+01	 1.604E+00	 1.912E+02
    8.8400	 1.200E+01	-0.000E+00	 0.000E+00	 1.441E-01	-2.346E-02	 1.600E-01	 1.081E+00	 3.393E+01	 2.489E+00	 5.417E+01	 5.417E+01	 1.219E+03	 3.660E+00	-3.387E+00	 1.854E+00	 1.672E+01	 3.564E+01	 1.584E+00	 2.022E+02	 2.022E+02	 2.790E+01	 5.323E+00	-7.033E+01	 1.594E+00	 1.901E+02
    8.8800	 1.200E+01	-0.000E+00	 0.000E+00	 1.476E-01	-2.596E-02	 1.789E-01	 1.110E+00	 3.409E+01	 2.381E+00	 5.417E+01	 5.417E+01	 1.219E+03	 3.747E+00	-2.453E+00	 3.380E+00	 1.712E+01	 3.574E+01	 1.589E+00	 2.027E+02	 2.027E+02	 2.740E+01	 5.689E+00	-7.076E+01	 1.590E+00	 1.896E+02
    8.9200	 1.200E+01	-0.000E+00	 0.000E+00	 1.511E-01	-2.855E-02	 1.984E-01	 1.138E+00	 3.432E+01	 2.336E+00	 5.417E+01	 5.417E+01	 1.219E+03	 3.850E+00	-1.496E+00	 4.953E+00	 1.753E+01	 3.588E+01	 1.595E+00	 2.035E+02	 2.035E+02	 2.699E+01	 5.785E+00	-7.115E+01	 1.590E+00	 1.896E+02
    8.9600	 1.200E+01	-0.000E+00	 0.000E+00	 1.537E-01	-3.100E-02	 2.169E-01	 1.155E+00	 3.462E+01	 2.355E+00	 5.417E+01	 5.417E+01	 1.219E+03	 3.945E+00	-5.624E-01	 6.499E+00	 1.785E+01	 3.602E+01	 1.601E+00	 2.043E+02	 2.043E+02	 2.667E+01	 5.592E+00	-7.144E+01	 1.593E+00	 1.899E+02
    9.0000	 1.200E+01	-0.000E+00	 0.000E+00	 1.551E-01	-3.316E-02	 2.331E-01	 1.160E+00	 3.496E+01	 2.415E+00	 5.417E+01	 5.417E+01	 1.219E+03	 4.023E+00	 2.891E-01	 7.926E+00	 1.806E+01	 3.613E+01	 1.606E+00	 2.049E+02	 2.049E+02	 2.647E+01	 5.108E+00	-7.157E+01	 1.597E+00	 1.904E+02
    9.0400	 1.200E+01	-0.000E+00	 0.000E+00	 1.555E-01	-3.490E-02	 2.462E-01	 1.157E+00	 3.529E+01	 2.473E+00	 5.417E+01	 5.417E+01	 1.219E+03	 4.085E+00	 9.987E-01	 9.126E+00	 1.817E+01	 3.621E+01	 1.609E+00	 2.054E+02	 2.054E+02	 2.641E+01	 4.353E+00	-7.153E+01	 1.601E+00	 1.909E+02
    9.0800	 1.200E+01	-0.000E+00	 0.000E+00	 1.555E-01	-3.615E-02	 2.558E-01	 1.152E+00	 3.555E+01	 2.489E+00	 5.417E+01	 5.417E+01	 1.219E+03	 4.139E+00	 1.515E+00	 1.001E+01	 1.824E+01	 3.627E+01	 1.612E+00	 2.058E+02	 2.058E+02	 2.650E+01	 3.368E+00	-7.134E+01	 1.605E+00	 1.914E+02
    9.1200	 1.200E+01	-0.000E+00	 0.000E+00	 1.556E-01	-3.690E-02	 2.614E-01	 1.150E+00	 3.573E+01	 2.438E+00	 5.417E+01	 5.417E+01	 1.219E+03	 4.192E+00	 1.801E+00	 1.050E+01	 1.829E+01	 3.633E+01	 1.615E+00	 2.061E+02	 2.061E+02	 2.675E+01	 2.199E+00	-7.103E+01	 1.608E+00	 1.918E+02
    9.1600	 1.200E+01	-0.000E+00	 0.000E+00	 1.561E-01	-3.712E-02	 2.631E-01	 1.156E+00	 3.580E+01	 2.309E+00	 5.418E+01	 5.418E+01	 1.219E+03	 4.252E+00	 1.835E+00	 1.058E+01	 1.836E+01	 3.639E+01	 1.618E+00	 2.065E+02	 2.065E+02	 2.715E+01	 9.102E-01	-7.067E+01	 1.612E+00	 1.922E+02
    9.2000	 1.200E+01	-0.000E+00	 0.000E+00	 1.569E-01	-3.680E-02	 2.608E-01	 1.169E+00	 3.581E+01	 2.112E+00	 5.418E+01	 5.418E+01	 1.219E+03	 4.320E+00	 1.614E+00	 1.023E+01	 1.845E+01	 3.647E+01	 1.621E+00	 2.069E+02	 2.069E+02	 2.767E+01	-4.193E-01	-7.032E+01	 1.615E+00	 1.926E+02
    9.2400	 1.200E+01	-0.000E+00	 0.000E+00	 1.578E-01	-3.595E-02	 2.545E-01	 1.185E+00	 3.578E+01	 1.873E+00	 5.418E+01	 5.418E+01	 1.219E+03	 4.390E+00	 1.155E+00	 9.491E+00	 1.852E+01	 3.656E+01	 1.625E+00	 2.074E+02	 2.074E+02	 2.827E+01	-1.709E+00	-7.005E+01	 1.619E+00	 1.931E+02
    9.2800	 1.200E+01	-0.000E+00	 0.000E+00	 1.583E-01	-3.459E-02	 2.443E-01	 1.198E+00	 3.575E+01	 1.633E+00	 5.418E+01	 5.418E+01	 1.219E+03	 4.454E+00	 4.933E-01	 8.422E+00	 1.853E+01	 3.666E+01	 1.629E+00	 2.080E+02	 2.080E+02	 2.889E+01	-2.874E+00	-6.990E+01	 1.623E+00	 1.936E+02
    9.3200	 1.200E+01	-0.000E+00	 0.000E+00	 1.581E-01	-3.279E-02	 2.307E-01	 1.204E+00	 3.572E+01	 1.426E+00	 5.418E+01	 5.418E+01	 1.219E+03	 4.502E+00	-3.270E-01	 7.099E+00	 1.845E+01	 3.677E+01	 1.634E+00	 2.086E+02	 2.086E+02	 2.949E+01	-3.832E+00	-6.992E+01	 1.627E+00	 1.941E+02
    9.3600	 1.200E+01	-0.000E+00	 0.000E+00	 1.571E-01	-3.065E-02	 2.145E-01	 1.202E+00	 3.571E+01	 1.281E+00	 5.419E+01	 5.419E+01	 1.219E+03	 4.533E+00	-1.256E+00	 5.604E+00	 1.830E+01	 3.688E+01	 1.639E+00	 2.093E+02	 2.093E+02	 3.002E+01	-4.509E+00	-7.009E+01	 1.632E+00	 1.946E+02
    9.4000	 1.200E+01	-0.000E+00	 0.000E+00	 1.556E-01	-2.834E-02	 1.969E-01	 1.194E+00	 3.569E+01	 1.221E+00	 5.419E+01	 5.419E+01	 1.219E+03	 4.551E+00	-2.239E+00	 4.024E+00	 1.810E+01	 3.699E+01	 1.644E+00	 2.099E+02	 2.099E+02	 3.047E+01	-4.856E+00	-7.038E+01	 1.637E+00	 1.952E+02
    9.4400	 1.200E+01	-0.000E+00	 0.000E+00	 1.542E-01	-2.601E-02	 1.793E-01	 1.186E+00	 3.565E+01	 1.255E+00	 5.419E+01	 5.419E+01	 1.219E+03	 4.561E+00	-3.225E+00	 2.445E+00	 1.790E+01	 3.712E+01	 1.650E+00	 2.106E+02	 2.106E+02	 3.081E+01	-4.846E+00	-7.074E+01	 1.642E+00	 1.958E+02
    9.4800	 1.200E+01	-0.000E+00	 0.000E+00	 1.530E-01	-2.383E-02	 1.627E-01	 1.180E+00	 3.559E+01	 1.377E+00	 5.419E+01	 5.419E+01	 1.219E+03	 4.568E+00	-4.163E+00	 9.429E-01	 1.773E+01	 3.725E+01	 1.655E+00	 2.114E+02	 2.114E+02	 3.104E+01	-4.479E+00	-7.108E+01	 1.647E+00	 1.965E+02
    9.5200	 1.200E+01	-0.000E+00	 0.000E+00	 1.524E-01	-2.190E-02	 1.481E-01	 1.179E+00	 3.549E+01	 1.569E+00	 5.420E+01	 5.420E+01	 1.219E+03	 4.569E+00	-5.009E+00	-4.157E-01	 1.762E+01	 3.737E+01	 1.661E+00	 2.121E+02	 2.121E+02	 3.114E+01	-3.789E+00	-7.135E+01	 1.652E+00	 1.971E+02
    9.5600	 1.200E+01	-0.000E+00	 0.000E+00	 1.522E-01	-2.029E-02	 1.358E-01	 1.181E+00	 3.536E+01	 1.806E+00	 5.420E+01	 5.420E+01	 1.219E+03	 4.561E+00	-5.725E+00	-1.570E+00	 1.754E+01	 3.746E+01	 1.665E+00	 2.126E+02	 2.126E+02	 3.113E+01	-2.836E+00	-7.149E+01	 1.657E+00	 1.977E+02
    9.6000	 1.200E+01	-0.000E+00	 0.000E+00	 1.521E-01	-1.902E-02	 1.261E-01	 1.183E+00	 3.522E+01	 2.057E+00	 5.420E+01	 5.420E+01	 1.220E+03	 4.537E+00	-6.280E+00	-2.473E+00	 1.748E+01	 3.750E+01	 1.667E+00	 2.128E+02	 2.128E+02	 3.099E+01	-1.699E+00	-7.147E+01	 1.661E+00	 1.982E+02
    9.6400	 1.200E+01	-0.000E+00	 0.000E+00	 1.518E-01	-1.812E-02	 1.192E-01	 1.182E+00	 3.510E+01	 2.291E+00	 5.420E+01	 5.420E+01	 1.220E+03	 4.491E+00	-6.654E+00	-3.091E+00	 1.741E+01	 3.747E+01	 1.665E+00	 2.127E+02	 2.127E+02	 3.074E+01	-4.678E-01	-7.131E+01	 1.664E+00	 1.985E+02
    9.6800	 1.200E+01	-0.000E+00	 0.000E+00	 1.511E-01	-1.756E-02	 1.150E-01	 1.176E+00	 3.502E+01	 2.478E+00	 5.420E+01	 5.420E+01	 1.220E+03	 4.422E+00	-6.833E+00	-3.404E+00	 1.730E+01	 3.737E+01	 1.661E+00	 2.121E+02	 2.121E+02	 3.039E+01	 7.654E-01	-7.103E+01	 1.664E+00	 1.985E+02
    9.7200	 1.200E+01	-0.000E+00	 0.000E+00	 1.500E-01	-1.737E-02	 1.135E-01	 1.165E+00	 3.498E+01	 2.596E+00	 5.420E+01	 5.420E+01	 1.220E+03	 4.332E+00	-6.815E+00	-3.407E+00	 1.717E+01	 3.720E+01	 1.654E+00	 2.112E+02	 2.112E+02	 2.996E+01	 1.914E+00	-7.070E+01	 1.661E+00	 1.981E+02
    9.7600	 1.200E+01	-0.000E+00	 0.000E+00	 1.486E-01	-1.755E-02	 1.149E-01	 1.149E+00	 3.498E+01	 2.634E+00	 5.420E+01	 5.420E+01	 1.219E+03	 4.229E+00	-6.602E+00	-3.104E+00	 1.703E+01	 3.699E+01	 1.644E+00	 2.099E+02	 2.099E+02	 2.948E+01	 2.909E+00	-7.039E+01	 1.655E+00	 1.975E+02
    9.8000	 1.200E+01	-0.000E+00	 0.000E+00	 1.472E-01	-1.813E-02	 1.194E-01	 1.132E+00	 3.500E+01	 2.602E+00	 5.419E+01	 5.419E+01	 1.219E+03	 4.127E+00	-6.204E+00	-2.503E+00	 1.690E+01	 3.676E+01	 1.634E+00	 2.086E+02	 2.086E+02	 2.898E+01	 3.699E+00	-7.016E+01	 1.648E+00	 1.966E+02
    9.8400	 1.200E+01	-0.000E+00	 0.000E+00	 1.460E-01	-1.913E-02	 1.270E-01	 1.116E+00	 3.506E+01	 2.525E+00	 5.419E+01	 5.419E+01	 1.219E+03	 4.038E+00	-5.633E+00	-1.620E+00	 1.681E+01	 3.654E+01	 1.624E+00	 2.073E+02	 2.073E+02	 2.849E+01	 4.253E+00	-7.004E+01	 1.639E+00	 1.955E+02
    9.8800	 1.200E+01	-0.000E+00	 0.000E+00	 1.454E-01	-2.056E-02	 1.379E-01	 1.105E+00	 3.512E+01	 2.439E+00	 5.418E+01	 5.419E+01	 1.219E+03	 3.972E+00	-4.907E+00	-4.753E-01	 1.680E+01	 3.636E+01	 1.616E+00	 2.063E+02	 2.063E+02	 2.805E+01	 4.553E+00	-7.006E+01	 1.630E+00	 1.944E+02
    9.9200	 1.200E+01	-0.000E+00	 0.000E+00	 1.456E-01	-2.239E-02	 1.518E-01	 1.099E+00	 3.520E+01	 2.377E+00	 5.418E+01	 5.418E+01	 1.219E+03	 3.934E+00	-4.051E+00	 8.933E-01	 1.686E+01	 3.624E+01	 1.610E+00	 2.056E+02	 2.056E+02	 2.767E+01	 4.601E+00	-7.019E+01	 1.622E+00	 1.934E+02
    9.9600	 1.200E+01	-0.000E+00	 0.000E+00	 1.463E-01	-2.455E-02	 1.681E-01	 1.099E+00	 3.528E+01	 2.364E+00	 5.418E+01	 5.418E+01	 1.219E+03	 3.924E+00	-3.101E+00	 2.432E+00	 1.700E+01	 3.618E+01	 1.608E+00	 2.052E+02	 2.052E+02	 2.738E+01	 4.406E+00	-7.042E+01	 1.616E+00	 1.927E+02
   10.0000	 1.200E+01	-0.000E+00	 0.000E+00	 1.477E-01	-2.693E-02	 1.861E-01	 1.104E+00	 3.535E+01	 2.408E+00	 5.418E+01	 5.418E+01	 1.219E+03	 3.939E+00	-2.101E+00	 4.068E+00	 1.720E+01	 3.618E+01	 1.608E+00	 2.052E+02	 2.052E+02	 2.718E+01	 3.994E+00	-7.069E+01	 1.612E+00	 1.922E+02
   10.0400	 1.200E+01	-0.000E+00	 0.000E+00	 1.494E-01	-2.938E-02	 2.046E-01	 1.112E+00	 3.541E+01	 2.498E+00	 5.418E+01	 5.418E+01	 1.219E+03	 3.975E+00	-1.106E+00	 5.710E+00	 1.744E+01	 3.623E+01	 1.610E+00	 2.056E+02	 2.055E+02	 2.709E+01	 3.396E+00	-7.096E+01	 1.610E+00	 1.920E+02
   10.0800	 1.200E+01	-0.000E+00	 0.000E+00	 1.513E-01	-3.175E-02	 2.225E-01	 1.123E+00	 3.544E+01	 2.608E+00	 5.418E+01	 5.418E+01	 1.219E+03	 4.026E+00	-1.760E-01	 7.259E+00	 1.770E+01	 3.633E+01	 1.615E+00	 2.061E+02	 2.061E+02	 2.712E+01	 2.651E+00	-7.118E+01	 1.611E+00	 1.921E+02
   10.1200	 1.200E+01	-0.000E+00	 0.000E+00	 1.534E-01	-3.389E-02	 2.386E-01	 1.136E+00	 3.546E+01	 2.699E+00	 5.418E+01	 5.418E+01	 1.219E+03	 4.088E+00	 6.294E-01	 8.610E+00	 1.797E+01	 3.645E+01	 1.620E+00	 2.068E+02	 2.068E+02	 2.725E+01	 1.800E+00	-7.130E+01	 1.613E+00	 1.924E+02
