
Predictions were generated on 05-Feb-2026 at 19:17:08 using AA AeroAcoustics

Number of observers      :2;  Number of frequencies    :34
Description from AA input file, line2: IEA task 37 RWT turbine -- https://github.com/IEAWindTask37/IEA-3.4-130-RWT

     Time           	Obs1_Freq10         	Obs1_Freq12.5       	Obs1_Freq16         	Obs1_Freq20         	Obs1_Freq25         	Obs1_Freq31.5       	Obs1_Freq40         	Obs1_Freq50         	Obs1_Freq63         	Obs1_Freq80         	Obs1_Freq100        	Obs1_Freq125        	Obs1_Freq160        	Obs1_Freq200        	Obs1_Freq250        	Obs1_Freq315        	Obs1_Freq400        	Obs1_Freq500        	Obs1_Freq630        	Obs1_Freq800        	Obs1_Freq1000       	Obs1_Freq1250       	Obs1_Freq1600       	Obs1_Freq2000       	Obs1_Freq2500       	Obs1_Freq3150       	Obs1_Freq4000       	Obs1_Freq5000       	Obs1_Freq6300       	Obs1_Freq8000       	Obs1_Freq10000      	Obs1_Freq12500      	Obs1_Freq16000      	Obs1_Freq20000      	Obs2_Freq10         	Obs2_Freq12.5       	Obs2_Freq16         	Obs2_Freq20         	Obs2_Freq25         	Obs2_Freq31.5       	Obs2_Freq40         	Obs2_Freq50         	Obs2_Freq63         	Obs2_Freq80         	Obs2_Freq100        	Obs2_Freq125        	Obs2_Freq160        	Obs2_Freq200        	Obs2_Freq250        	Obs2_Freq315        	Obs2_Freq400        	Obs2_Freq500        	Obs2_Freq630        	Obs2_Freq800        	Obs2_Freq1000       	Obs2_Freq1250       	Obs2_Freq1600       	Obs2_Freq2000       	Obs2_Freq2500       	Obs2_Freq3150       	Obs2_Freq4000       	Obs2_Freq5000       	Obs2_Freq6300       	Obs2_Freq8000       	Obs2_Freq10000      	Obs2_Freq12500      	Obs2_Freq16000      	Obs2_Freq20000      
         4.8000	  6.006097E+001	  5.909242E+001	  5.791849E+001	  5.676410E+001	  5.552444E+001	  5.416508E+001	  5.272087E+001	  5.141374E+001	  5.025618E+001	  4.949234E+001	  4.934491E+001	  4.949727E+001	  4.916159E+001	  4.795856E+001	  4.621707E+001	  4.452534E+001	  4.340086E+001	  4.388808E+001	  4.738547E+001	  4.980410E+001	  5.468154E+001	  5.496145E+001	  3.977421E+001	  3.340836E+001	  3.154581E+001	  2.978941E+001	  2.779841E+001	  2.595745E+001	  2.402748E+001	  2.195719E+001	  1.992567E+001	  1.778017E+001	  1.525223E+001	  1.280757E+001	  4.184139E+001	  4.091508E+001	  3.984317E+001	  3.888809E+001	  3.806132E+001	  3.753207E+001	  3.750577E+001	  3.795892E+001	  3.877618E+001	  3.982916E+001	  4.081454E+001	  4.121184E+001	  4.032445E+001	  3.863348E+001	  3.709226E+001	  3.601739E+001	  3.566990E+001	  3.718620E+001	  4.081872E+001	  3.902827E+001	  3.775053E+001	  3.840413E+001	  2.526335E+001	  2.121377E+001	  1.926552E+001	  1.725332E+001	  1.503638E+001	  1.290277E+001	  1.061199E+001	  8.137180E+000	  5.716831E+000	  3.185996E+000	  2.518946E-001	 -2.528652E+000
         4.9000	  6.010275E+001	  5.913437E+001	  5.796038E+001	  5.680545E+001	  5.556418E+001	  5.420058E+001	  5.274621E+001	  5.142145E+001	  5.023344E+001	  4.943432E+001	  4.927543E+001	  4.947929E+001	  4.922026E+001	  4.803900E+001	  4.627749E+001	  4.457556E+001	  4.345010E+001	  4.374062E+001	  4.730792E+001	  5.005575E+001	  5.436921E+001	  5.503801E+001	  3.984340E+001	  3.345562E+001	  3.158813E+001	  2.983165E+001	  2.783896E+001	  2.599666E+001	  2.406590E+001	  2.199540E+001	  1.996418E+001	  1.781943E+001	  1.529286E+001	  1.284993E+001	  4.182661E+001	  4.088040E+001	  3.975370E+001	  3.868455E+001	  3.761752E+001	  3.661501E+001	  3.582005E+001	  3.538868E+001	  3.529401E+001	  3.550371E+001	  3.585692E+001	  3.587020E+001	  3.498089E+001	  3.372117E+001	  3.271836E+001	  3.193433E+001	  3.171092E+001	  3.250937E+001	  3.550160E+001	  3.413951E+001	  3.929685E+001	  4.054493E+001	  2.543252E+001	  1.913579E+001	  1.719996E+001	  1.536946E+001	  1.330137E+001	  1.139044E+001	  9.396941E+000	  7.275418E+000	  5.212149E+000	  3.051586E+000	  5.255743E-001	 -1.903054E+000
         5.0000	  6.004835E+001	  5.907962E+001	  5.790522E+001	  5.674986E+001	  5.550799E+001	  5.414301E+001	  5.268399E+001	  5.134624E+001	  5.012665E+001	  4.925548E+001	  4.900459E+001	  4.919021E+001	  4.914332E+001	  4.812495E+001	  4.630623E+001	  4.459172E+001	  4.341170E+001	  4.358631E+001	  4.685338E+001	  5.013451E+001	  5.450393E+001	  5.501701E+001	  3.982750E+001	  3.345168E+001	  3.158471E+001	  2.982642E+001	  2.783218E+001	  2.598866E+001	  2.405691E+001	  2.198566E+001	  1.995396E+001	  1.780889E+001	  1.528207E+001	  1.283893E+001	  4.198330E+001	  4.104824E+001	  3.992626E+001	  3.884406E+001	  3.772451E+001	  3.657938E+001	  3.548291E+001	  3.459695E+001	  3.390772E+001	  3.349983E+001	  3.338587E+001	  3.340965E+001	  3.312819E+001	  3.220161E+001	  3.123820E+001	  2.991094E+001	  2.911109E+001	  2.947416E+001	  3.172326E+001	  3.324480E+001	  4.025102E+001	  4.111370E+001	  2.577285E+001	  1.898836E+001	  1.704925E+001	  1.528467E+001	  1.328975E+001	  1.147291E+001	  9.585131E+000	  7.567781E+000	  5.590747E+000	  3.502663E+000	  1.039440E+000	 -1.347719E+000
         5.1000	  5.997005E+001	  5.900081E+001	  5.782607E+001	  5.667076E+001	  5.542966E+001	  5.406701E+001	  5.261254E+001	  5.127822E+001	  5.005744E+001	  4.917023E+001	  4.887888E+001	  4.902804E+001	  4.905770E+001	  4.812931E+001	  4.631997E+001	  4.460777E+001	  4.341944E+001	  4.356808E+001	  4.663850E+001	  5.010705E+001	  5.507448E+001	  5.505199E+001	  3.984968E+001	  3.344717E+001	  3.157602E+001	  2.981628E+001	  2.782162E+001	  2.597761E+001	  2.404518E+001	  2.197314E+001	  1.994068E+001	  1.779477E+001	  1.526691E+001	  1.282268E+001	  4.225280E+001	  4.133601E+001	  4.023216E+001	  3.916045E+001	  3.803625E+001	  3.685389E+001	  3.565741E+001	  3.458980E+001	  3.368465E+001	  3.318482E+001	  3.312329E+001	  3.373329E+001	  3.386744E+001	  3.263509E+001	  3.200883E+001	  2.984704E+001	  2.815426E+001	  2.775494E+001	  2.954228E+001	  3.378147E+001	  4.177694E+001	  4.139455E+001	  2.610242E+001	  1.932889E+001	  1.732500E+001	  1.553257E+001	  1.354529E+001	  1.174986E+001	  9.885485E+000	  7.887518E+000	  5.922534E+000	  3.840455E+000	  1.377343E+000	 -1.014756E+000
         5.2000	  5.994465E+001	  5.897517E+001	  5.780032E+001	  5.664527E+001	  5.540526E+001	  5.404562E+001	  5.259804E+001	  5.127453E+001	  5.007163E+001	  4.920829E+001	  4.892794E+001	  4.904472E+001	  4.903066E+001	  4.811039E+001	  4.633445E+001	  4.463222E+001	  4.348349E+001	  4.369371E+001	  4.673691E+001	  5.007187E+001	  5.544292E+001	  5.513363E+001	  3.991528E+001	  3.347651E+001	  3.160019E+001	  2.984039E+001	  2.784580E+001	  2.600169E+001	  2.406905E+001	  2.199674E+001	  1.996400E+001	  1.781783E+001	  1.528969E+001	  1.284522E+001	  4.253905E+001	  4.163744E+001	  4.054944E+001	  3.948901E+001	  3.836662E+001	  3.716877E+001	  3.594753E+001	  3.481193E+001	  3.418742E+001	  3.453183E+001	  3.470088E+001	  3.518391E+001	  3.485507E+001	  3.330450E+001	  3.235086E+001	  2.990535E+001	  2.788438E+001	  2.703976E+001	  2.894168E+001	  3.451777E+001	  4.280437E+001	  4.163707E+001	  2.631602E+001	  1.953271E+001	  1.756546E+001	  1.579469E+001	  1.382195E+001	  1.203249E+001	  1.016960E+001	  8.170058E+000	  6.201326E+000	  4.113513E+000	  1.642071E+000	 -7.589572E-001
         5.3000	  5.997578E+001	  5.900632E+001	  5.783145E+001	  5.667630E+001	  5.543613E+001	  5.407665E+001	  5.263199E+001	  5.131881E+001	  5.014174E+001	  4.932754E+001	  4.910077E+001	  4.919625E+001	  4.903611E+001	  4.806549E+001	  4.636933E+001	  4.467341E+001	  4.355158E+001	  4.387012E+001	  4.708075E+001	  5.007195E+001	  5.505322E+001	  5.513035E+001	  3.992683E+001	  3.352191E+001	  3.165133E+001	  2.989254E+001	  2.789826E+001	  2.605433E+001	  2.412185E+001	  2.204973E+001	  2.001723E+001	  1.787139E+001	  1.534375E+001	  1.289986E+001	  4.281674E+001	  4.192666E+001	  4.085087E+001	  3.980108E+001	  3.868063E+001	  3.752668E+001	  3.635625E+001	  3.516351E+001	  3.439150E+001	  3.395489E+001	  3.374373E+001	  3.414445E+001	  3.416868E+001	  3.303930E+001	  3.175328E+001	  2.950467E+001	  2.764030E+001	  2.691811E+001	  2.961174E+001	  3.503916E+001	  4.235596E+001	  4.175181E+001	  2.640213E+001	  1.963914E+001	  1.773569E+001	  1.599905E+001	  1.403985E+001	  1.225193E+001	  1.038623E+001	  8.382385E+000	  6.409190E+000	  4.316736E+000	  1.840188E+000	 -5.651948E-001
         5.4000	  6.001943E+001	  5.905017E+001	  5.787533E+001	  5.671992E+001	  5.547885E+001	  5.411725E+001	  5.266910E+001	  5.135384E+001	  5.017785E+001	  4.938603E+001	  4.920536E+001	  4.933664E+001	  4.910729E+001	  4.808515E+001	  4.640591E+001	  4.470541E+001	  4.358147E+001	  4.395502E+001	  4.728963E+001	  5.017611E+001	  5.464481E+001	  5.513555E+001	  3.994726E+001	  3.357611E+001	  3.171080E+001	  2.995274E+001	  2.795857E+001	  2.611480E+001	  2.418259E+001	  2.211083E+001	  2.007873E+001	  1.793337E+001	  1.540637E+001	  1.296317E+001	  4.311057E+001	  4.222877E+001	  4.116160E+001	  4.011706E+001	  3.899845E+001	  3.778157E+001	  3.649904E+001	  3.530546E+001	  3.428859E+001	  3.366573E+001	  3.355956E+001	  3.404091E+001	  3.414534E+001	  3.312599E+001	  3.163392E+001	  2.947803E+001	  2.771788E+001	  2.722257E+001	  3.033961E+001	  3.545614E+001	  4.144407E+001	  4.176863E+001	  2.642164E+001	  1.969567E+001	  1.781879E+001	  1.609551E+001	  1.413891E+001	  1.234748E+001	  1.047606E+001	  8.466003E+000	  6.487276E+000	  4.389804E+000	  1.908565E+000	 -5.000445E-001
         5.5000	  6.002693E+001	  5.905771E+001	  5.788284E+001	  5.672726E+001	  5.548571E+001	  5.412276E+001	  5.267004E+001	  5.134688E+001	  5.015217E+001	  4.932609E+001	  4.911718E+001	  4.929856E+001	  4.922210E+001	  4.823387E+001	  4.646031E+001	  4.473662E+001	  4.359796E+001	  4.382410E+001	  4.710732E+001	  5.032419E+001	  5.458676E+001	  5.518654E+001	  3.999871E+001	  3.362791E+001	  3.176249E+001	  3.000451E+001	  2.801028E+001	  2.616666E+001	  2.423479E+001	  2.216348E+001	  2.013180E+001	  1.798685E+001	  1.546024E+001	  1.301737E+001	  4.340842E+001	  4.252987E+001	  4.146526E+001	  4.042030E+001	  3.930009E+001	  3.807384E+001	  3.676728E+001	  3.555513E+001	  3.446954E+001	  3.376009E+001	  3.364492E+001	  3.412021E+001	  3.438017E+001	  3.345554E+001	  3.172321E+001	  2.960636E+001	  2.791445E+001	  2.743600E+001	  3.054787E+001	  3.581295E+001	  4.114192E+001	  4.166132E+001	  2.633869E+001	  1.967889E+001	  1.781180E+001	  1.608791E+001	  1.412791E+001	  1.232878E+001	  1.044733E+001	  8.426436E+000	  6.437764E+000	  4.330813E+000	  1.839921E+000	 -5.764179E-001
         5.6000	  6.000822E+001	  5.903897E+001	  5.786418E+001	  5.670882E+001	  5.546780E+001	  5.410576E+001	  5.265481E+001	  5.133099E+001	  5.013715E+001	  4.929912E+001	  4.907663E+001	  4.929513E+001	  4.932546E+001	  4.834867E+001	  4.650585E+001	  4.480534E+001	  4.363927E+001	  4.377484E+001	  4.695160E+001	  5.039210E+001	  5.478717E+001	  5.528415E+001	  4.008173E+001	  3.367745E+001	  3.180750E+001	  3.005009E+001	  2.805628E+001	  2.621318E+001	  2.428191E+001	  2.221119E+001	  2.018000E+001	  1.803541E+001	  1.550912E+001	  1.306649E+001	  4.367838E+001	  4.279846E+001	  4.173116E+001	  4.068233E+001	  3.955707E+001	  3.832312E+001	  3.700414E+001	  3.578483E+001	  3.468847E+001	  3.397143E+001	  3.389804E+001	  3.441513E+001	  3.475468E+001	  3.382923E+001	  3.192567E+001	  2.986020E+001	  2.821125E+001	  2.777480E+001	  3.097182E+001	  3.611944E+001	  4.144191E+001	  4.153942E+001	  2.625219E+001	  1.967434E+001	  1.780933E+001	  1.607745E+001	  1.411114E+001	  1.230159E+001	  1.040689E+001	  8.371516E+000	  6.369350E+000	  4.249265E+000	  1.744570E+000	 -6.833607E-001
         5.7000	  6.000339E+001	  5.903435E+001	  5.785991E+001	  5.670509E+001	  5.546496E+001	  5.410457E+001	  5.265675E+001	  5.133918E+001	  5.015120E+001	  4.932779E+001	  4.912206E+001	  4.935758E+001	  4.938795E+001	  4.838797E+001	  4.654357E+001	  4.484437E+001	  4.368768E+001	  4.379754E+001	  4.696879E+001	  5.044647E+001	  5.522788E+001	  5.542100E+001	  4.019199E+001	  3.372560E+001	  3.184685E+001	  3.009027E+001	  2.809687E+001	  2.625416E+001	  2.432335E+001	  2.225312E+001	  2.022236E+001	  1.807821E+001	  1.555241E+001	  1.311028E+001	  4.386014E+001	  4.297637E+001	  4.190382E+001	  4.084916E+001	  3.971717E+001	  3.847588E+001	  3.715172E+001	  3.593631E+001	  3.485872E+001	  3.419249E+001	  3.421102E+001	  3.479722E+001	  3.512922E+001	  3.415842E+001	  3.220625E+001	  3.018075E+001	  2.858769E+001	  2.822432E+001	  3.163269E+001	  3.648898E+001	  4.191636E+001	  4.153410E+001	  2.626902E+001	  1.973186E+001	  1.785869E+001	  1.611694E+001	  1.414241E+001	  1.232108E+001	  1.041220E+001	  8.361877E+000	  6.346162E+000	  4.213246E+000	  1.695457E+000	 -7.431299E-001
         5.8000	  6.001350E+001	  5.904459E+001	  5.787033E+001	  5.671574E+001	  5.547601E+001	  5.411641E+001	  5.267004E+001	  5.135453E+001	  5.016867E+001	  4.934611E+001	  4.913167E+001	  4.932539E+001	  4.933471E+001	  4.836775E+001	  4.653971E+001	  4.485008E+001	  4.371200E+001	  4.386850E+001	  4.700858E+001	  5.038534E+001	  5.526252E+001	  5.542339E+001	  4.019660E+001	  3.373616E+001	  3.185866E+001	  3.010218E+001	  2.810870E+001	  2.626595E+001	  2.433515E+001	  2.226498E+001	  2.023433E+001	  1.809033E+001	  1.556476E+001	  1.312285E+001	  4.389051E+001	  4.300185E+001	  4.192339E+001	  4.086316E+001	  3.972618E+001	  3.848220E+001	  3.716136E+001	  3.596004E+001	  3.491077E+001	  3.428895E+001	  3.435788E+001	  3.495425E+001	  3.530979E+001	  3.440629E+001	  3.248737E+001	  3.052428E+001	  2.900657E+001	  2.873455E+001	  3.215276E+001	  3.675461E+001	  4.161721E+001	  4.145692E+001	  2.623666E+001	  1.978903E+001	  1.791407E+001	  1.616189E+001	  1.417723E+001	  1.234304E+001	  1.041965E+001	  8.354747E+000	  6.326434E+000	  4.182190E+000	  1.653525E+000	 -7.933019E-001
         5.9000	  6.002942E+001	  5.906051E+001	  5.788618E+001	  5.673141E+001	  5.549129E+001	  5.413112E+001	  5.268435E+001	  5.136753E+001	  5.018582E+001	  4.936650E+001	  4.915070E+001	  4.930332E+001	  4.924335E+001	  4.828875E+001	  4.651423E+001	  4.481854E+001	  4.369559E+001	  4.391231E+001	  4.711658E+001	  5.034337E+001	  5.492216E+001	  5.530020E+001	  4.010113E+001	  3.370711E+001	  3.183996E+001	  3.008301E+001	  2.808961E+001	  2.624691E+001	  2.431600E+001	  2.224560E+001	  2.021469E+001	  1.807039E+001	  1.554439E+001	  1.310196E+001	  4.377647E+001	  4.288129E+001	  4.179560E+001	  4.072960E+001	  3.958968E+001	  3.835049E+001	  3.705024E+001	  3.588937E+001	  3.490272E+001	  3.435176E+001	  3.446735E+001	  3.504928E+001	  3.539276E+001	  3.458048E+001	  3.277290E+001	  3.088046E+001	  2.947557E+001	  2.933729E+001	  3.267507E+001	  3.704254E+001	  4.085255E+001	  4.127090E+001	  2.612596E+001	  1.983187E+001	  1.796302E+001	  1.619884E+001	  1.420273E+001	  1.235443E+001	  1.041514E+001	  8.334253E+000	  6.292202E+000	  4.135705E+000	  1.595395E+000	 -8.601890E-001
         6.0000	  6.004509E+001	  5.907626E+001	  5.790198E+001	  5.674716E+001	  5.550684E+001	  5.414613E+001	  5.269794E+001	  5.137871E+001	  5.018921E+001	  4.936581E+001	  4.915173E+001	  4.933422E+001	  4.927583E+001	  4.828136E+001	  4.647905E+001	  4.475181E+001	  4.358274E+001	  4.385793E+001	  4.707483E+001	  5.031439E+001	  5.479812E+001	  5.521973E+001	  4.003457E+001	  3.367375E+001	  3.181185E+001	  3.005479E+001	  2.806209E+001	  2.622009E+001	  2.428972E+001	  2.221963E+001	  2.018878E+001	  1.804430E+001	  1.551782E+001	  1.307470E+001	  4.359144E+001	  4.268696E+001	  4.159164E+001	  4.051937E+001	  3.938004E+001	  3.815834E+001	  3.690647E+001	  3.583229E+001	  3.497307E+001	  3.458176E+001	  3.481381E+001	  3.544945E+001	  3.578332E+001	  3.495381E+001	  3.315753E+001	  3.131041E+001	  2.998110E+001	  3.007706E+001	  3.329825E+001	  3.736444E+001	  4.064589E+001	  4.116647E+001	  2.609992E+001	  1.995528E+001	  1.808871E+001	  1.631071E+001	  1.430312E+001	  1.243991E+001	  1.048306E+001	  8.383702E+000	  6.325025E+000	  4.152961E+000	  1.597006E+000	 -8.711119E-001
         6.1000	  6.005352E+001	  5.908487E+001	  5.791081E+001	  5.675622E+001	  5.551618E+001	  5.415582E+001	  5.270798E+001	  5.138915E+001	  5.020041E+001	  4.937776E+001	  4.916611E+001	  4.939575E+001	  4.936955E+001	  4.831539E+001	  4.645578E+001	  4.472920E+001	  4.354409E+001	  4.377255E+001	  4.700457E+001	  5.025958E+001	  5.477271E+001	  5.520712E+001	  4.001916E+001	  3.365194E+001	  3.178957E+001	  3.003325E+001	  2.804153E+001	  2.620047E+001	  2.427098E+001	  2.220161E+001	  2.017118E+001	  1.802690E+001	  1.550040E+001	  1.305710E+001	  4.342323E+001	  4.250792E+001	  4.140238E+001	  4.032587E+001	  3.919485E+001	  3.801144E+001	  3.685355E+001	  3.593599E+001	  3.531624E+001	  3.521620E+001	  3.567997E+001	  3.644371E+001	  3.667800E+001	  3.565006E+001	  3.378181E+001	  3.202963E+001	  3.081458E+001	  3.109821E+001	  3.446267E+001	  3.774269E+001	  4.056040E+001	  4.127462E+001	  2.628756E+001	  2.027857E+001	  1.840791E+001	  1.661518E+001	  1.459565E+001	  1.271617E+001	  1.073956E+001	  8.618852E+000	  6.540376E+000	  4.349261E+000	  1.773694E+000	 -7.104042E-001
         6.2000	  6.006208E+001	  5.909373E+001	  5.792005E+001	  5.676588E+001	  5.552633E+001	  5.416655E+001	  5.271980E+001	  5.140414E+001	  5.022719E+001	  4.942216E+001	  4.924193E+001	  4.949038E+001	  4.940823E+001	  4.828716E+001	  4.643095E+001	  4.472251E+001	  4.357502E+001	  4.374888E+001	  4.711953E+001	  5.021989E+001	  5.492157E+001	  5.524696E+001	  4.004316E+001	  3.363880E+001	  3.177135E+001	  3.001602E+001	  2.802487E+001	  2.618427E+001	  2.425524E+001	  2.218628E+001	  2.015618E+001	  1.801220E+001	  1.548604E+001	  1.304311E+001	  4.327593E+001	  4.235139E+001	  4.123936E+001	  4.016576E+001	  3.905797E+001	  3.794447E+001	  3.693835E+001	  3.625141E+001	  3.595232E+001	  3.619001E+001	  3.690785E+001	  3.776356E+001	  3.781676E+001	  3.657074E+001	  3.469348E+001	  3.308484E+001	  3.206051E+001	  3.238355E+001	  3.603818E+001	  3.842177E+001	  4.030972E+001	  4.159783E+001	  2.669974E+001	  2.082483E+001	  1.894203E+001	  1.713033E+001	  1.509387E+001	  1.319254E+001	  1.119018E+001	  9.042189E+000	  6.938880E+000	  4.724348E+000	  2.125280E+000	 -3.773467E-001
         6.3000	  6.006626E+001	  5.909813E+001	  5.792470E+001	  5.677075E+001	  5.553133E+001	  5.417130E+001	  5.272308E+001	  5.140563E+001	  5.021779E+001	  4.940065E+001	  4.922541E+001	  4.944949E+001	  4.936282E+001	  4.824734E+001	  4.639972E+001	  4.471524E+001	  4.357166E+001	  4.370545E+001	  4.708853E+001	  5.020207E+001	  5.515060E+001	  5.525008E+001	  4.003633E+001	  3.360850E+001	  3.173725E+001	  2.998179E+001	  2.799031E+001	  2.614941E+001	  2.422014E+001	  2.215103E+001	  2.012087E+001	  1.797692E+001	  1.545091E+001	  1.300819E+001	  4.306305E+001	  4.213388E+001	  4.102469E+001	  3.997070E+001	  3.891923E+001	  3.793922E+001	  3.717550E+001	  3.678150E+001	  3.678188E+001	  3.724378E+001	  3.806830E+001	  3.894199E+001	  3.895139E+001	  3.769949E+001	  3.591994E+001	  3.451201E+001	  3.359050E+001	  3.386766E+001	  3.746974E+001	  3.940052E+001	  4.029051E+001	  4.194197E+001	  2.719213E+001	  2.153385E+001	  1.963611E+001	  1.779314E+001	  1.572834E+001	  1.379315E+001	  1.175223E+001	  9.564388E+000	  7.425660E+000	  5.178471E+000	  2.547300E+000	  1.975021E-002
         6.4000	  6.005822E+001	  5.908998E+001	  5.791639E+001	  5.676221E+001	  5.552244E+001	  5.416169E+001	  5.271135E+001	  5.138876E+001	  5.018742E+001	  4.934353E+001	  4.911106E+001	  4.930905E+001	  4.925083E+001	  4.819270E+001	  4.635405E+001	  4.464795E+001	  4.350423E+001	  4.366975E+001	  4.694355E+001	  5.013775E+001	  5.500630E+001	  5.513319E+001	  3.993472E+001	  3.354331E+001	  3.167703E+001	  2.992049E+001	  2.792853E+001	  2.608723E+001	  2.415749E+001	  2.208788E+001	  2.005727E+001	  1.791285E+001	  1.538627E+001	  1.294294E+001	  4.275755E+001	  4.183455E+001	  4.075205E+001	  3.976241E+001	  3.885589E+001	  3.816847E+001	  3.784448E+001	  3.786286E+001	  3.814583E+001	  3.869389E+001	  3.945040E+001	  4.021148E+001	  4.024118E+001	  3.914422E+001	  3.754550E+001	  3.627046E+001	  3.549509E+001	  3.582507E+001	  3.897149E+001	  4.061892E+001	  4.097918E+001	  4.220126E+001	  2.773796E+001	  2.246754E+001	  2.055635E+001	  1.866472E+001	  1.655649E+001	  1.456999E+001	  1.247013E+001	  1.022064E+001	  8.026610E+000	  5.727974E+000	  3.045621E+000	  4.775821E-001
         6.5000	  6.005093E+001	  5.908246E+001	  5.790857E+001	  5.675405E+001	  5.551380E+001	  5.415241E+001	  5.270070E+001	  5.137380E+001	  5.016809E+001	  4.931333E+001	  4.906284E+001	  4.924103E+001	  4.918012E+001	  4.813939E+001	  4.630769E+001	  4.458473E+001	  4.339257E+001	  4.365694E+001	  4.687795E+001	  5.003740E+001	  5.483841E+001	  5.501465E+001	  3.983154E+001	  3.347623E+001	  3.161481E+001	  2.985722E+001	  2.786512E+001	  2.602364E+001	  2.409355E+001	  2.202344E+001	  1.999227E+001	  1.784720E+001	  1.531975E+001	  1.287549E+001	  4.245738E+001	  4.156520E+001	  4.056460E+001	  3.973973E+001	  3.915765E+001	  3.902533E+001	  3.939863E+001	  3.997369E+001	  4.058553E+001	  4.121289E+001	  4.184491E+001	  4.238697E+001	  4.229778E+001	  4.129260E+001	  3.992115E+001	  3.881437E+001	  3.808848E+001	  3.873189E+001	  4.142187E+001	  4.229093E+001	  4.238701E+001	  4.263458E+001	  2.870040E+001	  2.401134E+001	  2.208055E+001	  2.012165E+001	  1.795275E+001	  1.589123E+001	  1.370113E+001	  1.135273E+001	  9.065903E+000	  6.677428E+000	  3.902253E+000	  1.258269E+000
         6.6000	  6.004789E+001	  5.907928E+001	  5.790524E+001	  5.675063E+001	  5.551042E+001	  5.414934E+001	  5.269846E+001	  5.137292E+001	  5.017053E+001	  4.931989E+001	  4.907192E+001	  4.924877E+001	  4.916783E+001	  4.810498E+001	  4.627414E+001	  4.456096E+001	  4.338433E+001	  4.363904E+001	  4.689435E+001	  5.000884E+001	  5.480864E+001	  5.497110E+001	  3.978851E+001	  3.343412E+001	  3.157253E+001	  2.981475E+001	  2.782276E+001	  2.598131E+001	  2.405116E+001	  2.198090E+001	  1.994951E+001	  1.780415E+001	  1.527633E+001	  1.283168E+001	  4.225579E+001	  4.141636E+001	  4.053880E+001	  3.993128E+001	  3.971536E+001	  4.010639E+001	  4.109271E+001	  4.225597E+001	  4.344688E+001	  4.456580E+001	  4.547100E+001	  4.604617E+001	  4.572861E+001	  4.442055E+001	  4.288882E+001	  4.184280E+001	  4.138221E+001	  4.245221E+001	  4.545501E+001	  4.546534E+001	  4.422630E+001	  4.383699E+001	  3.080533E+001	  2.684720E+001	  2.490990E+001	  2.289933E+001	  2.068678E+001	  1.855852E+001	  1.627562E+001	  1.381156E+001	  1.140223E+001	  8.880937E+000	  5.952315E+000	  3.169435E+000
         6.7000	  6.004182E+001	  5.907321E+001	  5.789921E+001	  5.674468E+001	  5.550467E+001	  5.414416E+001	  5.269534E+001	  5.137583E+001	  5.018802E+001	  4.936546E+001	  4.914799E+001	  4.929768E+001	  4.912542E+001	  4.803719E+001	  4.624787E+001	  4.453814E+001	  4.338137E+001	  4.373359E+001	  4.705270E+001	  4.995251E+001	  5.476091E+001	  5.496296E+001	  3.977695E+001	  3.341409E+001	  3.155132E+001	  2.979391E+001	  2.780194E+001	  2.596037E+001	  2.403004E+001	  2.195961E+001	  1.992812E+001	  1.778273E+001	  1.525500E+001	  1.281054E+001	  4.207918E+001	  4.123672E+001	  4.035358E+001	  3.972597E+001	  3.945202E+001	  3.974685E+001	  4.071916E+001	  4.210189E+001	  4.379864E+001	  4.565634E+001	  4.737058E+001	  4.870914E+001	  4.889543E+001	  4.747720E+001	  4.522450E+001	  4.327193E+001	  4.196351E+001	  4.271632E+001	  4.704080E+001	  4.945306E+001	  5.203449E+001	  5.202189E+001	  3.724734E+001	  3.161539E+001	  2.977830E+001	  2.798662E+001	  2.598057E+001	  2.410061E+001	  2.211127E+001	  1.996679E+001	  1.785716E+001	  1.562684E+001	  1.299986E+001	  1.046384E+001
         6.8000	  6.003110E+001	  5.906255E+001	  5.788861E+001	  5.673411E+001	  5.549404E+001	  5.413321E+001	  5.268407E+001	  5.136669E+001	  5.018048E+001	  4.936712E+001	  4.916843E+001	  4.931115E+001	  4.907814E+001	  4.797567E+001	  4.623869E+001	  4.453174E+001	  4.337962E+001	  4.374463E+001	  4.714519E+001	  4.996064E+001	  5.490174E+001	  5.497946E+001	  3.978700E+001	  3.340883E+001	  3.154349E+001	  2.978593E+001	  2.779347E+001	  2.595133E+001	  2.402045E+001	  2.194958E+001	  1.991783E+001	  1.777235E+001	  1.524471E+001	  1.280050E+001	  4.189089E+001	  4.096082E+001	  3.987798E+001	  3.890016E+001	  3.802660E+001	  3.740842E+001	  3.724660E+001	  3.756166E+001	  3.825630E+001	  3.921681E+001	  4.016621E+001	  4.061743E+001	  3.984558E+001	  3.821536E+001	  3.668634E+001	  3.561037E+001	  3.522571E+001	  3.659288E+001	  4.023398E+001	  3.884949E+001	  3.786757E+001	  3.862679E+001	  2.519695E+001	  2.092824E+001	  1.897547E+001	  1.697065E+001	  1.475760E+001	  1.263465E+001	  1.036227E+001	  7.913816E+000	  5.524666E+000	  3.031020E+000	  1.438093E-001	 -2.591031E+000
