
Predictions were generated on 30-Sep-2017 at 10:29:27 using OpenFAST, compiled as a 64-bit application using double precision at commit v0.1.0-886-g076466cd
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #02: AWT-27CR2 with many DOFs with startup and shutdown and steady wind

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	Spn1ALxb1 	Spn1ALyb1 	Spn1ALzb1 	RotSpeed  	LSSGagVxa 	RootFxb1  	RootFyb1  	RootFxb2  	RootFyb2  	RootMIP2  	RootMOoP2 	Spn1MLxb1 	Spn1MLyb1 	RotTorq   	LSSTipMys 	LSSTipMzs 	LSSGagMya 	LSSGagMza 	HSShftTq  	HSSBrTq   	HSShftPwr 	GenTq     	GenPwr    
    7.4000	 1.200E+01	-0.000E+00	 0.000E+00	 2.320E+01	-7.157E+00	-1.994E+02	 5.183E+01	 5.178E+01	 5.817E+00	 5.571E+00	 4.802E+00	-3.295E+00	 1.440E+01	 4.253E+01	-1.029E+01	 1.314E+01	-2.057E+01	 3.971E+00	-6.290E+00	 8.689E-01	 1.051E+01	-9.141E-01	 0.000E+00	-1.115E+02	-2.707E+00	-3.586E+02
    7.4400	 1.200E+01	-0.000E+00	 0.000E+00	 2.019E+01	-3.710E+00	-2.027E+02	 5.226E+01	 5.223E+01	 6.471E+00	 4.547E+00	 4.613E+00	-3.044E+00	 1.196E+01	 4.352E+01	-7.645E+00	 1.521E+01	-1.403E+01	 3.774E+00	-1.036E+01	 7.157E+00	 9.858E+00	-6.237E-01	 0.000E+00	-7.676E+01	-1.961E+00	-2.590E+02
    7.4800	 1.200E+01	-0.000E+00	 0.000E+00	 1.902E+01	-1.987E+00	-2.052E+02	 5.257E+01	 5.255E+01	 6.266E+00	 4.184E+00	 3.660E+00	-3.099E+00	 1.281E+01	 3.847E+01	-7.022E+00	 1.497E+01	-1.054E+01	 6.233E+00	-1.389E+01	 1.288E+01	 9.907E+00	-4.686E-01	 0.000E+00	-5.803E+01	-1.403E+00	-1.859E+02
    7.5200	 1.200E+01	-0.000E+00	 0.000E+00	 1.769E+01	-9.758E-01	-2.076E+02	 5.279E+01	 5.278E+01	 5.656E+00	 3.885E+00	 2.319E+00	-3.165E+00	 1.394E+01	 2.963E+01	-6.699E+00	 1.227E+01	-7.921E+00	 1.008E+01	-1.553E+01	 1.750E+01	 9.838E+00	-3.520E-01	 0.000E+00	-4.378E+01	-1.007E+00	-1.346E+02
    7.5600	 1.200E+01	-0.000E+00	 0.000E+00	 1.655E+01	 5.304E-01	-2.096E+02	 5.295E+01	 5.294E+01	 4.712E+00	 3.153E+00	 8.425E-01	-2.766E+00	 1.147E+01	 1.907E+01	-5.045E+00	 8.492E+00	-5.383E+00	 1.341E+01	-1.527E+01	 2.069E+01	 8.494E+00	-2.393E-01	 0.000E+00	-2.984E+01	-7.184E-01	-9.758E+01
    7.6000	 1.200E+01	-0.000E+00	 0.000E+00	 1.697E+01	 1.511E+00	-2.110E+02	 5.307E+01	 5.306E+01	 3.625E+00	 2.455E+00	-4.501E-01	-2.375E+00	 9.599E+00	 9.498E+00	-3.613E+00	 5.289E+00	-2.700E+00	 1.640E+01	-1.327E+01	 2.264E+01	 7.133E+00	-1.200E-01	 0.000E+00	-1.500E+01	-4.993E-01	-6.964E+01
    7.6400	 1.200E+01	-0.000E+00	 0.000E+00	 1.753E+01	 1.466E+00	-2.120E+02	 5.319E+01	 5.317E+01	 3.009E+00	 1.950E+00	-1.037E+00	-2.361E+00	 1.134E+01	 4.808E+00	-3.116E+00	 3.570E+00	 1.766E+00	 1.873E+01	-9.484E+00	 2.345E+01	 6.434E+00	 7.848E-02	 0.000E+00	 9.832E+00	-3.049E-01	-4.496E+01
    7.6800	 1.200E+01	-0.000E+00	 0.000E+00	 1.734E+01	 1.464E+00	-2.128E+02	 5.332E+01	 5.329E+01	 3.128E+00	 1.131E+00	-8.281E-01	-2.301E+00	 1.279E+01	 6.456E+00	-2.107E+00	 3.608E+00	 8.349E+00	 1.910E+01	-5.295E+00	 2.312E+01	 5.150E+00	 3.711E-01	 0.000E+00	 4.659E+01	-8.454E-02	-1.714E+01
    7.7200	 1.200E+01	-0.000E+00	 0.000E+00	 1.721E+01	 1.814E+00	-2.130E+02	 5.346E+01	 5.342E+01	 3.766E+00	-6.378E-02	-5.052E-03	-1.920E+00	 1.148E+01	 1.331E+01	-3.752E-01	 5.329E+00	 1.489E+01	 1.746E+01	-2.098E+00	 2.167E+01	 2.747E+00	 6.616E-01	 0.000E+00	 8.328E+01	 1.699E-01	 1.479E+01
    7.7600	 1.200E+01	-0.000E+00	 0.000E+00	 1.802E+01	 1.939E+00	-2.128E+02	 5.359E+01	 5.356E+01	 4.553E+00	-1.238E+00	 1.288E+00	-1.462E+00	 9.716E+00	 2.293E+01	 1.038E+00	 8.266E+00	 2.042E+01	 1.471E+01	-9.349E-02	 1.930E+01	 4.254E-03	 9.076E-01	 0.000E+00	 1.145E+02	 4.305E-01	 4.731E+01
    7.8000	 1.200E+01	-0.000E+00	 0.000E+00	 2.031E+01	 1.942E+00	-2.124E+02	 5.372E+01	 5.370E+01	 5.177E+00	-2.385E+00	 2.723E+00	-9.796E-01	 7.975E+00	 3.214E+01	 2.191E+00	 1.148E+01	 2.540E+01	 1.182E+01	 5.255E-01	 1.642E+01	-2.876E+00	 1.129E+00	 0.000E+00	 1.428E+02	 6.813E-01	 7.841E+01
    7.8400	 1.200E+01	-0.000E+00	 0.000E+00	 2.307E+01	 2.210E+00	-2.120E+02	 5.383E+01	 5.382E+01	 5.466E+00	-3.598E+00	 3.846E+00	-3.061E-01	 4.750E+00	 3.855E+01	 3.614E+00	 1.382E+01	 2.926E+01	 9.723E+00	-2.172E-01	 1.340E+01	-6.084E+00	 1.300E+00	 0.000E+00	 1.649E+02	 9.112E-01	 1.068E+02
    7.8800	 1.200E+01	-0.000E+00	 0.000E+00	 2.547E+01	 2.423E+00	-2.117E+02	 5.392E+01	 5.391E+01	 5.391E+00	-4.661E+00	 4.419E+00	 4.069E-01	 1.197E+00	 4.132E+01	 4.807E+00	 1.457E+01	 3.147E+01	 8.639E+00	-1.421E+00	 1.027E+01	-9.028E+00	 1.399E+00	 0.000E+00	 1.777E+02	 1.101E+00	 1.300E+02
    7.9200	 1.200E+01	-0.000E+00	 0.000E+00	 2.736E+01	 2.219E+00	-2.116E+02	 5.399E+01	 5.399E+01	 5.003E+00	-5.380E+00	 4.503E+00	 9.465E-01	-1.123E+00	 4.093E+01	 5.377E+00	 1.385E+01	 3.238E+01	 8.124E+00	-2.479E+00	 6.919E+00	-1.111E+01	 1.439E+00	 0.000E+00	 1.831E+02	 1.238E+00	 1.468E+02
    7.9600	 1.200E+01	-0.000E+00	 0.000E+00	 2.902E+01	 1.945E+00	-2.119E+02	 5.403E+01	 5.403E+01	 4.392E+00	-5.876E+00	 4.334E+00	 1.394E+00	-3.155E+00	 3.862E+01	 5.846E+00	 1.245E+01	 3.246E+01	 8.173E+00	-3.469E+00	 3.364E+00	-1.259E+01	 1.443E+00	 0.000E+00	 1.837E+02	 1.325E+00	 1.574E+02
    8.0000	 1.200E+01	-0.000E+00	 0.000E+00	 3.049E+01	 1.951E+00	-2.124E+02	 5.405E+01	 5.405E+01	 3.696E+00	-6.249E+00	 4.124E+00	 1.837E+00	-5.632E+00	 3.585E+01	 6.532E+00	 1.127E+01	 3.196E+01	 8.923E+00	-4.167E+00	-1.563E-01	-1.370E+01	 1.420E+00	 0.000E+00	 1.809E+02	 1.370E+00	 1.629E+02
    8.0400	 1.200E+01	-0.000E+00	 0.000E+00	 3.188E+01	 1.982E+00	-2.129E+02	 5.406E+01	 5.406E+01	 3.100E+00	-6.381E+00	 4.005E+00	 2.074E+00	-7.080E+00	 3.384E+01	 6.954E+00	 1.074E+01	 3.139E+01	 9.874E+00	-4.157E+00	-3.358E+00	-1.406E+01	 1.395E+00	 0.000E+00	 1.777E+02	 1.385E+00	 1.647E+02
    8.0800	 1.200E+01	-0.000E+00	 0.000E+00	 3.272E+01	 1.807E+00	-2.135E+02	 5.406E+01	 5.406E+01	 2.793E+00	-6.208E+00	 4.058E+00	 1.966E+00	-6.505E+00	 3.342E+01	 6.807E+00	 1.078E+01	 3.116E+01	 1.048E+01	-3.489E+00	-6.069E+00	-1.345E+01	 1.385E+00	 0.000E+00	 1.764E+02	 1.386E+00	 1.648E+02
    8.1200	 1.200E+01	-0.000E+00	 0.000E+00	 3.278E+01	 1.602E+00	-2.141E+02	 5.406E+01	 5.406E+01	 2.779E+00	-5.831E+00	 4.239E+00	 1.593E+00	-4.579E+00	 3.441E+01	 6.389E+00	 1.116E+01	 3.136E+01	 1.065E+01	-2.479E+00	-8.277E+00	-1.214E+01	 1.394E+00	 0.000E+00	 1.775E+02	 1.387E+00	 1.649E+02
    8.1600	 1.200E+01	-0.000E+00	 0.000E+00	 3.257E+01	 1.482E+00	-2.147E+02	 5.407E+01	 5.407E+01	 2.897E+00	-5.296E+00	 4.445E+00	 1.013E+00	-1.754E+00	 3.586E+01	 5.848E+00	 1.167E+01	 3.189E+01	 1.038E+01	-1.427E+00	-9.999E+00	-1.025E+01	 1.417E+00	 0.000E+00	 1.806E+02	 1.395E+00	 1.659E+02
    8.2000	 1.200E+01	-0.000E+00	 0.000E+00	 3.244E+01	 1.365E+00	-2.153E+02	 5.408E+01	 5.407E+01	 3.021E+00	-4.571E+00	 4.620E+00	 2.087E-01	 2.215E+00	 3.696E+01	 5.049E+00	 1.211E+01	 3.261E+01	 9.642E+00	-6.515E-01	-1.118E+01	-7.730E+00	 1.449E+00	 0.000E+00	 1.846E+02	 1.412E+00	 1.680E+02
    8.2400	 1.200E+01	-0.000E+00	 0.000E+00	 3.237E+01	 1.286E+00	-2.157E+02	 5.409E+01	 5.409E+01	 3.114E+00	-3.704E+00	 4.712E+00	-7.507E-01	 6.974E+00	 3.729E+01	 4.066E+00	 1.227E+01	 3.335E+01	 8.618E+00	-3.160E-01	-1.175E+01	-4.760E+00	 1.482E+00	 0.000E+00	 1.889E+02	 1.436E+00	 1.709E+02
    8.2800	 1.200E+01	-0.000E+00	 0.000E+00	 3.219E+01	 1.316E+00	-2.161E+02	 5.410E+01	 5.410E+01	 3.186E+00	-2.780E+00	 4.688E+00	-1.768E+00	 1.191E+01	 3.691E+01	 3.081E+00	 1.208E+01	 3.404E+01	 7.601E+00	-4.195E-01	-1.173E+01	-1.596E+00	 1.513E+00	 0.000E+00	 1.928E+02	 1.464E+00	 1.743E+02
    8.3200	 1.200E+01	-0.000E+00	 0.000E+00	 3.182E+01	 1.385E+00	-2.164E+02	 5.412E+01	 5.412E+01	 3.277E+00	-1.822E+00	 4.596E+00	-2.821E+00	 1.703E+01	 3.626E+01	 2.057E+00	 1.169E+01	 3.469E+01	 6.837E+00	-9.577E-01	-1.117E+01	 1.659E+00	 1.542E+00	 0.000E+00	 1.966E+02	 1.492E+00	 1.777E+02
    8.3600	 1.200E+01	-0.000E+00	 0.000E+00	 3.135E+01	 1.467E+00	-2.165E+02	 5.413E+01	 5.413E+01	 3.420E+00	-8.696E-01	 4.512E+00	-3.871E+00	 2.225E+01	 3.587E+01	 9.741E-01	 1.135E+01	 3.535E+01	 6.535E+00	-1.771E+00	-1.015E+01	 4.867E+00	 1.571E+00	 0.000E+00	 2.004E+02	 1.521E+00	 1.812E+02
    8.4000	 1.200E+01	-0.000E+00	 0.000E+00	 3.082E+01	 1.658E+00	-2.166E+02	 5.415E+01	 5.414E+01	 3.633E+00	-1.813E-02	 4.490E+00	-4.823E+00	 2.695E+01	 3.603E+01	-2.239E-03	 1.126E+01	 3.599E+01	 6.716E+00	-2.520E+00	-8.734E+00	 7.753E+00	 1.600E+00	 0.000E+00	 2.041E+02	 1.550E+00	 1.847E+02
    8.4400	 1.200E+01	-0.000E+00	 0.000E+00	 3.022E+01	 1.975E+00	-2.166E+02	 5.416E+01	 5.416E+01	 3.917E+00	 6.748E-01	 4.533E+00	-5.612E+00	 3.080E+01	 3.680E+01	-7.894E-01	 1.146E+01	 3.659E+01	 7.239E+00	-2.978E+00	-6.974E+00	 1.013E+01	 1.626E+00	 0.000E+00	 2.075E+02	 1.578E+00	 1.882E+02
    8.4800	 1.200E+01	-0.000E+00	 0.000E+00	 2.955E+01	 2.330E+00	-2.166E+02	 5.418E+01	 5.417E+01	 4.237E+00	 1.206E+00	 4.601E+00	-6.229E+00	 3.382E+01	 3.791E+01	-1.433E+00	 1.182E+01	 3.709E+01	 7.956E+00	-3.073E+00	-4.962E+00	 1.197E+01	 1.649E+00	 0.000E+00	 2.104E+02	 1.605E+00	 1.914E+02
    8.5200	 1.200E+01	-0.000E+00	 0.000E+00	 2.887E+01	 2.686E+00	-2.167E+02	 5.419E+01	 5.418E+01	 4.533E+00	 1.567E+00	 4.636E+00	-6.650E+00	 3.592E+01	 3.892E+01	-1.899E+00	 1.217E+01	 3.744E+01	 8.693E+00	-2.747E+00	-2.827E+00	 1.320E+01	 1.664E+00	 0.000E+00	 2.124E+02	 1.628E+00	 1.942E+02
    8.5600	 1.200E+01	-0.000E+00	 0.000E+00	 2.828E+01	 3.039E+00	-2.168E+02	 5.419E+01	 5.419E+01	 4.739E+00	 1.740E+00	 4.598E+00	-6.847E+00	 3.688E+01	 3.940E+01	-2.114E+00	 1.236E+01	 3.755E+01	 9.229E+00	-2.017E+00	-6.921E-01	 1.376E+01	 1.669E+00	 0.000E+00	 2.131E+02	 1.646E+00	 1.963E+02
    8.6000	 1.200E+01	-0.000E+00	 0.000E+00	 2.790E+01	 3.342E+00	-2.169E+02	 5.420E+01	 5.420E+01	 4.818E+00	 1.735E+00	 4.470E+00	-6.821E+00	 3.672E+01	 3.912E+01	-2.094E+00	 1.234E+01	 3.741E+01	 9.417E+00	-1.029E+00	 1.355E+00	 1.366E+01	 1.662E+00	 0.000E+00	 2.123E+02	 1.655E+00	 1.975E+02
    8.6400	 1.200E+01	-0.000E+00	 0.000E+00	 2.775E+01	 3.530E+00	-2.171E+02	 5.420E+01	 5.420E+01	 4.782E+00	 1.571E+00	 4.266E+00	-6.600E+00	 3.562E+01	 3.816E+01	-1.887E+00	 1.212E+01	 3.704E+01	 9.216E+00	 2.649E-02	 3.253E+00	 1.300E+01	 1.646E+00	 0.000E+00	 2.102E+02	 1.655E+00	 1.974E+02
    8.6800	 1.200E+01	-0.000E+00	 0.000E+00	 2.770E+01	 3.576E+00	-2.172E+02	 5.419E+01	 5.419E+01	 4.684E+00	 1.258E+00	 4.029E+00	-6.212E+00	 3.373E+01	 3.688E+01	-1.512E+00	 1.176E+01	 3.657E+01	 8.644E+00	 9.821E-01	 4.935E+00	 1.182E+01	 1.625E+00	 0.000E+00	 2.075E+02	 1.646E+00	 1.964E+02
    8.7200	 1.200E+01	-0.000E+00	 0.000E+00	 2.768E+01	 3.486E+00	-2.173E+02	 5.418E+01	 5.419E+01	 4.579E+00	 7.988E-01	 3.815E+00	-5.682E+00	 3.116E+01	 3.571E+01	-9.776E-01	 1.140E+01	 3.613E+01	 7.758E+00	 1.698E+00	 6.332E+00	 1.019E+01	 1.606E+00	 0.000E+00	 2.050E+02	 1.632E+00	 1.947E+02
    8.7600	 1.200E+01	-0.000E+00	 0.000E+00	 2.771E+01	 3.304E+00	-2.172E+02	 5.418E+01	 5.418E+01	 4.500E+00	 1.980E-01	 3.671E+00	-5.026E+00	 2.800E+01	 3.497E+01	-2.988E-01	 1.117E+01	 3.581E+01	 6.661E+00	 2.046E+00	 7.389E+00	 8.151E+00	 1.591E+00	 0.000E+00	 2.032E+02	 1.617E+00	 1.928E+02
    8.8000	 1.200E+01	-0.000E+00	 0.000E+00	 2.780E+01	 3.100E+00	-2.170E+02	 5.417E+01	 5.417E+01	 4.462E+00	-5.414E-01	 3.621E+00	-4.255E+00	 2.429E+01	 3.481E+01	 5.244E-01	 1.115E+01	 3.564E+01	 5.516E+00	 1.913E+00	 8.080E+00	 5.732E+00	 1.584E+00	 0.000E+00	 2.022E+02	 1.603E+00	 1.912E+02
    8.8400	 1.200E+01	-0.000E+00	 0.000E+00	 2.795E+01	 2.934E+00	-2.168E+02	 5.417E+01	 5.417E+01	 4.460E+00	-1.403E+00	 3.656E+00	-3.386E+00	 2.009E+01	 3.515E+01	 1.479E+00	 1.132E+01	 3.564E+01	 4.550E+00	 1.275E+00	 8.394E+00	 2.993E+00	 1.584E+00	 0.000E+00	 2.021E+02	 1.594E+00	 1.901E+02
    8.8800	 1.200E+01	-0.000E+00	 0.000E+00	 2.814E+01	 2.836E+00	-2.165E+02	 5.417E+01	 5.417E+01	 4.476E+00	-2.349E+00	 3.744E+00	-2.453E+00	 1.558E+01	 3.577E+01	 2.516E+00	 1.158E+01	 3.574E+01	 3.992E+00	 2.413E-01	 8.325E+00	 3.864E-02	 1.588E+00	 0.000E+00	 2.027E+02	 1.590E+00	 1.896E+02
    8.9200	 1.200E+01	-0.000E+00	 0.000E+00	 2.836E+01	 2.814E+00	-2.162E+02	 5.417E+01	 5.417E+01	 4.481E+00	-3.330E+00	 3.848E+00	-1.495E+00	 1.096E+01	 3.639E+01	 3.582E+00	 1.185E+01	 3.588E+01	 3.996E+00	-9.639E-01	 7.869E+00	-2.990E+00	 1.595E+00	 0.000E+00	 2.035E+02	 1.590E+00	 1.896E+02
    8.9600	 1.200E+01	-0.000E+00	 0.000E+00	 2.862E+01	 2.864E+00	-2.159E+02	 5.417E+01	 5.417E+01	 4.453E+00	-4.290E+00	 3.944E+00	-5.621E-01	 6.430E+00	 3.683E+01	 4.626E+00	 1.205E+01	 3.602E+01	 4.590E+00	-2.061E+00	 7.041E+00	-5.933E+00	 1.601E+00	 0.000E+00	 2.043E+02	 1.593E+00	 1.899E+02
    9.0000	 1.200E+01	-0.000E+00	 0.000E+00	 2.889E+01	 2.960E+00	-2.157E+02	 5.417E+01	 5.417E+01	 4.389E+00	-5.168E+00	 4.023E+00	 2.895E-01	 2.275E+00	 3.700E+01	 5.587E+00	 1.217E+01	 3.612E+01	 5.661E+00	-2.768E+00	 5.877E+00	-8.609E+00	 1.606E+00	 0.000E+00	 2.049E+02	 1.597E+00	 1.904E+02
    9.0400	 1.200E+01	-0.000E+00	 0.000E+00	 2.914E+01	 3.057E+00	-2.157E+02	 5.417E+01	 5.417E+01	 4.297E+00	-5.901E+00	 4.086E+00	 9.991E-01	-1.205E+00	 3.695E+01	 6.393E+00	 1.222E+01	 3.621E+01	 6.957E+00	-2.880E+00	 4.437E+00	-1.083E+01	 1.609E+00	 0.000E+00	 2.054E+02	 1.601E+00	 1.909E+02
    9.0800	 1.200E+01	-0.000E+00	 0.000E+00	 2.935E+01	 3.111E+00	-2.157E+02	 5.417E+01	 5.417E+01	 4.196E+00	-6.436E+00	 4.139E+00	 1.515E+00	-3.746E+00	 3.681E+01	 6.982E+00	 1.225E+01	 3.627E+01	 8.154E+00	-2.347E+00	 2.798E+00	-1.243E+01	 1.612E+00	 0.000E+00	 2.058E+02	 1.605E+00	 1.914E+02
    9.1200	 1.200E+01	-0.000E+00	 0.000E+00	 2.948E+01	 3.094E+00	-2.159E+02	 5.417E+01	 5.417E+01	 4.106E+00	-6.735E+00	 4.193E+00	 1.802E+00	-5.161E+00	 3.669E+01	 7.312E+00	 1.228E+01	 3.633E+01	 8.944E+00	-1.289E+00	 1.044E+00	-1.331E+01	 1.615E+00	 0.000E+00	 2.061E+02	 1.608E+00	 1.918E+02
    9.1600	 1.200E+01	-0.000E+00	 0.000E+00	 2.954E+01	 2.997E+00	-2.161E+02	 5.418E+01	 5.418E+01	 4.037E+00	-6.776E+00	 4.252E+00	 1.836E+00	-5.337E+00	 3.667E+01	 7.359E+00	 1.233E+01	 3.639E+01	 9.118E+00	 3.686E-02	-7.322E-01	-1.340E+01	 1.617E+00	 0.000E+00	 2.065E+02	 1.612E+00	 1.922E+02
    9.2000	 1.200E+01	-0.000E+00	 0.000E+00	 2.955E+01	 2.826E+00	-2.162E+02	 5.418E+01	 5.418E+01	 3.993E+00	-6.560E+00	 4.320E+00	 1.614E+00	-4.259E+00	 3.676E+01	 7.120E+00	 1.241E+01	 3.647E+01	 8.623E+00	 1.307E+00	-2.438E+00	-1.270E+01	 1.621E+00	 0.000E+00	 2.069E+02	 1.615E+00	 1.926E+02
    9.2400	 1.200E+01	-0.000E+00	 0.000E+00	 2.954E+01	 2.613E+00	-2.164E+02	 5.418E+01	 5.418E+01	 3.968E+00	-6.106E+00	 4.391E+00	 1.155E+00	-2.020E+00	 3.690E+01	 6.617E+00	 1.249E+01	 3.656E+01	 7.568E+00	 2.217E+00	-3.984E+00	-1.127E+01	 1.625E+00	 0.000E+00	 2.074E+02	 1.619E+00	 1.931E+02
    9.2800	 1.200E+01	-0.000E+00	 0.000E+00	 2.951E+01	 2.393E+00	-2.165E+02	 5.418E+01	 5.418E+01	 3.958E+00	-5.449E+00	 4.455E+00	 4.927E-01	 1.204E+00	 3.704E+01	 5.892E+00	 1.254E+01	 3.666E+01	 6.194E+00	 2.561E+00	-5.292E+00	-9.218E+00	 1.629E+00	 0.000E+00	 2.080E+02	 1.623E+00	 1.935E+02
    9.3200	 1.200E+01	-0.000E+00	 0.000E+00	 2.949E+01	 2.202E+00	-2.166E+02	 5.418E+01	 5.418E+01	 3.960E+00	-4.635E+00	 4.504E+00	-3.279E-01	 5.198E+00	 3.712E+01	 4.994E+00	 1.252E+01	 3.677E+01	 4.802E+00	 2.263E+00	-6.301E+00	-6.681E+00	 1.634E+00	 0.000E+00	 2.086E+02	 1.627E+00	 1.941E+02
    9.3600	 1.200E+01	-0.000E+00	 0.000E+00	 2.945E+01	 2.068E+00	-2.166E+02	 5.419E+01	 5.419E+01	 3.975E+00	-3.716E+00	 4.535E+00	-1.257E+00	 9.718E+00	 3.715E+01	 3.980E+00	 1.245E+01	 3.688E+01	 3.687E+00	 1.393E+00	-6.970E+00	-3.814E+00	 1.639E+00	 0.000E+00	 2.093E+02	 1.632E+00	 1.946E+02
    9.4000	 1.200E+01	-0.000E+00	 0.000E+00	 2.942E+01	 2.010E+00	-2.165E+02	 5.419E+01	 5.419E+01	 4.003E+00	-2.746E+00	 4.553E+00	-2.240E+00	 1.450E+01	 3.718E+01	 2.909E+00	 1.234E+01	 3.699E+01	 3.078E+00	 1.444E-01	-7.277E+00	-7.835E-01	 1.644E+00	 0.000E+00	 2.099E+02	 1.637E+00	 1.952E+02
    9.4400	 1.200E+01	-0.000E+00	 0.000E+00	 2.937E+01	 2.038E+00	-2.165E+02	 5.419E+01	 5.419E+01	 4.050E+00	-1.778E+00	 4.563E+00	-3.226E+00	 1.930E+01	 3.724E+01	 1.839E+00	 1.222E+01	 3.712E+01	 3.084E+00	-1.216E+00	-7.216E+00	 2.247E+00	 1.650E+00	 0.000E+00	 2.106E+02	 1.642E+00	 1.958E+02
    9.4800	 1.200E+01	-0.000E+00	 0.000E+00	 2.930E+01	 2.146E+00	-2.165E+02	 5.419E+01	 5.419E+01	 4.116E+00	-8.595E-01	 4.569E+00	-4.164E+00	 2.386E+01	 3.739E+01	 8.215E-01	 1.213E+01	 3.725E+01	 3.684E+00	-2.410E+00	-6.795E+00	 5.125E+00	 1.655E+00	 0.000E+00	 2.114E+02	 1.647E+00	 1.965E+02
    9.5200	 1.200E+01	-0.000E+00	 0.000E+00	 2.922E+01	 2.317E+00	-2.165E+02	 5.420E+01	 5.420E+01	 4.199E+00	-3.429E-02	 4.570E+00	-5.010E+00	 2.797E+01	 3.761E+01	-9.742E-02	 1.207E+01	 3.737E+01	 4.743E+00	-3.202E+00	-6.043E+00	 7.717E+00	 1.661E+00	 0.000E+00	 2.121E+02	 1.652E+00	 1.971E+02
    9.5600	 1.200E+01	-0.000E+00	 0.000E+00	 2.911E+01	 2.529E+00	-2.166E+02	 5.420E+01	 5.420E+01	 4.290E+00	 6.630E-01	 4.561E+00	-5.726E+00	 3.144E+01	 3.787E+01	-8.776E-01	 1.203E+01	 3.746E+01	 6.044E+00	-3.440E+00	-5.005E+00	 9.906E+00	 1.665E+00	 0.000E+00	 2.126E+02	 1.657E+00	 1.977E+02
    9.6000	 1.200E+01	-0.000E+00	 0.000E+00	 2.900E+01	 2.753E+00	-2.166E+02	 5.420E+01	 5.420E+01	 4.376E+00	 1.206E+00	 4.537E+00	-6.281E+00	 3.413E+01	 3.808E+01	-1.487E+00	 1.200E+01	 3.750E+01	 7.332E+00	-3.079E+00	-3.740E+00	 1.160E+01	 1.667E+00	 0.000E+00	 2.128E+02	 1.661E+00	 1.982E+02
    9.6400	 1.200E+01	-0.000E+00	 0.000E+00	 2.891E+01	 2.959E+00	-2.168E+02	 5.420E+01	 5.420E+01	 4.445E+00	 1.577E+00	 4.491E+00	-6.654E+00	 3.592E+01	 3.818E+01	-1.902E+00	 1.195E+01	 3.747E+01	 8.360E+00	-2.187E+00	-2.316E+00	 1.275E+01	 1.666E+00	 0.000E+00	 2.127E+02	 1.664E+00	 1.985E+02
    9.6800	 1.200E+01	-0.000E+00	 0.000E+00	 2.884E+01	 3.119E+00	-2.169E+02	 5.420E+01	 5.420E+01	 4.489E+00	 1.766E+00	 4.421E+00	-6.833E+00	 3.677E+01	 3.813E+01	-2.112E+00	 1.189E+01	 3.737E+01	 8.936E+00	-9.251E-01	-8.013E-01	 1.330E+01	 1.661E+00	 0.000E+00	 2.121E+02	 1.664E+00	 1.985E+02
    9.7200	 1.200E+01	-0.000E+00	 0.000E+00	 2.882E+01	 3.213E+00	-2.171E+02	 5.420E+01	 5.420E+01	 4.505E+00	 1.769E+00	 4.331E+00	-6.814E+00	 3.666E+01	 3.792E+01	-2.112E+00	 1.179E+01	 3.721E+01	 8.954E+00	 4.836E-01	 7.321E-01	 1.326E+01	 1.654E+00	 0.000E+00	 2.112E+02	 1.661E+00	 1.981E+02
    9.7600	 1.200E+01	-0.000E+00	 0.000E+00	 2.882E+01	 3.230E+00	-2.172E+02	 5.420E+01	 5.420E+01	 4.499E+00	 1.588E+00	 4.228E+00	-6.602E+00	 3.562E+01	 3.761E+01	-1.905E+00	 1.167E+01	 3.699E+01	 8.404E+00	 1.794E+00	 2.214E+00	 1.263E+01	 1.644E+00	 0.000E+00	 2.099E+02	 1.655E+00	 1.975E+02
    9.8000	 1.200E+01	-0.000E+00	 0.000E+00	 2.886E+01	 3.182E+00	-2.173E+02	 5.419E+01	 5.419E+01	 4.479E+00	 1.226E+00	 4.126E+00	-6.204E+00	 3.369E+01	 3.726E+01	-1.497E+00	 1.156E+01	 3.676E+01	 7.372E+00	 2.774E+00	 3.578E+00	 1.143E+01	 1.634E+00	 0.000E+00	 2.086E+02	 1.648E+00	 1.966E+02
    9.8400	 1.200E+01	-0.000E+00	 0.000E+00	 2.891E+01	 3.092E+00	-2.173E+02	 5.419E+01	 5.419E+01	 4.452E+00	 6.910E-01	 4.036E+00	-5.633E+00	 3.093E+01	 3.695E+01	-8.966E-01	 1.148E+01	 3.654E+01	 6.029E+00	 3.240E+00	 4.763E+00	 9.699E+00	 1.624E+00	 0.000E+00	 2.073E+02	 1.639E+00	 1.955E+02
    9.8800	 1.200E+01	-0.000E+00	 0.000E+00	 2.898E+01	 2.996E+00	-2.172E+02	 5.418E+01	 5.419E+01	 4.425E+00	-4.573E-03	 3.970E+00	-4.907E+00	 2.742E+01	 3.672E+01	-1.192E-01	 1.144E+01	 3.636E+01	 4.615E+00	 3.086E+00	 5.713E+00	 7.488E+00	 1.616E+00	 0.000E+00	 2.063E+02	 1.630E+00	 1.944E+02
