
Predictions were generated on 18-Sep-2019 at 00:08:08 using OpenFAST, compiled as a 64-bit application using double precision at commit v2.1.0-173-g38fc45a8
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn14; ServoDyn

Description from the FAST input file: FAST Certification Test #09: UAE Phase VI (downwind) with many DOFs with yaw ramp and a steady wind.

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	Azimuth   	TipALxb1  	TipALyb1  	TipALxb2  	TipALyb2  	Spn2ALxb1 	Spn2ALyb1 	RotAccel  	LSSGagA   	HSShftA   	NacYaw    	RootMEdg1 	RootMFlp1 	RootMEdg2 	RootMFlp2 	Spn3MLxb1 	Spn3MLyb1 	Spn5MLxb1 	Spn5MLyb1 	YawBrFxp  	YawBrFyp  	YawBrMxn  	YawBrMyn  
    9.2160	 9.526E+00	-5.500E+00	 0.000E+00	 1.040E+01	-3.560E-01	-1.470E+00	-6.593E+00	-2.351E-01	 1.012E-01	 2.014E-01	-4.434E+00	-4.600E+00	-1.156E+02	 2.954E+01	 2.370E-01	 1.014E+00	-2.389E-01	 1.518E+00	-1.257E-02	 6.097E-01	 3.082E-02	 3.665E-01	 5.971E-01	 2.768E-01	 2.765E-01	 7.780E+00
    9.2640	 9.526E+00	-5.500E+00	 0.000E+00	 3.105E+01	 5.721E+00	 9.246E-02	 7.796E+00	-8.344E-01	 1.047E-01	-1.653E-01	 1.872E+01	-4.624E-01	-1.162E+01	 2.956E+01	 6.243E-01	 7.888E-01	-5.974E-01	 1.135E+00	 1.997E-01	 4.923E-01	 1.346E-01	 2.653E-01	 9.189E-01	 3.966E-01	 2.843E-01	 8.268E+00
    9.3120	 9.526E+00	-5.500E+00	 0.000E+00	 5.172E+01	-2.712E+00	-5.794E-01	-1.852E-01	-2.256E+00	-1.107E-01	-1.252E-01	 4.130E+00	 3.390E+00	 8.520E+01	 2.959E+01	 8.554E-01	 1.116E+00	-8.885E-01	 1.747E+00	 2.535E-01	 6.853E-01	 1.678E-01	 3.630E-01	 1.243E+00	 5.490E-01	 3.356E-01	 8.442E+00
    9.3600	 9.526E+00	-5.500E+00	 0.000E+00	 7.241E+01	 8.474E-01	-1.770E+00	-1.963E+00	 3.184E-01	-3.412E-01	-5.048E-01	 1.541E+01	 6.890E+00	 1.731E+02	 2.961E+01	 9.197E-01	 1.029E+00	-8.747E-01	 1.954E+00	 2.886E-01	 6.109E-01	 1.806E-01	 3.016E-01	 1.396E+00	 6.415E-01	 4.318E-01	 8.610E+00
    9.4080	 9.526E+00	-5.500E+00	 0.000E+00	 9.313E+01	 1.155E+00	 1.263E+00	 7.042E+00	-7.640E-01	-4.182E-01	-2.081E-02	 3.385E-01	 6.393E+00	 1.607E+02	 2.962E+01	 1.090E+00	 6.739E-01	-8.844E-01	 1.608E+00	 4.204E-01	 4.575E-01	 2.459E-01	 2.234E-01	 1.349E+00	 6.651E-01	 5.223E-01	 9.063E+00
    9.4560	 9.526E+00	-5.500E+00	 0.000E+00	 1.138E+02	-1.146E+00	 9.813E-02	-1.364E+00	 7.770E-01	-4.794E-01	 4.597E-02	-9.705E+00	 2.530E+00	 6.359E+01	 2.961E+01	 9.406E-01	 8.305E-01	-7.002E-01	 1.686E+00	 3.268E-01	 5.357E-01	 1.993E-01	 2.735E-01	 1.171E+00	 6.551E-01	 5.318E-01	 9.242E+00
    9.5040	 9.526E+00	-5.500E+00	 0.000E+00	 1.345E+02	 3.718E-01	 1.473E+00	-2.873E-01	 9.789E-01	-2.217E-02	 3.404E-01	-1.074E+01	-1.945E+00	-4.887E+01	 2.959E+01	 7.888E-01	 5.343E-01	-4.994E-01	 1.410E+00	 2.965E-01	 3.765E-01	 1.754E-01	 1.936E-01	 8.448E-01	 5.597E-01	 4.741E-01	 9.395E+00
    9.5520	 9.526E+00	-5.500E+00	 0.000E+00	 1.552E+02	 1.162E+01	 1.477E+00	 3.656E+00	 7.289E-01	 1.410E-01	 3.510E-01	-1.193E+01	-6.559E+00	-1.648E+02	 2.956E+01	 5.028E-01	 3.471E-01	-2.327E-01	 9.698E-01	 1.964E-01	 2.315E-01	 1.168E-01	 9.137E-02	 4.916E-01	 4.080E-01	 3.609E-01	 9.063E+00
    9.6000	 9.526E+00	-5.500E+00	 0.000E+00	 1.759E+02	-5.475E+00	-1.143E+00	-1.529E+00	 5.350E-01	 1.587E-01	 2.177E-02	-1.001E+01	-7.735E+00	-1.944E+02	 2.955E+01	-2.198E-02	 1.275E+00	 8.933E-02	 1.088E+00	-1.736E-01	 7.707E-01	-4.696E-02	 4.700E-01	 3.104E-01	 2.653E-01	 2.503E-01	 7.977E+00
    9.6480	 9.526E+00	-5.500E+00	 0.000E+00	 1.965E+02	-1.404E+00	 6.459E-01	 3.622E+00	-1.158E+00	 2.112E-01	-3.604E-01	 1.936E+01	-2.952E+00	-7.419E+01	 2.956E+01	-3.148E-01	 1.430E+00	 3.283E-01	 8.213E-01	-3.069E-01	 8.434E-01	-1.039E-01	 5.263E-01	 1.103E-01	 8.358E-02	 2.098E-01	 7.265E+00
    9.6960	 9.526E+00	-5.500E+00	 0.000E+00	 2.172E+02	 8.824E+00	-2.389E+00	 5.585E+00	-1.494E-01	 1.653E-01	 8.073E-02	-3.483E+00	 8.563E-01	 2.152E+01	 2.960E+01	-7.083E-01	 1.233E+00	 7.293E-01	 7.287E-01	-4.781E-01	 6.757E-01	-2.098E-01	 4.339E-01	 7.824E-04	-1.183E-01	 2.875E-01	 7.325E+00
    9.7440	 9.526E+00	-5.500E+00	 0.000E+00	 2.378E+02	-4.213E+00	-6.819E-01	-8.780E-01	-1.167E+00	 6.035E-01	-7.457E-02	 1.966E+01	 4.374E+00	 1.099E+02	 2.964E+01	-8.729E-01	 1.863E+00	 8.582E-01	 1.094E+00	-6.141E-01	 1.046E+00	-2.509E-01	 6.794E-01	 1.320E-01	-1.279E-01	 3.883E-01	 7.389E+00
    9.7920	 9.526E+00	-5.500E+00	 0.000E+00	 2.585E+02	 4.155E+00	 1.627E-01	 1.859E-01	-1.022E+00	 5.962E-01	 2.867E-01	 6.542E+00	 7.725E+00	 1.941E+02	 2.966E+01	-8.561E-01	 1.742E+00	 9.739E-01	 8.128E-01	-5.784E-01	 9.564E-01	-2.343E-01	 6.152E-01	 3.073E-01	-6.488E-02	 5.297E-01	 7.720E+00
    9.8400	 9.526E+00	-5.500E+00	 0.000E+00	 2.792E+02	 5.871E+00	-5.142E-01	 3.131E+00	 1.006E+00	 4.270E-01	 3.677E-01	-7.929E+00	 4.890E+00	 1.229E+02	 2.967E+01	-8.383E-01	 1.473E+00	 1.073E+00	 7.259E-01	-5.436E-01	 7.872E-01	-2.297E-01	 5.111E-01	 6.001E-01	 1.408E-01	 6.113E-01	 8.443E+00
    9.8880	 9.526E+00	-5.500E+00	 0.000E+00	 3.000E+02	-1.362E+00	 1.586E+00	-5.717E+00	 3.744E-01	-6.680E-02	 6.311E-02	-4.392E+00	 7.147E-01	 1.796E+01	 2.965E+01	-6.220E-01	 1.602E+00	 8.777E-01	 8.012E-01	-4.458E-01	 8.898E-01	-1.670E-01	 5.702E-01	 9.291E-01	 4.304E-01	 5.876E-01	 9.070E+00
    9.9360	 9.526E+00	-5.500E+00	 0.000E+00	 3.207E+02	 1.377E+00	 6.498E-01	 4.828E+00	 1.977E+00	-5.061E-01	-4.762E-02	-1.091E+01	-3.034E+00	-7.625E+01	 2.962E+01	-4.467E-01	 1.216E+00	 7.384E-01	 4.789E-01	-3.244E-01	 6.742E-01	-1.186E-01	 4.345E-01	 1.141E+00	 6.768E-01	 4.839E-01	 9.614E+00
    9.9840	 9.526E+00	-5.500E+00	 0.000E+00	 3.413E+02	 2.257E+00	 5.843E-01	 7.434E+00	 4.226E-01	-8.637E-01	 4.510E-02	-2.125E+01	-7.915E+00	-1.989E+02	 2.960E+01	-1.411E-01	 1.050E+00	 3.474E-01	 5.136E-01	-1.681E-01	 5.935E-01	-4.328E-02	 3.700E-01	 1.289E+00	 8.431E-01	 3.247E-01	 9.698E+00
   10.0320	 9.526E+00	-5.500E+00	 0.000E+00	 1.952E+00	-3.552E+00	 3.573E-01	-9.463E+00	-3.285E-02	-3.350E-01	-5.378E-01	 1.871E+01	-6.288E+00	-1.580E+02	 2.959E+01	 1.296E-01	 1.193E+00	-1.177E-01	 1.519E+00	-6.403E-02	 7.046E-01	 1.750E-02	 4.283E-01	 1.363E+00	 9.191E-01	 1.762E-01	 8.764E+00
   10.0800	 9.526E+00	-5.500E+00	 0.000E+00	 2.260E+01	 3.514E+00	-2.136E+00	 5.648E+00	-3.512E-01	-2.355E-01	-1.465E-01	-7.359E+00	-1.187E+00	-2.984E+01	 2.959E+01	 4.051E-01	 8.768E-01	-4.002E-01	 1.272E+00	 7.714E-02	 5.266E-01	 6.930E-02	 3.017E-01	 1.146E+00	 7.876E-01	 1.317E-01	 8.489E+00
   10.1280	 9.526E+00	-5.500E+00	 0.000E+00	 4.326E+01	 2.248E+00	 3.580E-01	 3.754E+00	-1.875E+00	-8.024E-03	-5.009E-01	 1.750E+01	 1.443E+00	 3.627E+01	 2.959E+01	 7.870E-01	 1.035E+00	-7.897E-01	 1.336E+00	 2.469E-01	 6.340E-01	 1.669E-01	 3.327E-01	 7.825E-01	 5.246E-01	 1.735E-01	 8.340E+00
   10.1760	 9.526E+00	-5.500E+00	 0.000E+00	 6.394E+01	-4.906E+00	-2.119E+00	-1.414E+00	-7.053E-02	 1.410E-01	-5.023E-01	 1.156E+01	 6.453E+00	 1.622E+02	 2.956E+01	 8.500E-01	 1.190E+00	-8.477E-01	 1.888E+00	 2.335E-01	 7.150E-01	 1.567E-01	 3.760E-01	 4.524E-01	 3.304E-01	 2.568E-01	 7.854E+00
   10.2240	 9.526E+00	-5.500E+00	 0.000E+00	 8.465E+01	 3.819E+00	-2.869E-01	 6.379E+00	-5.245E-02	-1.225E-01	-1.312E-01	-1.513E+00	 6.956E+00	 1.748E+02	 2.950E+01	 1.029E+00	 7.892E-01	-8.560E-01	 1.501E+00	 3.744E-01	 4.952E-01	 2.218E-01	 2.312E-01	 7.854E-02	 1.325E-01	 3.721E-01	 7.831E+00
   10.2720	 9.526E+00	-5.500E+00	 0.000E+00	 1.054E+02	-1.580E+00	 1.295E+00	 4.943E+00	 1.681E-01	 2.800E-01	 2.494E-01	-2.111E+00	 3.192E+00	 8.021E+01	 2.937E+01	 1.045E+00	 7.317E-01	-7.911E-01	 1.457E+00	 3.899E-01	 5.053E-01	 2.326E-01	 2.598E-01	-1.599E-01	 8.167E-02	 4.052E-01	 7.979E+00
   10.3200	 9.526E+00	-5.500E+00	 0.000E+00	 1.261E+02	 6.603E-01	 6.270E-01	-2.657E+00	 1.366E+00	 4.741E-01	 6.207E-01	-7.328E+00	-1.405E-01	-3.532E+00	 2.919E+01	 8.636E-01	 6.487E-01	-5.925E-01	 1.537E+00	 3.108E-01	 4.472E-01	 1.854E-01	 2.322E-01	-2.026E-01	 1.674E-01	 3.568E-01	 8.382E+00
   10.3680	 9.526E+00	-5.500E+00	 0.000E+00	 1.468E+02	 8.755E+00	 2.515E+00	 9.077E-01	-5.810E-01	 9.734E-01	 1.324E+00	-2.021E+01	-4.948E+00	-1.243E+02	 2.896E+01	 7.250E-01	 1.540E-01	-4.376E-01	 1.258E+00	 3.173E-01	 1.514E-01	 1.737E-01	 4.396E-02	-1.410E-01	 3.169E-01	 2.343E-01	 9.051E+00
   10.4160	 9.526E+00	-5.500E+00	 0.000E+00	 1.674E+02	 9.950E+00	 8.548E-01	-5.636E+00	 5.171E-01	 1.792E+00	 1.103E+00	 3.323E+00	-7.842E+00	-1.971E+02	 2.868E+01	 2.706E-01	 3.801E-01	-1.181E-01	 1.490E+00	 7.099E-02	 2.891E-01	 5.236E-02	 1.681E-01	 1.669E-01	 5.330E-01	 8.410E-02	 9.493E+00
   10.4640	 9.526E+00	-5.500E+00	 0.000E+00	 1.881E+02	 2.789E+00	 7.911E-02	-1.020E+01	-2.112E+00	 1.488E+00	 8.022E-01	-2.106E+00	-3.800E+00	-9.550E+01	 2.839E+01	-1.324E-01	 1.114E+00	 1.216E-01	 1.670E+00	-1.987E-01	 6.852E-01	-6.249E-02	 4.235E-01	 6.352E-01	 7.580E-01	 2.823E-03	 9.224E+00
   10.5120	 9.526E+00	-5.500E+00	 0.000E+00	 2.087E+02	 1.314E+01	-2.780E-01	-1.316E+00	-1.145E+00	 1.596E+00	 4.701E-01	 1.049E+01	-4.229E-01	-1.063E+01	 2.810E+01	-4.972E-01	 6.747E-01	 5.271E-01	 1.393E+00	-3.103E-01	 4.030E-01	-1.364E-01	 2.745E-01	 1.026E+00	 8.224E-01	 6.344E-02	 9.594E+00
   10.5600	 9.526E+00	-5.500E+00	 0.000E+00	 2.294E+02	 6.773E+00	-2.078E+00	-7.217E+00	-1.914E-01	 8.277E-01	-6.562E-02	 1.289E+01	 3.500E+00	 8.796E+01	 2.782E+01	-8.564E-01	 1.301E+00	 8.475E-01	 1.541E+00	-5.491E-01	 7.032E-01	-2.430E-01	 4.588E-01	 1.424E+00	 8.259E-01	 2.194E-01	 9.326E+00
   10.6080	 9.526E+00	-5.500E+00	 0.000E+00	 2.501E+02	-1.322E+00	-7.771E-02	-3.303E+00	-2.262E+00	 4.014E-01	-5.620E-02	 8.512E+00	 7.285E+00	 1.831E+02	 2.756E+01	-8.807E-01	 1.840E+00	 9.193E-01	 1.417E+00	-6.059E-01	 1.012E+00	-2.471E-01	 6.519E-01	 1.656E+00	 7.206E-01	 4.536E-01	 9.002E+00
   10.6560	 9.526E+00	-5.500E+00	 0.000E+00	 2.708E+02	 6.301E+00	-4.976E-01	 1.770E+00	 1.289E+00	-8.071E-02	-2.128E-01	 6.365E+00	 7.146E+00	 1.796E+02	 2.728E+01	-8.857E-01	 1.628E+00	 1.107E+00	 8.258E-01	-5.779E-01	 8.567E-01	-2.419E-01	 5.471E-01	 1.600E+00	 4.992E-01	 6.961E-01	 9.138E+00
   10.7040	 9.526E+00	-5.500E+00	 0.000E+00	 2.915E+02	-2.261E+00	 5.614E-01	 2.358E+00	 3.837E-01	-8.455E-01	-1.875E-01	-7.351E+00	 3.516E+00	 8.836E+01	 2.699E+01	-7.238E-01	 1.873E+00	 9.928E-01	 8.224E-01	-5.284E-01	 1.014E+00	-2.045E-01	 6.406E-01	 1.342E+00	 2.732E-01	 8.290E-01	 9.277E+00
   10.7520	 9.526E+00	-5.500E+00	 0.000E+00	 3.122E+02	-6.707E+00	 8.559E-01	 4.980E+00	 1.362E+00	-1.475E+00	-3.417E-01	-1.074E+01	-5.916E-01	-1.487E+01	 2.667E+01	-5.264E-01	 1.859E+00	 8.389E-01	 5.260E-01	-4.310E-01	 1.025E+00	-1.510E-01	 6.437E-01	 9.225E-01	 7.050E-02	 8.350E-01	 9.602E+00
   10.8000	 9.526E+00	-5.500E+00	 0.000E+00	 3.329E+02	-2.444E+00	 6.106E-01	 1.292E+01	 2.118E+00	-1.874E+00	-3.064E-01	-1.198E+01	-5.221E+00	-1.312E+02	 2.633E+01	-2.638E-01	 1.521E+00	 5.912E-01	 8.102E-02	-2.727E-01	 8.358E-01	-7.977E-02	 5.147E-01	 4.337E-01	-7.701E-02	 7.137E-01	 9.690E+00
   10.8480	 9.526E+00	-5.500E+00	 0.000E+00	 3.536E+02	-8.903E+00	 7.641E-01	 1.278E+01	-8.442E-01	-1.736E+00	-1.783E-01	-8.748E+00	-7.359E+00	-1.849E+02	 2.601E+01	 7.127E-02	 1.686E+00	 8.475E-02	 6.989E-01	-1.434E-01	 9.655E-01	-5.550E-03	 5.830E-01	 1.944E-01	-9.355E-02	 5.263E-01	 9.157E+00
   10.8960	 9.526E+00	-5.500E+00	 0.000E+00	 1.424E+01	-4.672E+00	-1.470E+00	-2.665E+00	 2.092E-01	-8.523E-01	-2.025E-01	 7.916E+00	-3.506E+00	-8.810E+01	 2.574E+01	 3.120E-01	 1.463E+00	-2.691E-01	 1.419E+00	-2.416E-02	 8.549E-01	 4.315E-02	 5.049E-01	 7.810E-02	-5.051E-02	 3.770E-01	 7.904E+00
   10.9440	 9.526E+00	-5.500E+00	 0.000E+00	 3.490E+01	 2.846E+00	-8.427E-02	 1.368E+01	-1.431E+00	-2.037E-01	-3.875E-02	 1.288E+01	 1.039E+00	 2.611E+01	 2.552E+01	 7.186E-01	 1.116E+00	-6.288E-01	 1.116E+00	 2.059E-01	 6.841E-01	 1.509E-01	 3.786E-01	 1.307E-01	-9.883E-03	 3.616E-01	 7.921E+00
   10.9920	 9.526E+00	-5.500E+00	 0.000E+00	 5.559E+01	-2.424E+00	-9.679E-01	 5.432E-01	-2.189E+00	 9.164E-02	-9.460E-02	 8.027E+00	 4.363E+00	 1.096E+02	 2.535E+01	 9.201E-01	 1.448E+00	-8.822E-01	 1.847E+00	 2.464E-01	 8.777E-01	 1.759E-01	 4.720E-01	 4.110E-01	 1.001E-01	 4.263E-01	 7.890E+00
   11.0400	 9.526E+00	-5.500E+00	 0.000E+00	 7.631E+01	 1.043E+00	-1.633E+00	-1.665E+00	 1.040E-01	 2.242E-01	-3.799E-01	 1.856E+01	 8.429E+00	 2.118E+02	 2.522E+01	 9.774E-01	 1.199E+00	-8.382E-01	 2.184E+00	 2.956E-01	 7.132E-01	 1.897E-01	 3.575E-01	 7.807E-01	 2.196E-01	 5.843E-01	 8.074E+00
   11.0880	 9.526E+00	-5.500E+00	 0.000E+00	 9.705E+01	 5.094E+00	 6.095E-01	 7.129E+00	-2.981E-01	-1.535E-01	 1.677E-01	-9.169E+00	 6.885E+00	 1.730E+02	 2.511E+01	 1.096E+00	 9.182E-01	-7.804E-01	 1.728E+00	 3.941E-01	 5.881E-01	 2.388E-01	 2.853E-01	 1.177E+00	 3.293E-01	 7.682E-01	 8.865E+00
   11.1360	 9.526E+00	-5.500E+00	 0.000E+00	 1.178E+02	-2.037E+00	 1.298E+00	-2.747E+00	 8.565E-01	-2.477E-02	 1.280E-01	-7.457E+00	 1.228E+00	 3.086E+01	 2.500E+01	 9.766E-01	 1.074E+00	-6.310E-01	 1.843E+00	 3.215E-01	 6.951E-01	 2.094E-01	 3.717E-01	 1.518E+00	 4.425E-01	 8.506E-01	 9.457E+00
   11.1840	 9.526E+00	-5.500E+00	 0.000E+00	 1.385E+02	 1.020E+00	 1.442E+00	-2.512E+00	 1.766E+00	 6.557E-02	 2.626E-01	-1.280E+01	-3.425E+00	-8.607E+01	 2.490E+01	 7.482E-01	 8.115E-01	-3.839E-01	 1.604E+00	 2.469E-01	 5.314E-01	 1.598E-01	 2.919E-01	 1.704E+00	 5.031E-01	 8.367E-01	 9.941E+00
   11.2320	 9.526E+00	-5.500E+00	 0.000E+00	 1.592E+02	 1.468E+01	 1.177E+00	 2.812E+00	 4.845E-01	 1.159E-02	 2.808E-01	-2.062E+01	-8.512E+00	-2.139E+02	 2.481E+01	 4.580E-01	 6.141E-01	-1.449E-01	 1.164E+00	 1.483E-01	 3.585E-01	 9.934E-02	 1.578E-01	 1.681E+00	 5.040E-01	 7.103E-01	 9.861E+00
   11.2800	 9.526E+00	-5.500E+00	 0.000E+00	 1.798E+02	-5.533E+00	-9.205E-01	-4.594E+00	 5.449E-01	 3.431E-01	-2.316E-01	 1.958E+00	-8.351E+00	-2.099E+02	 2.474E+01	-7.395E-02	 1.535E+00	 1.628E-01	 1.416E+00	-2.216E-01	 9.053E-01	-6.192E-02	 5.506E-01	 1.582E+00	 4.715E-01	 5.462E-01	 9.002E+00
   11.3280	 9.526E+00	-5.500E+00	 0.000E+00	 2.005E+02	-1.095E+00	-1.575E-01	 5.863E-01	-1.425E+00	 2.032E-01	-4.625E-01	 2.165E+01	-1.070E+00	-2.690E+01	 2.469E+01	-3.732E-01	 1.879E+00	 4.023E-01	 1.160E+00	-3.831E-01	 1.072E+00	-1.297E-01	 6.556E-01	 1.214E+00	 3.871E-01	 4.264E-01	 8.006E+00
   11.3760	 9.526E+00	-5.500E+00	 0.000E+00	 2.212E+02	 1.145E+01	-2.007E+00	 5.101E+00	-1.235E+00	 4.178E-01	 2.114E-01	-1.781E+00	 3.478E+00	 8.739E+01	 2.465E+01	-6.755E-01	 1.475E+00	 7.641E-01	 1.088E+00	-4.823E-01	 8.012E-01	-2.022E-01	 5.020E-01	 6.606E-01	 2.203E-01	 4.067E-01	 7.996E+00
   11.4240	 9.526E+00	-5.500E+00	 0.000E+00	 2.419E+02	-2.620E+00	-1.380E+00	-4.169E+00	-5.682E-01	 9.071E-01	-5.197E-02	 2.806E+01	 7.303E+00	 1.835E+02	 2.460E+01	-8.666E-01	 2.171E+00	 9.527E-01	 1.513E+00	-6.435E-01	 1.203E+00	-2.564E-01	 7.643E-01	 2.889E-01	 1.967E-01	 4.125E-01	 7.734E+00
   11.4720	 9.526E+00	-5.500E+00	 0.000E+00	 2.626E+02	 3.137E+00	 8.888E-01	 2.232E+00	-1.914E+00	 8.386E-01	 6.122E-01	-1.137E-01	 9.866E+00	 2.479E+02	 2.452E+01	-7.271E-01	 2.068E+00	 9.849E-01	 1.155E+00	-5.484E-01	 1.143E+00	-2.053E-01	 7.161E-01	-4.645E-02	 2.076E-01	 4.726E-01	 7.578E+00
   11.5200	 9.526E+00	-5.500E+00	 0.000E+00	 2.834E+02	 7.947E+00	 1.244E-01	 2.830E+00	 1.981E+00	 6.540E-01	 5.132E-01	-1.127E+01	 3.971E+00	 9.978E+01	 2.441E+01	-7.188E-01	 1.526E+00	 1.138E+00	 9.430E-01	-4.879E-01	 8.280E-01	-1.954E-01	 5.325E-01	-1.279E-01	 3.006E-01	 5.044E-01	 8.010E+00
   11.5680	 9.526E+00	-5.500E+00	 0.000E+00	 3.041E+02	-2.471E+00	 1.395E+00	-2.670E+00	 1.564E+00	 6.906E-02	 8.116E-02	-1.112E+01	-2.269E+00	-5.703E+01	 2.427E+01	-5.591E-01	 1.721E+00	 9.478E-01	 1.124E+00	-4.265E-01	 9.618E-01	-1.515E-01	 6.110E-01	 6.770E-02	 4.763E-01	 4.460E-01	 8.431E+00
   11.6160	 9.526E+00	-5.500E+00	 0.000E+00	 3.248E+02	-8.621E-01	 9.358E-01	 2.768E+00	 1.738E+00	-6.455E-01	-1.512E-01	-2.271E+01	-7.505E+00	-1.886E+02	 2.410E+01	-3.556E-01	 1.432E+00	 7.170E-01	 7.027E-01	-3.013E-01	 7.971E-01	-9.497E-02	 5.027E-01	 3.698E-01	 6.029E-01	 3.537E-01	 9.052E+00
   11.6640	 9.526E+00	-5.500E+00	 0.000E+00	 3.455E+02	 6.547E-01	-6.172E-01	 1.715E+01	 1.832E+00	-1.206E+00	-7.032E-01	-7.105E+00	-1.087E+01	-2.733E+02	 2.390E+01	-1.506E-01	 1.297E+00	 4.016E-01	 4.525E-01	-1.997E-01	 7.167E-01	-5.038E-02	 4.396E-01	 7.821E-01	 7.018E-01	 2.359E-01	 9.659E+00
   11.7120	 9.526E+00	-5.500E+00	 0.000E+00	 6.095E+00	-9.497E+00	-3.294E-01	-3.270E+00	-1.211E+00	-1.335E+00	-1.192E+00	 2.135E+01	-6.118E+00	-1.537E+02	 2.370E+01	 1.719E-01	 1.743E+00	-1.794E-01	 1.668E+00	-1.047E-01	 1.003E+00	 1.727E-02	 6.009E-01	 1.362E+00	 7.711E-01	 2.036E-01	 9.142E+00
   11.7600	 9.526E+00	-5.500E+00	 0.000E+00	 2.676E+01	-2.043E+00	-3.459E+00	 9.674E+00	-4.772E-01	-1.522E+00	-8.077E-01	 7.997E-01	 2.170E+00	 5.453E+01	 2.349E+01	 4.281E-01	 1.496E+00	-4.145E-01	 1.442E+00	 1.715E-02	 8.591E-01	 6.061E-02	 4.959E-01	 1.666E+00	 7.267E-01	 3.002E-01	 9.282E+00
   11.8080	 9.526E+00	-5.500E+00	 0.000E+00	 4.745E+01	-6.168E-01	 3.289E-01	 1.084E+01	-2.229E+00	-1.140E+00	-9.088E-01	 2.677E+01	 5.983E+00	 1.503E+02	 2.328E+01	 8.872E-01	 1.563E+00	-7.985E-01	 1.384E+00	 2.386E-01	 9.309E-01	 1.840E-01	 5.063E-01	 1.739E+00	 5.571E-01	 5.057E-01	 9.378E+00
   11.8560	 9.526E+00	-5.500E+00	 0.000E+00	 6.818E+01	-6.840E+00	-1.940E+00	-1.909E+00	-1.231E+00	-7.915E-01	-6.237E-01	 1.140E+01	 1.102E+01	 2.769E+02	 2.306E+01	 9.745E-01	 1.829E+00	-8.590E-01	 2.309E+00	 2.229E-01	 1.075E+00	 1.736E-01	 5.789E-01	 1.780E+00	 4.857E-01	 7.124E-01	 8.995E+00
   11.9040	 9.526E+00	-5.500E+00	 0.000E+00	 8.895E+01	 1.962E+00	-3.450E-01	 4.164E+00	 1.093E+00	-3.177E-01	-1.294E-01	 1.644E+00	 1.026E+01	 2.578E+02	 2.283E+01	 1.081E+00	 1.233E+00	-7.209E-01	 1.971E+00	 3.492E-01	 7.551E-01	 2.239E-01	 3.779E-01	 1.460E+00	 3.286E-01	 9.125E-01	 8.855E+00
   11.9520	 9.526E+00	-5.500E+00	 0.000E+00	 1.097E+02	 5.088E+00	 3.035E+00	 3.453E+00	 6.556E-02	 3.561E-01	 5.290E-01	-1.019E+01	 3.392E+00	 8.525E+01	 2.256E+01	 1.178E+00	 1.018E+00	-6.920E-01	 1.769E+00	 4.340E-01	 6.669E-01	 2.694E-01	 3.291E-01	 1.036E+00	 2.312E-01	 9.635E-01	 8.980E+00
   12.0000	 9.526E+00	-5.500E+00	 0.000E+00	 1.305E+02	 3.271E+00	 6.248E-01	-7.837E+00	 2.372E+00	 1.098E+00	 9.441E-01	-2.178E+01	-4.123E+00	-1.036E+02	 2.226E+01	 8.690E-01	 1.042E+00	-4.314E-01	 2.029E+00	 2.673E-01	 6.844E-01	 1.778E-01	 3.768E-01	 6.461E-01	 2.039E-01	 8.459E-01	 9.104E+00
   12.0480	 9.526E+00	-5.500E+00	 0.000E+00	 1.512E+02	 8.075E+00	 3.389E+00	-2.776E+00	 3.952E-01	 1.867E+00	 1.173E+00	-1.399E+01	-9.590E+00	-2.410E+02	 2.195E+01	 6.988E-01	 5.170E-01	-2.892E-01	 1.566E+00	 2.688E-01	 3.631E-01	 1.636E-01	 1.815E-01	 2.194E-01	 1.763E-01	 6.201E-01	 9.233E+00
   12.0960	 9.526E+00	-5.500E+00	 0.000E+00	 1.718E+02	 1.778E+01	 1.669E-01	-3.547E+00	 6.050E-01	 2.487E+00	 9.900E-01	-1.888E+00	-1.167E+01	-2.932E+02	 2.164E+01	 2.070E-01	 5.383E-01	 3.187E-02	 1.588E+00	 2.724E-02	 3.542E-01	 3.343E-02	 2.004E-01	 5.253E-02	 1.888E-01	 3.727E-01	 9.196E+00
   12.1440	 9.526E+00	-5.500E+00	 0.000E+00	 1.924E+02	-1.755E+00	-1.863E+00	-8.856E+00	-1.841E+00	 1.611E+00	 2.540E-01	 3.749E+00	-4.881E+00	-1.227E+02	 2.137E+01	-2.772E-01	 1.926E+00	 2.657E-01	 1.750E+00	-3.603E-01	 1.108E+00	-1.218E-01	 6.698E-01	 2.654E-01	 2.768E-01	 2.306E-01	 7.887E+00
   12.1920	 9.526E+00	-5.500E+00	 0.000E+00	 2.131E+02	 8.958E+00	-1.289E-01	 4.863E+00	-2.672E+00	 1.722E+00	 8.966E-02	 2.352E+01	 2.503E+00	 6.291E+01	 2.114E+01	-5.012E-01	 1.469E+00	 5.741E-01	 1.291E+00	-3.918E-01	 8.378E-01	-1.481E-01	 5.283E-01	 4.692E-01	 2.763E-01	 2.857E-01	 8.027E+00
