
These predictions were generated by HydroDyn on 07-Mar-2023 at 16:37:48.




    Time                      Wave1Elev                       HydroFxi                       HydroFyi                       HydroFzi                       HydroMxi                       HydroMyi                       HydroMzi                       B1WvsFxi                       B2WvsFxi                       B3WvsFxi                       B4WvsFxi                       B1WvsFyi                       B2WvsFyi                       B3WvsFyi                       B4WvsFyi                       B1WvsFzi                       B2WvsFzi                       B3WvsFzi                       B4WvsFzi                       B1WvsMxi                       B2WvsMxi                       B3WvsMxi                       B4WvsMxi                       B1WvsMyi                       B2WvsMyi                       B3WvsMyi                       B4WvsMyi                       B1WvsMzi                       B2WvsMzi                       B3WvsMzi                       B4WvsMzi                      B1WvsF1xi                      B2WvsF1xi                      B3WvsF1xi                      B4WvsF1xi                      B1WvsF1yi                      B2WvsF1yi                      B3WvsF1yi                      B4WvsF1yi                      B1WvsF1zi                      B2WvsF1zi                      B3WvsF1zi                      B4WvsF1zi                      B1WvsM1xi                      B2WvsM1xi                      B3WvsM1xi                      B4WvsM1xi                      B1WvsM1yi                      B2WvsM1yi                      B3WvsM1yi                      B4WvsM1yi                      B1WvsM1zi                      B2WvsM1zi                      B3WvsM1zi                      B4WvsM1zi                        B1Surge                         B1Sway                        B1Heave                         B1Roll                        B1Pitch                          B1Yaw                        B2Surge                         B2Sway                        B2Heave                         B2Roll                        B2Pitch                          B2Yaw                        B3Surge                         B3Sway                        B3Heave                         B3Roll                        B3Pitch                          B3Yaw                        B4Surge                         B4Sway                        B4Heave                         B4Roll                        B4Pitch                          B4Yaw
    0.5750                     9.4602E-03                     1.3003E+06                     7.5946E-02                     5.2422E+07                     2.7255E+00                    -1.7637E+07                     4.4750E+00                     1.5008E+05                     2.7495E+05                     6.0933E+05                     2.7495E+05                    -3.7929E-02                     6.5837E-02                    -1.7799E-02                     6.5837E-02                    -6.7654E+04                     1.9143E+05                    -2.0489E+04                     1.9143E+05                    -3.6510E-01                     1.4114E+00                     2.6782E-01                     1.4114E+00                    -7.2593E+05                    -2.8392E+06                    -5.2791E+06                    -2.8392E+06                     7.4219E-02                     6.9629E-01                     5.9386E-01                     6.9629E-01                     1.5008E+05                     2.7495E+05                     6.0933E+05                     2.7495E+05                    -3.7929E-02                     6.5837E-02                    -1.7799E-02                     6.5837E-02                    -6.7654E+04                     1.9143E+05                    -2.0489E+04                     1.9143E+05                    -3.6510E-01                     1.4114E+00                     2.6782E-01                     1.4114E+00                    -7.2593E+05                    -2.8392E+06                    -5.2791E+06                    -2.8392E+06                     7.4219E-02                     6.9629E-01                     5.9386E-01                     6.9629E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.5875                     1.3451E-02                     1.3211E+06                     7.5644E-02                     5.2414E+07                     2.7160E+00                    -1.7877E+07                     4.5027E+00                     1.4820E+05                     2.8373E+05                     6.1439E+05                     2.8373E+05                    -3.7831E-02                     6.5993E-02                    -1.8512E-02                     6.5993E-02                    -6.7756E+04                     1.8854E+05                    -2.2820E+04                     1.8854E+05                    -3.6689E-01                     1.4088E+00                     2.6530E-01                     1.4088E+00                    -7.1560E+05                    -2.9443E+06                    -5.3335E+06                    -2.9443E+06                     7.4450E-02                     6.9808E-01                     5.9263E-01                     6.9808E-01                     1.4820E+05                     2.8373E+05                     6.1439E+05                     2.8373E+05                    -3.7831E-02                     6.5993E-02                    -1.8512E-02                     6.5993E-02                    -6.7756E+04                     1.8854E+05                    -2.2820E+04                     1.8854E+05                    -3.6689E-01                     1.4088E+00                     2.6530E-01                     1.4088E+00                    -7.1560E+05                    -2.9443E+06                    -5.3335E+06                    -2.9443E+06                     7.4450E-02                     6.9808E-01                     5.9263E-01                     6.9808E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.6000                     1.7442E-02                     1.3420E+06                     7.5342E-02                     5.2406E+07                     2.7066E+00                    -1.8117E+07                     4.5304E+00                     1.4632E+05                     2.9251E+05                     6.1946E+05                     2.9251E+05                    -3.7734E-02                     6.6150E-02                    -1.9224E-02                     6.6150E-02                    -6.7858E+04                     1.8566E+05                    -2.5151E+04                     1.8566E+05                    -3.6867E-01                     1.4062E+00                     2.6277E-01                     1.4062E+00                    -7.0527E+05                    -3.0494E+06                    -5.3880E+06                    -3.0494E+06                     7.4681E-02                     6.9987E-01                     5.9140E-01                     6.9987E-01                     1.4632E+05                     2.9251E+05                     6.1946E+05                     2.9251E+05                    -3.7734E-02                     6.6150E-02                    -1.9224E-02                     6.6150E-02                    -6.7858E+04                     1.8566E+05                    -2.5151E+04                     1.8566E+05                    -3.6867E-01                     1.4062E+00                     2.6277E-01                     1.4062E+00                    -7.0527E+05                    -3.0494E+06                    -5.3880E+06                    -3.0494E+06                     7.4681E-02                     6.9987E-01                     5.9140E-01                     6.9987E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.6125                     2.0255E-02                     1.3583E+06                     7.5128E-02                     5.2397E+07                     2.6959E+00                    -1.8305E+07                     4.5530E+00                     1.4374E+05                     3.0043E+05                     6.2243E+05                     3.0043E+05                    -3.7604E-02                     6.6282E-02                    -1.9831E-02                     6.6282E-02                    -6.7940E+04                     1.8257E+05                    -2.7409E+04                     1.8257E+05                    -3.7019E-01                     1.4029E+00                     2.6032E-01                     1.4029E+00                    -6.9183E+05                    -3.1410E+06                    -5.4279E+06                    -3.1410E+06                     7.4826E-02                     7.0120E-01                     5.8993E-01                     7.0120E-01                     1.4374E+05                     3.0043E+05                     6.2243E+05                     3.0043E+05                    -3.7604E-02                     6.6282E-02                    -1.9831E-02                     6.6282E-02                    -6.7940E+04                     1.8257E+05                    -2.7409E+04                     1.8257E+05                    -3.7019E-01                     1.4029E+00                     2.6032E-01                     1.4029E+00                    -6.9183E+05                    -3.1410E+06                    -5.4279E+06                    -3.1410E+06                     7.4826E-02                     7.0120E-01                     5.8993E-01                     7.0120E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.6250                     2.3067E-02                     1.3746E+06                     7.4914E-02                     5.2389E+07                     2.6853E+00                    -1.8492E+07                     4.5757E+00                     1.4115E+05                     3.0836E+05                     6.2539E+05                     3.0836E+05                    -3.7475E-02                     6.6413E-02                    -2.0438E-02                     6.6413E-02                    -6.8021E+04                     1.7947E+05                    -2.9668E+04                     1.7947E+05                    -3.7170E-01                     1.3996E+00                     2.5786E-01                     1.3996E+00                    -6.7839E+05                    -3.2327E+06                    -5.4678E+06                    -3.2327E+06                     7.4972E-02                     7.0253E-01                     5.8847E-01                     7.0253E-01                     1.4115E+05                     3.0836E+05                     6.2539E+05                     3.0836E+05                    -3.7475E-02                     6.6413E-02                    -2.0438E-02                     6.6413E-02                    -6.8021E+04                     1.7947E+05                    -2.9668E+04                     1.7947E+05                    -3.7170E-01                     1.3996E+00                     2.5786E-01                     1.3996E+00                    -6.7839E+05                    -3.2327E+06                    -5.4678E+06                    -3.2327E+06                     7.4972E-02                     7.0253E-01                     5.8847E-01                     7.0253E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.6375                     2.5880E-02                     1.3909E+06                     7.4700E-02                     5.2381E+07                     2.6746E+00                    -1.8680E+07                     4.5984E+00                     1.3856E+05                     3.1628E+05                     6.2836E+05                     3.1628E+05                    -3.7345E-02                     6.6545E-02                    -2.1045E-02                     6.6545E-02                    -6.8103E+04                     1.7638E+05                    -3.1926E+04                     1.7638E+05                    -3.7322E-01                     1.3962E+00                     2.5541E-01                     1.3962E+00                    -6.6495E+05                    -3.3243E+06                    -5.5077E+06                    -3.3243E+06                     7.5117E-02                     7.0387E-01                     5.8700E-01                     7.0387E-01                     1.3856E+05                     3.1628E+05                     6.2836E+05                     3.1628E+05                    -3.7345E-02                     6.6545E-02                    -2.1045E-02                     6.6545E-02                    -6.8103E+04                     1.7638E+05                    -3.1926E+04                     1.7638E+05                    -3.7322E-01                     1.3962E+00                     2.5541E-01                     1.3962E+00                    -6.6495E+05                    -3.3243E+06                    -5.5077E+06                    -3.3243E+06                     7.5117E-02                     7.0387E-01                     5.8700E-01                     7.0387E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.6500                     2.8692E-02                     1.4072E+06                     7.4486E-02                     5.2372E+07                     2.6640E+00                    -1.8867E+07                     4.6210E+00                     1.3597E+05                     3.2420E+05                     6.3133E+05                     3.2420E+05                    -3.7216E-02                     6.6677E-02                    -2.1652E-02                     6.6677E-02                    -6.8184E+04                     1.7328E+05                    -3.4184E+04                     1.7328E+05                    -3.7473E-01                     1.3929E+00                     2.5295E-01                     1.3929E+00                    -6.5152E+05                    -3.4159E+06                    -5.5476E+06                    -3.4159E+06                     7.5262E-02                     7.0520E-01                     5.8553E-01                     7.0520E-01                     1.3597E+05                     3.2420E+05                     6.3133E+05                     3.2420E+05                    -3.7216E-02                     6.6677E-02                    -2.1652E-02                     6.6677E-02                    -6.8184E+04                     1.7328E+05                    -3.4184E+04                     1.7328E+05                    -3.7473E-01                     1.3929E+00                     2.5295E-01                     1.3929E+00                    -6.5152E+05                    -3.4159E+06                    -5.5476E+06                    -3.4159E+06                     7.5262E-02                     7.0520E-01                     5.8553E-01                     7.0520E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.6625                     3.1505E-02                     1.4235E+06                     7.4271E-02                     5.2364E+07                     2.6533E+00                    -1.9054E+07                     4.6437E+00                     1.3338E+05                     3.3213E+05                     6.3429E+05                     3.3213E+05                    -3.7086E-02                     6.6808E-02                    -2.2259E-02                     6.6808E-02                    -6.8266E+04                     1.7019E+05                    -3.6443E+04                     1.7019E+05                    -3.7624E-01                     1.3895E+00                     2.5049E-01                     1.3895E+00                    -6.3808E+05                    -3.5075E+06                    -5.5875E+06                    -3.5075E+06                     7.5408E-02                     7.0653E-01                     5.8407E-01                     7.0653E-01                     1.3338E+05                     3.3213E+05                     6.3429E+05                     3.3213E+05                    -3.7086E-02                     6.6808E-02                    -2.2259E-02                     6.6808E-02                    -6.8266E+04                     1.7019E+05                    -3.6443E+04                     1.7019E+05                    -3.7624E-01                     1.3895E+00                     2.5049E-01                     1.3895E+00                    -6.3808E+05                    -3.5075E+06                    -5.5875E+06                    -3.5075E+06                     7.5408E-02                     7.0653E-01                     5.8407E-01                     7.0653E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.6750                     3.4317E-02                     1.4398E+06                     7.4057E-02                     5.2355E+07                     2.6427E+00                    -1.9241E+07                     4.6664E+00                     1.3079E+05                     3.4005E+05                     6.3726E+05                     3.4005E+05                    -3.6957E-02                     6.6940E-02                    -2.2866E-02                     6.6940E-02                    -6.8347E+04                     1.6710E+05                    -3.8701E+04                     1.6710E+05                    -3.7776E-01                     1.3862E+00                     2.4804E-01                     1.3862E+00                    -6.2464E+05                    -3.5991E+06                    -5.6274E+06                    -3.5991E+06                     7.5553E-02                     7.0786E-01                     5.8260E-01                     7.0786E-01                     1.3079E+05                     3.4005E+05                     6.3726E+05                     3.4005E+05                    -3.6957E-02                     6.6940E-02                    -2.2866E-02                     6.6940E-02                    -6.8347E+04                     1.6710E+05                    -3.8701E+04                     1.6710E+05                    -3.7776E-01                     1.3862E+00                     2.4804E-01                     1.3862E+00                    -6.2464E+05                    -3.5991E+06                    -5.6274E+06                    -3.5991E+06                     7.5553E-02                     7.0786E-01                     5.8260E-01                     7.0786E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.6875                     3.7130E-02                     1.4561E+06                     7.3843E-02                     5.2347E+07                     2.6321E+00                    -1.9428E+07                     4.6890E+00                     1.2820E+05                     3.4798E+05                     6.4023E+05                     3.4798E+05                    -3.6827E-02                     6.7072E-02                    -2.3473E-02                     6.7072E-02                    -6.8429E+04                     1.6400E+05                    -4.0959E+04                     1.6400E+05                    -3.7927E-01                     1.3829E+00                     2.4558E-01                     1.3829E+00                    -6.1120E+05                    -3.6907E+06                    -5.6673E+06                    -3.6907E+06                     7.5698E-02                     7.0920E-01                     5.8114E-01                     7.0920E-01                     1.2820E+05                     3.4798E+05                     6.4023E+05                     3.4798E+05                    -3.6827E-02                     6.7072E-02                    -2.3473E-02                     6.7072E-02                    -6.8429E+04                     1.6400E+05                    -4.0959E+04                     1.6400E+05                    -3.7927E-01                     1.3829E+00                     2.4558E-01                     1.3829E+00                    -6.1120E+05                    -3.6907E+06                    -5.6673E+06                    -3.6907E+06                     7.5698E-02                     7.0920E-01                     5.8114E-01                     7.0920E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.7000                     3.9943E-02                     1.4724E+06                     7.3629E-02                     5.2338E+07                     2.6214E+00                    -1.9615E+07                     4.7117E+00                     1.2561E+05                     3.5590E+05                     6.4320E+05                     3.5590E+05                    -3.6697E-02                     6.7203E-02                    -2.4080E-02                     6.7203E-02                    -6.8510E+04                     1.6091E+05                    -4.3218E+04                     1.6091E+05                    -3.8079E-01                     1.3795E+00                     2.4313E-01                     1.3795E+00                    -5.9777E+05                    -3.7823E+06                    -5.7072E+06                    -3.7823E+06                     7.5844E-02                     7.1053E-01                     5.7967E-01                     7.1053E-01                     1.2561E+05                     3.5590E+05                     6.4320E+05                     3.5590E+05                    -3.6697E-02                     6.7203E-02                    -2.4080E-02                     6.7203E-02                    -6.8510E+04                     1.6091E+05                    -4.3218E+04                     1.6091E+05                    -3.8079E-01                     1.3795E+00                     2.4313E-01                     1.3795E+00                    -5.9777E+05                    -3.7823E+06                    -5.7072E+06                    -3.7823E+06                     7.5844E-02                     7.1053E-01                     5.7967E-01                     7.1053E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.7125                     4.2755E-02                     1.4887E+06                     7.3415E-02                     5.2330E+07                     2.6108E+00                    -1.9802E+07                     4.7344E+00                     1.2302E+05                     3.6382E+05                     6.4616E+05                     3.6382E+05                    -3.6568E-02                     6.7335E-02                    -2.4687E-02                     6.7335E-02                    -6.8592E+04                     1.5781E+05                    -4.5476E+04                     1.5781E+05                    -3.8230E-01                     1.3762E+00                     2.4067E-01                     1.3762E+00                    -5.8433E+05                    -3.8739E+06                    -5.7471E+06                    -3.8739E+06                     7.5989E-02                     7.1186E-01                     5.7821E-01                     7.1186E-01                     1.2302E+05                     3.6382E+05                     6.4616E+05                     3.6382E+05                    -3.6568E-02                     6.7335E-02                    -2.4687E-02                     6.7335E-02                    -6.8592E+04                     1.5781E+05                    -4.5476E+04                     1.5781E+05                    -3.8230E-01                     1.3762E+00                     2.4067E-01                     1.3762E+00                    -5.8433E+05                    -3.8739E+06                    -5.7471E+06                    -3.8739E+06                     7.5989E-02                     7.1186E-01                     5.7821E-01                     7.1186E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.7250                     4.5568E-02                     1.5050E+06                     7.3200E-02                     5.2321E+07                     2.6001E+00                    -1.9989E+07                     4.7570E+00                     1.2043E+05                     3.7175E+05                     6.4913E+05                     3.7175E+05                    -3.6438E-02                     6.7467E-02                    -2.5294E-02                     6.7467E-02                    -6.8673E+04                     1.5472E+05                    -4.7734E+04                     1.5472E+05                    -3.8382E-01                     1.3729E+00                     2.3822E-01                     1.3729E+00                    -5.7089E+05                    -3.9655E+06                    -5.7870E+06                    -3.9655E+06                     7.6134E-02                     7.1319E-01                     5.7674E-01                     7.1319E-01                     1.2043E+05                     3.7175E+05                     6.4913E+05                     3.7175E+05                    -3.6438E-02                     6.7467E-02                    -2.5294E-02                     6.7467E-02                    -6.8673E+04                     1.5472E+05                    -4.7734E+04                     1.5472E+05                    -3.8382E-01                     1.3729E+00                     2.3822E-01                     1.3729E+00                    -5.7089E+05                    -3.9655E+06                    -5.7870E+06                    -3.9655E+06                     7.6134E-02                     7.1319E-01                     5.7674E-01                     7.1319E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.7375                     4.8380E-02                     1.5214E+06                     7.2986E-02                     5.2313E+07                     2.5895E+00                    -2.0176E+07                     4.7797E+00                     1.1784E+05                     3.7967E+05                     6.5210E+05                     3.7967E+05                    -3.6309E-02                     6.7598E-02                    -2.5901E-02                     6.7598E-02                    -6.8755E+04                     1.5163E+05                    -4.9992E+04                     1.5163E+05                    -3.8533E-01                     1.3695E+00                     2.3576E-01                     1.3695E+00                    -5.5745E+05                    -4.0571E+06                    -5.8269E+06                    -4.0571E+06                     7.6280E-02                     7.1453E-01                     5.7528E-01                     7.1453E-01                     1.1784E+05                     3.7967E+05                     6.5210E+05                     3.7967E+05                    -3.6309E-02                     6.7598E-02                    -2.5901E-02                     6.7598E-02                    -6.8755E+04                     1.5163E+05                    -4.9992E+04                     1.5163E+05                    -3.8533E-01                     1.3695E+00                     2.3576E-01                     1.3695E+00                    -5.5745E+05                    -4.0571E+06                    -5.8269E+06                    -4.0571E+06                     7.6280E-02                     7.1453E-01                     5.7528E-01                     7.1453E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.7500                     5.1193E-02                     1.5377E+06                     7.2772E-02                     5.2304E+07                     2.5788E+00                    -2.0363E+07                     4.8024E+00                     1.1525E+05                     3.8759E+05                     6.5507E+05                     3.8759E+05                    -3.6179E-02                     6.7730E-02                    -2.6509E-02                     6.7730E-02                    -6.8836E+04                     1.4853E+05                    -5.2251E+04                     1.4853E+05                    -3.8684E-01                     1.3662E+00                     2.3330E-01                     1.3662E+00                    -5.4402E+05                    -4.1487E+06                    -5.8668E+06                    -4.1487E+06                     7.6425E-02                     7.1586E-01                     5.7381E-01                     7.1586E-01                     1.1525E+05                     3.8759E+05                     6.5507E+05                     3.8759E+05                    -3.6179E-02                     6.7730E-02                    -2.6509E-02                     6.7730E-02                    -6.8836E+04                     1.4853E+05                    -5.2251E+04                     1.4853E+05                    -3.8684E-01                     1.3662E+00                     2.3330E-01                     1.3662E+00                    -5.4402E+05                    -4.1487E+06                    -5.8668E+06                    -4.1487E+06                     7.6425E-02                     7.1586E-01                     5.7381E-01                     7.1586E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.7625                     5.4005E-02                     1.5540E+06                     7.2558E-02                     5.2296E+07                     2.5682E+00                    -2.0550E+07                     4.8250E+00                     1.1266E+05                     3.9552E+05                     6.5803E+05                     3.9552E+05                    -3.6050E-02                     6.7861E-02                    -2.7116E-02                     6.7861E-02                    -6.8918E+04                     1.4544E+05                    -5.4509E+04                     1.4544E+05                    -3.8836E-01                     1.3628E+00                     2.3085E-01                     1.3628E+00                    -5.3058E+05                    -4.2403E+06                    -5.9067E+06                    -4.2403E+06                     7.6570E-02                     7.1719E-01                     5.7235E-01                     7.1719E-01                     1.1266E+05                     3.9552E+05                     6.5803E+05                     3.9552E+05                    -3.6050E-02                     6.7861E-02                    -2.7116E-02                     6.7861E-02                    -6.8918E+04                     1.4544E+05                    -5.4509E+04                     1.4544E+05                    -3.8836E-01                     1.3628E+00                     2.3085E-01                     1.3628E+00                    -5.3058E+05                    -4.2403E+06                    -5.9067E+06                    -4.2403E+06                     7.6570E-02                     7.1719E-01                     5.7235E-01                     7.1719E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
    0.7750                     5.6818E-02                     1.5703E+06                     7.2343E-02                     5.2287E+07                     2.5575E+00                    -2.0737E+07                     4.8477E+00                     1.1007E+05                     4.0344E+05                     6.6100E+05                     4.0344E+05                    -3.5920E-02                     6.7993E-02                    -2.7723E-02                     6.7993E-02                    -6.8999E+04                     1.4235E+05                    -5.6767E+04                     1.4235E+05                    -3.8987E-01                     1.3595E+00                     2.2839E-01                     1.3595E+00                    -5.1714E+05                    -4.3319E+06                    -5.9466E+06                    -4.3319E+06                     7.6716E-02                     7.1852E-01                     5.7088E-01                     7.1852E-01                     1.1007E+05                     4.0344E+05                     6.6100E+05                     4.0344E+05                    -3.5920E-02                     6.7993E-02                    -2.7723E-02                     6.7993E-02                    -6.8999E+04                     1.4235E+05                    -5.6767E+04                     1.4235E+05                    -3.8987E-01                     1.3595E+00                     2.2839E-01                     1.3595E+00                    -5.1714E+05                    -4.3319E+06                    -5.9466E+06                    -4.3319E+06                     7.6716E-02                     7.1852E-01                     5.7088E-01                     7.1852E-01                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00                     0.0000E+00
