
Predictions were generated on 05-Feb-2026 at 19:16:44 using OpenFAST, compiled on Feb  5 2026 at 18:16:28 as a 64-bit application using double precision at commit HEAD-HASH-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn

Description from the FAST input file: NREL Wind Turbine Modeling Workshop Simulation

Time	ConvIter	ConvError	NumUJac	OoPDefl1	IPDefl1	BldPitch1	Azimuth	RotSpeed	GenSpeed	TTDspFA	TTDspSS	RootMyc1	RotThrust	RotTorq	RotPwr	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt
    4.5500	3.00000000	0.822425363E-7	0.00000000	-5.99266291	0.447688311	0.00000000	359.978943	-0.277922869	0.00000000	-2.79737163	-0.163970068E-1	-12886.6699	-1463.09375	-499.919678	14.5496702	-5377.44385	-45.5693245	-7041.68604	3209.94067	-470364.406	-166.568802
    4.6000	3.00000000	0.243190470E-6	0.00000000	-5.57363892	0.478942901	0.00000000	359.896179	-0.272040993	0.00000000	-2.83912516	-0.188378207E-1	-12094.2812	-1433.51514	-1749.04517	49.8269196	-5390.55273	-82.0067520	-7054.14307	4775.04004	-475344.031	66.1356201
    4.6500	3.00000000	0.439922161E-6	0.00000000	-5.04888344	0.505369782	0.00000000	359.816925	-0.254856408	0.00000000	-2.85275578	-0.208762418E-1	-10933.1338	-1373.64233	-2938.12476	78.4141464	-5321.86865	-113.178596	-7066.64502	6136.68896	-474836.406	298.925903
    4.7000	3.00000000	0.673001921E-6	0.00000000	-4.42949820	0.522183001	0.00000000	359.744385	-0.227374256	0.00000000	-2.83735633	-0.223531798E-1	-9598.08203	-1292.82312	-4018.70898	95.6877823	-5246.63037	-138.935593	-7067.38721	7261.22754	-470822.000	519.974792
    4.7500	3.00000000	0.102149443E-5	0.00000000	-3.72822332	0.524726570	0.00000000	359.681519	-0.190616101	0.00000000	-2.79235578	-0.231212340E-1	-8269.79980	-1204.91907	-4947.02197	98.7488403	-5204.87451	-160.586945	-7049.47607	8157.02734	-464346.125	713.791016
    4.8000	3.00000000	0.155719613E-5	0.00000000	-2.96508479	0.510486841	0.00000000	359.630920	-0.145597398	0.00000000	-2.71771860	-0.230562538E-1	-7047.29736	-1125.13367	-5683.86035	86.6613922	-5171.82617	-178.909882	-7016.79297	8821.78809	-454721.562	864.103088
    4.8500	3.00000000	0.209544419E-5	0.00000000	-2.17065120	0.479873657	0.00000000	359.594910	-0.935808271E-1	0.00000000	-2.61400723	-0.220686644E-1	-5932.71826	-1063.59216	-6195.25391	60.7120094	-5077.38770	-192.686264	-6980.02734	9204.28516	-440073.688	958.367920
    4.9000	3.00000000	0.264840764E-5	0.00000000	-1.38485229	0.435484588	0.00000000	359.575317	-0.363717042E-1	0.00000000	-2.48230600	-0.201114379E-1	-4868.84570	-1019.02246	-6454.48047	24.5840569	-4859.35498	-198.908691	-6947.62793	9211.34766	-418802.250	991.631226
    4.9500	3.00000000	0.351445965E-5	0.00000000	-0.651313066	0.380525082	0.00000000	359.573395	0.235846005E-1	0.00000000	-2.32406831	-0.171829313E-1	-3798.43481	-977.199890	-6444.90771	-15.9174623	-4510.03662	-194.540375	-6920.64453	8756.56934	-390853.375	968.181702
    5.0000	3.00000000	0.458398245E-5	0.00000000	-0.938787311E-2	0.317494601	0.00000000	359.589478	0.833877474E-1	0.00000000	-2.14098024	-0.133253466E-1	-2706.18091	-916.711060	-6162.44385	-53.8125839	-4081.43579	-178.529602	-6894.10547	7815.35693	-357849.719	900.342590
    5.0500	3.00000000	0.539095072E-5	0.00000000	0.512969732	0.247897178	0.00000000	359.623077	0.140056416	0.00000000	-1.93489945	-0.862142909E-2	-1623.53918	-819.905090	-5616.53906	-82.3759537	-3645.94238	-152.577835	-6862.21387	6445.64258	-321999.344	804.596313
    5.1000	3.00000000	0.563262529E-5	0.00000000	0.903077781	0.172897249	0.00000000	359.672882	0.190878868	0.00000000	-1.70785892	-0.319160731E-2	-606.335693	-683.052551	-4829.48193	-96.5354919	-3243.16504	-120.100471	-6823.61963	4759.21436	-284628.688	696.551697
    5.1500	3.00000000	0.526458052E-5	0.00000000	1.16327500	0.941748992E-1	0.00000000	359.736725	0.233544305	0.00000000	-1.46209550	0.280829519E-2	289.546234	-519.671631	-3834.70654	-93.7842789	-2853.38989	-84.1743622	-6782.49756	2865.35327	-245452.531	587.105835
    5.2000	3.00000000	0.445833302E-5	0.00000000	1.30713439	0.142220361E-1	0.00000000	359.811920	0.266082793	0.00000000	-1.20006454	0.919037405E-2	1017.33960	-354.620148	-2675.12378	-74.5399857	-2417.16528	-46.0097961	-6744.25098	828.587158	-203116.062	481.296967
    5.2500	3.00000000	0.350561049E-5	0.00000000	1.35369229	-0.640670136E-1	0.00000000	359.895111	0.286884606	0.00000000	-0.924439847	0.157407820E-1	1536.58838	-211.879547	-1401.59021	-42.1072540	-1885.21863	-5.07279778	-6710.68115	-1328.99573	-156573.188	379.375458
    5.3000	3.00000000	0.254994279E-5	0.00000000	1.32168770	-0.137980983	0.00000000	359.982666	0.294965148	0.00000000	-0.638120711	0.222292505E-1	1814.66077	-102.964333	-70.5600433	-2.17950654	-1260.23987	39.2722511	-6679.57373	-3584.72095	-106240.789	278.549164
    5.3500	3.00000000	0.162370145E-5	0.00000000	1.22571182	-0.205112368	0.00000000	0.707077682E-1	0.290244460	0.00000000	-0.344257683	0.284209736E-1	1843.90002	-22.4983616	1259.63721	38.2858238	-598.980225	85.9106445	-6648.13428	-5867.29199	-54058.1211	174.649277
    5.4000	3.00000000	0.251575693E-5	0.00000000	1.07553661	-0.262918234	0.00000000	0.155506462	0.273474932	0.00000000	-0.462728441E-1	0.340887569E-1	1667.33923	47.2545280	2532.84009	72.5360489	26.2681751	131.428223	-6617.04443	-8044.36914	-2422.27051	63.9823341
    5.4500	3.00000000	0.539416715E-5	0.00000000	0.878771603	-0.308281988	0.00000000	0.233614698	0.245809123	0.00000000	0.252175331	0.390235595E-1	1390.51526	126.491005	3697.63672	95.1811295	577.189697	171.392136	-6592.13525	-9959.36621	47186.4297	-54.7306938
    5.5000	3.00000000	0.796255608E-5	0.00000000	0.645670652	-0.337774336	0.00000000	0.301937908	0.208394259	0.00000000	0.547319412	0.430427305E-1	1159.44592	228.608643	4707.91260	102.740761	1072.68958	202.542984	-6581.33984	-11492.1641	94861.3906	-179.136215
    5.5500	3.00000000	0.884735800E-5	0.00000000	0.393859178	-0.348798037	0.00000000	0.357716411	0.162343338	0.00000000	0.835486531	0.459968038E-1	1106.22144	356.175842	5522.60205	93.8872910	1568.93469	224.222748	-6588.77686	-12598.5459	141738.781	-303.333130
    5.6000	3.00000000	0.797883240E-5	0.00000000	0.150512397	-0.341055989	0.00000000	0.398556978	0.109038323	0.00000000	1.11330521	0.477760583E-1	1289.41919	502.792664	6106.36279	69.7253036	2111.91260	237.935471	-6612.20947	-13299.0410	188706.266	-419.296936
    5.6500	3.00000000	0.637670792E-5	0.00000000	-0.496464856E-1	-0.317389280	0.00000000	0.422562063	0.504267775E-1	0.00000000	1.37782228	0.483168699E-1	1666.79626	657.853210	6431.72852	33.9638977	2698.60645	245.409805	-6646.32715	-13627.4619	235340.484	-519.297546
    5.7000	3.00000000	0.511574353E-5	0.00000000	-0.170426816	-0.283296764	0.00000000	0.428510129	-0.109507525E-1	0.00000000	1.62647700	0.476063751E-1	2122.04590	810.466553	6481.85449	-7.43313169	3275.73901	246.721008	-6687.22656	-13581.0469	279868.688	-598.340759
    5.7500	3.00000000	0.433202467E-5	0.00000000	-0.182313874	-0.245217577	0.00000000	0.416002750	-0.721916184E-1	0.00000000	1.85695958	0.456831157E-1	2534.00732	951.008057	6252.59570	-47.2689323	3776.15186	239.975983	-6733.70996	-13112.4658	320159.656	-655.257568
    5.8000	3.00000000	0.359162891E-5	0.00000000	-0.695761889E-1	-0.208431318	0.00000000	0.385525644	-0.130345389	0.00000000	2.06704712	0.426324494E-1	2848.63501	1071.49243	5753.22900	-78.5300598	4164.64307	222.823914	-6785.62646	-12170.4707	354974.906	-691.835205
    5.8500	3.00000000	0.277746176E-5	0.00000000	0.166399598	-0.175687760	0.00000000	0.338424712	-0.182651311	0.00000000	2.25452232	0.385777093E-1	3111.80054	1166.80286	5005.93115	-95.7494507	4458.80225	194.613815	-6841.10303	-10757.3066	384538.812	-710.758240
    5.9000	3.00000000	0.209810946E-5	0.00000000	0.508785903	-0.147233292	0.00000000	0.276830435	-0.226647392	0.00000000	2.41722965	0.336700901E-1	3444.89819	1237.29675	4044.56738	-95.9956207	4710.09717	157.502640	-6895.07959	-8957.29102	410024.312	-713.534973
    5.9500	3.00000000	0.170353644E-5	0.00000000	0.931318820	-0.122055061	0.00000000	0.203559235	-0.260236651	0.00000000	2.55324149	0.280802399E-1	3978.48022	1290.84229	2913.15161	-79.3889771	4960.70850	115.625221	-6941.67871	-6912.94043	432379.750	-698.894043
    6.0000	3.00000000	0.151526137E-5	0.00000000	1.40621710	-0.994782373E-1	0.00000000	0.121982433	-0.281849116	0.00000000	2.66104507	0.219927393E-1	4782.49561	1341.31616	1663.75818	-49.1061096	5209.50635	72.9470367	-6978.67236	-4765.56787	451409.375	-661.870300
    6.0500	3.00000000	0.378754521E-7	0.00000000	1.91081262	-0.801518857E-1	0.00000000	0.358313210E-1	-0.290686280	0.00000000	2.73966289	0.156019386E-1	5831.10059	1402.52356	353.409790	-10.7580051	5412.78613	31.4359474	-7008.56348	-2604.44409	465805.156	-594.462952
    6.1000	3.00000000	0.192575484E-6	0.00000000	2.43037367	-0.659419373E-1	0.00000000	359.948944	-0.286820501	0.00000000	2.78866291	0.910667703E-2	7015.91064	1480.10742	-959.808533	28.8285923	5518.25830	-9.10166836	-7034.72266	-460.769958	474083.500	-488.609711
    6.1500	3.00000000	0.584110410E-6	0.00000000	2.95639634	-0.589475855E-1	0.00000000	359.865021	-0.270970404	0.00000000	2.80807590	0.270270952E-2	8192.08789	1566.28833	-2220.14966	62.9988670	5505.43945	-49.5172844	-7056.94092	1653.23499	475689.688	-340.511200
    6.2000	3.00000000	0.145478339E-5	0.00000000	3.48157835	-0.603389479E-1	0.00000000	359.787567	-0.244106829	0.00000000	2.79828525	-0.342593179E-2	9227.28320	1641.29443	-3375.98218	86.2995758	5401.44434	-89.4291382	-7070.42871	3694.43652	471420.500	-153.989731
    6.2500	3.00000000	0.296252006E-5	0.00000000	3.99392986	-0.697232783E-1	0.00000000	359.719666	-0.207245871	0.00000000	2.75992775	-0.911445916E-2	10030.6172	1681.63330	-4380.22363	95.0628357	5260.57520	-126.443298	-7068.61865	5568.58545	462849.719	58.7450943
    6.3000	3.00000000	0.481687221E-5	0.00000000	4.47264957	-0.853130370E-1	0.00000000	359.664154	-0.161577463	0.00000000	2.69383168	-0.142223192E-1	10557.9170	1671.11414	-5190.83252	87.8307190	5123.72314	-157.051941	-7047.78906	7155.36523	451200.031	278.899506
    6.3500	3.00000000	0.631348212E-5	0.00000000	4.88756514	-0.104605213	0.00000000	359.623474	-0.108717792	0.00000000	2.60097623	-0.186357293E-1	10804.4014	1608.50684	-5772.35498	65.7176895	4988.47803	-178.483612	-7010.06982	8359.22070	436514.406	484.673035
    6.4000	3.00000000	0.708651851E-5	0.00000000	5.20255375	-0.125013530	0.00000000	359.599487	-0.508000441E-1	0.00000000	2.48246384	-0.222688299E-1	10797.0342	1507.54919	-6098.20166	32.4410172	4812.32031	-190.105804	-6962.18115	9147.94727	417743.125	655.871338
    6.4500	3.00000000	0.758580427E-5	0.00000000	5.38195562	-0.144119173	0.00000000	359.593292	0.964840688E-2	0.00000000	2.33950877	-0.250647645E-1	10588.6553	1389.55701	-6152.68701	-6.21654463	4546.22266	-193.359909	-6911.30127	9551.27734	393673.875	778.384705
    6.5000	3.00000000	0.859641568E-5	0.00000000	5.39801264	-0.159682959	0.00000000	359.605255	0.699004084E-1	0.00000000	2.17345905	-0.269974153E-1	10246.3350	1273.14038	-5932.25146	-43.4238052	4173.34277	-190.323441	-6861.84131	9622.15234	364004.625	846.754761
    6.5500	3.00000000	0.104571009E-4	0.00000000	5.23707008	-0.169824287	0.00000000	359.634918	0.127191961	0.00000000	1.98586071	-0.280733686E-1	9827.25488	1166.73938	-5445.87549	-72.5363922	3723.96118	-182.023926	-6814.86621	9391.28906	329762.375	863.737305
    6.6000	3.00000000	0.120601990E-4	0.00000000	4.90267611	-0.173573107	0.00000000	359.680969	0.178851634	0.00000000	1.77854383	-0.283327680E-1	9346.74414	1067.31079	-4714.86328	-88.3060913	3255.76025	-167.806229	-6769.67773	8850.24121	292764.812	837.299744
    6.6500	3.00000000	0.116671790E-4	0.00000000	4.41459370	-0.171534330	0.00000000	359.741333	0.222405195	0.00000000	1.55367780	-0.278476980E-1	8755.79004	964.482117	-3772.10962	-87.8532562	2814.43921	-146.232590	-6726.40674	7975.72461	254534.172	776.337524
    6.7000	3.00000000	0.895671928E-5	0.00000000	3.80380440	-0.166086212	0.00000000	359.813293	0.255681247	0.00000000	1.31374419	-0.267179012E-1	7948.54248	846.746460	-2660.90576	-71.2454300	2404.09106	-116.810883	-6687.35059	6775.94580	215473.031	686.703857
    6.7500	3.00000000	0.523624567E-5	0.00000000	3.10476446	-0.160655066	0.00000000	359.893463	0.277005434	0.00000000	1.06140733	-0.250649415E-1	6807.60791	706.248718	-1433.03955	-41.5695267	1989.05432	-81.2170258	-6655.32910	5322.68945	174900.297	569.468994
    6.8000	3.00000000	0.254198972E-5	0.00000000	2.34740472	-0.158156931	0.00000000	359.978119	0.285490096	0.00000000	0.799328685	-0.230264124E-1	5270.60156	540.689819	-145.697433	-4.35583639	1525.03894	-43.0621986	-6631.14160	3743.46948	131891.469	422.577911
    6.8500	3.00000000	0.284402836E-5	0.00000000	1.55199385	-0.159350127	0.00000000	0.633737445E-1	0.281202704	0.00000000	0.530009449	-0.207511187E-1	3382.05103	353.060120	1142.69250	33.6494141	995.432739	-6.33128309	-6613.58594	2177.44702	86266.6875	244.850235
    6.9000	3.00000000	0.470803843E-5	0.00000000	0.729117453	-0.162107781	0.00000000	0.145538688	0.264973968	0.00000000	0.255742818	-0.183947477E-1	1297.60999	150.807907	2376.36401	65.9393692	425.405426	26.4130707	-6601.83008	725.169250	38977.8398	39.7309952
    6.9500	3.00000000	0.733299930E-5	0.00000000	-0.115253188	-0.162184671	0.00000000	0.221189871	0.237938553	0.00000000	-0.213019028E-1	-0.161145665E-1	-766.759705	-54.7474747	3504.36377	87.3177643	-136.113083	54.7938042	-6597.29541	-573.262573	-8377.86719	-183.052292
    7.0000	3.00000000	0.104462406E-4	0.00000000	-0.972038031	-0.155130044	0.00000000	0.287253112	0.201205373	0.00000000	-0.298913956	-0.140618477E-1	-2615.96069	-249.482086	4480.85986	94.4125137	-651.869019	79.8228226	-6603.46436	-1717.43591	-54517.3242	-408.064362
    7.0500	3.00000000	0.129791006E-4	0.00000000	-1.82237887	-0.138240531	0.00000000	0.340987802	0.155928284	0.00000000	-0.574688196	-0.123722656E-1	-4144.70898	-419.350464	5265.10303	85.9726715	-1121.46863	102.151817	-6623.50244	-2700.14673	-99150.3828	-616.311646
    7.1000	3.00000000	0.137882607E-4	0.00000000	-2.63530850	-0.111436009	0.00000000	0.380048722	0.103636771	0.00000000	-0.845965922	-0.111560710E-1	-5359.59033	-555.182678	5822.57471	63.1913414	-1577.16516	120.695381	-6656.95020	-3471.35596	-142858.328	-788.462524
    7.1500	3.00000000	0.127874810E-4	0.00000000	-3.37109065	-0.766890943E-1	0.00000000	0.402637750	0.464567356E-1	0.00000000	-1.10989296	-0.104904417E-1	-6347.83154	-657.256042	6127.42822	29.8095589	-2054.24341	132.701813	-6698.73096	-3941.55200	-186284.594	-908.654602
    7.2000	3.00000000	0.108586391E-4	0.00000000	-3.98896122	-0.365764387E-1	0.00000000	0.407674402	-0.129888039E-1	0.00000000	-1.36355650	-0.104154395E-1	-7216.36426	-736.399658	6165.00977	-8.38554955	-2559.54517	135.274734	-6742.36523	-4024.16211	-229282.531	-967.904236
    7.2500	3.00000000	0.890922001E-5	0.00000000	-4.45620251	0.703367498E-2	0.00000000	0.394899666	-0.718952641E-1	0.00000000	-1.60413277	-0.109333247E-1	-8036.91553	-809.815491	5933.22217	-44.6703682	-3062.55396	127.241875	-6784.42334	-3686.74976	-270687.156	-965.871399
    7.3000	3.00000000	0.726113149E-5	0.00000000	-4.75533962	0.534359552E-1	0.00000000	0.364884853	-0.127559423	0.00000000	-1.82899165	-0.120097222E-1	-8820.98828	-892.963501	5442.47607	-72.7005539	-3515.57495	109.975143	-6825.71436	-2973.14819	-308884.656	-910.381042
    7.3500	3.00000000	0.574476053E-5	0.00000000	-4.88733625	0.102665126	0.00000000	0.318981409	-0.177484483	0.00000000	-2.03574443	-0.135751842E-1	-9525.77441	-991.537720	4714.86182	-87.6310349	-3887.20288	86.5377884	-6868.56494	-1979.87463	-342741.719	-814.983276
    7.4000	3.00000000	0.426212227E-5	0.00000000	-4.87005520	0.154723600	0.00000000	0.259260923	-0.219364241	0.00000000	-2.22224927	-0.155267743E-1	-10076.8213	-1097.96155	3783.25024	-86.9079514	-4183.52100	59.7975502	-6913.12012	-804.463867	-372189.781	-695.050842
    7.4500	3.00000000	0.288167371E-5	0.00000000	-4.73258018	0.209037527	0.00000000	0.188454032	-0.251130641	0.00000000	-2.38659811	-0.177306551E-1	-10392.7588	-1194.62415	2690.33838	-70.7514267	-4441.08154	30.9398632	-6955.93750	495.388397	-398026.812	-563.161865
    7.5000	3.00000000	0.173870990E-5	0.00000000	-4.50717115	0.264340848	0.00000000	0.109846599	-0.271199077	0.00000000	-2.52709341	-0.200272556E-1	-10406.0449	-1262.37048	1486.91504	-42.2282410	-4697.09424	-0.486855656	-6992.28125	1901.51746	-421088.781	-425.528290
    7.5500	3.00000000	0.154355835E-7	0.00000000	-4.22142363	0.318764567	0.00000000	0.270817708E-1	-0.278813928	0.00000000	-2.64221883	-0.222399794E-1	-10081.5205	-1289.68274	228.641190	-6.67571115	-4959.27344	-35.0572281	-7020.10010	3395.91064	-441412.625	-281.512115
    7.6000	3.00000000	0.486099836E-7	0.00000000	-3.89319873	0.369822115	0.00000000	359.943878	-0.274183244	0.00000000	-2.73060226	-0.241865627E-1	-9434.57812	-1277.66296	-1028.23059	29.5229721	-5197.85742	-71.7321625	-7041.60352	4915.93896	-458013.000	-126.499115
    7.6500	3.00000000	0.225143410E-6	0.00000000	-3.53000617	0.414269716	0.00000000	359.863800	-0.258210003	0.00000000	-2.79099560	-0.256907139E-1	-8543.53516	-1238.63513	-2230.56714	60.3138390	-5365.47559	-107.361771	-7060.71436	6343.18848	-469431.000	43.6330185
    7.7000	3.00000000	0.644127965E-6	0.00000000	-3.13291860	0.448153824	0.00000000	359.790070	-0.232026219	0.00000000	-2.82229710	-0.265916716E-1	-7544.31738	-1189.87915	-3330.14038	80.9148483	-5429.75732	-137.914734	-7078.89404	7538.42236	-474640.625	228.483505
    7.7500	3.00000000	0.142604983E-5	0.00000000	-2.70339990	0.467376888	0.00000000	359.725555	-0.196745664	0.00000000	-2.82364178	-0.267513730E-1	-6598.73438	-1146.27710	-4283.82324	88.2602844	-5394.44385	-160.514221	-7092.88916	8397.69238	-473644.469	420.867950
    7.8000	3.00000000	0.261088007E-5	0.00000000	-2.25024080	0.468793392	0.00000000	359.672852	-0.153590932	0.00000000	-2.79454160	-0.260605682E-1	-5841.64111	-1115.42395	-5053.78027	81.2850266	-5293.93799	-174.688385	-7096.07910	8886.97266	-467339.812	607.118286
    7.8500	3.00000000	0.394566132E-5	0.00000000	-1.79360974	0.451431662	0.00000000	359.634094	-0.104150400	0.00000000	-2.73502612	-0.244453084E-1	-5328.78467	-1096.66370	-5608.73633	61.1722679	-5166.28467	-181.875870	-7082.82031	9029.73633	-456787.719	770.007324
    7.9000	3.00000000	0.492681784E-5	0.00000000	-1.36417794	0.417217672	0.00000000	359.610840	-0.504484773E-1	0.00000000	-2.64571714	-0.218733810E-1	-5013.52490	-1083.18506	-5925.92969	31.3064041	-5025.35010	-183.632996	-7052.75000	8859.48047	-442450.188	893.314514
    7.9500	3.00000000	0.523210292E-5	0.00000000	-0.997086704	0.370699644	0.00000000	359.604034	0.520726200E-2	0.00000000	-2.52778959	-0.183586311E-1	-4769.87500	-1065.23889	-5992.68945	-3.26783276	-4852.77979	-180.006912	-7011.26758	8376.40137	-423960.812	966.366577
    8.0000	3.00000000	0.505666640E-5	0.00000000	-0.722669482	0.317722082	0.00000000	359.613922	0.604019612E-1	0.00000000	-2.38283443	-0.139610171E-1	-4454.96143	-1032.96594	-5807.18066	-36.7320366	-4614.87012	-169.360825	-6965.69141	7542.78418	-400572.625	986.904541
    8.0500	3.00000000	0.485256396E-5	0.00000000	-0.557417274	0.263574421	0.00000000	359.639954	0.112681322	0.00000000	-2.21268272	-0.878198165E-2	-3980.36304	-978.487915	-5378.65967	-63.4679718	-4290.61230	-149.756760	-6920.71777	6320.02197	-371912.344	961.134338
    8.1000	3.00000000	0.484622842E-5	0.00000000	-0.498757780	0.211495563	0.00000000	359.680939	0.159587801	0.00000000	-2.01927161	-0.295676454E-2	-3355.48901	-897.777710	-4727.56641	-79.0070724	-3889.20679	-120.788177	-6876.69336	4717.50439	-338450.250	900.715210
    8.1500	3.00000000	0.494643427E-5	0.00000000	-0.525719285	0.162267104	0.00000000	359.734894	0.198799863	0.00000000	-1.80461144	0.335401134E-2	-2681.61353	-792.523010	-3885.17603	-80.8826523	-3444.02686	-84.4415741	-6831.24902	2815.02539	-301332.250	817.751770
    8.2000	3.00000000	0.504349100E-5	0.00000000	-0.605257094	0.115024373	0.00000000	359.799194	0.228393406	0.00000000	-1.57084572	0.997195393E-2	-2101.47119	-670.982422	-2892.24243	-69.1746368	-2988.38599	-44.3446999	-6782.68896	741.240173	-261720.188	720.104187
    8.2500	3.00000000	0.549953756E-5	0.00000000	-0.701882422	0.687283576E-1	0.00000000	359.870758	0.247115135	0.00000000	-1.32035971	0.167075731E-1	-1731.54321	-546.245056	-1796.37341	-46.4862556	-2532.25830	-3.98387790	-6732.57715	-1376.11890	-220162.969	609.451660
    8.3000	3.00000000	0.694522396E-5	0.00000000	-0.787041187	0.234166645E-1	0.00000000	359.946228	0.254516155	0.00000000	-1.05586135	0.233667120E-1	-1610.63293	-431.478638	-648.524414	-17.2850361	-2057.96338	34.7925186	-6685.30127	-3452.48730	-176487.125	482.880859
    8.3500	3.00000000	0.912521773E-5	0.00000000	-0.844921649	-0.194306448E-1	0.00000000	0.222664829E-1	0.250857353	0.00000000	-0.780389965	0.297573972E-1	-1686.03821	-333.886597	500.450409	13.1466923	-1538.00220	71.9435043	-6645.16504	-5452.70654	-130290.023	336.512268
    8.4000	3.00000000	0.112808830E-4	0.00000000	-0.872874260	-0.574890003E-1	0.00000000	0.956300572E-1	0.236848727	0.00000000	-0.497243285	0.356971994E-1	-1837.05786	-250.477966	1602.28674	39.7411003	-961.251099	108.064201	-6614.18994	-7360.66260	-81653.8047	168.982895
    8.4500	3.00000000	0.129943710E-4	0.00000000	-0.876707077	-0.886683390E-1	0.00000000	0.163356140	0.213413596	0.00000000	-0.209854275	0.410204157E-1	-1919.02124	-168.372620	2612.61865	58.3884201	-347.362274	142.844482	-6592.60791	-9138.59375	-31526.7246	-16.3292027
    8.5000	3.00000000	0.140219763E-4	0.00000000	-0.862982929	-0.112000376	0.00000000	0.222774431	0.181628674	0.00000000	0.783400610E-1	0.455840081E-1	-1807.17163	-70.2369690	3491.71045	66.4127121	261.900726	174.353836	-6580.86182	-10708.5928	18534.2969	-210.504105
    8.5500	3.00000000	0.139294007E-4	0.00000000	-0.831474721	-0.127924308	0.00000000	0.271570355	0.142802089	0.00000000	0.364009321	0.492712855E-1	-1426.90430	57.4634552	4205.36328	62.8878441	828.233154	199.689285	-6580.73633	-11970.9072	67085.1328	-399.862030
    8.6000	3.00000000	0.123211539E-4	0.00000000	-0.770803988	-0.138031244	0.00000000	0.307864606	0.985268131E-1	0.00000000	0.644010365	0.519934110E-1	-767.139465	217.610168	4726.15576	48.7630768	1340.26379	216.491959	-6594.39160	-12845.5693	113452.680	-568.395447
    8.6500	3.00000000	0.947066474E-5	0.00000000	-0.659081399	-0.144617379	0.00000000	0.330292195	0.506251603E-1	0.00000000	0.915438473	0.536895841E-1	120.850182	400.637848	5034.60400	26.6907215	1817.45874	224.194077	-6621.99609	-13306.4453	157846.750	-701.223816
    8.7000	3.00000000	0.642410942E-5	0.00000000	-0.469525218	-0.150307462	0.00000000	0.338057399	0.106053613E-2	0.00000000	1.17564654	0.543273129E-1	1137.56067	588.682800	5119.93457	0.568615258	2291.69946	224.067307	-6660.30371	-13382.5918	200850.109	-787.938782
    8.7500	3.00000000	0.438412007E-5	0.00000000	-0.179199830	-0.157708034	0.00000000	0.330971092	-0.480826274E-1	0.00000000	1.42222643	0.539033189E-1	2162.61572	763.298218	4980.64160	-25.0785313	2780.42090	218.050629	-6703.92383	-13126.5449	242670.750	-824.860352
    8.8000	3.00000000	0.398188604E-5	0.00000000	0.222180828	-0.168885261	0.00000000	0.309490651	-0.945795253E-1	0.00000000	1.65295231	0.524443127E-1	3092.91943	912.612732	4625.09912	-45.8085785	3271.15259	207.264893	-6748.23340	-12574.1748	282706.562	-815.618896
    8.8500	3.00000000	0.465771109E-5	0.00000000	0.726582348	-0.184628025	0.00000000	0.274755061	-0.136131480	0.00000000	1.86570871	0.500062890E-1	3881.44189	1034.56934	4072.05029	-58.0497437	3728.34790	191.360916	-6791.28711	-11727.0195	319725.938	-769.797729
    8.9000	3.00000000	0.549434981E-5	0.00000000	1.30736136	-0.203806877	0.00000000	0.228577480	-0.170581952	0.00000000	2.05844307	0.466715135E-1	4559.43652	1135.42078	3350.35620	-59.8484192	4116.64551	169.202316	-6833.48340	-10570.4805	352507.812	-699.782104
    8.9500	3.00000000	0.598253155E-5	0.00000000	1.92482245	-0.223333150	0.00000000	0.173358157	-0.196215987	0.00000000	2.22918510	0.425437726E-1	5226.03516	1225.12402	2497.47998	-51.3174400	4422.92383	140.345047	-6875.71826	-9113.17383	380456.594	-616.660217
    9.0000	3.00000000	0.601455076E-5	0.00000000	2.53589773	-0.239024341	0.00000000	0.111911744	-0.212010652	0.00000000	2.37613845	0.377434827E-1	6002.43115	1312.34302	1556.70972	-34.5616074	4661.19531	106.149574	-6917.50684	-7416.00439	403751.094	-526.757080
    9.0500	3.00000000	0.930474968E-7	0.00000000	3.10442781	-0.247161150	0.00000000	0.472434275E-1	-0.217712671	0.00000000	2.49781919	0.324038379E-1	6968.28076	1401.23596	573.718384	-13.0801001	4857.82471	69.6333618	-6956.56982	-5586.96289	422953.094	-430.439453
    9.1000	3.00000000	0.482415146E-6	0.00000000	3.60817289	-0.246020079	0.00000000	359.982330	-0.213688478	0.00000000	2.59317136	0.266682506E-1	8111.48389	1490.62341	-406.563354	9.09783268	5029.27197	34.1279755	-6990.21240	-3743.59277	438405.125	-323.813049
    9.1500	3.00000000	0.118777177E-5	0.00000000	4.04012537	-0.236569971	0.00000000	359.920013	-0.200637981	0.00000000	2.66160727	0.206879191E-1	9317.84570	1574.68762	-1341.93604	28.1950951	5169.49609	1.71480858	-7016.87354	-1969.65637	449884.438	-202.452072
    9.2000	3.00000000	0.216665489E-5	0.00000000	4.40409088	-0.221944958	0.00000000	359.862854	-0.179383457	0.00000000	2.70294428	0.146182002E-1	10407.1074	1644.19604	-2193.77051	41.2099648	5255.97607	-27.4099941	-7036.11719	-297.162323	456759.156	-65.3275146
