      Time         Node0px         Node0py         Node0pz         Node1px         Node1py         Node1pz         Node2px         Node2py         Node2pz         Node3px         Node3py         Node3pz         Node4px         Node4py         Node4pz         Node5px         Node5py         Node5pz         Node6px         Node6py         Node6pz         Node7px         Node7py         Node7pz         Node8px         Node8py         Node8pz         Node9px         Node9py         Node9pz        Node10px        Node10py        Node10pz        Node11px        Node11py        Node11pz 
    1.8000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2787177E+02  -7.3162004E+02  -5.4730415E+02  -6.5578929E+02  -6.6328328E+02  -4.9448497E+02  -5.8375269E+02  -5.9498973E+02  -4.4154249E+02  -5.1176203E+02  -5.2673946E+02  -3.8847679E+02  -4.3981721E+02  -4.5853277E+02  -3.3528785E+02  -3.6791730E+02  -3.9037075E+02  -2.8197565E+02  -2.9605886E+02  -3.2225621E+02  -2.2854147E+02  -2.2423378E+02  -2.5419292E+02  -1.7499152E+02  -1.5243148E+02  -1.8618312E+02  -1.2133723E+02  -8.0640287E+01  -1.1823056E+02  -6.7589454E+01  -8.8348466E+00  -5.0346066E+01  -1.3768460E+01
    1.8500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2787087E+02  -7.3161918E+02  -5.4730336E+02  -6.5578747E+02  -6.6328155E+02  -4.9448341E+02  -5.8374993E+02  -5.9498713E+02  -4.4154020E+02  -5.1175833E+02  -5.2673601E+02  -3.8847376E+02  -4.3981247E+02  -4.5852854E+02  -3.3528405E+02  -3.6791123E+02  -3.9036605E+02  -2.8197113E+02  -2.9605053E+02  -3.2225158E+02  -2.2853674E+02  -2.2422177E+02  -2.5418874E+02  -1.7498799E+02  -1.5241457E+02  -1.8617950E+02  -1.2133633E+02  -8.0616918E+01  -1.1822814E+02  -6.7592413E+01  -8.8014674E+00  -5.0346123E+01  -1.3778319E+01
    1.9000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2786993E+02  -7.3161829E+02  -5.4730253E+02  -6.5578558E+02  -6.6327976E+02  -4.9448180E+02  -5.8374708E+02  -5.9498444E+02  -4.4153782E+02  -5.1175448E+02  -5.2673243E+02  -3.8847061E+02  -4.3980754E+02  -4.5852420E+02  -3.3528011E+02  -3.6790483E+02  -3.9036127E+02  -2.8196647E+02  -2.9604166E+02  -3.2224690E+02  -2.2853200E+02  -2.2420899E+02  -2.5418448E+02  -1.7498466E+02  -1.5239676E+02  -1.8617578E+02  -1.2133569E+02  -8.0592446E+01  -1.1822563E+02  -6.7595760E+01  -8.7666101E+00  -5.0346183E+01  -1.3788850E+01
    1.9500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2786897E+02  -7.3161736E+02  -5.4730168E+02  -6.5578364E+02  -6.6327790E+02  -4.9448013E+02  -5.8374414E+02  -5.9498164E+02  -4.4153535E+02  -5.1175051E+02  -5.2672874E+02  -3.8846734E+02  -4.3980241E+02  -4.5851974E+02  -3.3527602E+02  -3.6789808E+02  -3.9035642E+02  -2.8196168E+02  -2.9603220E+02  -3.2224218E+02  -2.2852728E+02  -2.2419544E+02  -2.5418013E+02  -1.7498152E+02  -1.5237807E+02  -1.8617196E+02  -1.2133532E+02  -8.0566865E+01  -1.1822306E+02  -6.7599504E+01  -8.7302661E+00  -5.0346244E+01  -1.3800064E+01
    2.0000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2786798E+02  -7.3161641E+02  -5.4730079E+02  -6.5578163E+02  -6.6327597E+02  -4.9447840E+02  -5.8374109E+02  -5.9497876E+02  -4.4153279E+02  -5.1174639E+02  -5.2672493E+02  -3.8846394E+02  -4.3979706E+02  -4.5851517E+02  -3.3527178E+02  -3.6789096E+02  -3.9035150E+02  -2.8195678E+02  -2.9602215E+02  -3.2223742E+02  -2.2852262E+02  -2.2418112E+02  -2.5417571E+02  -1.7497860E+02  -1.5235849E+02  -1.8616805E+02  -1.2133521E+02  -8.0540169E+01  -1.1822042E+02  -6.7603653E+01  -8.6924292E+00  -5.0346309E+01  -1.3811971E+01
    2.0500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2786695E+02  -7.3161542E+02  -5.4729987E+02  -6.5577955E+02  -6.6327399E+02  -4.9447660E+02  -5.8373795E+02  -5.9497578E+02  -4.4153013E+02  -5.1174213E+02  -5.2672100E+02  -3.8846042E+02  -4.3979148E+02  -4.5851050E+02  -3.3526739E+02  -3.6788343E+02  -3.9034652E+02  -2.8195179E+02  -2.9601146E+02  -3.2223261E+02  -2.2851803E+02  -2.2416601E+02  -2.5417119E+02  -1.7497591E+02  -1.5233801E+02  -1.8616403E+02  -1.2133536E+02  -8.0512357E+01  -1.1821770E+02  -6.7608215E+01  -8.6530974E+00  -5.0346376E+01  -1.3824578E+01
    2.1000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2786589E+02  -7.3161440E+02  -5.4729892E+02  -6.5577742E+02  -6.6327193E+02  -4.9447473E+02  -5.8373471E+02  -5.9497270E+02  -4.4152737E+02  -5.1173771E+02  -5.2671697E+02  -3.8845676E+02  -4.3978565E+02  -4.5850574E+02  -3.3526285E+02  -3.6787549E+02  -3.9034150E+02  -2.8194672E+02  -2.9600012E+02  -3.2222776E+02  -2.2851355E+02  -2.2415013E+02  -2.5416658E+02  -1.7497345E+02  -1.5231664E+02  -1.8615992E+02  -1.2133578E+02  -8.0483425E+01  -1.1821491E+02  -6.7613197E+01  -8.6122699E+00  -5.0346446E+01  -1.3837892E+01
    2.1500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2786480E+02  -7.3161334E+02  -5.4729793E+02  -6.5577522E+02  -6.6326982E+02  -4.9447280E+02  -5.8373137E+02  -5.9496953E+02  -4.4152452E+02  -5.1173315E+02  -5.2671284E+02  -3.8845297E+02  -4.3977957E+02  -4.5850091E+02  -3.3525818E+02  -3.6786709E+02  -3.9033644E+02  -2.8194161E+02  -2.9598811E+02  -3.2222286E+02  -2.2850921E+02  -2.2413347E+02  -2.5416186E+02  -1.7497122E+02  -1.5229438E+02  -1.8615571E+02  -1.2133646E+02  -8.0453374E+01  -1.1821204E+02  -6.7618604E+01  -8.5699467E+00  -5.0346518E+01  -1.3851920E+01
    2.2000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2786368E+02  -7.3161226E+02  -5.4729691E+02  -6.5577295E+02  -6.6326763E+02  -4.9447080E+02  -5.8372792E+02  -5.9496628E+02  -4.4152156E+02  -5.1172842E+02  -5.2670861E+02  -3.8844906E+02  -4.3977321E+02  -4.5849600E+02  -3.3525338E+02  -3.6785820E+02  -3.9033136E+02  -2.8193647E+02  -2.9597543E+02  -3.2221791E+02  -2.2850503E+02  -2.2411604E+02  -2.5415705E+02  -1.7496922E+02  -1.5227123E+02  -1.8615140E+02  -1.2133742E+02  -8.0422205E+01  -1.1820909E+02  -6.7624443E+01  -8.5261301E+00  -5.0346593E+01  -1.3866668E+01
    2.2500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2786253E+02  -7.3161114E+02  -5.4729585E+02  -6.5577062E+02  -6.6326539E+02  -4.9446874E+02  -5.8372437E+02  -5.9496293E+02  -4.4151850E+02  -5.1172352E+02  -5.2670429E+02  -3.8844500E+02  -4.3976655E+02  -4.5849104E+02  -3.3524847E+02  -3.6784882E+02  -3.9032625E+02  -2.8193134E+02  -2.9596206E+02  -3.2221290E+02  -2.2850103E+02  -2.2409784E+02  -2.5415212E+02  -1.7496744E+02  -1.5224719E+02  -1.8614700E+02  -1.2133864E+02  -8.0389920E+01  -1.1820607E+02  -6.7630715E+01  -8.4808263E+00  -5.0346672E+01  -1.3882138E+01
    2.3000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2786135E+02  -7.3160999E+02  -5.4729476E+02  -6.5576822E+02  -6.6326308E+02  -4.9446660E+02  -5.8372071E+02  -5.9495950E+02  -4.4151533E+02  -5.1171845E+02  -5.2669989E+02  -3.8844082E+02  -4.3975957E+02  -4.5848604E+02  -3.3524345E+02  -3.6783890E+02  -3.9032112E+02  -2.8192624E+02  -2.9594800E+02  -3.2220782E+02  -2.2849722E+02  -2.2407889E+02  -2.5414710E+02  -1.7496588E+02  -1.5222225E+02  -1.8614251E+02  -1.2134015E+02  -8.0356524E+01  -1.1820298E+02  -6.7637426E+01  -8.4340432E+00  -5.0346752E+01  -1.3898334E+01
    2.3500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2786013E+02  -7.3160880E+02  -5.4729363E+02  -6.5576576E+02  -6.6326072E+02  -4.9446439E+02  -5.8371694E+02  -5.9495600E+02  -4.4151206E+02  -5.1171318E+02  -5.2669542E+02  -3.8843652E+02  -4.3975225E+02  -4.5848100E+02  -3.3523834E+02  -3.6782843E+02  -3.9031598E+02  -2.8192121E+02  -2.9593325E+02  -3.2220268E+02  -2.2849362E+02  -2.2405920E+02  -2.5414197E+02  -1.7496454E+02  -1.5219643E+02  -1.8613792E+02  -1.2134193E+02  -8.0322022E+01  -1.1819981E+02  -6.7644579E+01  -8.3857889E+00  -5.0346836E+01  -1.3915257E+01
    2.4000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2785889E+02  -7.3160759E+02  -5.4729247E+02  -6.5576323E+02  -6.6325829E+02  -4.9446211E+02  -5.8371306E+02  -5.9495242E+02  -4.4150869E+02  -5.1170772E+02  -5.2669090E+02  -3.8843209E+02  -4.3974457E+02  -4.5847595E+02  -3.3523317E+02  -3.6781739E+02  -3.9031082E+02  -2.8191627E+02  -2.9591782E+02  -3.2219746E+02  -2.2849023E+02  -2.2403876E+02  -2.5413675E+02  -1.7496342E+02  -1.5216973E+02  -1.8613324E+02  -1.2134400E+02  -8.0286419E+01  -1.1819657E+02  -6.7652174E+01  -8.3360739E+00  -5.0346922E+01  -1.3932908E+01
    2.4500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2785761E+02  -7.3160635E+02  -5.4729127E+02  -6.5576064E+02  -6.6325581E+02  -4.9445976E+02  -5.8370907E+02  -5.9494877E+02  -4.4150521E+02  -5.1170205E+02  -5.2668632E+02  -3.8842755E+02  -4.3973650E+02  -4.5847089E+02  -3.3522796E+02  -3.6780578E+02  -3.9030565E+02  -2.8191146E+02  -2.9590172E+02  -3.2219217E+02  -2.2848706E+02  -2.2401759E+02  -2.5413143E+02  -1.7496251E+02  -1.5214214E+02  -1.8612847E+02  -1.2134636E+02  -8.0249723E+01  -1.1819326E+02  -6.7660215E+01  -8.2849126E+00  -5.0347011E+01  -1.3951287E+01
    2.5000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2785630E+02  -7.3160508E+02  -5.4729003E+02  -6.5575798E+02  -6.6325328E+02  -4.9445733E+02  -5.8370496E+02  -5.9494507E+02  -4.4150163E+02  -5.1169616E+02  -5.2668172E+02  -3.8842290E+02  -4.3972804E+02  -4.5846583E+02  -3.3522273E+02  -3.6779358E+02  -3.9030046E+02  -2.8190678E+02  -2.9588495E+02  -3.2218679E+02  -2.2848410E+02  -2.2399569E+02  -2.5412601E+02  -1.7496180E+02  -1.5211369E+02  -1.8612361E+02  -1.2134903E+02  -8.0211943E+01  -1.1818989E+02  -6.7668703E+01  -8.2323204E+00  -5.0347103E+01  -1.3970392E+01
    2.5500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2785496E+02  -7.3160379E+02  -5.4728875E+02  -6.5575526E+02  -6.6325071E+02  -4.9445483E+02  -5.8370072E+02  -5.9494132E+02  -4.4149794E+02  -5.1169003E+02  -5.2667709E+02  -3.8841816E+02  -4.3971914E+02  -4.5846079E+02  -3.3521751E+02  -3.6778078E+02  -3.9029525E+02  -2.8190228E+02  -2.9586754E+02  -3.2218133E+02  -2.2848136E+02  -2.2397308E+02  -2.5412051E+02  -1.7496130E+02  -1.5208437E+02  -1.8611866E+02  -1.2135199E+02  -8.0173087E+01  -1.1818645E+02  -6.7677641E+01  -8.1783134E+00  -5.0347197E+01  -1.3990221E+01
    2.6000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2785360E+02  -7.3160247E+02  -5.4728744E+02  -6.5575247E+02  -6.6324809E+02  -4.9445227E+02  -5.8369635E+02  -5.9493753E+02  -4.4149416E+02  -5.1168364E+02  -5.2667245E+02  -3.8841334E+02  -4.3970980E+02  -4.5845576E+02  -3.3521233E+02  -3.6776739E+02  -3.9029002E+02  -2.8189797E+02  -2.9584949E+02  -3.2217579E+02  -2.2847884E+02  -2.2394976E+02  -2.5411493E+02  -1.7496102E+02  -1.5205419E+02  -1.8611363E+02  -1.2135526E+02  -8.0133164E+01  -1.1818296E+02  -6.7687030E+01  -8.1229095E+00  -5.0347294E+01  -1.4010769E+01
    2.6500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2785220E+02  -7.3160113E+02  -5.4728610E+02  -6.5574961E+02  -6.6324543E+02  -4.9444963E+02  -5.8369185E+02  -5.9493371E+02  -4.4149028E+02  -5.1167698E+02  -5.2666783E+02  -3.8840846E+02  -4.3970000E+02  -4.5845076E+02  -3.3520721E+02  -3.6775341E+02  -3.9028476E+02  -2.8189385E+02  -2.9583081E+02  -3.2217018E+02  -2.2847652E+02  -2.2392573E+02  -2.5410926E+02  -1.7496094E+02  -1.5202317E+02  -1.8610851E+02  -1.2135884E+02  -8.0092185E+01  -1.1817941E+02  -6.7696871E+01  -8.0661304E+00  -5.0347393E+01  -1.4032033E+01
    2.7000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2785077E+02  -7.3159976E+02  -5.4728471E+02  -6.5574669E+02  -6.6324274E+02  -4.9444691E+02  -5.8368720E+02  -5.9492987E+02  -4.4148632E+02  -5.1167003E+02  -5.2666322E+02  -3.8840353E+02  -4.3968972E+02  -4.5844579E+02  -3.3520219E+02  -3.6773884E+02  -3.9027947E+02  -2.8188995E+02  -2.9581153E+02  -3.2216448E+02  -2.2847440E+02  -2.2390101E+02  -2.5410353E+02  -1.7496108E+02  -1.5199131E+02  -1.8610332E+02  -1.2136273E+02  -8.0050162E+01  -1.1817581E+02  -6.7707166E+01  -8.0079987E+00  -5.0347495E+01  -1.4054004E+01
    2.7500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2784932E+02  -7.3159838E+02  -5.4728329E+02  -6.5574368E+02  -6.6324003E+02  -4.9444413E+02  -5.8368240E+02  -5.9492603E+02  -4.4148227E+02  -5.1166277E+02  -5.2665864E+02  -3.8839859E+02  -4.3967896E+02  -4.5844085E+02  -3.3519728E+02  -3.6772371E+02  -3.9027415E+02  -2.8188627E+02  -2.9579166E+02  -3.2215872E+02  -2.2847247E+02  -2.2387560E+02  -2.5409772E+02  -1.7496145E+02  -1.5195862E+02  -1.8609804E+02  -1.2136693E+02  -8.0007107E+01  -1.1817217E+02  -6.7717917E+01  -7.9485374E+00  -5.0347599E+01  -1.4076677E+01
    2.8000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2784783E+02  -7.3159699E+02  -5.4728183E+02  -6.5574061E+02  -6.6323730E+02  -4.9444128E+02  -5.8367742E+02  -5.9492219E+02  -4.4147815E+02  -5.1165518E+02  -5.2665411E+02  -3.8839364E+02  -4.3966769E+02  -4.5843594E+02  -3.3519253E+02  -3.6770801E+02  -3.9026878E+02  -2.8188280E+02  -2.9577120E+02  -3.2215289E+02  -2.2847073E+02  -2.2384951E+02  -2.5409184E+02  -1.7496203E+02  -1.5192512E+02  -1.8609270E+02  -1.2137145E+02  -7.9963031E+01  -1.1816848E+02  -6.7729124E+01  -7.8877712E+00  -5.0347706E+01  -1.4100044E+01
    2.8500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2784631E+02  -7.3159558E+02  -5.4728034E+02  -6.5573745E+02  -6.6323455E+02  -4.9443836E+02  -5.8367226E+02  -5.9491837E+02  -4.4147396E+02  -5.1164724E+02  -5.2664963E+02  -3.8838871E+02  -4.3965592E+02  -4.5843105E+02  -3.3518794E+02  -3.6769176E+02  -3.9026337E+02  -2.8187956E+02  -2.9575016E+02  -3.2214699E+02  -2.2846918E+02  -2.2382274E+02  -2.5408589E+02  -1.7496285E+02  -1.5189080E+02  -1.8608728E+02  -1.2137629E+02  -7.9917949E+01  -1.1816475E+02  -6.7740790E+01  -7.8257280E+00  -5.0347815E+01  -1.4124095E+01
    2.9000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2784476E+02  -7.3159416E+02  -5.4727881E+02  -6.5573420E+02  -6.6323181E+02  -4.9443538E+02  -5.8366691E+02  -5.9491457E+02  -4.4146972E+02  -5.1163893E+02  -5.2664520E+02  -3.8838383E+02  -4.3964365E+02  -4.5842619E+02  -3.3518353E+02  -3.6767498E+02  -3.9025792E+02  -2.8187654E+02  -2.9572857E+02  -3.2214104E+02  -2.2846782E+02  -2.2379531E+02  -2.5407988E+02  -1.7496390E+02  -1.5185570E+02  -1.8608181E+02  -1.2138145E+02  -7.9871876E+01  -1.1816099E+02  -6.7752914E+01  -7.7624369E+00  -5.0347927E+01  -1.4148818E+01
    2.9500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2784318E+02  -7.3159273E+02  -5.4727724E+02  -6.5573086E+02  -6.6322906E+02  -4.9443234E+02  -5.8366134E+02  -5.9491082E+02  -4.4146545E+02  -5.1163024E+02  -5.2664084E+02  -3.8837902E+02  -4.3963087E+02  -4.5842134E+02  -3.3517933E+02  -3.6765769E+02  -3.9025242E+02  -2.8187372E+02  -2.9570642E+02  -3.2213503E+02  -2.2846663E+02  -2.2376723E+02  -2.5407381E+02  -1.7496519E+02  -1.5181980E+02  -1.8607627E+02  -1.2138692E+02  -7.9824825E+01  -1.1815719E+02  -6.7765497E+01  -7.6979269E+00  -5.0348041E+01  -1.4174203E+01
    3.0000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2784155E+02  -7.3159130E+02  -5.4727564E+02  -6.5572741E+02  -6.6322634E+02  -4.9442924E+02  -5.8365554E+02  -5.9490713E+02  -4.4146116E+02  -5.1162115E+02  -5.2663655E+02  -3.8837431E+02  -4.3961759E+02  -4.5841651E+02  -3.3517535E+02  -3.6763989E+02  -3.9024687E+02  -2.8187111E+02  -2.9568372E+02  -3.2212897E+02  -2.2846562E+02  -2.2373849E+02  -2.5406768E+02  -1.7496672E+02  -1.5178313E+02  -1.8607069E+02  -1.2139272E+02  -7.9776813E+01  -1.1815337E+02  -6.7778538E+01  -7.6322286E+00  -5.0348158E+01  -1.4200237E+01
    3.0500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2783989E+02  -7.3158988E+02  -5.4727400E+02  -6.5572385E+02  -6.6322363E+02  -4.9442610E+02  -5.8364949E+02  -5.9490349E+02  -4.4145686E+02  -5.1161165E+02  -5.2663233E+02  -3.8836972E+02  -4.3960382E+02  -4.5841168E+02  -3.3517158E+02  -3.6762160E+02  -3.9024128E+02  -2.8186869E+02  -2.9566048E+02  -3.2212287E+02  -2.2846480E+02  -2.2370912E+02  -2.5406150E+02  -1.7496850E+02  -1.5174570E+02  -1.8606505E+02  -1.2139883E+02  -7.9727856E+01  -1.1814952E+02  -6.7792038E+01  -7.5653755E+00  -5.0348278E+01  -1.4226907E+01
    3.1000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2783818E+02  -7.3158846E+02  -5.4727233E+02  -6.5572016E+02  -6.6322096E+02  -4.9442291E+02  -5.8364317E+02  -5.9489993E+02  -4.4145257E+02  -5.1160172E+02  -5.2662818E+02  -3.8836529E+02  -4.3958958E+02  -4.5840685E+02  -3.3516804E+02  -3.6760284E+02  -3.9023566E+02  -2.8186646E+02  -2.9563670E+02  -3.2211673E+02  -2.2846416E+02  -2.2367913E+02  -2.5405526E+02  -1.7497052E+02  -1.5170752E+02  -1.8605938E+02  -1.2140527E+02  -7.9677972E+01  -1.1814565E+02  -6.7805995E+01  -7.4974020E+00  -5.0348400E+01  -1.4254195E+01
    3.1500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2783642E+02  -7.3158705E+02  -5.4727062E+02  -6.5571633E+02  -6.6321834E+02  -4.9441968E+02  -5.8363656E+02  -5.9489645E+02  -4.4144833E+02  -5.1159136E+02  -5.2662409E+02  -3.8836102E+02  -4.3957487E+02  -4.5840202E+02  -3.3516473E+02  -3.6758362E+02  -3.9022999E+02  -2.8186441E+02  -2.9561241E+02  -3.2211056E+02  -2.2846370E+02  -2.2364851E+02  -2.5404897E+02  -1.7497279E+02  -1.5166859E+02  -1.8605367E+02  -1.2141203E+02  -7.9627179E+01  -1.1814176E+02  -6.7820408E+01  -7.4283424E+00  -5.0348524E+01  -1.4282088E+01
    3.2000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2783461E+02  -7.3158566E+02  -5.4726889E+02  -6.5571235E+02  -6.6321577E+02  -4.9441644E+02  -5.8362965E+02  -5.9489306E+02  -4.4144414E+02  -5.1158057E+02  -5.2662006E+02  -3.8835693E+02  -4.3955970E+02  -4.5839718E+02  -3.3516164E+02  -3.6756395E+02  -3.9022430E+02  -2.8186254E+02  -2.9558759E+02  -3.2210435E+02  -2.2846344E+02  -2.2361730E+02  -2.5404264E+02  -1.7497531E+02  -1.5162894E+02  -1.8604793E+02  -1.2141912E+02  -7.9575495E+01  -1.1813785E+02  -6.7835274E+01  -7.3582322E+00  -5.0348652E+01  -1.4310569E+01
    3.2500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2783273E+02  -7.3158430E+02  -5.4726714E+02  -6.5570820E+02  -6.6321326E+02  -4.9441318E+02  -5.8362241E+02  -5.9488976E+02  -4.4144004E+02  -5.1156935E+02  -5.2661609E+02  -3.8835306E+02  -4.3954411E+02  -4.5839233E+02  -3.3515878E+02  -3.6754384E+02  -3.9021858E+02  -2.8186084E+02  -2.9556227E+02  -3.2209811E+02  -2.2846338E+02  -2.2358548E+02  -2.5403627E+02  -1.7497808E+02  -1.5158856E+02  -1.8604216E+02  -1.2142654E+02  -7.9522940E+01  -1.1813394E+02  -6.7850591E+01  -7.2871096E+00  -5.0348781E+01  -1.4339619E+01
    3.3000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2783079E+02  -7.3158297E+02  -5.4726536E+02  -6.5570387E+02  -6.6321083E+02  -4.9440993E+02  -5.8361484E+02  -5.9488656E+02  -4.4143605E+02  -5.1155770E+02  -5.2661217E+02  -3.8834940E+02  -4.3952809E+02  -4.5838747E+02  -3.3515612E+02  -3.6752330E+02  -3.9021284E+02  -2.8185930E+02  -2.9553644E+02  -3.2209185E+02  -2.2846352E+02  -2.2355308E+02  -2.5402987E+02  -1.7498111E+02  -1.5154749E+02  -1.8603637E+02  -1.2143428E+02  -7.9469533E+01  -1.1813002E+02  -6.7866356E+01  -7.2150132E+00  -5.0348914E+01  -1.4369218E+01
    3.3500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2782877E+02  -7.3158167E+02  -5.4726356E+02  -6.5569933E+02  -6.6320849E+02  -4.9440670E+02  -5.8360692E+02  -5.9488346E+02  -4.4143218E+02  -5.1154563E+02  -5.2660830E+02  -3.8834597E+02  -4.3951167E+02  -4.5838259E+02  -3.3515368E+02  -3.6750234E+02  -3.9020708E+02  -2.8185794E+02  -2.9551012E+02  -3.2208556E+02  -2.2846386E+02  -2.2352011E+02  -2.5402343E+02  -1.7498439E+02  -1.5150572E+02  -1.8603057E+02  -1.2144236E+02  -7.9415295E+01  -1.1812610E+02  -6.7882566E+01  -7.1419815E+00  -5.0349049E+01  -1.4399348E+01
    3.4000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2782666E+02  -7.3158042E+02  -5.4726176E+02  -6.5569458E+02  -6.6320623E+02  -4.9440350E+02  -5.8359865E+02  -5.9488046E+02  -4.4142848E+02  -5.1153315E+02  -5.2660446E+02  -3.8834277E+02  -4.3949487E+02  -4.5837770E+02  -3.3515143E+02  -3.6748096E+02  -3.9020132E+02  -2.8185674E+02  -2.9548332E+02  -3.2207925E+02  -2.2846441E+02  -2.2348657E+02  -2.5401698E+02  -1.7498792E+02  -1.5146328E+02  -1.8602476E+02  -1.2145078E+02  -7.9360247E+01  -1.1812219E+02  -6.7899216E+01  -7.0680541E+00  -5.0349187E+01  -1.4429988E+01
    3.4500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2782445E+02  -7.3157923E+02  -5.4725996E+02  -6.5568959E+02  -6.6320408E+02  -4.9440037E+02  -5.8359000E+02  -5.9487756E+02  -4.4142495E+02  -5.1152027E+02  -5.2660065E+02  -3.8833981E+02  -4.3947769E+02  -4.5837281E+02  -3.3514937E+02  -3.6745917E+02  -3.9019555E+02  -2.8185570E+02  -2.9545605E+02  -3.2207292E+02  -2.2846518E+02  -2.2345249E+02  -2.5401051E+02  -1.7499171E+02  -1.5142017E+02  -1.8601894E+02  -1.2145953E+02  -7.9304409E+01  -1.1811828E+02  -6.7916301E+01  -6.9932728E+00  -5.0349327E+01  -1.4461115E+01
    3.5000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2782213E+02  -7.3157809E+02  -5.4725817E+02  -6.5568435E+02  -6.6320203E+02  -4.9439732E+02  -5.8358099E+02  -5.9487474E+02  -4.4142161E+02  -5.1150701E+02  -5.2659687E+02  -3.8833709E+02  -4.3946015E+02  -4.5836791E+02  -3.3514749E+02  -3.6743699E+02  -3.9018978E+02  -2.8185484E+02  -2.9542831E+02  -3.2206658E+02  -2.2846616E+02  -2.2341786E+02  -2.5400403E+02  -1.7499577E+02  -1.5137641E+02  -1.8601312E+02  -1.2146862E+02  -7.9247805E+01  -1.1811439E+02  -6.7933817E+01  -6.9176795E+00  -5.0349471E+01  -1.4492707E+01
    3.5500  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2781968E+02  -7.3157703E+02  -5.4725639E+02  -6.5567885E+02  -6.6320010E+02  -4.9439436E+02  -5.8357160E+02  -5.9487202E+02  -4.4141849E+02  -5.1149338E+02  -5.2659311E+02  -3.8833461E+02  -4.3944226E+02  -4.5836302E+02  -3.3514579E+02  -3.6741441E+02  -3.9018401E+02  -2.8185416E+02  -2.9540012E+02  -3.2206023E+02  -2.2846736E+02  -2.2338269E+02  -2.5399755E+02  -1.7500008E+02  -1.5133201E+02  -1.8600731E+02  -1.2147805E+02  -7.9190455E+01  -1.1811051E+02  -6.7951759E+01  -6.8413159E+00  -5.0349617E+01  -1.4524741E+01
    3.6000  -8.0000000E+02  -8.0000000E+02  -6.0000000E+02  -7.2781711E+02  -7.3157603E+02  -5.4725465E+02  -6.5567306E+02  -6.6319828E+02  -4.9439153E+02  -5.8356184E+02  -5.9486937E+02  -4.4141560E+02  -5.1147940E+02  -5.2658937E+02  -3.8833235E+02  -4.3942404E+02  -4.5835813E+02  -3.3514426E+02  -3.6739144E+02  -3.9017826E+02  -2.8185365E+02  -2.9537148E+02  -3.2205387E+02  -2.2846878E+02  -2.2334701E+02  -2.5399107E+02  -1.7500465E+02  -1.5128699E+02  -1.8600152E+02  -1.2148782E+02  -7.9132384E+01  -1.1810666E+02  -6.7970120E+01  -6.7642249E+00  -5.0349766E+01  -1.4557192E+01
