
Predictions were generated on 22-Dec-2025 at 21:57:45 using OpenFAST, compiled on Dec 22 2025 at 21:41:16 as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; SeaState; HydroDyn

Description from the FAST input file: IEA 15 MW offshore reference model on UMaine VolturnUS-S semi-submersible floating platform

Time	ConvIter	ConvError	NumUJac	Wind1VelX	Wind1VelY	Wind1VelZ	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	NcIMUTAxs	NcIMUTAys	NcIMUTAzs	RotSpeed	RotTorq	RotThrust	BldPitch1	GenSpeed	TwrBsFxt	TwrBsFyt	TwrBsFzt	TwrBsMxt	TwrBsMyt	TwrBsMzt	YawBrFxp	YawBrFyp	YawBrFzp	YawBrMxp	YawBrMyp	YawBrMzp	TwrBsFzt	RtSpeed	RtTSR	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi
    3.7000	 3.000E+00	 8.049E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.053E+01	 1.316E-01	-1.459E-01	 2.735E-01	 3.286E+00	 4.082E-01	-3.854E-01	 1.166E-02	 5.144E-02	 5.730E+00	 8.618E+03	 2.044E+03	 0.000E+00	 5.730E+00	 3.053E+03	-1.317E+02	-2.253E+04	 2.057E+04	 2.638E+05	 2.468E+03	 2.110E+03	-6.077E+01	-9.034E+03	 9.174E+03	-6.094E+04	 2.468E+03	-2.253E+04	 5.729E+00	 9.797E+00	-1.128E+00	 1.712E+06	 4.972E+02	 2.065E+08	-8.948E+06	-2.052E+08	-5.413E+05
    3.8000	 3.000E+00	 8.478E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.053E+01	 1.317E-01	-1.224E-01	 2.727E-01	 3.307E+00	 4.084E-01	-4.183E-01	 1.137E-02	 4.144E-02	 5.730E+00	 8.722E+03	 2.065E+03	 0.000E+00	 5.730E+00	 3.121E+03	-1.313E+02	-2.251E+04	 2.064E+04	 2.712E+05	 2.342E+03	 2.150E+03	-6.070E+01	-9.028E+03	 9.265E+03	-6.051E+04	 2.342E+03	-2.251E+04	 5.729E+00	 9.748E+00	-1.104E+00	 1.588E+06	 4.430E+02	 2.064E+08	-8.945E+06	-2.142E+08	-4.946E+05
    3.9000	 3.000E+00	 8.878E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.054E+01	 1.318E-01	-9.786E-02	 2.719E-01	 3.327E+00	 4.085E-01	-4.487E-01	 1.097E-02	 3.054E-02	 5.730E+00	 8.837E+03	 2.084E+03	 0.000E+00	 5.730E+00	 3.187E+03	-1.308E+02	-2.249E+04	 2.070E+04	 2.782E+05	 2.224E+03	 2.187E+03	-6.063E+01	-9.021E+03	 9.368E+03	-6.005E+04	 2.224E+03	-2.249E+04	 5.729E+00	 9.696E+00	-1.070E+00	 1.437E+06	 3.936E+02	 2.062E+08	-8.948E+06	-2.221E+08	-4.480E+05
    4.0000	 3.000E+00	 9.253E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.054E+01	 1.319E-01	-7.243E-02	 2.711E-01	 3.345E+00	 4.087E-01	-4.782E-01	 1.049E-02	 1.964E-02	 5.730E+00	 8.962E+03	 2.104E+03	 0.000E+00	 5.730E+00	 3.251E+03	-1.303E+02	-2.248E+04	 2.078E+04	 2.851E+05	 2.114E+03	 2.225E+03	-6.058E+01	-9.013E+03	 9.482E+03	-5.958E+04	 2.114E+03	-2.248E+04	 5.729E+00	 9.643E+00	-1.035E+00	 1.290E+06	 3.487E+02	 2.061E+08	-8.954E+06	-2.299E+08	-4.021E+05
    4.1000	 3.000E+00	 9.588E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.054E+01	 1.321E-01	-4.615E-02	 2.702E-01	 3.360E+00	 4.088E-01	-5.046E-01	 9.894E-03	 8.025E-03	 5.730E+00	 9.095E+03	 2.123E+03	 0.000E+00	 5.730E+00	 3.311E+03	-1.297E+02	-2.246E+04	 2.087E+04	 2.916E+05	 2.021E+03	 2.259E+03	-6.054E+01	-9.005E+03	 9.607E+03	-5.911E+04	 2.021E+03	-2.246E+04	 5.729E+00	 9.589E+00	-9.888E-01	 1.120E+06	 3.112E+02	 2.059E+08	-8.966E+06	-2.366E+08	-3.603E+05
    4.2000	 3.000E+00	 9.891E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.055E+01	 1.322E-01	-1.910E-02	 2.693E-01	 3.374E+00	 4.090E-01	-5.303E-01	 9.211E-03	-3.563E-03	 5.730E+00	 9.237E+03	 2.142E+03	 0.000E+00	 5.730E+00	 3.370E+03	-1.290E+02	-2.244E+04	 2.096E+04	 2.979E+05	 1.948E+03	 2.293E+03	-6.052E+01	-8.997E+03	 9.742E+03	-5.862E+04	 1.948E+03	-2.244E+04	 5.728E+00	 9.535E+00	-9.424E-01	 9.534E+05	 2.807E+02	 2.058E+08	-8.983E+06	-2.432E+08	-3.253E+05
    4.3000	 3.000E+00	 1.013E-06	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.055E+01	 1.324E-01	 8.637E-03	 2.684E-01	 3.385E+00	 4.091E-01	-5.522E-01	 8.419E-03	-1.566E-02	 5.730E+00	 9.387E+03	 2.159E+03	 0.000E+00	 5.730E+00	 3.423E+03	-1.283E+02	-2.242E+04	 2.106E+04	 3.036E+05	 1.894E+03	 2.324E+03	-6.050E+01	-8.989E+03	 9.887E+03	-5.814E+04	 1.894E+03	-2.242E+04	 5.728E+00	 9.479E+00	-8.843E-01	 7.659E+05	 2.571E+02	 2.056E+08	-9.004E+06	-2.485E+08	-2.952E+05
    4.4000	 3.000E+00	 1.034E-06	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.056E+01	 1.325E-01	 3.698E-02	 2.674E-01	 3.394E+00	 4.092E-01	-5.734E-01	 7.553E-03	-2.770E-02	 5.730E+00	 9.545E+03	 2.176E+03	 0.000E+00	 5.730E+00	 3.474E+03	-1.275E+02	-2.239E+04	 2.116E+04	 3.092E+05	 1.852E+03	 2.353E+03	-6.050E+01	-8.980E+03	 1.004E+04	-5.765E+04	 1.852E+03	-2.239E+04	 5.728E+00	 9.420E+00	-8.261E-01	 5.821E+05	 2.413E+02	 2.054E+08	-9.030E+06	-2.538E+08	-2.689E+05
    4.5000	 3.000E+00	 1.048E-06	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.056E+01	 1.326E-01	 6.583E-02	 2.664E-01	 3.401E+00	 4.094E-01	-5.902E-01	 6.589E-03	-3.999E-02	 5.730E+00	 9.713E+03	 2.192E+03	 0.000E+00	 5.730E+00	 3.519E+03	-1.267E+02	-2.237E+04	 2.128E+04	 3.141E+05	 1.805E+03	 2.380E+03	-6.050E+01	-8.971E+03	 1.021E+04	-5.718E+04	 1.805E+03	-2.237E+04	 5.728E+00	 9.361E+00	-7.570E-01	 3.803E+05	 2.326E+02	 2.052E+08	-9.059E+06	-2.576E+08	-2.370E+05
    4.6000	 3.000E+00	 1.058E-06	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.057E+01	 1.328E-01	 9.509E-02	 2.654E-01	 3.406E+00	 4.095E-01	-6.062E-01	 5.543E-03	-5.220E-02	 5.730E+00	 9.888E+03	 2.208E+03	 0.000E+00	 5.730E+00	 3.562E+03	-1.259E+02	-2.235E+04	 2.140E+04	 3.188E+05	 1.762E+03	 2.405E+03	-6.053E+01	-8.962E+03	 1.038E+04	-5.669E+04	 1.762E+03	-2.235E+04	 5.728E+00	 9.305E+00	-6.879E-01	 1.821E+05	 2.399E+02	 2.050E+08	-9.094E+06	-2.614E+08	-2.055E+05
    4.7000	 3.000E+00	 1.061E-06	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.058E+01	 1.329E-01	 1.247E-01	 2.644E-01	 3.408E+00	 4.097E-01	-6.177E-01	 4.377E-03	-6.444E-02	 5.730E+00	 1.007E+04	 2.221E+03	 0.000E+00	 5.730E+00	 3.598E+03	-1.250E+02	-2.232E+04	 2.152E+04	 3.227E+05	 1.724E+03	 2.425E+03	-6.061E+01	-8.953E+03	 1.055E+04	-5.621E+04	 1.724E+03	-2.232E+04	 5.728E+00	 9.251E+00	-6.096E-01	-3.016E+04	 2.745E+02	 2.048E+08	-9.134E+06	-2.637E+08	-1.734E+05
    4.8000	 3.000E+00	 1.059E-06	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.058E+01	 1.331E-01	 1.545E-01	 2.633E-01	 3.408E+00	 4.098E-01	-6.286E-01	 3.110E-03	-7.659E-02	 5.730E+00	 1.024E+04	 2.234E+03	 0.000E+00	 5.730E+00	 3.631E+03	-1.242E+02	-2.230E+04	 2.166E+04	 3.264E+05	 1.696E+03	 2.445E+03	-6.082E+01	-8.944E+03	 1.073E+04	-5.570E+04	 1.696E+03	-2.230E+04	 5.728E+00	 9.201E+00	-5.313E-01	-2.389E+05	 3.520E+02	 2.046E+08	-9.180E+06	-2.660E+08	-1.444E+05
    4.9000	 3.000E+00	 1.051E-06	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.059E+01	 1.332E-01	 1.844E-01	 2.622E-01	 3.405E+00	 4.099E-01	-6.347E-01	 1.691E-03	-8.853E-02	 5.730E+00	 1.042E+04	 2.244E+03	 0.000E+00	 5.730E+00	 3.656E+03	-1.234E+02	-2.228E+04	 2.181E+04	 3.293E+05	 1.683E+03	 2.459E+03	-6.116E+01	-8.934E+03	 1.090E+04	-5.516E+04	 1.683E+03	-2.228E+04	 5.728E+00	 9.155E+00	-4.463E-01	-4.568E+05	 4.875E+02	 2.043E+08	-9.234E+06	-2.666E+08	-1.195E+05
    5.0000	 3.000E+00	 1.038E-06	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.059E+01	 1.334E-01	 2.143E-01	 2.611E-01	 3.400E+00	 4.100E-01	-6.404E-01	 1.437E-04	-1.004E-01	 5.730E+00	 1.058E+04	 2.253E+03	 0.000E+00	 5.730E+00	 3.678E+03	-1.227E+02	-2.225E+04	 2.197E+04	 3.319E+05	 1.696E+03	 2.471E+03	-6.170E+01	-8.924E+03	 1.107E+04	-5.455E+04	 1.696E+03	-2.225E+04	 5.728E+00	 9.110E+00	-3.613E-01	-6.714E+05	 6.886E+02	 2.041E+08	-9.296E+06	-2.672E+08	-1.059E+05
    5.1000	 3.000E+00	 1.018E-06	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.060E+01	 1.335E-01	 2.441E-01	 2.601E-01	 3.393E+00	 4.102E-01	-6.411E-01	-1.566E-03	-1.118E-01	 5.730E+00	 1.073E+04	 2.258E+03	 0.000E+00	 5.730E+00	 3.691E+03	-1.221E+02	-2.222E+04	 2.213E+04	 3.336E+05	 1.755E+03	 2.477E+03	-6.238E+01	-8.914E+03	 1.124E+04	-5.392E+04	 1.755E+03	-2.222E+04	 5.728E+00	 9.063E+00	-2.725E-01	-8.893E+05	 9.458E+02	 2.039E+08	-9.367E+06	-2.662E+08	-1.110E+05
    5.2000	 3.000E+00	 9.943E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.060E+01	 1.337E-01	 2.737E-01	 2.590E-01	 3.383E+00	 4.103E-01	-6.412E-01	-3.356E-03	-1.230E-01	 5.730E+00	 1.089E+04	 2.263E+03	 0.000E+00	 5.730E+00	 3.702E+03	-1.215E+02	-2.220E+04	 2.231E+04	 3.351E+05	 1.867E+03	 2.482E+03	-6.309E+01	-8.905E+03	 1.141E+04	-5.330E+04	 1.867E+03	-2.220E+04	 5.728E+00	 9.004E+00	-1.838E-01	-1.105E+06	 1.213E+03	 2.037E+08	-9.445E+06	-2.652E+08	-1.405E+05
    5.3000	 3.000E+00	 9.659E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.061E+01	 1.338E-01	 3.030E-01	 2.579E-01	 3.371E+00	 4.104E-01	-6.354E-01	-5.146E-03	-1.335E-01	 5.730E+00	 1.107E+04	 2.267E+03	 0.000E+00	 5.730E+00	 3.705E+03	-1.206E+02	-2.218E+04	 2.249E+04	 3.355E+05	 2.020E+03	 2.483E+03	-6.356E+01	-8.896E+03	 1.161E+04	-5.284E+04	 2.020E+03	-2.218E+04	 5.728E+00	 8.929E+00	-9.474E-02	-1.317E+06	 1.413E+03	 2.035E+08	-9.523E+06	-2.626E+08	-1.877E+05
    5.4000	 3.000E+00	 9.337E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.061E+01	 1.339E-01	 3.318E-01	 2.569E-01	 3.357E+00	 4.105E-01	-6.286E-01	-6.771E-03	-1.438E-01	 5.730E+00	 1.129E+04	 2.274E+03	 0.000E+00	 5.730E+00	 3.707E+03	-1.194E+02	-2.215E+04	 2.265E+04	 3.359E+05	 2.167E+03	 2.486E+03	-6.360E+01	-8.888E+03	 1.185E+04	-5.260E+04	 2.167E+03	-2.215E+04	 5.728E+00	 8.840E+00	-5.716E-03	-1.527E+06	 1.481E+03	 2.032E+08	-9.594E+06	-2.600E+08	-2.343E+05
    5.5000	 3.000E+00	 8.965E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.061E+01	 1.340E-01	 3.601E-01	 2.559E-01	 3.340E+00	 4.107E-01	-6.154E-01	-8.197E-03	-1.530E-01	 5.730E+00	 1.156E+04	 2.280E+03	 0.000E+00	 5.730E+00	 3.701E+03	-1.178E+02	-2.213E+04	 2.279E+04	 3.353E+05	 2.266E+03	 2.485E+03	-6.312E+01	-8.882E+03	 1.212E+04	-5.258E+04	 2.266E+03	-2.213E+04	 5.728E+00	 8.745E+00	 7.999E-02	-1.728E+06	 1.404E+03	 2.030E+08	-9.654E+06	-2.559E+08	-2.603E+05
    5.6000	 3.000E+00	 8.582E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.062E+01	 1.341E-01	 3.878E-01	 2.549E-01	 3.322E+00	 4.108E-01	-6.015E-01	-9.398E-03	-1.619E-01	 5.730E+00	 1.185E+04	 2.287E+03	 0.000E+00	 5.730E+00	 3.695E+03	-1.160E+02	-2.211E+04	 2.291E+04	 3.346E+05	 2.301E+03	 2.484E+03	-6.227E+01	-8.875E+03	 1.242E+04	-5.266E+04	 2.301E+03	-2.211E+04	 5.728E+00	 8.653E+00	 1.657E-01	-1.927E+06	 1.220E+03	 2.028E+08	-9.702E+06	-2.518E+08	-2.591E+05
    5.7000	 3.000E+00	 8.161E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.062E+01	 1.343E-01	 4.148E-01	 2.539E-01	 3.301E+00	 4.109E-01	-5.816E-01	-1.045E-02	-1.696E-01	 5.730E+00	 1.215E+04	 2.293E+03	 0.000E+00	 5.730E+00	 3.679E+03	-1.141E+02	-2.209E+04	 2.301E+04	 3.328E+05	 2.281E+03	 2.478E+03	-6.116E+01	-8.869E+03	 1.271E+04	-5.282E+04	 2.281E+03	-2.209E+04	 5.728E+00	 8.567E+00	 2.446E-01	-2.107E+06	 9.778E+02	 2.026E+08	-9.741E+06	-2.463E+08	-2.344E+05
    5.8000	 3.000E+00	 7.741E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.062E+01	 1.343E-01	 4.409E-01	 2.530E-01	 3.278E+00	 4.111E-01	-5.617E-01	-1.138E-02	-1.772E-01	 5.730E+00	 1.245E+04	 2.298E+03	 0.000E+00	 5.730E+00	 3.662E+03	-1.121E+02	-2.207E+04	 2.309E+04	 3.309E+05	 2.220E+03	 2.472E+03	-5.995E+01	-8.863E+03	 1.300E+04	-5.298E+04	 2.220E+03	-2.207E+04	 5.728E+00	 8.488E+00	 3.235E-01	-2.286E+06	 7.163E+02	 2.024E+08	-9.774E+06	-2.408E+08	-1.925E+05
    5.9000	 3.000E+00	 7.311E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.062E+01	 1.344E-01	 4.661E-01	 2.521E-01	 3.254E+00	 4.113E-01	-5.360E-01	-1.228E-02	-1.833E-01	 5.730E+00	 1.274E+04	 2.300E+03	 0.000E+00	 5.730E+00	 3.634E+03	-1.102E+02	-2.205E+04	 2.316E+04	 3.280E+05	 2.131E+03	 2.459E+03	-5.873E+01	-8.858E+03	 1.328E+04	-5.314E+04	 2.131E+03	-2.205E+04	 5.728E+00	 8.417E+00	 3.924E-01	-2.438E+06	 4.634E+02	 2.022E+08	-9.805E+06	-2.339E+08	-1.385E+05
    6.0000	 3.000E+00	 6.885E-07	 0.000E+00	 7.999E+00	 0.000E+00	 0.000E+00	 2.061E+01	 1.345E-01	 4.902E-01	 2.513E-01	 3.228E+00	 4.115E-01	-5.106E-01	-1.313E-02	-1.893E-01	 5.730E+00	 1.302E+04	 2.301E+03	 0.000E+00	 5.730E+00	 3.604E+03	-1.083E+02	-2.204E+04	 2.323E+04	 3.250E+05	 2.027E+03	 2.446E+03	-5.755E+01	-8.852E+03	 1.354E+04	-5.328E+04	 2.027E+03	-2.204E+04	 5.729E+00	 8.352E+00	 4.613E-01	-2.588E+06	 2.274E+02	 2.020E+08	-9.835E+06	-2.270E+08	-7.885E+04
