
Predictions were generated on 05-Aug-2022 at 10:59:13 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.2.1-122-gc1599127-dirty
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn

Description from the FAST input file: Fixed MHK turbine, based on the RM1 tidal current turbine

Time	TwN1Fbx	TwN3Fby	TwN4Fbz	TwN6Mbx	TwN5Mby	TwN2Mbz	B2N4Fbn	B1N7Fbt	B2N8Fbs	B1N2Mbn	B2N3Mbt	B1N6Mbs	B1FldFz	B2FldMx	HbFbx	HbFby	HbFbz	HbMbx	HbMby	HbMbz	NcFbx	NcFby	NcFbz	NcMbx	NcMby	NcMbz	RtFldFxh	RtFldFyh	RtFldFzg	RtFldMxh	RtFldMyg	RtFldMzh	B1N3SigCr	B2N5SigCr	B1N2SgCav	B2N6SgCav
    1.3200	-1.292E+02	 1.106E+01	-1.241E+04	 5.105E-02	 3.534E+01	-4.910E-05	 1.670E+02	 1.237E+03	-7.665E+03	 2.414E+01	-1.044E+01	 3.709E-04	-9.879E+04	 7.200E+04	-5.460E+03	 7.217E+04	 2.434E+02	 1.728E+00	-6.913E+01	 1.604E+04	-2.463E+04	 4.629E+02	-1.394E+06	 4.957E+00	-1.623E+05	-3.502E+01	 1.908E+04	 5.101E+04	 4.942E+04	-1.222E+04	-9.504E+02	 3.830E+02	 4.498E+01	 1.371E+01	 1.780E+00	 9.630E-01
    1.3500	-1.301E+02	 1.095E+01	-1.241E+04	 4.766E-02	 3.624E+01	-5.144E-05	 1.602E+02	 1.236E+03	-7.551E+03	 2.412E+01	-1.024E+01	 4.602E-04	-9.977E+04	 7.176E+04	-5.594E+03	 7.213E+04	-1.814E+03	 1.753E+00	 4.623E+02	 1.603E+04	-2.532E+04	 4.711E+02	-1.394E+06	 4.628E+00	-1.622E+05	-3.718E+01	 2.066E+04	 5.090E+04	 4.916E+04	-1.195E+04	 3.446E+03	 4.030E+02	 4.462E+01	 1.354E+01	 1.784E+00	 9.606E-01
    1.3800	-1.308E+02	 1.082E+01	-1.241E+04	 4.448E-02	 3.713E+01	-5.353E-05	 1.530E+02	 1.234E+03	-7.436E+03	 2.407E+01	-1.002E+01	 5.535E-04	-1.008E+05	 7.145E+04	-5.726E+03	 7.201E+04	-3.877E+03	 1.784E+00	 9.951E+02	 1.600E+04	-2.600E+04	 4.770E+02	-1.394E+06	 4.319E+00	-1.620E+05	-3.900E+01	 2.228E+04	 5.072E+04	 4.890E+04	-1.165E+04	 6.957E+03	 4.224E+02	 4.424E+01	 1.338E+01	 1.789E+00	 9.584E-01
    1.4100	-1.317E+02	 1.067E+01	-1.241E+04	 4.170E-02	 3.801E+01	-5.531E-05	 1.454E+02	 1.231E+03	-7.322E+03	 2.399E+01	-9.778E+00	 6.507E-04	-1.018E+05	 7.108E+04	-5.856E+03	 7.181E+04	-5.944E+03	 1.822E+00	 1.529E+03	 1.595E+04	-2.668E+04	 4.801E+02	-1.394E+06	 4.049E+00	-1.619E+05	-4.035E+01	 2.391E+04	 5.050E+04	 4.867E+04	-1.132E+04	 9.561E+03	 4.487E+02	 4.379E+01	 1.321E+01	 1.791E+00	 9.564E-01
    1.4400	-1.325E+02	 1.051E+01	-1.241E+04	 3.927E-02	 3.889E+01	-5.673E-05	 1.374E+02	 1.226E+03	-7.208E+03	 2.388E+01	-9.521E+00	 7.508E-04	-1.028E+05	 7.062E+04	-5.986E+03	 7.152E+04	-8.013E+03	 1.865E+00	 2.063E+03	 1.589E+04	-2.735E+04	 4.807E+02	-1.395E+06	 3.814E+00	-1.618E+05	-4.126E+01	 2.560E+04	 5.021E+04	 4.845E+04	-1.097E+04	 1.125E+04	 4.796E+02	 4.329E+01	 1.302E+01	 1.792E+00	 9.545E-01
    1.4700	-1.328E+02	 1.031E+01	-1.241E+04	 3.693E-02	 3.976E+01	-5.785E-05	 1.291E+02	 1.219E+03	-7.093E+03	 2.375E+01	-9.246E+00	 8.522E-04	-1.038E+05	 7.005E+04	-6.114E+03	 7.116E+04	-1.008E+04	 1.916E+00	 2.598E+03	 1.581E+04	-2.803E+04	 4.791E+02	-1.395E+06	 3.586E+00	-1.617E+05	-4.189E+01	 2.732E+04	 4.986E+04	 4.824E+04	-1.059E+04	 1.196E+04	 5.058E+02	 4.274E+01	 1.283E+01	 1.792E+00	 9.525E-01
    1.5000	-1.325E+02	 1.009E+01	-1.241E+04	 3.470E-02	 4.063E+01	-5.864E-05	 1.203E+02	 1.211E+03	-6.979E+03	 2.359E+01	-8.954E+00	 9.539E-04	-1.048E+05	 6.941E+04	-6.240E+03	 7.071E+04	-1.215E+04	 1.973E+00	 3.132E+03	 1.571E+04	-2.872E+04	 4.751E+02	-1.395E+06	 3.370E+00	-1.616E+05	-4.221E+01	 2.909E+04	 4.944E+04	 4.803E+04	-1.018E+04	 1.168E+04	 5.294E+02	 4.216E+01	 1.264E+01	 1.791E+00	 9.506E-01
    1.5300	-1.321E+02	 9.854E+00	-1.241E+04	 3.287E-02	 4.149E+01	-5.898E-05	 1.112E+02	 1.202E+03	-6.865E+03	 2.340E+01	-8.642E+00	 1.055E-03	-1.058E+05	 6.871E+04	-6.364E+03	 7.018E+04	-1.422E+04	 2.035E+00	 3.666E+03	 1.559E+04	-2.941E+04	 4.684E+02	-1.395E+06	 3.191E+00	-1.614E+05	-4.206E+01	 3.090E+04	 4.896E+04	 4.785E+04	-9.736E+03	 1.044E+04	 5.585E+02	 4.156E+01	 1.245E+01	 1.790E+00	 9.490E-01
    1.5600	-1.313E+02	 9.591E+00	-1.241E+04	 3.124E-02	 4.234E+01	-5.893E-05	 1.017E+02	 1.191E+03	-6.751E+03	 2.318E+01	-8.313E+00	 1.156E-03	-1.068E+05	 6.792E+04	-6.487E+03	 6.956E+04	-1.628E+04	 2.102E+00	 4.198E+03	 1.546E+04	-3.010E+04	 4.591E+02	-1.395E+06	 3.033E+00	-1.613E+05	-4.155E+01	 3.278E+04	 4.843E+04	 4.769E+04	-9.250E+03	 8.258E+03	 5.927E+02	 4.094E+01	 1.225E+01	 1.788E+00	 9.473E-01
    1.5900	-1.301E+02	 9.284E+00	-1.241E+04	 2.936E-02	 4.319E+01	-5.860E-05	 9.184E+01	 1.179E+03	-6.637E+03	 2.293E+01	-7.964E+00	 1.254E-03	-1.079E+05	 6.703E+04	-6.608E+03	 6.885E+04	-1.833E+04	 2.175E+00	 4.729E+03	 1.530E+04	-3.079E+04	 4.482E+02	-1.395E+06	 2.851E+00	-1.612E+05	-4.094E+01	 3.472E+04	 4.782E+04	 4.754E+04	-8.722E+03	 5.065E+03	 6.233E+02	 4.032E+01	 1.204E+01	 1.785E+00	 9.456E-01
    1.6200	-1.286E+02	 8.932E+00	-1.241E+04	 2.728E-02	 4.403E+01	-5.798E-05	 8.154E+01	 1.165E+03	-6.525E+03	 2.265E+01	-7.597E+00	 1.350E-03	-1.089E+05	 6.605E+04	-6.728E+03	 6.806E+04	-2.038E+04	 2.251E+00	 5.257E+03	 1.512E+04	-3.149E+04	 4.355E+02	-1.396E+06	 2.649E+00	-1.611E+05	-4.020E+01	 3.672E+04	 4.714E+04	 4.739E+04	-8.145E+03	 7.962E+02	 6.493E+02	 3.971E+01	 1.183E+01	 1.783E+00	 9.440E-01
    1.6500	-1.269E+02	 8.556E+00	-1.241E+04	 2.548E-02	 4.487E+01	-5.686E-05	 7.082E+01	 1.150E+03	-6.412E+03	 2.234E+01	-7.210E+00	 1.443E-03	-1.099E+05	 6.501E+04	-6.846E+03	 6.718E+04	-2.241E+04	 2.332E+00	 5.782E+03	 1.493E+04	-3.219E+04	 4.199E+02	-1.396E+06	 2.474E+00	-1.610E+05	-3.902E+01	 3.879E+04	 4.639E+04	 4.725E+04	-7.517E+03	-4.490E+03	 6.787E+02	 3.910E+01	 1.163E+01	 1.781E+00	 9.426E-01
    1.6800	-1.251E+02	 8.151E+00	-1.241E+04	 2.391E-02	 4.570E+01	-5.525E-05	 5.968E+01	 1.133E+03	-6.301E+03	 2.200E+01	-6.803E+00	 1.532E-03	-1.109E+05	 6.389E+04	-6.963E+03	 6.621E+04	-2.443E+04	 2.417E+00	 6.303E+03	 1.471E+04	-3.288E+04	 4.016E+02	-1.396E+06	 2.322E+00	-1.608E+05	-3.744E+01	 4.090E+04	 4.559E+04	 4.715E+04	-6.851E+03	-1.070E+04	 7.137E+02	 3.850E+01	 1.143E+01	 1.778E+00	 9.412E-01
    1.7100	-1.230E+02	 7.692E+00	-1.241E+04	 2.193E-02	 4.652E+01	-5.336E-05	 4.813E+01	 1.115E+03	-6.191E+03	 2.163E+01	-6.376E+00	 1.615E-03	-1.120E+05	 6.267E+04	-7.078E+03	 6.516E+04	-2.643E+04	 2.506E+00	 6.819E+03	 1.448E+04	-3.357E+04	 3.817E+02	-1.396E+06	 2.129E+00	-1.607E+05	-3.585E+01	 4.306E+04	 4.472E+04	 4.706E+04	-6.139E+03	-1.784E+04	 7.463E+02	 3.790E+01	 1.123E+01	 1.776E+00	 9.399E-01
    1.7400	-1.205E+02	 7.168E+00	-1.241E+04	 1.932E-02	 4.733E+01	-5.127E-05	 3.615E+01	 1.095E+03	-6.082E+03	 2.124E+01	-5.930E+00	 1.693E-03	-1.130E+05	 6.136E+04	-7.191E+03	 6.401E+04	-2.840E+04	 2.600E+00	 7.331E+03	 1.422E+04	-3.427E+04	 3.606E+02	-1.396E+06	 1.876E+00	-1.606E+05	-3.435E+01	 4.527E+04	 4.378E+04	 4.698E+04	-5.384E+03	-2.597E+04	 7.732E+02	 3.730E+01	 1.103E+01	 1.774E+00	 9.387E-01
    1.7700	-1.177E+02	 6.598E+00	-1.241E+04	 1.655E-02	 4.814E+01	-4.878E-05	 2.375E+01	 1.074E+03	-5.974E+03	 2.081E+01	-5.464E+00	 1.763E-03	-1.140E+05	 5.999E+04	-7.303E+03	 6.278E+04	-3.036E+04	 2.696E+00	 7.836E+03	 1.395E+04	-3.497E+04	 3.373E+02	-1.397E+06	 1.607E+00	-1.605E+05	-3.266E+01	 4.751E+04	 4.277E+04	 4.693E+04	-4.589E+03	-3.502E+04	 8.011E+02	 3.673E+01	 1.084E+01	 1.773E+00	 9.377E-01
    1.8000	-1.148E+02	 5.983E+00	-1.241E+04	 1.371E-02	 4.894E+01	-4.583E-05	 1.091E+01	 1.051E+03	-5.868E+03	 2.035E+01	-4.979E+00	 1.826E-03	-1.151E+05	 5.854E+04	-7.413E+03	 6.145E+04	-3.229E+04	 2.796E+00	 8.334E+03	 1.365E+04	-3.567E+04	 3.116E+02	-1.397E+06	 1.331E+00	-1.604E+05	-3.073E+01	 4.979E+04	 4.171E+04	 4.690E+04	-3.767E+03	-4.484E+04	 8.344E+02	 3.616E+01	 1.065E+01	 1.773E+00	 9.368E-01
    1.8300	-1.116E+02	 5.298E+00	-1.241E+04	 1.015E-02	 4.974E+01	-4.269E-05	-2.346E+00	 1.026E+03	-5.763E+03	 1.986E+01	-4.473E+00	 1.881E-03	-1.161E+05	 5.700E+04	-7.522E+03	 6.004E+04	-3.419E+04	 2.900E+00	 8.825E+03	 1.334E+04	-3.637E+04	 2.847E+02	-1.397E+06	 9.855E-01	-1.603E+05	-2.893E+01	 5.210E+04	 4.059E+04	 4.690E+04	-2.911E+03	-5.537E+04	 8.667E+02	 3.561E+01	 1.046E+01	 1.773E+00	 9.360E-01
    1.8600	-1.081E+02	 4.525E+00	-1.241E+04	 5.501E-03	 5.052E+01	-3.948E-05	-1.604E+01	 1.000E+03	-5.660E+03	 1.934E+01	-3.947E+00	 1.927E-03	-1.171E+05	 5.538E+04	-7.629E+03	 5.853E+04	-3.605E+04	 3.007E+00	 9.306E+03	 1.301E+04	-3.707E+04	 2.573E+02	-1.397E+06	 5.341E-01	-1.601E+05	-2.746E+01	 5.444E+04	 3.940E+04	 4.691E+04	-2.016E+03	-6.669E+04	 8.925E+02	 3.508E+01	 1.027E+01	 1.775E+00	 9.353E-01
    1.8900	-1.045E+02	 3.680E+00	-1.241E+04	 1.963E-04	 5.130E+01	-3.603E-05	-3.016E+01	 9.726E+02	-5.559E+03	 1.879E+01	-3.402E+00	 1.963E-03	-1.181E+05	 5.368E+04	-7.734E+03	 5.694E+04	-3.788E+04	 3.117E+00	 9.779E+03	 1.265E+04	-3.776E+04	 2.283E+02	-1.397E+06	 1.906E-02	-1.600E+05	-2.607E+01	 5.680E+04	 3.815E+04	 4.694E+04	-1.087E+03	-7.873E+04	 9.163E+02	 3.457E+01	 1.010E+01	 1.776E+00	 9.347E-01
    1.9200	-1.009E+02	 2.773E+00	-1.241E+04	-5.478E-03	 5.208E+01	-3.219E-05	-4.471E+01	 9.434E+02	-5.461E+03	 1.821E+01	-2.837E+00	 1.989E-03	-1.191E+05	 5.192E+04	-7.839E+03	 5.526E+04	-3.967E+04	 3.230E+00	 1.024E+04	 1.228E+04	-3.846E+04	 1.971E+02	-1.398E+06	-5.319E-01	-1.599E+05	-2.457E+01	 5.918E+04	 3.685E+04	 4.701E+04	-1.311E+02	-9.129E+04	 9.441E+02	 3.409E+01	 9.931E+00	 1.778E+00	 9.343E-01
    1.9500	-9.710E+01	 1.783E+00	-1.241E+04	-1.208E-02	 5.284E+01	-2.821E-05	-5.968E+01	 9.128E+02	-5.365E+03	 1.760E+01	-2.252E+00	 2.005E-03	-1.201E+05	 5.009E+04	-7.942E+03	 5.349E+04	-4.141E+04	 3.347E+00	 1.069E+04	 1.189E+04	-3.915E+04	 1.649E+02	-1.398E+06	-1.173E+00	-1.598E+05	-2.330E+01	 6.157E+04	 3.549E+04	 4.709E+04	 8.556E+02	-1.042E+05	 9.721E+02	 3.362E+01	 9.766E+00	 1.779E+00	 9.340E-01
    1.9800	-9.320E+01	 6.840E-01	-1.241E+04	-2.018E-02	 5.359E+01	-2.433E-05	-7.508E+01	 8.807E+02	-5.272E+03	 1.696E+01	-1.648E+00	 2.009E-03	-1.210E+05	 4.818E+04	-8.043E+03	 5.164E+04	-4.310E+04	 3.465E+00	 1.113E+04	 1.147E+04	-3.983E+04	 1.326E+02	-1.398E+06	-1.960E+00	-1.597E+05	-2.258E+01	 6.398E+04	 3.407E+04	 4.720E+04	 1.878E+03	-1.176E+05	 9.934E+02	 3.318E+01	 9.606E+00	 1.780E+00	 9.338E-01
    2.0100	-8.921E+01	-5.151E-01	-1.241E+04	-2.953E-02	 5.434E+01	-2.044E-05	-9.089E+01	 8.472E+02	-5.181E+03	 1.629E+01	-1.025E+00	 2.002E-03	-1.219E+05	 4.620E+04	-8.143E+03	 4.970E+04	-4.475E+04	 3.586E+00	 1.155E+04	 1.104E+04	-4.051E+04	 9.961E+01	-1.398E+06	-2.868E+00	-1.596E+05	-2.224E+01	 6.639E+04	 3.259E+04	 4.732E+04	 2.924E+03	-1.313E+05	 1.010E+03	 3.276E+01	 9.455E+00	 1.782E+00	 9.338E-01
    2.0400	-8.524E+01	-1.797E+00	-1.241E+04	-3.968E-02	 5.508E+01	-1.633E-05	-1.071E+02	 8.122E+02	-5.093E+03	 1.560E+01	-3.839E-01	 1.983E-03	-1.229E+05	 4.417E+04	-8.242E+03	 4.768E+04	-4.633E+04	 3.710E+00	 1.196E+04	 1.060E+04	-4.119E+04	 6.507E+01	-1.398E+06	-3.853E+00	-1.595E+05	-2.202E+01	 6.880E+04	 3.107E+04	 4.746E+04	 3.987E+03	-1.451E+05	 1.028E+03	 3.237E+01	 9.315E+00	 1.784E+00	 9.339E-01
    2.0700	-8.130E+01	-3.175E+00	-1.241E+04	-5.095E-02	 5.581E+01	-1.214E-05	-1.237E+02	 7.758E+02	-5.009E+03	 1.488E+01	 2.754E-01	 1.952E-03	-1.238E+05	 4.207E+04	-8.339E+03	 4.558E+04	-4.786E+04	 3.836E+00	 1.236E+04	 1.013E+04	-4.186E+04	 2.958E+01	-1.399E+06	-4.947E+00	-1.594E+05	-2.211E+01	 7.120E+04	 2.950E+04	 4.762E+04	 5.071E+03	-1.589E+05	 1.047E+03	 3.200E+01	 9.179E+00	 1.785E+00	 9.342E-01
    2.1000	-7.735E+01	-4.674E+00	-1.241E+04	-6.395E-02	 5.654E+01	-8.179E-06	-1.407E+02	 7.382E+02	-4.928E+03	 1.413E+01	 9.522E-01	 1.910E-03	-1.246E+05	 3.991E+04	-8.436E+03	 4.341E+04	-4.933E+04	 3.963E+00	 1.274E+04	 9.645E+03	-4.252E+04	-5.685E+00	-1.399E+06	-6.210E+00	-1.593E+05	-2.288E+01	 7.359E+04	 2.788E+04	 4.779E+04	 6.180E+03	-1.726E+05	 1.060E+03	 3.167E+01	 9.047E+00	 1.787E+00	 9.345E-01
    2.1300	-7.346E+01	-6.293E+00	-1.241E+04	-7.865E-02	 5.725E+01	-4.421E-06	-1.581E+02	 6.992E+02	-4.851E+03	 1.336E+01	 1.646E+00	 1.856E-03	-1.255E+05	 3.769E+04	-8.531E+03	 4.116E+04	-5.072E+04	 4.092E+00	 1.310E+04	 9.145E+03	-4.318E+04	-4.090E+01	-1.399E+06	-7.637E+00	-1.592E+05	-2.427E+01	 7.596E+04	 2.621E+04	 4.797E+04	 7.306E+03	-1.862E+05	 1.066E+03	 3.136E+01	 8.925E+00	 1.790E+00	 9.350E-01
    2.1600	-6.972E+01	-8.012E+00	-1.241E+04	-9.450E-02	 5.795E+01	-6.196E-07	-1.758E+02	 6.590E+02	-4.778E+03	 1.256E+01	 2.356E+00	 1.791E-03	-1.263E+05	 3.543E+04	-8.625E+03	 3.883E+04	-5.205E+04	 4.221E+00	 1.344E+04	 8.629E+03	-4.382E+04	-7.711E+01	-1.399E+06	-9.176E+00	-1.591E+05	-2.598E+01	 7.831E+04	 2.449E+04	 4.816E+04	 8.438E+03	-1.994E+05	 1.070E+03	 3.107E+01	 8.813E+00	 1.792E+00	 9.357E-01
    2.1900	-6.616E+01	-9.829E+00	-1.241E+04	-1.115E-01	 5.865E+01	 3.200E-06	-1.938E+02	 6.176E+02	-4.708E+03	 1.174E+01	 3.081E+00	 1.715E-03	-1.270E+05	 3.312E+04	-8.718E+03	 3.644E+04	-5.331E+04	 4.351E+00	 1.377E+04	 8.098E+03	-4.446E+04	-1.142E+02	-1.399E+06	-1.083E+01	-1.590E+05	-2.803E+01	 8.063E+04	 2.275E+04	 4.835E+04	 9.579E+03	-2.121E+05	 1.074E+03	 3.082E+01	 8.708E+00	 1.795E+00	 9.365E-01
    2.2200	-6.277E+01	-1.177E+01	-1.241E+04	-1.303E-01	 5.933E+01	 6.744E-06	-2.122E+02	 5.751E+02	-4.643E+03	 1.089E+01	 3.821E+00	 1.628E-03	-1.278E+05	 3.076E+04	-8.810E+03	 3.399E+04	-5.449E+04	 4.480E+00	 1.407E+04	 7.552E+03	-4.509E+04	-1.510E+02	-1.400E+06	-1.266E+01	-1.589E+05	-3.077E+01	 8.291E+04	 2.096E+04	 4.854E+04	 1.073E+04	-2.242E+05	 1.073E+03	 3.060E+01	 8.608E+00	 1.798E+00	 9.374E-01
    2.2500	-5.959E+01	-1.383E+01	-1.241E+04	-1.510E-01	 6.001E+01	 9.929E-06	-2.309E+02	 5.315E+02	-4.582E+03	 1.003E+01	 4.575E+00	 1.531E-03	-1.285E+05	 2.836E+04	-8.901E+03	 3.147E+04	-5.558E+04	 4.608E+00	 1.435E+04	 6.993E+03	-4.570E+04	-1.872E+02	-1.400E+06	-1.466E+01	-1.588E+05	-3.426E+01	 8.516E+04	 1.913E+04	 4.872E+04	 1.189E+04	-2.357E+05	 1.063E+03	 3.040E+01	 8.516E+00	 1.802E+00	 9.384E-01
    2.2800	-5.666E+01	-1.600E+01	-1.241E+04	-1.731E-01	 6.068E+01	 1.299E-05	-2.498E+02	 4.870E+02	-4.526E+03	 9.147E+00	 5.341E+00	 1.424E-03	-1.291E+05	 2.593E+04	-8.991E+03	 2.890E+04	-5.660E+04	 4.732E+00	 1.462E+04	 6.421E+03	-4.630E+04	-2.238E+02	-1.400E+06	-1.681E+01	-1.587E+05	-3.823E+01	 8.737E+04	 1.727E+04	 4.888E+04	 1.306E+04	-2.464E+05	 1.049E+03	 3.024E+01	 8.435E+00	 1.806E+00	 9.395E-01
    2.3100	-5.402E+01	-1.827E+01	-1.241E+04	-1.963E-01	 6.134E+01	 1.602E-05	-2.690E+02	 4.415E+02	-4.474E+03	 8.246E+00	 6.119E+00	 1.309E-03	-1.297E+05	 2.347E+04	-9.080E+03	 2.627E+04	-5.753E+04	 4.852E+00	 1.486E+04	 5.838E+03	-4.690E+04	-2.612E+02	-1.400E+06	-1.906E+01	-1.586E+05	-4.253E+01	 8.954E+04	 1.538E+04	 4.903E+04	 1.423E+04	-2.562E+05	 1.033E+03	 3.010E+01	 8.361E+00	 1.811E+00	 9.408E-01
    2.3400	-5.167E+01	-2.063E+01	-1.241E+04	-2.210E-01	 6.199E+01	 1.883E-05	-2.884E+02	 3.953E+02	-4.427E+03	 7.329E+00	 6.907E+00	 1.186E-03	-1.303E+05	 2.098E+04	-9.168E+03	 2.360E+04	-5.837E+04	 4.967E+00	 1.508E+04	 5.244E+03	-4.747E+04	-2.984E+02	-1.400E+06	-2.146E+01	-1.585E+05	-4.741E+01	 9.168E+04	 1.345E+04	 4.915E+04	 1.542E+04	-2.649E+05	 1.013E+03	 3.000E+01	 8.293E+00	 1.816E+00	 9.422E-01
    2.3700	-4.963E+01	-2.312E+01	-1.241E+04	-2.474E-01	 6.262E+01	 2.123E-05	-3.081E+02	 3.483E+02	-4.385E+03	 6.397E+00	 7.705E+00	 1.056E-03	-1.307E+05	 1.847E+04	-9.256E+03	 2.088E+04	-5.912E+04	 5.073E+00	 1.527E+04	 4.640E+03	-4.804E+04	-3.348E+02	-1.400E+06	-2.403E+01	-1.584E+05	-5.301E+01	 9.379E+04	 1.150E+04	 4.925E+04	 1.664E+04	-2.726E+05	 9.826E+02	 2.992E+01	 8.232E+00	 1.821E+00	 9.437E-01
    2.4000	-4.793E+01	-2.569E+01	-1.241E+04	-2.753E-01	 6.325E+01	 2.340E-05	-3.279E+02	 3.006E+02	-4.348E+03	 5.453E+00	 8.511E+00	 9.203E-04	-1.312E+05	 1.594E+04	-9.343E+03	 1.813E+04	-5.978E+04	 5.170E+00	 1.544E+04	 4.028E+03	-4.859E+04	-3.711E+02	-1.401E+06	-2.673E+01	-1.583E+05	-5.914E+01	 9.588E+04	 9.516E+03	 4.930E+04	 1.787E+04	-2.793E+05	 9.452E+02	 2.987E+01	 8.180E+00	 1.828E+00	 9.453E-01
    2.4300	-4.657E+01	-2.835E+01	-1.241E+04	-3.040E-01	 6.388E+01	 2.555E-05	-3.478E+02	 2.524E+02	-4.316E+03	 4.497E+00	 9.325E+00	 7.792E-04	-1.316E+05	 1.340E+04	-9.429E+03	 1.534E+04	-6.035E+04	 5.258E+00	 1.559E+04	 3.408E+03	-4.913E+04	-4.079E+02	-1.401E+06	-2.952E+01	-1.582E+05	-6.556E+01	 9.794E+04	 7.512E+03	 4.932E+04	 1.913E+04	-2.848E+05	 9.053E+02	 2.985E+01	 8.137E+00	 1.834E+00	 9.470E-01
    2.4600	-4.556E+01	-3.107E+01	-1.241E+04	-3.338E-01	 6.449E+01	 2.757E-05	-3.678E+02	 2.037E+02	-4.289E+03	 3.532E+00	 1.014E+01	 6.339E-04	-1.319E+05	 1.086E+04	-9.515E+03	 1.252E+04	-6.082E+04	 5.335E+00	 1.571E+04	 2.783E+03	-4.965E+04	-4.447E+02	-1.401E+06	-3.242E+01	-1.581E+05	-7.236E+01	 9.999E+04	 5.486E+03	 4.929E+04	 2.043E+04	-2.893E+05	 8.620E+02	 2.985E+01	 8.099E+00	 1.841E+00	 9.489E-01
    2.4900	-4.488E+01	-3.389E+01	-1.241E+04	-3.650E-01	 6.509E+01	 2.926E-05	-3.880E+02	 1.546E+02	-4.268E+03	 2.559E+00	 1.097E+01	 4.853E-04	-1.322E+05	 8.302E+03	-9.600E+03	 9.683E+03	-6.119E+04	 5.403E+00	 1.580E+04	 2.152E+03	-5.016E+04	-4.809E+02	-1.401E+06	-3.544E+01	-1.580E+05	-7.972E+01	 1.020E+05	 3.436E+03	 4.922E+04	 2.178E+04	-2.927E+05	 8.110E+02	 2.988E+01	 8.067E+00	 1.848E+00	 9.508E-01
    2.5200	-4.454E+01	-3.677E+01	-1.241E+04	-3.972E-01	 6.568E+01	 3.072E-05	-4.081E+02	 1.053E+02	-4.252E+03	 1.580E+00	 1.179E+01	 3.343E-04	-1.324E+05	 5.752E+03	-9.684E+03	 6.827E+03	-6.147E+04	 5.462E+00	 1.588E+04	 1.518E+03	-5.066E+04	-5.166E+02	-1.401E+06	-3.857E+01	-1.579E+05	-8.754E+01	 1.041E+05	 1.370E+03	 4.911E+04	 2.318E+04	-2.951E+05	 7.527E+02	 2.994E+01	 8.043E+00	 1.856E+00	 9.528E-01
    2.5500	-4.451E+01	-3.970E+01	-1.241E+04	-4.300E-01	 6.627E+01	 3.217E-05	-4.283E+02	 5.569E+01	-4.241E+03	 5.970E-01	 1.262E+01	 1.815E-04	-1.325E+05	 3.216E+03	-9.768E+03	 3.959E+03	-6.164E+04	 5.516E+00	 1.592E+04	 8.803E+02	-5.115E+04	-5.527E+02	-1.402E+06	-4.176E+01	-1.578E+05	-9.555E+01	 1.061E+05	-7.058E+02	 4.895E+04	 2.462E+04	-2.967E+05	 6.920E+02	 3.001E+01	 8.027E+00	 1.864E+00	 9.550E-01
    2.5800	-4.476E+01	-4.267E+01	-1.241E+04	-4.634E-01	 6.685E+01	 3.363E-05	-4.485E+02	 6.007E+00	-4.236E+03	-3.881E-01	 1.345E+01	 2.741E-05	-1.326E+05	 6.964E+02	-9.852E+03	 1.085E+03	-6.172E+04	 5.567E+00	 1.594E+04	 2.416E+02	-5.162E+04	-5.889E+02	-1.402E+06	-4.499E+01	-1.577E+05	-1.037E+02	 1.082E+05	-2.787E+03	 4.874E+04	 2.612E+04	-2.974E+05	 6.311E+02	 3.010E+01	 8.016E+00	 1.872E+00	 9.573E-01
    2.6100	-4.525E+01	-4.568E+01	-1.241E+04	-4.974E-01	 6.742E+01	 3.492E-05	-4.686E+02	-4.372E+01	-4.236E+03	-1.374E+00	 1.428E+01	-1.321E-04	-1.327E+05	-1.809E+03	-9.934E+03	-1.791E+03	-6.170E+04	 5.618E+00	 1.594E+04	-3.973E+02	-5.209E+04	-6.248E+02	-1.402E+06	-4.830E+01	-1.576E+05	-1.122E+02	 1.103E+05	-4.876E+03	 4.850E+04	 2.768E+04	-2.975E+05	 5.667E+02	 3.021E+01	 8.010E+00	 1.880E+00	 9.596E-01
    2.6400	-4.592E+01	-4.874E+01	-1.241E+04	-5.321E-01	 6.798E+01	 3.602E-05	-4.887E+02	-9.333E+01	-4.241E+03	-2.358E+00	 1.510E+01	-2.874E-04	-1.327E+05	-4.293E+03	-1.002E+04	-4.662E+03	-6.158E+04	 5.672E+00	 1.590E+04	-1.035E+03	-5.255E+04	-6.601E+02	-1.402E+06	-5.167E+01	-1.575E+05	-1.210E+02	 1.124E+05	-6.970E+03	 4.821E+04	 2.932E+04	-2.971E+05	 4.978E+02	 3.033E+01	 8.010E+00	 1.889E+00	 9.621E-01
    2.6700	-4.670E+01	-5.181E+01	-1.241E+04	-5.671E-01	 6.854E+01	 3.708E-05	-5.086E+02	-1.428E+02	-4.252E+03	-3.339E+00	 1.592E+01	-4.430E-04	-1.326E+05	-6.747E+03	-1.010E+04	-7.525E+03	-6.136E+04	 5.731E+00	 1.585E+04	-1.671E+03	-5.300E+04	-6.953E+02	-1.402E+06	-5.506E+01	-1.574E+05	-1.299E+02	 1.145E+05	-9.061E+03	 4.789E+04	 3.103E+04	-2.965E+05	 4.278E+02	 3.046E+01	 8.016E+00	 1.897E+00	 9.647E-01
