
These predictions were generated by UnsteadyAero on 14-Feb-2023 at 17:43:22.


 

               Time               Alpha                Vrel                  Cn                  Cc                  Cl                  Cd                  Cm          Cn_aq_circ            Cn_aq_nc              Cn_pot                  Dp            Cn_prime              fprime                  Df                Cn_v               Tau_V                LESF                TESF                VRTX                 C_v             Cm_a_nc             Cm_q_nc                Cm_v           alpha_p_f             Dalphaf                 PMC                 T_f                 T_V                  dS             T_alpha                 T_q             k_alpha                 k_q             alpha_e                  X1                  X2             cn_q_nc             alpha_f         fprimeprime              sigma1              sigma3                T_sh                   k              weight          ALPHA_filt
           0.583333        6.73642E+000        3.99815E+001        1.28278E+000        1.45262E-001        1.29097E+000        6.21385E-003       -1.11086E-001        1.36647E+000       -3.68163E-002        1.32965E+000       -4.82926E-002        1.37794E+000        9.89209E-001        2.11620E-002        1.33607E-002        4.18799E+000        0.00000E+000        0.00000E+000        1.00000E+000        2.91870E-002        1.02103E-002        6.94223E-004       -1.69413E-003        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80776E-001        8.57043E-003        8.40638E-003        1.11102E+000        1.08976E+000        2.18705E-001       -3.87715E-003       -8.63277E-003        4.02503E-003        1.47238E-001        9.68047E-001        5.00000E-001        1.00000E+000        3.48738E-001        8.31374E-003        1.00000E+000        7.61412E+000
           0.600000        6.54537E+000        3.99832E+001        1.26370E+000        1.39870E-001        1.27141E+000        5.09067E-003       -1.10572E-001        1.35399E+000       -4.00711E-002        1.31392E+000       -5.26612E-002        1.36658E+000        9.95815E-001        2.62606E-002        1.09556E-002        4.56877E+000        0.00000E+000        0.00000E+000        1.00000E+000        2.75525E-002        1.08848E-002        5.89855E-004       -1.61522E-003        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80792E-001        8.57047E-003        8.40640E-003        1.11103E+000        1.08976E+000        2.16709E-001       -4.62357E-003       -9.12404E-003        3.46825E-003        1.45420E-001        9.69555E-001        5.00000E-001        1.00000E+000        3.36345E-001        7.76614E-003        1.00000E+000        7.42884E+000
           0.616667        6.36476E+000        3.99849E+001        1.24476E+000        1.34742E-001        1.25203E+000        4.07979E-003       -1.10146E-001        1.34074E+000       -4.29033E-002        1.29783E+000       -5.64781E-002        1.35431E+000        1.00000E+000        2.86995E-002        8.50134E-003        4.94956E+000        0.00000E+000        0.00000E+000        1.00000E+000        2.57145E-002        1.14435E-002        4.78544E-004       -1.43408E-003        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80809E-001        8.57050E-003        8.40642E-003        1.11103E+000        1.08976E+000        2.14587E-001       -5.32765E-003       -9.51768E-003        2.87067E-003        1.43456E-001        9.71301E-001        5.00000E-001        1.00000E+000        3.20475E-001        7.13349E-003        1.00000E+000        7.24435E+000
           0.633333        6.19657E+000        3.99868E+001        1.22617E+000        1.29933E-001        1.23303E+000        3.17887E-003       -1.09838E-001        1.32683E+000       -4.52794E-002        1.28155E+000       -5.96993E-002        1.34125E+000        1.00000E+000        2.69345E-002        6.20054E-003        5.33037E+000        0.00000E+000        0.00000E+000        1.00000E+000        2.38792E-002        1.18797E-002        3.61576E-004       -1.18005E-003        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80826E-001        8.57054E-003        8.40644E-003        1.11104E+000        1.08976E+000        2.12361E-001       -5.98129E-003       -9.80903E-003        2.23922E-003        1.41365E-001        9.73065E-001        5.00000E-001        1.00000E+000        3.02100E-001        6.42274E-003        1.00000E+000        7.06269E+000
           0.650000        6.04264E+000        3.99886E+001        1.20811E+000        1.25487E-001        1.21461E+000        2.38593E-003       -1.09680E-001        1.31243E+000       -4.71715E-002        1.26525E+000       -6.22872E-002        1.32754E+000        1.00000E+000        2.52780E-002        4.15773E-003        5.71120E+000        0.00000E+000        0.00000E+000        1.00000E+000        2.21642E-002        1.21882E-002        2.40290E-004       -8.81673E-004        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80844E-001        8.57057E-003        8.40646E-003        1.11104E+000        1.08977E+000        2.10056E-001       -6.57694E-003       -9.99461E-003        1.58114E-003        1.39171E-001        9.74722E-001        5.00000E-001        1.00000E+000        2.83521E-001        5.64167E-003        1.00000E+000        6.88582E+000
           0.666667        5.90466E+000        3.99905E+001        1.19076E+000        1.21433E-001        1.19693E+000        1.70876E-003       -1.09688E-001        1.29767E+000       -4.85570E-002        1.24912E+000       -6.42117E-002        1.31333E+000        1.00000E+000        2.37233E-002        2.35228E-003        6.09204E+000        0.00000E+000        0.00000E+000        1.00000E+000        2.05645E-002        1.23652E-002        1.16062E-004       -5.49625E-004        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80862E-001        8.57061E-003        8.40648E-003        1.11104E+000        1.08977E+000        2.07695E-001       -7.10771E-003       -1.00721E-002        9.03941E-004        1.36896E-001        9.76277E-001        5.00000E-001        1.00000E+000        2.66084E-001        4.79887E-003        1.00000E+000        6.71569E+000
           0.683333        5.78415E+000        3.99924E+001        1.17428E+000        1.17797E-001        1.18018E+000        1.14838E-003       -1.09875E-001        1.28274E+000       -4.94193E-002        1.23332E+000       -6.54500E-002        1.29877E+000        1.00000E+000        2.22641E-002        7.64715E-004        6.47290E+000        0.00000E+000        0.00000E+000        1.00000E+000        1.90751E-002        1.24086E-002       -9.70430E-006       -1.94895E-004        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80880E-001        8.57065E-003        8.40650E-003        1.11105E+000        1.08977E+000        2.05303E-001       -7.56744E-003       -1.00405E-002        2.15276E-004        1.34565E-001        9.77736E-001        5.00000E-001        1.00000E+000        2.49719E-001        3.90357E-003        1.00000E+000        6.55416E+000
           0.700000        5.68242E+000        3.99943E+001        1.15948E+000        1.14613E-001        1.16513E+000        7.55215E-004       -1.10418E-001        1.26777E+000       -4.97475E-002        1.21802E+000       -6.59871E-002        1.28401E+000        1.00000E+000        2.08947E-002        0.00000E+000        6.85378E+000        0.00000E+000        0.00000E+000        1.00000E+000        1.76908E-002        1.23176E-002       -1.35594E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80898E-001        8.57068E-003        8.40652E-003        1.11105E+000        1.08977E+000        2.02908E-001       -7.95074E-003       -9.89987E-003       -4.77091E-004        1.32203E-001        9.79105E-001        5.00000E-001        1.00000E+000        2.34359E-001        2.96558E-003        1.00000E+000        6.40299E+000
           0.716667        5.60058E+000        3.99962E+001        1.14646E+000        1.11903E-001        1.15191E+000        5.17341E-004       -1.11333E-001        1.25293E+000       -4.95369E-002        1.20340E+000       -6.58156E-002        1.26921E+000        1.00000E+000        1.96094E-002        0.00000E+000        7.23468E+000        0.00000E+000        0.00000E+000        1.00000E+000        1.64065E-002        1.20929E-002       -2.60196E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80916E-001        8.57072E-003        8.40654E-003        1.11106E+000        1.08978E+000        2.00533E-001       -8.25310E-003       -9.65163E-003       -1.16539E-003        1.29835E-001        9.80391E-001        5.00000E-001        1.00000E+000        2.19944E-001        1.99520E-003        1.00000E+000        6.26383E+000
           0.733333        5.53956E+000        3.99981E+001        1.13462E+000        1.09678E-001        1.13991E+000        3.62144E-004       -1.12395E-001        1.23839E+000       -4.87889E-002        1.18960E+000       -6.49364E-002        1.25454E+000        1.00000E+000        1.84031E-002        0.00000E+000        7.61559E+000        0.00000E+000        0.00000E+000        1.00000E+000        1.52170E-002        1.17367E-002       -3.82118E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80934E-001        8.57076E-003        8.40656E-003        1.11106E+000        1.08978E+000        1.98205E-001       -8.47087E-003       -9.29835E-003       -1.84192E-003        1.27486E-001        9.81597E-001        5.00000E-001        1.00000E+000        2.06415E-001        1.00305E-003        1.00000E+000        6.13823E+000
           0.750000        5.50000E+000        4.00000E+001        1.12410E+000        1.07949E-001        1.12927E+000        2.88224E-004       -1.13586E-001        1.22429E+000       -4.75107E-002        1.17678E+000       -6.33579E-002        1.24014E+000        1.00000E+000        1.72710E-002        0.00000E+000        7.99653E+000        0.00000E+000        0.00000E+000        1.00000E+000        1.41170E-002        1.12529E-002       -5.00000E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80952E-001        8.57080E-003        8.40659E-003        1.11107E+000        1.08978E+000        1.95949E-001       -8.60138E-003       -8.84377E-003       -2.49912E-003        1.25182E-001        9.82729E-001        5.00000E-001        1.00000E+000        1.93717E-001        1.76266E-018        1.00000E+000        6.02754E+000
           0.766667        5.48235E+000        4.00019E+001        1.11505E+000        1.06730E-001        1.12014E+000        2.89341E-004       -1.14901E-001        1.21080E+000       -4.57157E-002        1.16508E+000       -6.10965E-002        1.22618E+000        1.00000E+000        1.62084E-002        0.00000E+000        8.37748E+000        0.00000E+000        0.00000E+000        1.00000E+000        1.31013E-002        1.06465E-002       -6.12528E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80971E-001        8.57083E-003        8.40661E-003        1.11107E+000        1.08978E+000        1.93789E-001       -8.64290E-003       -8.29277E-003       -3.12968E-003        1.22947E-001        9.83792E-001        5.00000E-001        1.00000E+000        1.81800E-001        1.00295E-003        1.00000E+000        5.93298E+000
           0.783333        5.48681E+000        4.00039E+001        1.10757E+000        1.06006E-001        1.11263E+000        3.81092E-004       -1.16328E-001        1.19805E+000       -4.34227E-002        1.15463E+000       -5.81760E-002        1.21281E+000        1.00000E+000        1.52112E-002        0.00000E+000        8.75845E+000        0.00000E+000        0.00000E+000        1.00000E+000        1.21648E-002        9.92404E-003       -7.18450E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.80989E-001        8.57087E-003        8.40663E-003        1.11108E+000        1.08979E+000        1.91749E-001       -8.59470E-003       -7.65129E-003       -3.72656E-003        1.20807E-001        9.84789E-001        5.00000E-001        1.00000E+000        1.70615E-001        1.99481E-003        1.00000E+000        5.85559E+000
           0.800000        5.51333E+000        4.00058E+001        1.10176E+000        1.05763E-001        1.10682E+000        5.80019E-004       -1.17852E-001        1.18619E+000       -4.06565E-002        1.14553E+000       -5.46277E-002        1.20016E+000        1.00000E+000        1.42753E-002        0.00000E+000        9.13944E+000        0.00000E+000        0.00000E+000        1.00000E+000        1.13024E-002        9.09333E-003       -8.16591E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81008E-001        8.57091E-003        8.40665E-003        1.11108E+000        1.08979E+000        1.89850E-001       -8.45704E-003       -6.92628E-003       -4.28315E-003        1.18783E-001        9.85725E-001        5.00000E-001        1.00000E+000        1.60118E-001        2.96472E-003        1.00000E+000        5.79622E+000
           0.816667        5.56163E+000        4.00078E+001        1.09769E+000        1.06000E-001        1.10280E+000        8.82801E-004       -1.19463E-001        1.17534E+000       -3.74467E-002        1.13789E+000       -5.04897E-002        1.18838E+000        1.00000E+000        1.33970E-002        0.00000E+000        9.52045E+000        0.00000E+000        0.00000E+000        1.00000E+000        1.05091E-002        8.16337E-003       -9.05859E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81027E-001        8.57095E-003        8.40667E-003        1.11109E+000        1.08979E+000        1.88114E-001       -8.23119E-003       -6.12562E-003       -4.79324E-003        1.16897E-001        9.86603E-001        5.00000E-001        1.00000E+000        1.50267E-001        3.90206E-003        1.00000E+000        5.75553E+000
           0.833333        5.63117E+000        4.00098E+001        1.09543E+000        1.06719E-001        1.10062E+000        1.28468E-003       -1.21148E-001        1.16562E+000       -3.38283E-002        1.13179E+000       -4.58067E-002        1.17760E+000        1.00000E+000        1.25726E-002        0.00000E+000        9.90148E+000        0.00000E+000        0.00000E+000        1.00000E+000        9.78022E-003        7.14427E-003       -9.85264E-004       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81045E-001        8.57099E-003        8.40669E-003        1.11109E+000        1.08980E+000        1.86558E-001       -7.91938E-003       -5.25802E-003       -5.25119E-003        1.15171E-001        9.87427E-001        5.00000E-001        1.00000E+000        1.41021E-001        4.79655E-003        1.00000E+000        5.73396E+000
           0.850000        5.72119E+000        4.00117E+001        1.09501E+000        1.07914E-001        1.10032E+000        1.78297E-003       -1.22898E-001        1.15713E+000       -2.98404E-002        1.12729E+000       -4.06294E-002        1.16792E+000        1.00000E+000        1.17989E-002        0.00000E+000        1.02825E+001        0.00000E+000        0.00000E+000        1.00000E+000        9.11097E-003        6.04713E-003       -1.05392E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81064E-001        8.57103E-003        8.40671E-003        1.11110E+000        1.08980E+000        1.85199E-001       -7.52479E-003       -4.33295E-003       -5.65191E-003        1.13622E-001        9.88201E-001        5.00000E-001        1.00000E+000        1.32343E-001        5.63841E-003        1.00000E+000        5.73174E+000
           0.866667        5.83072E+000        4.00137E+001        1.09645E+000        1.09579E-001        1.10191E+000        2.37631E-003       -1.24693E-001        1.14997E+000       -2.55266E-002        1.12445E+000       -3.50141E-002        1.15946E+000        1.00000E+000        1.10729E-002        0.00000E+000        1.06636E+001        0.00000E+000        0.00000E+000        1.00000E+000        8.49687E-003        4.88391E-003       -1.11108E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81082E-001        8.57106E-003        8.40673E-003        1.11110E+000        1.08980E+000        1.84053E-001       -7.05154E-003       -3.36052E-003       -5.99095E-003        1.12268E-001        9.88927E-001        5.00000E-001        1.00000E+000        1.24199E-001        6.41842E-003        1.00000E+000        5.74891E+000
           0.883333        5.95856E+000        4.00156E+001        1.09974E+000        1.11703E-001        1.10540E+000        3.06394E-003       -1.26515E-001        1.14422E+000       -2.09338E-002        1.12328E+000       -2.90218E-002        1.15231E+000        1.00000E+000        1.03914E-002        0.00000E+000        1.10447E+001        0.00000E+000        0.00000E+000        1.00000E+000        7.93360E-003        3.66732E-003       -1.15609E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81101E-001        8.57110E-003        8.40676E-003        1.11111E+000        1.08980E+000        1.83132E-001       -6.50460E-003       -2.35134E-003       -6.26454E-003        1.11123E-001        9.89609E-001        5.00000E-001        1.00000E+000        1.16556E-001        7.12804E-003        1.00000E+000        5.78529E+000
           0.900000        6.10330E+000        4.00174E+001        1.10486E+000        1.14273E-001        1.11075E+000        3.84500E-003       -1.28351E-001        1.13993E+000       -1.61122E-002        1.12382E+000       -2.27178E-002        1.14653E+000        1.00000E+000        9.75188E-003        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        7.41702E-003        2.41065E-003       -1.18846E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81118E-001        8.57114E-003        8.40678E-003        1.11111E+000        1.08981E+000        1.82445E-001       -5.88979E-003       -1.31646E-003       -6.46965E-003        1.10199E-001        9.90248E-001        5.00000E-001        1.00000E+000        1.09383E-001        7.75951E-003        1.00000E+000        5.84046E+000
           0.916667        6.26336E+000        4.00192E+001        1.11176E+000        1.17273E-001        1.11791E+000        4.71788E-003       -1.30186E-001        1.13715E+000       -1.11146E-002        1.12604E+000       -1.61708E-002        1.14221E+000        1.00000E+000        9.15168E-003        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.94321E-003        1.12765E-003       -1.20783E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81135E-001        8.57117E-003        8.40679E-003        1.11112E+000        1.08981E+000        1.82001E-001       -5.21365E-003       -2.67202E-004       -6.60398E-003        1.09506E-001        9.90848E-001        5.00000E-001        1.00000E+000        1.02651E-001        8.30592E-003        1.00000E+000        5.91384E+000
           0.933333        6.43699E+000        4.00208E+001        1.12036E+000        1.20685E-001        1.12683E+000        5.67959E-003       -1.32003E-001        1.13591E+000       -5.99550E-003        1.12992E+000       -9.45225E-003        1.13937E+000        1.00000E+000        8.58840E-003        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.50846E-003       -1.67639E-004       -1.21397E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81150E-001        8.57120E-003        8.40681E-003        1.11112E+000        1.08981E+000        1.81803E-001       -4.48344E-003        7.84936E-004       -6.66605E-003        1.09052E-001        9.91412E-001        5.00000E-001        1.00000E+000        9.63335E-002        8.76132E-003        1.00000E+000        6.00461E+000
           0.950000        6.62227E+000        4.00223E+001        1.13059E+000        1.24489E-001        1.13740E+000        6.72529E-003       -1.33787E-001        1.13623E+000       -8.11035E-004        1.13542E+000       -2.63554E-003        1.13806E+000        1.00000E+000        8.05977E-003        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.10929E-003       -1.46103E-003       -1.20683E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81165E-001        8.57123E-003        8.40683E-003        1.11113E+000        1.08981E+000        1.81853E-001       -3.70699E-003        1.82843E-003       -6.65514E-003        1.08841E-001        9.91940E-001        5.00000E-001        1.00000E+000        9.04042E-002        9.12073E-003        1.00000E+000        6.11179E+000
           0.966667        6.81719E+000        4.00236E+001        1.14234E+000        1.28660E-001        1.14953E+000        7.84788E-003       -1.35520E-001        1.13810E+000        4.38201E-003        1.14248E+000        4.20485E-003        1.13827E+000        1.00000E+000        7.56366E-003        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        5.74242E-003       -2.73834E-003       -1.18646E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        6.00000E+000        6.00000E+000        3.81177E-001        8.57126E-003        8.40684E-003        1.11113E+000        1.08982E+000        1.82152E-001       -2.89267E-003        2.85183E-003       -6.57135E-003        1.08876E-001        9.92436E-001        5.00000E-001        1.00000E+000        8.48397E-002        9.38023E-003        1.00000E+000        6.23420E+000
           0.983333        7.01961E+000        4.00247E+001        1.15582E+000        1.33171E-001        1.16343E+000        9.07837E-003       -1.37190E-001        1.14149E+000        9.52673E-003        1.15102E+000        1.09941E-002        1.14003E+000        1.00000E+000        6.66116E-003        0.00000E+000        0.00000E+000        0.00000E+000        1.00000E+000        0.00000E+000        5.07193E-003       -3.98558E-003       -1.15310E-003       -0.00000E+000        0.00000E+000        0.00000E+000        0.00000E+000        3.00000E+000        6.00000E+000        3.81187E-001        8.57128E-003        8.40685E-003        1.11113E+000        1.08982E+000        1.82695E-001       -2.04928E-003        3.84393E-003       -6.41559E-003        1.09157E-001        9.93339E-001        1.00000E+000        1.00000E+000        7.96175E-002        9.53700E-003        1.00000E+000        6.37049E+000
