
Predictions were generated on 19-Sep-2022 at 15:48:34 using OpenFAST, compiled as a 64-bit application using double precision at commit v3.2.1-281-g936f18e7
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #08: AOC 15/50 with many DOFs with fixed yaw error and steady wind. Many parameters are pure fiction.

Time	Wind1VelX	Wind1VelY	Wind1VelZ	LSSGagPxa	TipDxb1	TipDxb2	TipDyb1	TipDyb2	RollDefl1	RollDefl2	PtchDefl1	PtchDefl2	Spn1ALxb1	Spn1ALyb1	HSShftV	TTDspRoll	TTDspPtch	YawBrRVxp	YawBrRVyp	YawBrRAxp	YawBrRAyp	RootFxb1	RootFyb1	Spn2MLxb1	Spn2MLyb1	LSShftFya	LSShftFza	YawBrFxn	YawBrFyn	RtSpeed	RtSkew	B1N1Theta	B1N2Theta	B1N3Theta	B1N4Theta	B1N1AxInd	B1N2AxInd	B1N3AxInd	B1N4AxInd	B1N1Alpha	B1N2Alpha	B1N3Alpha	B1N4Alpha	B1N1Vrel	B1N2Vrel	B1N3Vrel	B1N4Vrel	B1N1Cl	B1N2Cl	B1N3Cl	B1N4Cl	B1N1Cd	B1N2Cd	B1N3Cd	B1N4Cd	B1N1Cm	B1N2Cm	B1N3Cm	B1N4Cm
   11.2500	 9.526E+00	-5.500E+00	 0.000E+00	 9.450E+00	-1.239E-02	-8.298E-03	-2.710E-03	-6.654E-03	 3.590E-02	 9.024E-02	-3.253E-01	-2.883E-01	 6.149E+00	 7.471E-01	 1.812E+03	 3.628E-02	 9.872E-02	 7.006E-03	-1.235E-02	-4.289E-01	-9.893E-01	-4.238E-01	-5.621E-01	 4.468E-01	-3.708E-01	-1.066E+00	-6.456E+00	 6.159E+00	-8.025E-02	 6.414E+01	 1.498E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 4.937E-02	 1.127E-01	 1.670E-01	 2.013E-01	 3.871E+01	 1.992E+01	 1.275E+01	 9.769E+00	 1.438E+01	 2.239E+01	 3.152E+01	 4.108E+01	 9.569E-01	 9.893E-01	 1.084E+00	 9.867E-01	 6.816E-01	 1.954E-01	 8.846E-02	 5.471E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.3000	 9.526E+00	-5.500E+00	 0.000E+00	 2.869E+01	-1.152E-02	-8.479E-03	-4.723E-03	-4.982E-03	 6.408E-02	 6.677E-02	-3.128E-01	-2.906E-01	 6.201E+00	 7.476E-01	 1.812E+03	 3.622E-02	 9.742E-02	-7.286E-03	-3.131E-02	-2.347E-01	-3.950E-01	-4.125E-01	-1.024E+00	 7.060E-01	-3.349E-01	-3.169E+00	-5.681E+00	 6.028E+00	-1.057E-01	 6.414E+01	 1.498E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 5.403E-02	 1.239E-01	 1.861E-01	 2.228E-01	 3.737E+01	 1.904E+01	 1.202E+01	 9.182E+00	 1.452E+01	 2.260E+01	 3.176E+01	 4.134E+01	 9.006E-01	 9.612E-01	 1.054E+00	 9.764E-01	 6.157E-01	 1.821E-01	 7.356E-02	 4.601E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.3500	 9.526E+00	-5.500E+00	 0.000E+00	 4.793E+01	-1.002E-02	-9.337E-03	-6.239E-03	-3.270E-03	 8.535E-02	 4.270E-02	-2.855E-01	-3.077E-01	 6.295E+00	 7.300E-01	 1.812E+03	 3.552E-02	 9.509E-02	-1.903E-02	-5.556E-02	-1.280E-01	 3.237E-02	-4.034E-01	-1.388E+00	 8.806E-01	-2.786E-01	-4.886E+00	-4.315E+00	 5.822E+00	-1.038E-01	 6.414E+01	 1.498E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 6.164E-02	 1.406E-01	 2.127E-01	 2.482E-01	 3.521E+01	 1.773E+01	 1.102E+01	 8.474E+00	 1.486E+01	 2.307E+01	 3.226E+01	 4.187E+01	 8.428E-01	 9.298E-01	 1.045E+00	 9.691E-01	 5.061E-01	 1.630E-01	 5.661E-02	 3.574E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.4000	 9.526E+00	-5.500E+00	 0.000E+00	 6.718E+01	-9.967E-03	-8.514E-03	-7.362E-03	-1.382E-03	 1.010E-01	 1.610E-02	-2.908E-01	-2.939E-01	 6.414E+00	 7.266E-01	 1.812E+03	 3.440E-02	 9.212E-02	-2.405E-02	-6.223E-02	 7.362E-02	 3.203E-01	-4.188E-01	-1.657E+00	 1.017E+00	-2.854E-01	-6.082E+00	-2.476E+00	 5.624E+00	-9.010E-02	 6.414E+01	 1.499E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 7.206E-02	 1.754E-01	 2.470E-01	 2.766E-01	 3.258E+01	 1.583E+01	 9.827E+00	 7.695E+00	 1.538E+01	 2.371E+01	 3.297E+01	 4.262E+01	 8.017E-01	 9.069E-01	 1.043E+00	 9.639E-01	 4.062E-01	 1.324E-01	 3.653E-02	 2.455E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.4500	 9.526E+00	-5.500E+00	 0.000E+00	 8.642E+01	-1.069E-02	-5.511E-03	-7.829E-03	 1.650E-04	 1.072E-01	-5.632E-03	-3.164E-01	-2.352E-01	 6.436E+00	 7.484E-01	 1.812E+03	 3.319E-02	 8.935E-02	-2.790E-02	-6.044E-02	-1.700E-01	-4.201E-01	-4.268E-01	-1.776E+00	 1.073E+00	-3.220E-01	-6.595E+00	-3.926E-01	 5.520E+00	-5.786E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 8.467E-02	 3.593E-01	 2.880E-01	 3.073E-01	 2.987E+01	 1.038E+01	 8.561E+00	 6.883E+00	 1.602E+01	 2.429E+01	 3.378E+01	 4.346E+01	 7.841E-01	 8.581E-01	 1.049E+00	 9.601E-01	 3.544E-01	 4.695E-02	 1.565E-02	 1.308E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.5000	 9.526E+00	-5.500E+00	 0.000E+00	 1.057E+02	-1.032E-02	-2.545E-03	-7.529E-03	 1.424E-03	 1.027E-01	-2.332E-02	-3.207E-01	-1.773E-01	 6.428E+00	 7.119E-01	 1.812E+03	 3.194E-02	 8.696E-02	-2.095E-02	-2.741E-02	 3.886E-03	 4.283E-01	-3.866E-01	-1.717E+00	 1.019E+00	-3.190E-01	-6.306E+00	 1.758E+00	 5.423E+00	-2.340E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 9.814E-02	 3.811E-01	 3.058E-01	 3.327E-01	 2.740E+01	 9.193E+00	 7.777E+00	 6.191E+00	 1.672E+01	 2.509E+01	 3.463E+01	 4.431E+01	 7.774E-01	 9.812E-01	 1.070E+00	 9.526E-01	 3.126E-01	 1.766E-02	 4.284E-03	 5.092E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.5500	 9.526E+00	-5.500E+00	 0.000E+00	 1.249E+02	-9.108E-03	-1.517E-03	-6.898E-03	 2.410E-03	 9.373E-02	-3.713E-02	-3.019E-01	-1.554E-01	 6.434E+00	 7.255E-01	 1.812E+03	 3.089E-02	 8.595E-02	-1.873E-02	-8.428E-03	 1.952E-01	 6.112E-01	-3.285E-01	-1.538E+00	 9.282E-01	-2.869E-01	-5.377E+00	 3.704E+00	 5.377E+00	 2.937E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.119E-01	 3.929E-01	 3.160E-01	 3.439E-01	 2.538E+01	 8.412E+00	 7.239E+00	 5.778E+00	 1.739E+01	 2.585E+01	 3.540E+01	 4.508E+01	 7.830E-01	 1.216E+00	 1.051E+00	 9.392E-01	 2.818E-01	-1.510E-02	 4.450E-03	 2.589E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.6000	 9.526E+00	-5.500E+00	 0.000E+00	 1.441E+02	-8.579E-03	-2.247E-03	-5.402E-03	 2.866E-03	 7.275E-02	-4.349E-02	-2.898E-01	-1.676E-01	 6.447E+00	 7.374E-01	 1.812E+03	 3.022E-02	 8.635E-02	-6.231E-03	 2.804E-02	 3.400E-01	 8.149E-01	-3.118E-01	-1.190E+00	 7.237E-01	-2.745E-01	-3.804E+00	 5.245E+00	 5.356E+00	 6.023E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.225E-01	 3.999E-01	 3.206E-01	 3.393E-01	 2.399E+01	 7.931E+00	 6.936E+00	 5.670E+00	 1.794E+01	 2.645E+01	 3.600E+01	 4.568E+01	 7.980E-01	 1.284E+00	 1.031E+00	 9.196E-01	 2.620E-01	-1.523E-02	 3.570E-03	 5.179E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.6500	 9.526E+00	-5.500E+00	 0.000E+00	 1.634E+02	-9.229E-03	-4.089E-03	-3.685E-03	 2.860E-03	 4.859E-02	-4.368E-02	-3.038E-01	-2.140E-01	 6.454E+00	 7.807E-01	 1.812E+03	 3.030E-02	 8.828E-02	 9.708E-03	 4.590E-02	 3.368E-01	 4.586E-01	-3.212E-01	-7.719E-01	 5.134E-01	-2.985E-01	-1.841E+00	 6.237E+00	 5.410E+00	 7.788E-02	 6.414E+01	 1.502E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.270E-01	 3.954E-01	 3.133E-01	 3.237E-01	 2.334E+01	 7.879E+00	 6.951E+00	 5.786E+00	 1.831E+01	 2.685E+01	 3.640E+01	 4.607E+01	 8.263E-01	 1.276E+00	 1.037E+00	 9.243E-01	 2.566E-01	-3.060E-03	 5.738E-03	 7.441E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.7000	 9.526E+00	-5.500E+00	 0.000E+00	 1.826E+02	-9.054E-03	-5.671E-03	-1.856E-03	 2.271E-03	 2.277E-02	-3.531E-02	-3.044E-01	-2.413E-01	 6.410E+00	 7.842E-01	 1.812E+03	 3.116E-02	 9.108E-02	 2.394E-02	 6.021E-02	 2.878E-01	 2.476E-02	-2.784E-01	-3.111E-01	 2.798E-01	-2.924E-01	 3.305E-01	 6.541E+00	 5.548E+00	 6.919E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.244E-01	 3.796E-01	 2.967E-01	 3.034E-01	 2.345E+01	 8.257E+00	 7.242E+00	 6.047E+00	 1.846E+01	 2.700E+01	 3.654E+01	 4.619E+01	 8.614E-01	 1.300E+00	 1.060E+00	 9.445E-01	 2.649E-01	 1.192E-02	 1.137E-02	 9.047E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.7500	 9.526E+00	-5.500E+00	 0.000E+00	 2.019E+02	-6.610E-03	-6.993E-03	-1.222E-04	 1.333E-03	-1.616E-03	-2.143E-02	-2.574E-01	-2.399E-01	 6.331E+00	 7.332E-01	 1.812E+03	 3.263E-02	 9.412E-02	 3.122E-02	 5.526E-02	-3.557E-02	-5.543E-01	-1.779E-01	 1.445E-01	 4.284E-02	-2.036E-01	 2.472E+00	 6.137E+00	 5.765E+00	 3.180E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.155E-01	 3.554E-01	 2.726E-01	 2.806E-01	 2.428E+01	 9.007E+00	 7.801E+00	 6.456E+00	 1.836E+01	 2.690E+01	 3.642E+01	 4.607E+01	 8.938E-01	 1.355E+00	 1.097E+00	 9.818E-01	 2.844E-01	 2.872E-02	 1.714E-02	 1.095E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.8000	 9.526E+00	-5.500E+00	 0.000E+00	 2.211E+02	-3.300E-03	-9.933E-03	 1.149E-03	-1.851E-04	-1.943E-02	 1.871E-04	-1.912E-01	-2.864E-01	 6.260E+00	 7.033E-01	 1.812E+03	 3.422E-02	 9.640E-02	 3.189E-02	 3.986E-02	-2.063E-01	-4.303E-01	-6.975E-02	 5.212E-01	-1.370E-01	-8.635E-02	 4.313E+00	 4.957E+00	 5.956E+00	-1.367E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.025E-01	 3.302E-01	 2.462E-01	 2.512E-01	 2.576E+01	 9.993E+00	 8.567E+00	 7.094E+00	 1.805E+01	 2.656E+01	 3.606E+01	 4.571E+01	 9.197E-01	 1.423E+00	 1.155E+00	 1.022E+00	 3.141E-01	 4.482E-02	 2.588E-02	 1.830E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.8500	 9.526E+00	-5.500E+00	 0.000E+00	 2.404E+02	-1.338E-03	-1.230E-02	 2.246E-03	-1.854E-03	-3.484E-02	 2.365E-02	-1.524E-01	-3.322E-01	 6.194E+00	 6.777E-01	 1.812E+03	 3.544E-02	 9.773E-02	 1.779E-02	 1.609E-02	-2.159E-01	-4.611E-01	 9.308E-03	 8.120E-01	-2.916E-01	-2.291E-02	 5.697E+00	 3.256E+00	 6.072E+00	-5.124E-02	 6.414E+01	 1.499E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 8.877E-02	 3.071E-01	 2.277E-01	 2.230E-01	 2.776E+01	 1.114E+01	 9.356E+00	 7.850E+00	 1.755E+01	 2.600E+01	 3.547E+01	 4.513E+01	 9.796E-01	 1.500E+00	 1.200E+00	 1.059E+00	 3.536E-01	 5.757E-02	 3.606E-02	 2.682E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.9000	 9.526E+00	-5.500E+00	 0.000E+00	 2.596E+02	-1.204E-03	-1.221E-02	 2.794E-03	-3.760E-03	-4.260E-02	 5.052E-02	-1.521E-01	-3.275E-01	 6.214E+00	 7.061E-01	 1.812E+03	 3.594E-02	 9.762E-02	 2.763E-03	-1.554E-02	-2.073E-01	-2.605E-02	 4.246E-02	 9.548E-01	-3.631E-01	-2.291E-02	 6.404E+00	 1.157E+00	 6.049E+00	-8.586E-02	 6.414E+01	 1.498E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 7.657E-02	 2.068E-01	 1.981E-01	 1.976E-01	 3.011E+01	 1.436E+01	 1.044E+01	 8.641E+00	 1.692E+01	 2.539E+01	 3.473E+01	 4.438E+01	 1.081E+00	 1.638E+00	 1.229E+00	 1.056E+00	 4.170E-01	 1.309E-01	 4.753E-02	 3.544E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   11.9500	 9.526E+00	-5.500E+00	 0.000E+00	 2.788E+02	-2.672E-03	-1.050E-02	 2.845E-03	-5.615E-03	-4.352E-02	 7.672E-02	-1.885E-01	-2.895E-01	 6.280E+00	 7.038E-01	 1.812E+03	 3.582E-02	 9.653E-02	-8.361E-03	-3.575E-02	-2.324E-01	-5.914E-01	 6.283E-02	 9.471E-01	-3.670E-01	-9.899E-02	 6.426E+00	-1.066E+00	 5.953E+00	-9.790E-02	 6.414E+01	 1.498E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 6.594E-02	 1.294E-01	 1.739E-01	 1.813E-01	 3.264E+01	 1.731E+01	 1.148E+01	 9.322E+00	 1.625E+01	 2.463E+01	 3.389E+01	 4.352E+01	 1.171E+00	 1.904E+00	 1.278E+00	 1.071E+00	 5.167E-01	 1.922E-01	 6.187E-02	 5.411E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.0000	 9.526E+00	-5.500E+00	 0.000E+00	 2.981E+02	-4.278E-03	-9.600E-03	 2.372E-03	-6.875E-03	-3.668E-02	 9.436E-02	-2.125E-01	-2.743E-01	 6.312E+00	 7.200E-01	 1.812E+03	 3.516E-02	 9.440E-02	-1.787E-02	-4.923E-02	-1.424E-01	-3.609E-01	 6.081E-03	 8.116E-01	-2.899E-01	-1.570E-01	 5.737E+00	-3.145E+00	 5.777E+00	-9.594E-02	 6.414E+01	 1.498E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 5.754E-02	 1.163E-01	 1.585E-01	 1.729E-01	 3.512E+01	 1.863E+01	 1.234E+01	 9.853E+00	 1.560E+01	 2.384E+01	 3.306E+01	 4.266E+01	 1.226E+00	 1.895E+00	 1.279E+00	 1.038E+00	 6.375E-01	 2.395E-01	 9.392E-02	 5.521E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.0500	 9.526E+00	-5.500E+00	 0.000E+00	 3.173E+02	-6.100E-03	-1.043E-02	 1.523E-03	-7.723E-03	-2.429E-02	 1.057E-01	-2.298E-01	-3.140E-01	 6.371E+00	 7.315E-01	 1.812E+03	 3.425E-02	 9.191E-02	-1.903E-02	-4.774E-02	-2.193E-01	-2.744E-01	-1.137E-01	 5.673E-01	-1.595E-01	-2.096E-01	 4.439E+00	-4.897E+00	 5.644E+00	-8.741E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 5.164E-02	 1.082E-01	 1.506E-01	 1.715E-01	 3.723E+01	 1.966E+01	 1.296E+01	 1.020E+01	 1.505E+01	 2.316E+01	 3.233E+01	 4.191E+01	 1.229E+00	 1.606E+00	 1.149E+00	 1.038E+00	 7.532E-01	 3.007E-01	 8.980E-02	 6.571E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.1000	 9.526E+00	-5.500E+00	 0.000E+00	 3.366E+02	-9.460E-03	-1.057E-02	 2.065E-04	-7.739E-03	-5.469E-03	 1.058E-01	-2.831E-01	-3.217E-01	 6.386E+00	 7.597E-01	 1.812E+03	 3.309E-02	 8.923E-02	-2.256E-02	-4.622E-02	 1.481E-01	 7.504E-01	-2.872E-01	 2.011E-01	 4.492E-02	-2.967E-01	 2.609E+00	-6.024E+00	 5.510E+00	-4.872E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 4.826E-02	 1.053E-01	 1.499E-01	 1.762E-01	 3.865E+01	 2.025E+01	 1.325E+01	 1.031E+01	 1.464E+01	 2.267E+01	 3.180E+01	 4.137E+01	 1.103E+00	 1.149E+00	 1.142E+00	 1.011E+00	 7.527E-01	 2.168E-01	 9.189E-02	 6.277E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.1500	 9.526E+00	-5.500E+00	 0.000E+00	 3.558E+02	-1.298E-02	-9.576E-03	-1.386E-03	-7.276E-03	 1.707E-02	 9.916E-02	-3.455E-01	-3.063E-01	 6.414E+00	 7.506E-01	 1.812E+03	 3.196E-02	 8.747E-02	-2.312E-02	-2.589E-02	 1.030E-01	 5.963E-01	-4.198E-01	-2.340E-01	 2.802E-01	-4.037E-01	 4.962E-01	-6.525E+00	 5.459E+00	-1.308E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 4.780E-02	 1.077E-01	 1.572E-01	 1.884E-01	 3.909E+01	 2.027E+01	 1.310E+01	 1.010E+01	 1.442E+01	 2.240E+01	 3.153E+01	 4.108E+01	 1.007E+00	 1.027E+00	 1.118E+00	 9.939E-01	 7.199E-01	 2.020E-01	 9.571E-02	 5.980E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.2000	 9.526E+00	-5.500E+00	 0.000E+00	 1.505E+01	-1.377E-02	-8.644E-03	-3.173E-03	-6.209E-03	 4.240E-02	 8.406E-02	-3.522E-01	-2.923E-01	 6.488E+00	 7.247E-01	 1.812E+03	 3.095E-02	 8.670E-02	-1.748E-02	-5.972E-03	 1.979E-01	 7.326E-01	-4.882E-01	-6.892E-01	 5.179E-01	-4.154E-01	-1.659E+00	-6.281E+00	 5.410E+00	 3.276E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 5.037E-02	 1.155E-01	 1.722E-01	 2.073E-01	 3.843E+01	 1.970E+01	 1.255E+01	 9.605E+00	 1.439E+01	 2.241E+01	 3.155E+01	 4.111E+01	 9.386E-01	 9.828E-01	 1.066E+00	 9.813E-01	 6.651E-01	 1.982E-01	 8.338E-02	 5.216E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.2500	 9.526E+00	-5.500E+00	 0.000E+00	 3.429E+01	-1.192E-02	-8.922E-03	-5.120E-03	-4.475E-03	 6.984E-02	 5.966E-02	-3.139E-01	-2.988E-01	 6.479E+00	 6.977E-01	 1.812E+03	 3.042E-02	 8.747E-02	-3.874E-03	 2.707E-02	 2.580E-01	 2.989E-02	-4.719E-01	-1.127E+00	 7.590E-01	-3.397E-01	-3.670E+00	-5.355E+00	 5.414E+00	 6.351E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 5.614E-02	 1.288E-01	 1.945E-01	 2.314E-01	 3.676E+01	 1.864E+01	 1.169E+01	 8.931E+00	 1.458E+01	 2.270E+01	 3.187E+01	 4.145E+01	 8.832E-01	 9.447E-01	 1.048E+00	 9.719E-01	 5.879E-01	 1.763E-01	 6.799E-02	 4.231E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.3000	 9.526E+00	-5.500E+00	 0.000E+00	 5.353E+01	-9.936E-03	-9.423E-03	-6.538E-03	-2.757E-03	 8.964E-02	 3.547E-02	-2.806E-01	-3.103E-01	 6.429E+00	 6.836E-01	 1.812E+03	 3.062E-02	 8.923E-02	 1.202E-02	 4.699E-02	 2.520E-01	 2.588E-01	-4.316E-01	-1.466E+00	 9.165E-01	-2.697E-01	-5.257E+00	-3.859E+00	 5.445E+00	 7.253E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 6.471E-02	 1.476E-01	 2.239E-01	 2.584E-01	 3.439E+01	 1.721E+01	 1.061E+01	 8.181E+00	 1.498E+01	 2.323E+01	 3.245E+01	 4.206E+01	 8.230E-01	 9.199E-01	 1.042E+00	 9.661E-01	 4.606E-01	 1.544E-01	 4.980E-02	 3.155E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.3500	 9.526E+00	-5.500E+00	 0.000E+00	 7.277E+01	-9.899E-03	-7.962E-03	-7.571E-03	-8.718E-04	 1.036E-01	 8.959E-03	-3.008E-01	-2.821E-01	 6.349E+00	 7.057E-01	 1.812E+03	 3.157E-02	 9.173E-02	 2.645E-02	 5.568E-02	 2.043E-01	 1.678E-01	-3.833E-01	-1.707E+00	 1.038E+00	-2.930E-01	-6.303E+00	-1.926E+00	 5.590E+00	 5.129E-02	 6.414E+01	 1.501E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 7.601E-02	 2.119E-01	 2.611E-01	 2.878E-01	 3.168E+01	 1.456E+01	 9.370E+00	 7.389E+00	 1.554E+01	 2.389E+01	 3.320E+01	 4.285E+01	 7.944E-01	 8.891E-01	 1.043E+00	 9.622E-01	 3.881E-01	 1.103E-01	 2.903E-02	 2.025E-02	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.4000	 9.526E+00	-5.500E+00	 0.000E+00	 9.202E+01	-1.003E-02	-4.818E-03	-7.822E-03	 5.561E-04	 1.071E-01	-1.111E-02	-3.068E-01	-2.211E-01	 6.296E+00	 7.105E-01	 1.812E+03	 3.293E-02	 9.414E-02	 2.863E-02	 4.073E-02	 1.844E-01	 1.138E-01	-3.932E-01	-1.772E+00	 1.064E+00	-3.022E-01	-6.584E+00	 2.194E-01	 5.773E+00	 2.586E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 8.904E-02	 3.684E-01	 2.983E-01	 3.184E-01	 2.903E+01	 9.913E+00	 8.199E+00	 6.599E+00	 1.621E+01	 2.451E+01	 3.403E+01	 4.371E+01	 7.801E-01	 8.572E-01	 1.053E+00	 9.598E-01	 3.395E-01	 3.788E-02	 9.928E-03	 9.077E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.4500	 9.526E+00	-5.500E+00	 0.000E+00	 1.113E+02	-9.313E-03	-2.096E-03	-7.446E-03	 1.792E-03	 1.016E-01	-2.853E-02	-3.011E-01	-1.696E-01	 6.217E+00	 7.110E-01	 1.812E+03	 3.436E-02	 9.604E-02	 2.342E-02	 2.775E-02	-2.468E-01	-3.833E-01	-3.420E-01	-1.683E+00	 1.002E+00	-2.864E-01	-6.121E+00	 2.372E+00	 5.962E+00	-2.637E-02	 6.414E+01	 1.500E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.022E-01	 3.859E-01	 3.087E-01	 3.377E-01	 2.672E+01	 8.899E+00	 7.594E+00	 6.028E+00	 1.692E+01	 2.532E+01	 3.487E+01	 4.455E+01	 7.779E-01	 1.063E+00	 1.068E+00	 9.495E-01	 3.021E-01	 5.270E-03	 4.172E-03	 3.946E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.5000	 9.526E+00	-5.500E+00	 0.000E+00	 1.305E+02	-8.365E-03	-1.222E-03	-6.569E-03	 2.591E-03	 8.905E-02	-3.978E-02	-2.897E-01	-1.535E-01	 6.187E+00	 7.078E-01	 1.812E+03	 3.529E-02	 9.699E-02	 1.211E-02	 3.198E-03	-3.325E-01	-7.972E-01	-2.797E-01	-1.453E+00	 8.781E-01	-2.670E-01	-4.978E+00	 4.235E+00	 6.051E+00	-5.247E-02	 6.414E+01	 1.499E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.155E-01	 3.955E-01	 3.183E-01	 3.445E-01	 2.490E+01	 8.242E+00	 7.123E+00	 5.712E+00	 1.756E+01	 2.604E+01	 3.559E+01	 4.527E+01	 7.873E-01	 1.264E+00	 1.044E+00	 9.308E-01	 2.751E-01	-1.723E-02	 4.586E-03	 3.170E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
   12.5500	 9.526E+00	-5.500E+00	 0.000E+00	 1.497E+02	-8.505E-03	-1.904E-03	-4.889E-03	 2.894E-03	 6.546E-02	-4.397E-02	-2.916E-01	-1.645E-01	 6.234E+00	 6.963E-01	 1.812E+03	 3.562E-02	 9.682E-02	 2.037E-03	-7.754E-03	-2.400E-01	-6.298E-01	-2.823E-01	-1.068E+00	 6.570E-01	-2.763E-01	-3.238E+00	 5.644E+00	 5.995E+00	-8.273E-02	 6.414E+01	 1.498E+01	 6.140E+00	 5.390E+00	 3.990E+00	 2.590E+00	 1.242E-01	 3.992E-01	 3.191E-01	 3.351E-01	 2.375E+01	 7.893E+00	 6.925E+00	 5.699E+00	 1.807E+01	 2.659E+01	 3.614E+01	 4.582E+01	 8.048E-01	 1.283E+00	 1.032E+00	 9.199E-01	 2.592E-01	-1.163E-02	 3.909E-03	 6.055E-03	 0.000E+00	 0.000E+00	 0.000E+00	 0.000E+00
