
Predictions were generated on 02-Dec-2019 at 13:37:09 using OpenFAST, compiled as a 64-bit application using double precision at commit -128-NOTFOUND
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn

Description from the FAST input file: FAST Certification Test #10: UAE Phase VI (upwind) with no DOFs in a ramped wind.

Time      	Wind1VelX 	Wind1VelY 	Wind1VelZ 	RootFxc1  	RootFyc1  	RootFzc1  	RootFxc2  	RootFyc2  	RootFzc2  	RootMOoP1 	RootMIP1  	RootMzc1  	RotTorq   	RotThrust 	RotPwr    	LSSGagMya 	LSSGagMza 	YawBrMxp  	YawBrMyp  	RtAeroCp  	RtAeroCq  	RtAeroCt  	GenPwr    
   11.9000	 1.190E+01	 0.000E+00	 0.000E+00	 9.223E-01	-8.160E-01	 7.496E+00	 9.223E-01	 3.849E-01	 7.419E+00	 2.612E+00	 1.584E+00	-4.831E-02	 1.298E+00	 1.845E+00	 9.772E+00	 1.089E-01	 1.702E+00	 1.298E+00	-6.687E+00	 1.172E-01	 3.682E-02	 2.632E-01	 3.407E+00
   12.0000	 1.200E+01	 0.000E+00	 0.000E+00	 9.281E-01	-6.284E-01	 7.896E+00	 9.281E-01	 1.953E-01	 7.019E+00	 2.621E+00	 1.259E+00	-4.992E-02	 1.294E+00	 1.856E+00	 9.744E+00	 1.243E+00	 1.167E+00	 1.294E+00	-6.679E+00	 1.139E-01	 3.610E-02	 2.604E-01	 3.407E+00
   12.1000	 1.210E+01	 0.000E+00	 0.000E+00	 9.339E-01	-2.182E-01	 8.059E+00	 9.339E-01	-2.170E-01	 6.856E+00	 2.631E+00	 5.524E-01	-5.154E-02	 1.291E+00	 1.868E+00	 9.718E+00	 1.705E+00	 1.786E-03	 1.291E+00	-6.671E+00	 1.108E-01	 3.541E-02	 2.577E-01	 3.407E+00
   12.2000	 1.220E+01	 0.000E+00	 0.000E+00	 9.399E-01	 1.915E-01	 7.897E+00	 9.399E-01	-6.304E-01	 7.018E+00	 2.640E+00	-1.525E-01	-5.296E-02	 1.292E+00	 1.880E+00	 9.727E+00	 1.245E+00	-1.165E+00	 1.292E+00	-6.662E+00	 1.082E-01	 3.487E-02	 2.551E-01	 3.407E+00
   12.3000	 1.230E+01	 0.000E+00	 0.000E+00	 9.466E-01	 3.795E-01	 7.497E+00	 9.466E-01	-8.211E-01	 7.418E+00	 2.652E+00	-4.790E-01	-5.461E-02	 1.289E+00	 1.893E+00	 9.702E+00	 1.124E-01	-1.701E+00	 1.289E+00	-6.653E+00	 1.053E-01	 3.422E-02	 2.528E-01	 3.407E+00
   12.4000	 1.240E+01	 0.000E+00	 0.000E+00	 9.535E-01	 2.429E-01	 7.076E+00	 9.535E-01	-6.875E-01	 7.839E+00	 2.664E+00	-2.495E-01	-5.626E-02	 1.286E+00	 1.907E+00	 9.684E+00	-1.081E+00	-1.318E+00	 1.286E+00	-6.644E+00	 1.026E-01	 3.360E-02	 2.506E-01	 3.407E+00
   12.5000	 1.250E+01	 0.000E+00	 0.000E+00	 9.605E-01	-1.453E-01	 6.861E+00	 9.605E-01	-3.024E-01	 8.054E+00	 2.677E+00	 4.109E-01	-5.792E-02	 1.284E+00	 1.921E+00	 9.668E+00	-1.691E+00	-2.226E-01	 1.284E+00	-6.634E+00	 1.000E-01	 3.301E-02	 2.484E-01	 3.407E+00
   12.6000	 1.260E+01	 0.000E+00	 0.000E+00	 9.671E-01	-5.758E-01	 6.969E+00	 9.671E-01	 1.254E-01	 7.947E+00	 2.688E+00	 1.143E+00	-5.963E-02	 1.280E+00	 1.934E+00	 9.637E+00	-1.386E+00	 9.936E-01	 1.280E+00	-6.625E+00	 9.734E-02	 3.239E-02	 2.461E-01	 3.407E+00
   12.7000	 1.270E+01	 0.000E+00	 0.000E+00	 9.740E-01	-8.164E-01	 7.341E+00	 9.740E-01	 3.639E-01	 7.575E+00	 2.700E+00	 1.549E+00	-6.142E-02	 1.274E+00	 1.948E+00	 9.589E+00	-3.318E-01	 1.673E+00	 1.274E+00	-6.615E+00	 9.457E-02	 3.172E-02	 2.440E-01	 3.407E+00
   12.8000	 1.280E+01	 0.000E+00	 0.000E+00	 9.815E-01	-7.385E-01	 7.776E+00	 9.815E-01	 2.828E-01	 7.140E+00	 2.714E+00	 1.411E+00	-6.300E-02	 1.271E+00	 1.963E+00	 9.566E+00	 9.016E-01	 1.447E+00	 1.271E+00	-6.605E+00	 9.215E-02	 3.115E-02	 2.420E-01	 3.407E+00
   12.9000	 1.290E+01	 0.000E+00	 0.000E+00	 9.891E-01	-3.844E-01	 8.039E+00	 9.891E-01	-7.416E-02	 6.876E+00	 2.728E+00	 8.000E-01	-6.451E-02	 1.267E+00	 1.978E+00	 9.539E+00	 1.648E+00	 4.396E-01	 1.267E+00	-6.594E+00	 8.977E-02	 3.058E-02	 2.401E-01	 3.407E+00
   13.0000	 1.300E+01	 0.000E+00	 0.000E+00	 9.964E-01	 5.402E-02	 7.988E+00	 9.964E-01	-5.146E-01	 6.927E+00	 2.741E+00	 4.445E-02	-6.589E-02	 1.261E+00	 1.993E+00	 9.498E+00	 1.503E+00	-8.058E-01	 1.261E+00	-6.584E+00	 8.734E-02	 2.998E-02	 2.382E-01	 3.407E+00
   13.1000	 1.310E+01	 0.000E+00	 0.000E+00	 1.003E+00	 3.394E-01	 7.650E+00	 1.003E+00	-8.006E-01	 7.265E+00	 2.752E+00	-4.507E-01	-6.738E-02	 1.250E+00	 2.007E+00	 9.411E+00	 5.456E-01	-1.616E+00	 1.250E+00	-6.575E+00	 8.457E-02	 2.926E-02	 2.362E-01	 3.407E+00
   13.2000	 1.320E+01	 0.000E+00	 0.000E+00	 1.011E+00	 3.168E-01	 7.208E+00	 1.011E+00	-7.783E-01	 7.707E+00	 2.765E+00	-4.193E-01	-6.885E-02	 1.236E+00	 2.021E+00	 9.306E+00	-7.066E-01	-1.552E+00	 1.236E+00	-6.565E+00	 8.174E-02	 2.849E-02	 2.343E-01	 3.407E+00
   13.3000	 1.330E+01	 0.000E+00	 0.000E+00	 1.018E+00	-2.987E-03	 6.901E+00	 1.018E+00	-4.611E-01	 8.014E+00	 2.779E+00	 1.228E-01	-7.024E-02	 1.231E+00	 2.037E+00	 9.265E+00	-1.577E+00	-6.492E-01	 1.231E+00	-6.554E+00	 7.956E-02	 2.795E-02	 2.326E-01	 3.407E+00
   13.4000	 1.340E+01	 0.000E+00	 0.000E+00	 1.026E+00	-4.465E-01	 6.895E+00	 1.026E+00	-2.001E-02	 8.020E+00	 2.793E+00	 8.768E-01	-7.158E-02	 1.225E+00	 2.052E+00	 9.222E+00	-1.594E+00	 6.044E-01	 1.225E+00	-6.543E+00	 7.743E-02	 2.740E-02	 2.309E-01	 3.407E+00
   13.5000	 1.350E+01	 0.000E+00	 0.000E+00	 1.034E+00	-7.748E-01	 7.193E+00	 1.034E+00	 3.058E-01	 7.722E+00	 2.808E+00	 1.433E+00	-7.293E-02	 1.219E+00	 2.068E+00	 9.178E+00	-7.502E-01	 1.531E+00	 1.219E+00	-6.532E+00	 7.535E-02	 2.686E-02	 2.292E-01	 3.407E+00
   13.6000	 1.360E+01	 0.000E+00	 0.000E+00	 1.042E+00	-8.102E-01	 7.634E+00	 1.042E+00	 3.403E-01	 7.281E+00	 2.824E+00	 1.486E+00	-7.449E-02	 1.206E+00	 2.084E+00	 9.081E+00	 4.997E-01	 1.630E+00	 1.206E+00	-6.521E+00	 7.294E-02	 2.620E-02	 2.277E-01	 3.407E+00
   13.7000	 1.370E+01	 0.000E+00	 0.000E+00	 1.051E+00	-5.349E-01	 7.980E+00	 1.051E+00	 6.343E-02	 6.936E+00	 2.840E+00	 1.008E+00	-7.575E-02	 1.196E+00	 2.101E+00	 9.004E+00	 1.479E+00	 8.479E-01	 1.196E+00	-6.509E+00	 7.074E-02	 2.560E-02	 2.262E-01	 3.407E+00
   13.8000	 1.380E+01	 0.000E+00	 0.000E+00	 1.059E+00	-9.823E-02	 8.043E+00	 1.059E+00	-3.754E-01	 6.872E+00	 2.858E+00	 2.541E-01	-7.707E-02	 1.187E+00	 2.119E+00	 8.940E+00	 1.659E+00	-3.929E-01	 1.187E+00	-6.497E+00	 6.873E-02	 2.505E-02	 2.248E-01	 3.407E+00
   13.9000	 1.390E+01	 0.000E+00	 0.000E+00	 1.068E+00	 2.636E-01	 7.790E+00	 1.068E+00	-7.393E-01	 7.125E+00	 2.872E+00	-3.725E-01	-7.845E-02	 1.178E+00	 2.135E+00	 8.867E+00	 9.421E-01	-1.421E+00	 1.178E+00	-6.486E+00	 6.670E-02	 2.449E-02	 2.232E-01	 3.407E+00
   14.0000	 1.400E+01	 0.000E+00	 0.000E+00	 1.075E+00	 3.548E-01	 7.357E+00	 1.075E+00	-8.316E-01	 7.558E+00	 2.885E+00	-5.363E-01	-7.994E-02	 1.165E+00	 2.150E+00	 8.771E+00	-2.844E-01	-1.681E+00	 1.165E+00	-6.475E+00	 6.457E-02	 2.387E-02	 2.216E-01	 3.407E+00
   14.1000	 1.410E+01	 0.000E+00	 0.000E+00	 1.082E+00	 1.258E-01	 6.979E+00	 1.082E+00	-6.027E-01	 7.936E+00	 2.896E+00	-1.533E-01	-8.154E-02	 1.147E+00	 2.165E+00	 8.634E+00	-1.357E+00	-1.032E+00	 1.147E+00	-6.465E+00	 6.223E-02	 2.317E-02	 2.200E-01	 3.407E+00
   14.2000	 1.420E+01	 0.000E+00	 0.000E+00	 1.090E+00	-3.008E-01	 6.859E+00	 1.090E+00	-1.776E-01	 8.056E+00	 2.909E+00	 5.692E-01	-8.298E-02	 1.134E+00	 2.180E+00	 8.539E+00	-1.696E+00	 1.747E-01	 1.134E+00	-6.455E+00	 6.025E-02	 2.259E-02	 2.184E-01	 3.407E+00
   14.3000	 1.430E+01	 0.000E+00	 0.000E+00	 1.098E+00	-6.949E-01	 7.063E+00	 1.098E+00	 2.135E-01	 7.852E+00	 2.923E+00	 1.237E+00	-8.448E-02	 1.127E+00	 2.196E+00	 8.487E+00	-1.118E+00	 1.287E+00	 1.127E+00	-6.444E+00	 5.863E-02	 2.214E-02	 2.169E-01	 3.407E+00
   14.4000	 1.440E+01	 0.000E+00	 0.000E+00	 1.106E+00	-8.432E-01	 7.480E+00	 1.106E+00	 3.592E-01	 7.435E+00	 2.938E+00	 1.486E+00	-8.591E-02	 1.122E+00	 2.212E+00	 8.446E+00	 6.427E-02	 1.704E+00	 1.122E+00	-6.433E+00	 5.715E-02	 2.173E-02	 2.155E-01	 3.407E+00
   14.5000	 1.450E+01	 0.000E+00	 0.000E+00	 1.114E+00	-6.660E-01	 7.885E+00	 1.114E+00	 1.804E-01	 7.030E+00	 2.953E+00	 1.176E+00	-8.728E-02	 1.113E+00	 2.227E+00	 8.381E+00	 1.212E+00	 1.199E+00	 1.113E+00	-6.422E+00	 5.554E-02	 2.127E-02	 2.140E-01	 3.407E+00
   14.6000	 1.460E+01	 0.000E+00	 0.000E+00	 1.121E+00	-2.598E-01	 8.059E+00	 1.121E+00	-2.270E-01	 6.856E+00	 2.967E+00	 4.742E-01	-8.851E-02	 1.103E+00	 2.242E+00	 8.302E+00	 1.705E+00	 4.642E-02	 1.103E+00	-6.411E+00	 5.389E-02	 2.078E-02	 2.125E-01	 3.407E+00
   14.7000	 1.470E+01	 0.000E+00	 0.000E+00	 1.129E+00	 1.550E-01	 7.908E+00	 1.129E+00	-6.436E-01	 7.008E+00	 2.983E+00	-2.422E-01	-8.964E-02	 1.094E+00	 2.258E+00	 8.237E+00	 1.276E+00	-1.132E+00	 1.094E+00	-6.400E+00	 5.239E-02	 2.034E-02	 2.111E-01	 3.407E+00
   14.8000	 1.480E+01	 0.000E+00	 0.000E+00	 1.137E+00	 3.532E-01	 7.513E+00	 1.137E+00	-8.450E-01	 7.402E+00	 2.998E+00	-5.865E-01	-9.096E-02	 1.091E+00	 2.274E+00	 8.215E+00	 1.569E-01	-1.698E+00	 1.091E+00	-6.389E+00	 5.119E-02	 2.001E-02	 2.098E-01	 3.407E+00
   14.9000	 1.490E+01	 0.000E+00	 0.000E+00	 1.145E+00	 2.281E-01	 7.088E+00	 1.145E+00	-7.219E-01	 7.827E+00	 3.011E+00	-3.790E-01	-9.253E-02	 1.082E+00	 2.289E+00	 8.147E+00	-1.047E+00	-1.346E+00	 1.082E+00	-6.379E+00	 4.975E-02	 1.958E-02	 2.083E-01	 3.407E+00
   15.0000	 1.500E+01	 0.000E+00	 0.000E+00	 1.152E+00	-1.543E-01	 6.863E+00	 1.152E+00	-3.425E-01	 8.052E+00	 3.026E+00	 2.705E-01	-9.397E-02	 1.078E+00	 2.305E+00	 8.116E+00	-1.684E+00	-2.667E-01	 1.078E+00	-6.368E+00	 4.858E-02	 1.924E-02	 2.069E-01	 3.407E+00
   15.1000	 1.510E+01	 0.000E+00	 0.000E+00	 1.160E+00	-5.876E-01	 6.960E+00	 1.160E+00	 8.765E-02	 7.956E+00	 3.040E+00	 1.007E+00	-9.535E-02	 1.074E+00	 2.320E+00	 8.090E+00	-1.411E+00	 9.570E-01	 1.074E+00	-6.358E+00	 4.747E-02	 1.893E-02	 2.055E-01	 3.407E+00
   15.2000	 1.520E+01	 0.000E+00	 0.000E+00	 1.167E+00	-8.385E-01	 7.325E+00	 1.167E+00	 3.352E-01	 7.590E+00	 3.054E+00	 1.432E+00	-9.676E-02	 1.072E+00	 2.335E+00	 8.069E+00	-3.755E-01	 1.663E+00	 1.072E+00	-6.347E+00	 4.642E-02	 1.863E-02	 2.042E-01	 3.407E+00
   15.3000	 1.530E+01	 0.000E+00	 0.000E+00	 1.175E+00	-7.724E-01	 7.762E+00	 1.175E+00	 2.652E-01	 7.153E+00	 3.068E+00	 1.314E+00	-9.809E-02	 1.071E+00	 2.350E+00	 8.067E+00	 8.634E-01	 1.470E+00	 1.071E+00	-6.337E+00	 4.550E-02	 1.839E-02	 2.028E-01	 3.407E+00
   15.4000	 1.540E+01	 0.000E+00	 0.000E+00	 1.183E+00	-4.257E-01	 8.035E+00	 1.183E+00	-8.520E-02	 6.881E+00	 3.083E+00	 7.162E-01	-9.940E-02	 1.070E+00	 2.366E+00	 8.057E+00	 1.635E+00	 4.826E-01	 1.070E+00	-6.326E+00	 4.456E-02	 1.812E-02	 2.015E-01	 3.407E+00
   15.5000	 1.550E+01	 0.000E+00	 0.000E+00	 1.191E+00	 1.293E-02	 7.995E+00	 1.191E+00	-5.277E-01	 6.920E+00	 3.098E+00	-3.960E-02	-1.007E-01	 1.069E+00	 2.382E+00	 8.048E+00	 1.523E+00	-7.662E-01	 1.069E+00	-6.315E+00	 4.367E-02	 1.787E-02	 2.003E-01	 3.407E+00
   15.6000	 1.560E+01	 0.000E+00	 0.000E+00	 1.199E+00	 3.052E-01	 7.665E+00	 1.199E+00	-8.243E-01	 7.250E+00	 3.115E+00	-5.433E-01	-1.021E-01	 1.072E+00	 2.398E+00	 8.069E+00	 5.877E-01	-1.601E+00	 1.072E+00	-6.304E+00	 4.294E-02	 1.769E-02	 1.990E-01	 3.407E+00
   15.7000	 1.570E+01	 0.000E+00	 0.000E+00	 1.207E+00	 2.921E-01	 7.223E+00	 1.207E+00	-8.157E-01	 7.692E+00	 3.132E+00	-5.236E-01	-1.034E-01	 1.076E+00	 2.414E+00	 8.100E+00	-6.657E-01	-1.570E+00	 1.076E+00	-6.293E+00	 4.229E-02	 1.753E-02	 1.978E-01	 3.407E+00
   15.8000	 1.580E+01	 0.000E+00	 0.000E+00	 1.215E+00	-2.064E-02	 6.907E+00	 1.215E+00	-5.078E-01	 8.008E+00	 3.149E+00	 1.062E-02	-1.046E-01	 1.084E+00	 2.430E+00	 8.158E+00	-1.559E+00	-6.903E-01	 1.084E+00	-6.282E+00	 4.179E-02	 1.744E-02	 1.966E-01	 3.407E+00
   15.9000	 1.590E+01	 0.000E+00	 0.000E+00	 1.222E+00	-4.646E-01	 6.890E+00	 1.222E+00	-6.768E-02	 8.026E+00	 3.164E+00	 7.688E-01	-1.057E-01	 1.088E+00	 2.444E+00	 8.192E+00	-1.610E+00	 5.625E-01	 1.088E+00	-6.272E+00	 4.117E-02	 1.729E-02	 1.953E-01	 3.407E+00
   16.0000	 1.600E+01	 0.000E+00	 0.000E+00	 1.229E+00	-8.012E-01	 7.179E+00	 1.229E+00	 2.651E-01	 7.736E+00	 3.178E+00	 1.343E+00	-1.069E-01	 1.092E+00	 2.458E+00	 8.222E+00	-7.900E-01	 1.511E+00	 1.092E+00	-6.262E+00	 4.055E-02	 1.714E-02	 1.940E-01	 3.407E+00
   16.1000	 1.610E+01	 0.000E+00	 0.000E+00	 1.236E+00	-8.496E-01	 7.619E+00	 1.236E+00	 3.097E-01	 7.296E+00	 3.192E+00	 1.424E+00	-1.081E-01	 1.096E+00	 2.473E+00	 8.252E+00	 4.568E-01	 1.643E+00	 1.096E+00	-6.252E+00	 3.995E-02	 1.699E-02	 1.927E-01	 3.407E+00
   16.2000	 1.620E+01	 0.000E+00	 0.000E+00	 1.244E+00	-5.845E-01	 7.972E+00	 1.244E+00	 4.093E-02	 6.944E+00	 3.207E+00	 9.679E-01	-1.093E-01	 1.100E+00	 2.487E+00	 8.280E+00	 1.457E+00	 8.864E-01	 1.100E+00	-6.242E+00	 3.935E-02	 1.683E-02	 1.914E-01	 3.407E+00
   16.3000	 1.630E+01	 0.000E+00	 0.000E+00	 1.251E+00	-1.509E-01	 8.046E+00	 1.251E+00	-3.974E-01	 6.869E+00	 3.223E+00	 2.248E-01	-1.105E-01	 1.109E+00	 2.502E+00	 8.347E+00	 1.669E+00	-3.493E-01	 1.109E+00	-6.232E+00	 3.894E-02	 1.676E-02	 1.903E-01	 3.407E+00
   16.4000	 1.640E+01	 0.000E+00	 0.000E+00	 1.258E+00	 2.165E-01	 7.803E+00	 1.258E+00	-7.687E-01	 7.112E+00	 3.240E+00	-4.044E-01	-1.118E-01	 1.117E+00	 2.517E+00	 8.407E+00	 9.790E-01	-1.396E+00	 1.117E+00	-6.221E+00	 3.850E-02	 1.668E-02	 1.891E-01	 3.407E+00
   16.5000	 1.650E+01	 0.000E+00	 0.000E+00	 1.266E+00	 3.176E-01	 7.373E+00	 1.266E+00	-8.737E-01	 7.542E+00	 3.256E+00	-5.779E-01	-1.130E-01	 1.124E+00	 2.532E+00	 8.465E+00	-2.403E-01	-1.688E+00	 1.124E+00	-6.211E+00	 3.807E-02	 1.659E-02	 1.879E-01	 3.407E+00
   16.6000	 1.660E+01	 0.000E+00	 0.000E+00	 1.273E+00	 9.667E-02	 6.988E+00	 1.273E+00	-6.566E-01	 7.927E+00	 3.273E+00	-1.999E-01	-1.142E-01	 1.132E+00	 2.546E+00	 8.523E+00	-1.330E+00	-1.068E+00	 1.132E+00	-6.201E+00	 3.764E-02	 1.650E-02	 1.867E-01	 3.407E+00
   16.7000	 1.670E+01	 0.000E+00	 0.000E+00	 1.280E+00	-3.273E-01	 6.858E+00	 1.280E+00	-2.354E-01	 8.057E+00	 3.286E+00	 5.239E-01	-1.157E-01	 1.134E+00	 2.560E+00	 8.535E+00	-1.700E+00	 1.302E-01	 1.134E+00	-6.192E+00	 3.702E-02	 1.633E-02	 1.854E-01	 3.407E+00
   16.8000	 1.680E+01	 0.000E+00	 0.000E+00	 1.286E+00	-7.259E-01	 7.051E+00	 1.286E+00	 1.615E-01	 7.864E+00	 3.298E+00	 1.203E+00	-1.174E-01	 1.131E+00	 2.573E+00	 8.515E+00	-1.152E+00	 1.258E+00	 1.131E+00	-6.183E+00	 3.628E-02	 1.610E-02	 1.841E-01	 3.407E+00
   16.9000	 1.690E+01	 0.000E+00	 0.000E+00	 1.293E+00	-8.847E-01	 7.465E+00	 1.293E+00	 3.184E-01	 7.451E+00	 3.310E+00	 1.472E+00	-1.190E-01	 1.128E+00	 2.586E+00	 8.496E+00	 1.964E-02	 1.705E+00	 1.128E+00	-6.174E+00	 3.556E-02	 1.587E-02	 1.829E-01	 3.407E+00
   17.0000	 1.700E+01	 0.000E+00	 0.000E+00	 1.299E+00	-7.177E-01	 7.874E+00	 1.299E+00	 1.508E-01	 7.041E+00	 3.321E+00	 1.181E+00	-1.205E-01	 1.120E+00	 2.598E+00	 8.430E+00	 1.180E+00	 1.231E+00	 1.120E+00	-6.165E+00	 3.466E-02	 1.556E-02	 1.816E-01	 3.407E+00
   17.1000	 1.710E+01	 0.000E+00	 0.000E+00	 1.305E+00	-3.157E-01	 8.058E+00	 1.305E+00	-2.514E-01	 6.857E+00	 3.333E+00	 4.869E-01	-1.219E-01	 1.109E+00	 2.611E+00	 8.349E+00	 1.703E+00	 9.103E-02	 1.109E+00	-6.157E+00	 3.373E-02	 1.523E-02	 1.804E-01	 3.407E+00
   17.2000	 1.720E+01	 0.000E+00	 0.000E+00	 1.312E+00	 1.036E-01	 7.918E+00	 1.312E+00	-6.711E-01	 6.997E+00	 3.344E+00	-2.358E-01	-1.233E-01	 1.100E+00	 2.623E+00	 8.283E+00	 1.305E+00	-1.098E+00	 1.100E+00	-6.148E+00	 3.288E-02	 1.494E-02	 1.791E-01	 3.407E+00
   17.3000	 1.730E+01	 0.000E+00	 0.000E+00	 1.319E+00	 3.125E-01	 7.529E+00	 1.319E+00	-8.824E-01	 7.387E+00	 3.358E+00	-5.957E-01	-1.246E-01	 1.101E+00	 2.637E+00	 8.287E+00	 2.013E-01	-1.693E+00	 1.101E+00	-6.138E+00	 3.233E-02	 1.477E-02	 1.780E-01	 3.407E+00
   17.4000	 1.740E+01	 0.000E+00	 0.000E+00	 1.326E+00	 1.983E-01	 7.101E+00	 1.326E+00	-7.707E-01	 7.814E+00	 3.373E+00	-4.026E-01	-1.259E-01	 1.101E+00	 2.651E+00	 8.291E+00	-1.011E+00	-1.373E+00	 1.101E+00	-6.129E+00	 3.180E-02	 1.461E-02	 1.769E-01	 3.407E+00
   17.5000	 1.750E+01	 0.000E+00	 0.000E+00	 1.333E+00	-1.778E-01	 6.866E+00	 1.333E+00	-3.970E-01	 8.049E+00	 3.387E+00	 2.390E-01	-1.271E-01	 1.102E+00	 2.665E+00	 8.296E+00	-1.677E+00	-3.107E-01	 1.102E+00	-6.119E+00	 3.127E-02	 1.445E-02	 1.758E-01	 3.407E+00
   17.6000	 1.760E+01	 0.000E+00	 0.000E+00	 1.340E+00	-6.131E-01	 6.951E+00	 1.340E+00	 3.584E-02	 7.964E+00	 3.402E+00	 9.822E-01	-1.284E-01	 1.103E+00	 2.680E+00	 8.302E+00	-1.436E+00	 9.197E-01	 1.103E+00	-6.109E+00	 3.076E-02	 1.430E-02	 1.748E-01	 3.407E+00
   17.7000	 1.770E+01	 0.000E+00	 0.000E+00	 1.347E+00	-8.735E-01	 7.310E+00	 1.347E+00	 2.929E-01	 7.605E+00	 3.419E+00	 1.427E+00	-1.298E-01	 1.107E+00	 2.695E+00	 8.337E+00	-4.189E-01	 1.653E+00	 1.107E+00	-6.098E+00	 3.037E-02	 1.420E-02	 1.738E-01	 3.407E+00
   17.8000	 1.780E+01	 0.000E+00	 0.000E+00	 1.355E+00	-8.187E-01	 7.749E+00	 1.355E+00	 2.345E-01	 7.167E+00	 3.436E+00	 1.332E+00	-1.311E-01	 1.113E+00	 2.710E+00	 8.382E+00	 8.246E-01	 1.493E+00	 1.113E+00	-6.088E+00	 3.002E-02	 1.411E-02	 1.728E-01	 3.407E+00
   17.9000	 1.790E+01	 0.000E+00	 0.000E+00	 1.363E+00	-4.790E-01	 8.030E+00	 1.363E+00	-1.084E-01	 6.885E+00	 3.452E+00	 7.493E-01	-1.325E-01	 1.118E+00	 2.725E+00	 8.415E+00	 1.622E+00	 5.252E-01	 1.118E+00	-6.077E+00	 2.964E-02	 1.401E-02	 1.718E-01	 3.407E+00
   18.0000	 1.800E+01	 0.000E+00	 0.000E+00	 1.370E+00	-3.904E-02	 8.002E+00	 1.370E+00	-5.514E-01	 6.913E+00	 3.468E+00	-5.524E-03	-1.339E-01	 1.121E+00	 2.740E+00	 8.442E+00	 1.543E+00	-7.260E-01	 1.121E+00	-6.067E+00	 2.924E-02	 1.390E-02	 1.708E-01	 3.407E+00
   18.1000	 1.810E+01	 0.000E+00	 0.000E+00	 1.377E+00	 2.624E-01	 7.680E+00	 1.377E+00	-8.559E-01	 7.236E+00	 3.483E+00	-5.231E-01	-1.353E-01	 1.125E+00	 2.754E+00	 8.470E+00	 6.294E-01	-1.585E+00	 1.125E+00	-6.057E+00	 2.886E-02	 1.379E-02	 1.698E-01	 3.407E+00
   18.2000	 1.820E+01	 0.000E+00	 0.000E+00	 1.385E+00	 2.616E-01	 7.237E+00	 1.385E+00	-8.581E-01	 7.678E+00	 3.499E+00	-5.232E-01	-1.366E-01	 1.128E+00	 2.769E+00	 8.497E+00	-6.244E-01	-1.587E+00	 1.128E+00	-6.047E+00	 2.847E-02	 1.369E-02	 1.689E-01	 3.407E+00
   18.3000	 1.830E+01	 0.000E+00	 0.000E+00	 1.392E+00	-4.179E-02	 6.914E+00	 1.392E+00	-5.575E-01	 8.001E+00	 3.514E+00	-5.332E-03	-1.381E-01	 1.131E+00	 2.783E+00	 8.518E+00	-1.541E+00	-7.309E-01	 1.131E+00	-6.037E+00	 2.808E-02	 1.357E-02	 1.679E-01	 3.407E+00
   18.4000	 1.840E+01	 0.000E+00	 0.000E+00	 1.399E+00	-4.846E-01	 6.885E+00	 1.399E+00	-1.176E-01	 8.031E+00	 3.529E+00	 7.512E-01	-1.395E-01	 1.134E+00	 2.798E+00	 8.540E+00	-1.624E+00	 5.201E-01	 1.134E+00	-6.027E+00	 2.769E-02	 1.346E-02	 1.670E-01	 3.407E+00
   18.5000	 1.850E+01	 0.000E+00	 0.000E+00	 1.406E+00	-8.282E-01	 7.165E+00	 1.406E+00	 2.232E-01	 7.750E+00	 3.544E+00	 1.338E+00	-1.409E-01	 1.137E+00	 2.813E+00	 8.559E+00	-8.293E-01	 1.490E+00	 1.137E+00	-6.017E+00	 2.731E-02	 1.334E-02	 1.660E-01	 3.407E+00
   18.6000	 1.860E+01	 0.000E+00	 0.000E+00	 1.414E+00	-8.875E-01	 7.604E+00	 1.414E+00	 2.799E-01	 7.312E+00	 3.559E+00	 1.438E+00	-1.423E-01	 1.139E+00	 2.828E+00	 8.578E+00	 4.137E-01	 1.654E+00	 1.139E+00	-6.006E+00	 2.693E-02	 1.323E-02	 1.651E-01	 3.407E+00
   18.7000	 1.870E+01	 0.000E+00	 0.000E+00	 1.422E+00	-6.313E-01	 7.963E+00	 1.422E+00	 2.092E-02	 6.952E+00	 3.575E+00	 9.975E-01	-1.438E-01	 1.142E+00	 2.843E+00	 8.598E+00	 1.433E+00	 9.242E-01	 1.142E+00	-5.996E+00	 2.656E-02	 1.312E-02	 1.643E-01	 3.407E+00
   18.8000	 1.880E+01	 0.000E+00	 0.000E+00	 1.429E+00	-1.988E-01	 8.050E+00	 1.429E+00	-4.143E-01	 6.866E+00	 3.591E+00	 2.553E-01	-1.452E-01	 1.145E+00	 2.859E+00	 8.618E+00	 1.678E+00	-3.055E-01	 1.145E+00	-5.985E+00	 2.620E-02	 1.301E-02	 1.634E-01	 3.407E+00
   18.9000	 1.890E+01	 0.000E+00	 0.000E+00	 1.437E+00	 1.754E-01	 7.816E+00	 1.437E+00	-7.913E-01	 7.099E+00	 3.607E+00	-3.870E-01	-1.467E-01	 1.147E+00	 2.874E+00	 8.639E+00	 1.015E+00	-1.370E+00	 1.147E+00	-5.974E+00	 2.585E-02	 1.290E-02	 1.626E-01	 3.407E+00
