time_[s],x_[m],y_[m],z_[m],theta_x_[rad],theta_y_[rad],theta_z_[rad],xdot_[m/s],ydot_[m/s],zdot_[m/s],omega_x_g_[rad/s],omega_y_g_[rad/s],omega_z_g_[rad/s],xddot_[m^2/s],yddot_[m^2/s],zddot_[m^2/s],alpha_x_g_[rad/s],alpha_y_g_[rad/s],alpha_z_g_[rad/s]
13.4700,21.6300,-0.0524,-0.0793,-0.0002,-0.0402,-0.0006,0.0912,-0.0110,0.0361,0.0006,-0.0004,0.0000,0.0546,-0.0057,-0.0009,0.0015,0.0050,0.0001
13.5000,21.6300,-0.0527,-0.0782,-0.0002,-0.0402,-0.0006,0.0929,-0.0111,0.0360,0.0007,-0.0002,0.0000,0.0547,-0.0058,-0.0011,0.0016,0.0050,0.0001
13.5300,21.6400,-0.0530,-0.0771,-0.0002,-0.0402,-0.0006,0.0945,-0.0113,0.0360,0.0007,-0.0001,0.0000,0.0546,-0.0058,-0.0012,0.0016,0.0051,0.0001
13.5600,21.6400,-0.0534,-0.0760,-0.0001,-0.0402,-0.0006,0.0961,-0.0115,0.0360,0.0008,0.0001,0.0000,0.0544,-0.0058,-0.0015,0.0016,0.0051,0.0001
13.5900,21.6400,-0.0537,-0.0749,-0.0001,-0.0402,-0.0006,0.0978,-0.0116,0.0359,0.0008,0.0002,0.0000,0.0539,-0.0057,-0.0019,0.0016,0.0050,0.0001
13.6200,21.6500,-0.0541,-0.0739,-0.0001,-0.0402,-0.0006,0.0994,-0.0118,0.0358,0.0009,0.0004,0.0000,0.0529,-0.0057,-0.0026,0.0017,0.0050,0.0001
13.6500,21.6500,-0.0544,-0.0728,-0.0001,-0.0402,-0.0006,0.1009,-0.0120,0.0357,0.0009,0.0005,0.0000,0.0514,-0.0056,-0.0036,0.0017,0.0050,0.0001
13.6800,21.6500,-0.0548,-0.0717,0.0000,-0.0402,-0.0006,0.1025,-0.0121,0.0356,0.0010,0.0007,0.0000,0.0497,-0.0055,-0.0047,0.0017,0.0049,0.0000
13.7100,21.6600,-0.0552,-0.0707,0.0000,-0.0401,-0.0006,0.1039,-0.0123,0.0355,0.0010,0.0008,0.0000,0.0480,-0.0054,-0.0058,0.0017,0.0048,0.0000
13.7400,21.6600,-0.0555,-0.0696,0.0000,-0.0401,-0.0006,0.1053,-0.0125,0.0353,0.0011,0.0010,0.0000,0.0465,-0.0053,-0.0067,0.0016,0.0048,0.0000
13.7700,21.6600,-0.0559,-0.0685,0.0001,-0.0401,-0.0006,0.1067,-0.0126,0.0351,0.0011,0.0011,0.0000,0.0453,-0.0052,-0.0074,0.0016,0.0047,0.0000
13.8000,21.6600,-0.0563,-0.0675,0.0001,-0.0401,-0.0006,0.1081,-0.0128,0.0348,0.0012,0.0012,0.0000,0.0446,-0.0051,-0.0078,0.0016,0.0047,0.0000
13.8300,21.6700,-0.0567,-0.0664,0.0001,-0.0400,-0.0006,0.1094,-0.0129,0.0346,0.0012,0.0014,0.0000,0.0439,-0.0050,-0.0080,0.0015,0.0047,0.0000
13.8600,21.6700,-0.0571,-0.0654,0.0002,-0.0400,-0.0006,0.1107,-0.0131,0.0344,0.0013,0.0015,0.0000,0.0434,-0.0048,-0.0082,0.0015,0.0047,0.0000
13.8900,21.6700,-0.0575,-0.0644,0.0002,-0.0399,-0.0006,0.1120,-0.0132,0.0341,0.0013,0.0017,0.0000,0.0427,-0.0046,-0.0084,0.0015,0.0047,0.0000
13.9200,21.6800,-0.0579,-0.0634,0.0002,-0.0399,-0.0006,0.1132,-0.0134,0.0338,0.0013,0.0018,0.0000,0.0415,-0.0044,-0.0089,0.0014,0.0047,0.0000
13.9500,21.6800,-0.0583,-0.0624,0.0003,-0.0398,-0.0006,0.1145,-0.0135,0.0336,0.0014,0.0019,0.0000,0.0399,-0.0041,-0.0096,0.0013,0.0046,0.0000
13.9800,21.6800,-0.0587,-0.0614,0.0003,-0.0398,-0.0006,0.1156,-0.0136,0.0333,0.0014,0.0021,0.0000,0.0380,-0.0038,-0.0105,0.0013,0.0045,0.0000
14.0100,21.6900,-0.0591,-0.0604,0.0004,-0.0397,-0.0006,0.1168,-0.0137,0.0329,0.0015,0.0022,0.0000,0.0359,-0.0036,-0.0115,0.0012,0.0045,0.0000
14.0400,21.6900,-0.0595,-0.0594,0.0004,-0.0396,-0.0006,0.1178,-0.0138,0.0326,0.0015,0.0024,0.0000,0.0338,-0.0033,-0.0124,0.0011,0.0044,0.0000
14.0700,21.7000,-0.0599,-0.0584,0.0005,-0.0395,-0.0006,0.1188,-0.0139,0.0322,0.0015,0.0025,0.0000,0.0320,-0.0030,-0.0131,0.0010,0.0043,0.0000
14.1000,21.7000,-0.0603,-0.0574,0.0005,-0.0395,-0.0006,0.1197,-0.0140,0.0318,0.0016,0.0026,0.0000,0.0306,-0.0027,-0.0136,0.0009,0.0043,0.0000
14.1300,21.7000,-0.0607,-0.0565,0.0005,-0.0394,-0.0006,0.1206,-0.0141,0.0314,0.0016,0.0027,0.0000,0.0294,-0.0024,-0.0139,0.0008,0.0042,0.0000
14.1600,21.7100,-0.0612,-0.0556,0.0006,-0.0393,-0.0006,0.1215,-0.0141,0.0310,0.0016,0.0029,0.0000,0.0284,-0.0021,-0.0140,0.0007,0.0042,0.0000
14.1900,21.7100,-0.0616,-0.0546,0.0006,-0.0392,-0.0006,0.1223,-0.0142,0.0305,0.0016,0.0030,0.0000,0.0276,-0.0018,-0.0141,0.0006,0.0042,0.0000
14.2200,21.7100,-0.0620,-0.0537,0.0007,-0.0391,-0.0006,0.1231,-0.0143,0.0301,0.0016,0.0031,0.0000,0.0265,-0.0014,-0.0142,0.0005,0.0042,0.0000
14.2500,21.7200,-0.0624,-0.0528,0.0007,-0.0390,-0.0006,0.1239,-0.0143,0.0297,0.0017,0.0032,0.0000,0.0251,-0.0011,-0.0146,0.0004,0.0041,0.0000
14.2800,21.7200,-0.0629,-0.0519,0.0008,-0.0389,-0.0006,0.1246,-0.0143,0.0292,0.0017,0.0034,0.0000,0.0234,-0.0007,-0.0152,0.0003,0.0040,0.0000
14.3100,21.7200,-0.0633,-0.0511,0.0008,-0.0388,-0.0006,0.1253,-0.0143,0.0288,0.0017,0.0035,0.0000,0.0214,-0.0003,-0.0160,0.0002,0.0040,0.0000
14.3400,21.7300,-0.0637,-0.0502,0.0009,-0.0387,-0.0006,0.1259,-0.0143,0.0283,0.0017,0.0036,0.0000,0.0194,0.0001,-0.0168,0.0001,0.0039,0.0000
14.3700,21.7300,-0.0642,-0.0494,0.0009,-0.0386,-0.0006,0.1265,-0.0143,0.0278,0.0017,0.0037,0.0000,0.0174,0.0004,-0.0176,0.0000,0.0038,0.0000
14.4000,21.7400,-0.0646,-0.0486,0.0010,-0.0385,-0.0006,0.1270,-0.0143,0.0272,0.0017,0.0038,0.0000,0.0158,0.0008,-0.0182,-0.0001,0.0037,0.0000
14.4300,21.7400,-0.0650,-0.0477,0.0010,-0.0384,-0.0006,0.1274,-0.0143,0.0267,0.0017,0.0039,0.0000,0.0145,0.0011,-0.0185,-0.0002,0.0036,0.0000
14.4600,21.7400,-0.0654,-0.0470,0.0011,-0.0383,-0.0006,0.1278,-0.0142,0.0261,0.0017,0.0040,0.0000,0.0135,0.0015,-0.0186,-0.0003,0.0036,0.0000
14.4900,21.7500,-0.0659,-0.0462,0.0011,-0.0381,-0.0006,0.1282,-0.0142,0.0256,0.0017,0.0042,0.0000,0.0127,0.0018,-0.0186,-0.0004,0.0035,0.0000
14.5200,21.7500,-0.0663,-0.0454,0.0012,-0.0380,-0.0006,0.1286,-0.0141,0.0250,0.0016,0.0043,0.0000,0.0118,0.0022,-0.0187,-0.0005,0.0035,0.0000
14.5500,21.7600,-0.0667,-0.0447,0.0012,-0.0379,-0.0006,0.1289,-0.0141,0.0244,0.0016,0.0044,0.0000,0.0105,0.0025,-0.0189,-0.0006,0.0034,0.0000
14.5800,21.7600,-0.0671,-0.0440,0.0013,-0.0378,-0.0006,0.1292,-0.0140,0.0239,0.0016,0.0045,0.0000,0.0089,0.0029,-0.0194,-0.0007,0.0034,0.0000
14.6100,21.7600,-0.0676,-0.0432,0.0013,-0.0376,-0.0006,0.1295,-0.0139,0.0233,0.0016,0.0046,0.0000,0.0069,0.0033,-0.0201,-0.0008,0.0033,0.0000
14.6400,21.7700,-0.0680,-0.0426,0.0014,-0.0375,-0.0006,0.1296,-0.0138,0.0227,0.0016,0.0047,0.0000,0.0046,0.0036,-0.0208,-0.0009,0.0032,0.0000
14.6700,21.7700,-0.0684,-0.0419,0.0014,-0.0373,-0.0006,0.1298,-0.0137,0.0220,0.0015,0.0048,0.0000,0.0024,0.0039,-0.0216,-0.0010,0.0031,0.0000
14.7000,21.7700,-0.0688,-0.0412,0.0015,-0.0372,-0.0006,0.1298,-0.0135,0.0214,0.0015,0.0048,0.0000,0.0003,0.0042,-0.0223,-0.0011,0.0030,0.0000
14.7300,21.7800,-0.0692,-0.0406,0.0015,-0.0371,-0.0006,0.1298,-0.0134,0.0207,0.0015,0.0049,0.0000,-0.0014,0.0045,-0.0226,-0.0011,0.0029,0.0000
14.7600,21.7800,-0.0696,-0.0400,0.0016,-0.0369,-0.0006,0.1297,-0.0133,0.0200,0.0014,0.0050,0.0000,-0.0028,0.0048,-0.0228,-0.0012,0.0028,0.0000
14.7900,21.7900,-0.0700,-0.0394,0.0016,-0.0368,-0.0006,0.1296,-0.0131,0.0193,0.0014,0.0051,0.0000,-0.0039,0.0050,-0.0228,-0.0013,0.0028,0.0000
14.8200,21.7900,-0.0704,-0.0388,0.0016,-0.0366,-0.0006,0.1295,-0.0130,0.0186,0.0014,0.0052,0.0000,-0.0050,0.0053,-0.0227,-0.0013,0.0027,0.0000
14.8500,21.7900,-0.0708,-0.0383,0.0017,-0.0364,-0.0006,0.1293,-0.0128,0.0180,0.0013,0.0053,0.0000,-0.0063,0.0056,-0.0228,-0.0014,0.0027,0.0000
14.8800,21.8000,-0.0712,-0.0378,0.0017,-0.0363,-0.0006,0.1291,-0.0126,0.0173,0.0013,0.0053,0.0000,-0.0079,0.0058,-0.0230,-0.0014,0.0026,0.0000
14.9100,21.8000,-0.0715,-0.0373,0.0018,-0.0361,-0.0006,0.1288,-0.0125,0.0166,0.0012,0.0054,0.0000,-0.0098,0.0061,-0.0235,-0.0015,0.0025,0.0000
14.9400,21.8100,-0.0719,-0.0368,0.0018,-0.0360,-0.0006,0.1285,-0.0123,0.0159,0.0012,0.0055,0.0000,-0.0120,0.0063,-0.0242,-0.0015,0.0024,0.0000
14.9700,21.8100,-0.0723,-0.0363,0.0018,-0.0358,-0.0006,0.1281,-0.0121,0.0151,0.0011,0.0056,0.0000,-0.0142,0.0065,-0.0249,-0.0015,0.0022,0.0000
15.0000,21.8100,-0.0726,-0.0359,0.0019,-0.0356,-0.0006,0.1276,-0.0119,0.0144,0.0011,0.0056,0.0000,-0.0162,0.0066,-0.0255,-0.0016,0.0021,0.0000
15.0300,21.8200,-0.0730,-0.0354,0.0019,-0.0354,-0.0006,0.1271,-0.0117,0.0136,0.0010,0.0057,0.0000,-0.0179,0.0067,-0.0260,-0.0016,0.0020,0.0000
15.0600,21.8200,-0.0733,-0.0350,0.0019,-0.0353,-0.0006,0.1266,-0.0115,0.0128,0.0010,0.0057,0.0000,-0.0190,0.0068,-0.0261,-0.0016,0.0019,0.0000
15.0900,21.8200,-0.0737,-0.0347,0.0020,-0.0351,-0.0006,0.1260,-0.0113,0.0120,0.0009,0.0058,0.0000,-0.0196,0.0069,-0.0258,-0.0016,0.0019,0.0000
15.1200,21.8300,-0.0740,-0.0343,0.0020,-0.0349,-0.0006,0.1254,-0.0111,0.0113,0.0009,0.0059,0.0000,-0.0198,0.0069,-0.0254,-0.0016,0.0018,0.0000
15.1500,21.8300,-0.0743,-0.0340,0.0020,-0.0347,-0.0006,0.1248,-0.0109,0.0105,0.0008,0.0059,0.0000,-0.0201,0.0069,-0.0251,-0.0016,0.0018,0.0000
15.1800,21.8400,-0.0747,-0.0337,0.0020,-0.0346,-0.0006,0.1242,-0.0107,0.0098,0.0008,0.0060,0.0000,-0.0208,0.0070,-0.0249,-0.0016,0.0017,0.0000
15.2100,21.8400,-0.0750,-0.0334,0.0021,-0.0344,-0.0006,0.1236,-0.0105,0.0090,0.0008,0.0060,0.0000,-0.0216,0.0071,-0.0249,-0.0016,0.0016,0.0000
15.2400,21.8400,-0.0753,-0.0332,0.0021,-0.0342,-0.0006,0.1229,-0.0102,0.0083,0.0007,0.0061,0.0000,-0.0227,0.0072,-0.0250,-0.0015,0.0015,0.0000
15.2700,21.8500,-0.0756,-0.0329,0.0021,-0.0340,-0.0006,0.1222,-0.0100,0.0075,0.0007,0.0061,0.0000,-0.0241,0.0074,-0.0253,-0.0015,0.0014,0.0000
15.3000,21.8500,-0.0759,-0.0327,0.0021,-0.0338,-0.0006,0.1215,-0.0098,0.0068,0.0006,0.0061,0.0000,-0.0256,0.0075,-0.0256,-0.0015,0.0013,0.0000
15.3300,21.8500,-0.0762,-0.0325,0.0021,-0.0337,-0.0006,0.1207,-0.0096,0.0060,0.0006,0.0062,0.0000,-0.0270,0.0075,-0.0260,-0.0014,0.0011,0.0000
15.3600,21.8600,-0.0765,-0.0323,0.0022,-0.0335,-0.0006,0.1198,-0.0093,0.0052,0.0005,0.0062,0.0000,-0.0283,0.0074,-0.0262,-0.0014,0.0010,0.0000
15.3900,21.8600,-0.0767,-0.0322,0.0022,-0.0333,-0.0006,0.1190,-0.0091,0.0044,0.0005,0.0062,0.0000,-0.0292,0.0072,-0.0261,-0.0013,0.0009,0.0000
15.4200,21.8700,-0.0770,-0.0321,0.0022,-0.0331,-0.0006,0.1181,-0.0089,0.0036,0.0004,0.0063,0.0000,-0.0296,0.0071,-0.0258,-0.0013,0.0008,0.0000
15.4500,21.8700,-0.0773,-0.0320,0.0022,-0.0329,-0.0006,0.1172,-0.0087,0.0029,0.0004,0.0063,0.0000,-0.0299,0.0069,-0.0253,-0.0012,0.0008,0.0000
15.4800,21.8700,-0.0775,-0.0319,0.0022,-0.0327,-0.0006,0.1163,-0.0085,0.0021,0.0004,0.0063,0.0000,-0.0301,0.0069,-0.0248,-0.0012,0.0007,0.0000
15.5100,21.8800,-0.0778,-0.0319,0.0022,-0.0325,-0.0006,0.1154,-0.0083,0.0014,0.0003,0.0063,0.0000,-0.0306,0.0069,-0.0245,-0.0011,0.0006,0.0000
15.5400,21.8800,-0.0780,-0.0318,0.0022,-0.0323,-0.0006,0.1145,-0.0081,0.0006,0.0003,0.0064,0.0000,-0.0315,0.0069,-0.0244,-0.0010,0.0005,0.0000
15.5700,21.8800,-0.0783,-0.0318,0.0022,-0.0321,-0.0006,0.1135,-0.0079,-0.0001,0.0003,0.0064,0.0000,-0.0328,0.0069,-0.0246,-0.0010,0.0004,0.0000
15.6000,21.8900,-0.0785,-0.0318,0.0022,-0.0320,-0.0006,0.1125,-0.0077,-0.0008,0.0002,0.0064,0.0000,-0.0343,0.0068,-0.0250,-0.0009,0.0002,0.0000
15.6300,21.8900,-0.0787,-0.0319,0.0023,-0.0318,-0.0006,0.1114,-0.0075,-0.0016,0.0002,0.0064,0.0000,-0.0356,0.0067,-0.0252,-0.0008,0.0001,0.0000
15.6600,21.8900,-0.0789,-0.0319,0.0023,-0.0316,-0.0006,0.1104,-0.0073,-0.0023,0.0002,0.0064,0.0000,-0.0365,0.0065,-0.0251,-0.0008,0.0000,0.0000
15.6900,21.9000,-0.0792,-0.0320,0.0023,-0.0314,-0.0006,0.1093,-0.0071,-0.0031,0.0002,0.0064,0.0000,-0.0367,0.0063,-0.0247,-0.0007,-0.0001,0.0000
15.7200,21.9000,-0.0794,-0.0321,0.0023,-0.0312,-0.0006,0.1082,-0.0069,-0.0038,0.0002,0.0064,0.0000,-0.0365,0.0060,-0.0240,-0.0006,-0.0002,0.0000
15.7500,21.9000,-0.0796,-0.0322,0.0023,-0.0310,-0.0006,0.1071,-0.0067,-0.0045,0.0001,0.0064,0.0000,-0.0361,0.0059,-0.0232,-0.0006,-0.0002,0.0000
15.7800,21.9100,-0.0798,-0.0324,0.0023,-0.0308,-0.0006,0.1060,-0.0065,-0.0052,0.0001,0.0064,0.0000,-0.0359,0.0057,-0.0225,-0.0005,-0.0003,0.0000
15.8100,21.9100,-0.0800,-0.0325,0.0023,-0.0306,-0.0005,0.1049,-0.0064,-0.0059,0.0001,0.0064,0.0000,-0.0361,0.0057,-0.0221,-0.0004,-0.0004,0.0000
15.8400,21.9100,-0.0802,-0.0327,0.0023,-0.0304,-0.0005,0.1038,-0.0062,-0.0065,0.0001,0.0063,0.0000,-0.0368,0.0056,-0.0220,-0.0004,-0.0005,0.0000
15.8700,21.9200,-0.0803,-0.0329,0.0023,-0.0302,-0.0005,0.1027,-0.0060,-0.0072,0.0001,0.0063,0.0000,-0.0378,0.0056,-0.0221,-0.0003,-0.0006,-0.0001
15.9000,21.9200,-0.0805,-0.0332,0.0023,-0.0301,-0.0005,0.1016,-0.0059,-0.0079,0.0001,0.0063,0.0000,-0.0387,0.0055,-0.0222,-0.0002,-0.0007,-0.0001
15.9300,21.9200,-0.0807,-0.0334,0.0023,-0.0299,-0.0005,0.1004,-0.0057,-0.0085,0.0001,0.0063,0.0000,-0.0394,0.0053,-0.0221,-0.0002,-0.0009,-0.0001
15.9600,21.9200,-0.0809,-0.0337,0.0023,-0.0297,-0.0005,0.0992,-0.0055,-0.0092,0.0001,0.0063,0.0000,-0.0396,0.0052,-0.0217,-0.0001,-0.0010,-0.0001
15.9900,21.9300,-0.0810,-0.0340,0.0023,-0.0295,-0.0005,0.0980,-0.0054,-0.0098,0.0001,0.0062,0.0000,-0.0395,0.0049,-0.0212,-0.0001,-0.0010,0.0000
16.0200,21.9300,-0.0812,-0.0343,0.0023,-0.0293,-0.0005,0.0968,-0.0052,-0.0105,0.0001,0.0062,0.0000,-0.0392,0.0048,-0.0205,-0.0001,-0.0011,0.0000
16.0500,21.9300,-0.0813,-0.0346,0.0023,-0.0291,-0.0005,0.0957,-0.0051,-0.0111,0.0001,0.0062,0.0000,-0.0391,0.0046,-0.0199,0.0000,-0.0012,0.0000
16.0800,21.9400,-0.0815,-0.0349,0.0023,-0.0289,-0.0005,0.0945,-0.0050,-0.0117,0.0001,0.0061,0.0000,-0.0393,0.0046,-0.0195,0.0000,-0.0013,0.0000
16.1100,21.9400,-0.0816,-0.0353,0.0023,-0.0287,-0.0005,0.0933,-0.0048,-0.0122,0.0001,0.0061,0.0000,-0.0399,0.0046,-0.0194,0.0001,-0.0014,0.0000
16.1400,21.9400,-0.0818,-0.0357,0.0023,-0.0286,-0.0005,0.0921,-0.0047,-0.0128,0.0001,0.0060,0.0000,-0.0407,0.0046,-0.0194,0.0001,-0.0015,-0.0001
16.1700,21.9400,-0.0819,-0.0361,0.0023,-0.0284,-0.0005,0.0909,-0.0046,-0.0134,0.0001,0.0060,0.0000,-0.0417,0.0046,-0.0195,0.0001,-0.0016,-0.0001
16.2000,21.9500,-0.0820,-0.0365,0.0023,-0.0282,-0.0005,0.0896,-0.0044,-0.0140,0.0001,0.0059,0.0000,-0.0424,0.0045,-0.0194,0.0001,-0.0017,-0.0001
16.2300,21.9500,-0.0822,-0.0369,0.0023,-0.0280,-0.0005,0.0883,-0.0043,-0.0146,0.0001,0.0059,0.0000,-0.0428,0.0044,-0.0191,0.0001,-0.0018,-0.0001
16.2600,21.9500,-0.0823,-0.0373,0.0023,-0.0279,-0.0005,0.0870,-0.0042,-0.0151,0.0001,0.0058,0.0000,-0.0429,0.0043,-0.0187,0.0001,-0.0019,-0.0001
16.2900,21.9500,-0.0824,-0.0378,0.0023,-0.0277,-0.0005,0.0857,-0.0040,-0.0157,0.0001,0.0058,0.0000,-0.0430,0.0042,-0.0181,0.0001,-0.0020,0.0000
16.3200,21.9600,-0.0825,-0.0383,0.0023,-0.0275,-0.0005,0.0844,-0.0039,-0.0162,0.0001,0.0057,0.0000,-0.0431,0.0041,-0.0176,0.0001,-0.0020,0.0000
16.3500,21.9600,-0.0827,-0.0388,0.0023,-0.0273,-0.0005,0.0832,-0.0038,-0.0167,0.0001,0.0057,0.0000,-0.0433,0.0041,-0.0172,0.0001,-0.0021,0.0000
16.3800,21.9600,-0.0828,-0.0393,0.0023,-0.0272,-0.0005,0.0818,-0.0037,-0.0173,0.0001,0.0056,0.0000,-0.0439,0.0041,-0.0169,0.0001,-0.0022,0.0000
16.4100,21.9600,-0.0829,-0.0398,0.0023,-0.0270,-0.0005,0.0805,-0.0035,-0.0178,0.0001,0.0055,0.0000,-0.0445,0.0042,-0.0167,0.0001,-0.0023,0.0000
16.4400,21.9700,-0.0830,-0.0404,0.0023,-0.0268,-0.0005,0.0792,-0.0034,-0.0183,0.0001,0.0054,0.0000,-0.0451,0.0043,-0.0165,0.0000,-0.0024,0.0000
16.4700,21.9700,-0.0831,-0.0409,0.0023,-0.0267,-0.0005,0.0778,-0.0033,-0.0187,0.0001,0.0054,0.0000,-0.0457,0.0043,-0.0162,0.0000,-0.0025,-0.0001
16.5000,21.9700,-0.0832,-0.0415,0.0023,-0.0265,-0.0005,0.0764,-0.0031,-0.0192,0.0001,0.0053,0.0000,-0.0460,0.0044,-0.0157,0.0000,-0.0026,-0.0001
16.5300,21.9700,-0.0833,-0.0421,0.0023,-0.0264,-0.0005,0.0751,-0.0030,-0.0197,0.0001,0.0052,0.0000,-0.0463,0.0044,-0.0152,-0.0001,-0.0026,-0.0001
16.5600,21.9800,-0.0834,-0.0427,0.0023,-0.0262,-0.0005,0.0737,-0.0029,-0.0201,0.0001,0.0051,0.0000,-0.0466,0.0044,-0.0147,-0.0001,-0.0027,0.0000
16.5900,21.9800,-0.0834,-0.0433,0.0023,-0.0261,-0.0005,0.0723,-0.0027,-0.0206,0.0001,0.0051,0.0000,-0.0469,0.0044,-0.0142,-0.0002,-0.0028,0.0000
16.6200,21.9800,-0.0835,-0.0439,0.0023,-0.0259,-0.0005,0.0708,-0.0026,-0.0210,0.0001,0.0050,0.0000,-0.0474,0.0045,-0.0139,-0.0002,-0.0028,0.0000
16.6500,21.9800,-0.0836,-0.0445,0.0024,-0.0258,-0.0005,0.0694,-0.0025,-0.0214,0.0001,0.0049,0.0000,-0.0480,0.0045,-0.0135,-0.0003,-0.0029,0.0000
16.6800,21.9800,-0.0837,-0.0452,0.0024,-0.0256,-0.0005,0.0680,-0.0023,-0.0218,0.0001,0.0048,0.0000,-0.0486,0.0047,-0.0132,-0.0004,-0.0030,0.0000
16.7100,21.9900,-0.0837,-0.0458,0.0024,-0.0255,-0.0005,0.0665,-0.0022,-0.0222,0.0000,0.0047,0.0000,-0.0492,0.0048,-0.0129,-0.0004,-0.0031,0.0000
16.7400,21.9900,-0.0838,-0.0465,0.0024,-0.0253,-0.0005,0.0650,-0.0021,-0.0226,0.0000,0.0046,0.0000,-0.0496,0.0049,-0.0124,-0.0005,-0.0031,-0.0001
16.7700,21.9900,-0.0839,-0.0472,0.0024,-0.0252,-0.0005,0.0635,-0.0019,-0.0229,0.0000,0.0045,0.0000,-0.0499,0.0050,-0.0119,-0.0005,-0.0032,-0.0001
16.8000,21.9900,-0.0839,-0.0479,0.0024,-0.0250,-0.0005,0.0620,-0.0018,-0.0233,0.0000,0.0044,0.0000,-0.0502,0.0051,-0.0114,-0.0006,-0.0032,-0.0001
16.8300,21.9900,-0.0840,-0.0486,0.0024,-0.0249,-0.0005,0.0605,-0.0016,-0.0236,0.0000,0.0043,0.0000,-0.0505,0.0052,-0.0108,-0.0007,-0.0033,-0.0001
16.8600,22.0000,-0.0840,-0.0493,0.0024,-0.0248,-0.0005,0.0590,-0.0014,-0.0239,0.0000,0.0042,0.0000,-0.0509,0.0052,-0.0104,-0.0007,-0.0033,-0.0001
16.8900,22.0000,-0.0841,-0.0500,0.0024,-0.0247,-0.0005,0.0575,-0.0013,-0.0242,-0.0001,0.0041,0.0000,-0.0514,0.0053,-0.0100,-0.0008,-0.0034,0.0000
16.9200,22.0000,-0.0841,-0.0508,0.0024,-0.0245,-0.0005,0.0559,-0.0011,-0.0245,-0.0001,0.0040,0.0000,-0.0519,0.0054,-0.0096,-0.0009,-0.0034,0.0000
16.9500,22.0000,-0.0841,-0.0515,0.0024,-0.0244,-0.0005,0.0543,-0.0010,-0.0248,-0.0001,0.0039,0.0000,-0.0524,0.0055,-0.0092,-0.0009,-0.0035,0.0000
16.9800,22.0000,-0.0842,-0.0522,0.0023,-0.0243,-0.0005,0.0528,-0.0008,-0.0251,-0.0001,0.0038,0.0000,-0.0528,0.0056,-0.0088,-0.0010,-0.0035,-0.0001
17.0100,22.0000,-0.0842,-0.0530,0.0023,-0.0242,-0.0005,0.0512,-0.0006,-0.0253,-0.0002,0.0037,0.0000,-0.0530,0.0057,-0.0082,-0.0010,-0.0036,-0.0001
17.0400,22.0100,-0.0842,-0.0538,0.0023,-0.0241,-0.0005,0.0496,-0.0005,-0.0256,-0.0002,0.0036,0.0000,-0.0533,0.0058,-0.0077,-0.0011,-0.0036,-0.0001
17.0700,22.0100,-0.0842,-0.0545,0.0023,-0.0240,-0.0005,0.0480,-0.0003,-0.0258,-0.0002,0.0035,0.0000,-0.0536,0.0059,-0.0072,-0.0011,-0.0037,-0.0001
17.1000,22.0100,-0.0842,-0.0553,0.0023,-0.0239,-0.0006,0.0464,-0.0001,-0.0260,-0.0003,0.0034,0.0000,-0.0541,0.0059,-0.0068,-0.0012,-0.0037,-0.0001
17.1300,22.0100,-0.0842,-0.0561,0.0023,-0.0238,-0.0006,0.0447,0.0001,-0.0262,-0.0003,0.0033,0.0000,-0.0546,0.0060,-0.0065,-0.0012,-0.0037,-0.0001
17.1600,22.0100,-0.0842,-0.0569,0.0023,-0.0237,-0.0006,0.0431,0.0003,-0.0264,-0.0003,0.0032,0.0000,-0.0551,0.0060,-0.0061,-0.0013,-0.0038,0.0000
17.1900,22.0100,-0.0842,-0.0577,0.0023,-0.0236,-0.0006,0.0414,0.0004,-0.0266,-0.0004,0.0030,0.0000,-0.0556,0.0060,-0.0058,-0.0013,-0.0038,0.0000
17.2200,22.0100,-0.0842,-0.0585,0.0023,-0.0235,-0.0006,0.0398,0.0006,-0.0268,-0.0004,0.0029,0.0000,-0.0559,0.0060,-0.0053,-0.0013,-0.0039,0.0000
17.2500,22.0200,-0.0842,-0.0593,0.0023,-0.0234,-0.0006,0.0381,0.0008,-0.0269,-0.0005,0.0028,0.0000,-0.0561,0.0060,-0.0048,-0.0013,-0.0039,0.0000
17.2800,22.0200,-0.0841,-0.0601,0.0023,-0.0233,-0.0006,0.0364,0.0010,-0.0270,-0.0005,0.0027,0.0000,-0.0561,0.0060,-0.0042,-0.0014,-0.0039,0.0000
17.3100,22.0200,-0.0841,-0.0609,0.0022,-0.0232,-0.0006,0.0347,0.0012,-0.0272,-0.0005,0.0026,0.0000,-0.0560,0.0061,-0.0036,-0.0014,-0.0039,0.0000
17.3400,22.0200,-0.0841,-0.0617,0.0022,-0.0232,-0.0006,0.0330,0.0013,-0.0273,-0.0006,0.0025,0.0000,-0.0560,0.0061,-0.0030,-0.0014,-0.0039,0.0000
17.3700,22.0200,-0.0840,-0.0625,0.0022,-0.0231,-0.0006,0.0313,0.0015,-0.0273,-0.0006,0.0023,0.0000,-0.0561,0.0060,-0.0026,-0.0014,-0.0039,0.0000
17.4000,22.0200,-0.0840,-0.0634,0.0022,-0.0230,-0.0006,0.0297,0.0017,-0.0274,-0.0007,0.0022,0.0000,-0.0564,0.0060,-0.0023,-0.0014,-0.0040,0.0000
17.4300,22.0200,-0.0839,-0.0642,0.0022,-0.0230,-0.0006,0.0280,0.0019,-0.0275,-0.0007,0.0021,0.0000,-0.0567,0.0059,-0.0020,-0.0014,-0.0040,0.0000
